bucket	token	count
wts_9_m:umlaut_translit_candidate	Ratschlä-	1
wts_9_m:umlaut_translit_candidate	Lödz	1
wts_9_m:umlaut_translit_candidate	hauptsäch-	1
wts_9_m:umlaut_translit_candidate	entschlüpfte	1
wts_9_m:umlaut_translit_candidate	Blutströmen	1
wts_9_m:umlaut_translit_candidate	Vätsiputriyas	1
wts_9_m:umlaut_translit_candidate	tatsäch-	1
wts_9_m:umlaut_translit_candidate	Abwärtsstreben	1
wts_9_m:umlaut_translit_candidate	Aufwärtsstreben	1
wts_9_m:umlaut_translit_candidate	lo-tsä	1
wts_9_m:umlaut_translit_candidate	bergabwärts	1
wts_9_m:umlaut_translit_candidate	Amitsträger	1
wts_9_m:umlaut_translit_candidate	btsan-Dämons	1
wts_9_m:umlaut_translit_candidate	wertschätzen	1
wts_9_m:umlaut_translit_candidate	Überwältigtsein	1
wts_9_m:umlaut_translit_candidate	sätstsba	1
wts_9_m:umlaut_translit_candidate	śäkya	1
wts_9_m:umlaut_translit_candidate	aufwärts	1
wts_9_m:umlaut_translit_candidate	Sehbewußtsein	1
wts_9_m:umlaut_translit_candidate	bewußtseins	1
wts_9_m:umlaut_translit_candidate	ekäksalh	1
wts_9_m:umlaut_translit_candidate	sdebä'inantshan	1
wts_9_m:umlaut_translit_candidate	Gandharva-König	1
wts_9_m:umlaut_translit_candidate	Käśyapa	1
wts_9_m:umlaut_translit_candidate	Wortstämme	1
wts_9_m:umlaut_translit_candidate	Weder-Bewußtsein-noch-	1
wts_9_m:umlaut_translit_candidate	Nicht-Bewußtseins	1
wts_9_m:umlaut_translit_candidate	väterlicherscits	1
wts_9_m:umlaut_translit_candidate	schelhörnern	1
wts_9_m:umlaut_translit_candidate	rechtsläu-	1
wts_9_m:umlaut_translit_candidate	Vipaśyanä	1
wts_9_m:umlaut_translit_candidate	tsitäwarazespaiyul	1
wts_9_m:umlaut_translit_candidate	Speicherbewufßtsein	1
wts_9_m:umlaut_translit_candidate	mantsäule	1
wts_9_m:umlaut_translit_candidate	Gleithörnchens	1
wts_9_m:umlaut_translit_candidate	Schriftstückes	1
wts_9_m:umlaut_translit_candidate	Staatsführung	1
wts_9_m:umlaut_translit_candidate	Bewußtseinszustände	1
wts_9_m:umlaut_translit_candidate	Hauptschüler	1
wts_9_m:umlaut_translit_candidate	Hauptschüiler	1
wts_9_m:umlaut_translit_candidate	Vigatäśoka	1
wts_9_m:umlaut_translit_candidate	gatäśoka	1
wts_9_m:umlaut_translit_candidate	Dharmakönig	1
wts_9_m:umlaut_translit_candidate	Dharmakönigs	1
wts_9_m:umlaut_translit_candidate	brogmilotsä	1
wts_9_m:umlaut_translit_candidate	Geschäftsleute	1
wts_9_m:umlaut_translit_candidate	śüdra-Kaste	1
wts_9_m:umlaut_translit_candidate	Amtsränge	1
wts_9_m:umlaut_translit_candidate	Wertschätzung	1
wts_9_m:umlaut_translit_candidate	Wertschät-	1
wts_9_m:umlaut_translit_candidate	Zufluchtsstätten	1
wts_9_m:umlaut_translit_candidate	Lödz-K	1
wts_9_m:umlaut_translit_candidate	sre-khor-Höllen	1
wts_9_m:umlaut_translit_candidate	Achselhöhle	1
wts_9_m:umlaut_translit_candidate	Tsä-ri	1
wts_9_m:umlaut_translit_candidate	Alkoholhändler	1
wts_9_m:umlaut_translit_candidate	Händecklatschen	1
wts_9_m:umlaut_translit_candidate	Quadratstücke	1
wts_9_m:umlaut_translit_candidate	Entschlufß	1
wts_9_m:umlaut_translit_candidate	Entschlüsse	1
