page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
6	78	6	sor	śor	alternate_witness_google_loc_fricative_upgrade	sor	sor	"53,6); ño yi bkrag sor thal ka ~ (metr.) ""sie"	"53,6); ño yi bkrag śor thal ka ~ (metr.) ""sie"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.831	0.887	391	93	85	1.094
6	84	5	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	"1222); klu mo mdzes Idan — ""die klu mo"	"1222); klu mo mdzes ldan — ""die klu mo"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.831	0.887	391	93	85	1.094
6	88	3	bron	broṅ	alternate_witness_google_loc_nasal_upgrade	bron	bron	"pho ~ ""ini 'bron gchig pa (metr.) ""ein cin-"	"pho ~ ""ini 'broṅ gchig pa (metr.) ""ein cin-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.831	0.887	391	93	85	1.094
7	27	3	zans	zaṅs	alternate_witness_google_loc_nasal_upgrade	zans	zans	spur ni zans broya' — kha sprod kyi nani du	spur ni zaṅs broya' — kha sprod kyi nani du	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.679	0.844	380	92	89	1.034
7	37	5	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"45,15); skran phur — Ita bur 'dug pa ""Tumo-"	"45,15); skran phur — lta bur 'dug pa ""Tumo-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.679	0.844	380	92	89	1.034
7	49	1	GS-H	Gś-H	alternate_witness_citation_siglum	gsh	gsh	(GS-H 6la); rin chen sgron — mams kyani	(Gś-H 6la); rin chen sgron — mams kyani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.679	0.844	380	92	89	1.034
7	54	2	Iden	ldeṅ	alternate_witness_initial_i_to_l_translit	iden	lden	"sen Iden gi tsber — zug pcs ""ihn stach ein"	"sen ldeṅ gi tsber — zug pcs ""ihn stach ein"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.679	0.844	380	92	89	1.034
7	87	2	Ina	lṅa	alternate_witness_initial_i_to_l_translit	ina	lna	"sñigs ~ Ina po ""die fünffache Degeneration"""	"sñigs ~ lṅa po ""die fünffache Degeneration"""	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.679	0.844	380	92	89	1.034
8	33	1	sel	śel	alternate_witness_google_loc_fricative_upgrade	sel	sel	sel chu 'og — man chad mdo lo skor dan /	śel chu 'og — man chad mdo lo skor dan /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	8	0.519	0.873	393	92	96	0.958
8	57	6	Iho	lho	alternate_witness_initial_i_to_l_translit	iho	lho	"bo byan grüls yod pa'i Iho — na ""es gibt zwei"	"bo byan grüls yod pa'i lho — na ""es gibt zwei"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	8	0.519	0.873	393	92	96	0.958
8	83	2	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"ston Iha za mtshan drug — (metr.) ""[du]"	"ston lha za mtshan drug — (metr.) ""[du]"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	8	0.519	0.873	393	92	96	0.958
8	91	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	mi phyed — dan / phra gzugs — dan / rtse ba	mi phyed — daṅ / phra gzugs — dan / rtse ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	8	0.519	0.873	393	92	96	0.958
10	3	1	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Iha myi — phye ba ""als die Götter und Men-"	"lha myi — phye ba ""als die Götter und Men-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.542	0.871	398	95	96	0.990
10	62	6	bzens	bźens	alternate_witness_google_loc_fricative_upgrade	bzens	bzens	"ried la sdod rten cig — bzens ""für uns wur-"	"ried la sdod rten cig — bźens ""für uns wur-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.542	0.871	398	95	96	0.990
10	71	6	Ita'i	lta'i	alternate_witness_initial_i_to_l_translit	itai	ltai	"fe"" (Däg 302,18); da Ita'i rgas 'chal mi ~"	"fe"" (Däg 302,18); da lta'i rgas 'chal mi ~"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.542	0.871	398	95	96	0.990
10	80	3	L$dz	Lśdz	alternate_witness_citation_siglum	lsdz	lsdz	"Gelübde nicht"" (L$dz 150,1); Iha khani yon"	"Gelübde nicht"" (Lśdz 150,1); lha khani yon"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.542	0.871	398	95	96	0.990
10	80	6	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Gelübde nicht"" (L$dz 150,1); Iha khani yon"	"Gelübde nicht"" (Lśdz 150,1); lha khani yon"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.542	0.871	398	95	96	0.990
12	14	4	ISK	1SK	alternate_witness_citation_siglum	isk	1sk	"stung der Gottheit!"" (ISK 1: 214,4,4); ña dge"	"stung der Gottheit!"" (1SK 1: 214,4,4); ña dge"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	12	0.652	0.864	369	92	90	1.022
12	58	1	L$dz-K	Lśdz-K	alternate_witness_citation_siglum	lsdzk	lsdzk	"(L$dz-K 320,11); de 'dra — byeidl ""tu so etwas"	"(Lśdz-K 320,11); de 'dra — byeidl ""tu so etwas"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	12	0.652	0.864	369	92	90	1.022
13	76	7	dpun	dpuṅ	alternate_witness_google_loc_nasal_upgrade	dpun	dpun	(Pd-K 74c); khyod kyis — igs par dpun skyed	(Pd-K 74c); khyod kyis — igs par dpuṅ skyed	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	13	0.634	0.875	379	93	92	1.011
14	43	4	L$dz	Lśdz	alternate_witness_citation_siglum	lsdz	lsdz	"Mittel und Weisheit"" (L$dz 84,6); 'bum pa"	"Mittel und Weisheit"" (Lśdz 84,6); 'bum pa"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.622	0.905	373	90	94	0.957
15	25	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	pha spre'u dan / — brag srin mo las chad (r.	pha spre'u daṅ / — brag srin mo las chad (r.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
15	34	3	ran	rañ	alternate_witness_google_loc_nasal_upgrade	ran	ran	"sgrol mas ran gi ~i tshul bzur nas ""die er-"	"sgrol mas rañ gi ~i tshul bzur nas ""die er-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
15	53	9	sñin	sñiñ	alternate_witness_google_loc_nasal_upgrade	snin	snin	"lteba'i dkyil du bu ༡// {$ } srog thag dań —"" sñin"	"lteba'i dkyil du bu ༡// {$ } srog thag dań —"" sñiñ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
15	82	4	gsin	gśin	alternate_witness_google_loc_fricative_upgrade	gsin	gsin	118,29); Reg gsin tshe rtsis la sogs pa / gan	118,29); Reg gśin tshe rtsis la sogs pa / gañ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
15	82	10	gan	gañ	alternate_witness_google_loc_nasal_upgrade	gan	gan	118,29); Reg gsin tshe rtsis la sogs pa / gan	118,29); Reg gśin tshe rtsis la sogs pa / gañ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
15	88	7	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"und 'Freund'"""" (Nagdel 8,5); — 'phrad Iha la"	"und 'Freund'"""" (Nagdel 8,5); — 'phrad lha la"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.554	0.877	349	92	90	1.022
18	2	8	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	la gtogs pa bram ze dbyar tshul zes bya ba	la gtogs pa bram ze dbyar tshul źes bya ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
18	22	6	gsegs	gśegs	alternate_witness_google_loc_fricative_upgrade	gsegs	gsegs	(LbAmz 53,3); de bZin gsegs pa'i riri bsrel ~i	(LbAmz 53,3); de bZin gśegs pa'i riri bsrel ~i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
18	27	3	zes	źes	alternate_witness_google_loc_fricative_upgrade	zes	zes	su ///5)/// zes bya bas dpal na landä'i gnas su	su ///5)/// źes bya bas dpal na landä'i gnas su	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
18	28	1	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	"Iha khari brya rtsa bryad bzenis ""zu der Zeit"	"lha khari brya rtsa bryad bzenis ""zu der Zeit"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
18	60	2	snar	sñar	alternate_witness_google_loc_nasal_upgrade	snar	snar	la snar slob ma ji sried cig byuri ste / — bas	la sñar slob ma ji sried cig byuri ste / — bas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
18	75	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. yul — na Ita bu ""wie: in dem Land da"	"Lex. yul — na lta bu ""wie: in dem Land da"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	18	0.634	0.853	318	83	83	1.000
20	3	1	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	Ihun grub dpal bzari gis / zani zan brag nas —	lhun grub dpal bzari gis / zani zaṅ brag nas —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
20	3	7	zan	zaṅ	alternate_witness_google_loc_nasal_upgrade	zan	zan	Ihun grub dpal bzari gis / zani zan brag nas —	lhun grub dpal bzari gis / zani zaṅ brag nas —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
20	30	2	ñag	ṅag	alternate_witness_google_loc_velar_nasal_upgrade	nag	nag	~ / man ñag mtha' dag gi gnad gcig du (r. tu)	~ / man ṅag mtha' dag gi gnad gcig du (r. tu)	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
20	51	3	L$dz-K	Lśdz-K	alternate_witness_citation_siglum	lsdzk	lsdzk	"ren Kinder"" (L$dz-K 243,15)."	"ren Kinder"" (Lśdz-K 243,15)."	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
20	56	2	nes	ñes	alternate_witness_google_loc_nasal_upgrade	nes	nes	མ་ངེས་པ་ ma nes pa.	མ་ངེས་པ་ ma ñes pa.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
20	64	10	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"sicher"" (NB 3.95); le lo dan ni mi go dan /"	"sicher"" (NB 3.95); le lo dan ni mi go daṅ /"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	20	0.868	0.893	309	86	84	1.024
22	48	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	thub la gnas pa dan sdom pa 'dzin cin spyod	thub la gnas pa daṅ sdom pa 'dzin cin spyod	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	22	0.511	0.892	282	82	80	1.025
28	5	10	min	miñ	alternate_witness_google_loc_nasal_upgrade	min	min	Lex. dban phyug gi bu chun gdon drug gi min	Lex. dban phyug gi bu chun gdon drug gi miñ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	6	8	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	ma drug ni u mäh dan me Iha dan gangä	ma drug ni u mäh dan me lha dan gangä	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	7	8	dañ	daṅ	alternate_witness_google_loc_velar_nasal_upgrade	dan	dan	dan 'dam bii tshal dan smin drug dañ sa ga	dan 'dam bii tshal dan smin drug daṅ sa ga	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	35	8	bran	braṅ	alternate_witness_google_loc_nasal_upgrade	bran	bran	(Gesar 233,46); 'og — klu yi pho bran nas /	(Gesar 233,46); 'og — klu yi pho braṅ nas /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	41	8	skyon	skyoṅ	alternate_witness_google_loc_nasal_upgrade	skyon	skyon	(Mvy 3239, Abt. klei rgyal po dun skyon).	(Mvy 3239, Abt. klei rgyal po dun skyoṅ).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	62	3	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	"rd nos bzun ste ""sie schen den Anavatapta"	"rd nos bzuṅ ste ""sie schen den Anavatapta"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	68	6	ner	ñer	alternate_witness_google_loc_nasal_upgrade	ner	ner	"ni — g.yu miitsho gnas chen ner /?2/""/ mgo /"	"ni — g.yu miitsho gnas chen ñer /?2/""/ mgo /"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
28	85	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	lbo phyogs dra ba /// yul du bram ze — dan /	lbo phyogs dra ba /// yul du bram ze — daṅ /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.526	0.873	261	86	89	0.966
37	8	7	rañ	raṅ	alternate_witness_google_loc_velar_nasal_upgrade	ran	ran	"Mutter der Bhūtas"" (Suv 5,19); ~ rañ yan lha"	"Mutter der Bhūtas"" (Suv 5,19); ~ raṅ yaṅ lha"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	8	8	yan	yaṅ	alternate_witness_google_loc_nasal_upgrade	yan	yan	"Mutter der Bhūtas"" (Suv 5,19); ~ rañ yan lha"	"Mutter der Bhūtas"" (Suv 5,19); ~ raṅ yaṅ lha"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	31	4	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dari / drag mo dan / khyab ug ma dan / gźon	dari / drag mo daṅ / khyab ug ma daṅ / gźon	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	31	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	dari / drag mo dan / khyab ug ma dan / gźon	dari / drag mo daṅ / khyab ug ma daṅ / gźon	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	32	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	nu ma dan / dbari mo dan / ku be ri dan /	nu ma dan / dbari mo daṅ / ku be ri dan /	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	69	5	sten	steṅ	alternate_witness_google_loc_nasal_upgrade	sten	sten	(gZi 4: 143,6); sten phyogs ~i skon mdos	(gZi 4: 143,6); steṅ phyogs ~i skoṅ mdos	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	69	8	skon	skoṅ	alternate_witness_google_loc_nasal_upgrade	skon	skon	(gZi 4: 143,6); sten phyogs ~i skon mdos	(gZi 4: 143,6); steṅ phyogs ~i skoṅ mdos	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
37	90	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"gźi dan rtsa ba sogs la ng ste ""ma mo be-"	"gźi daṅ rtsa ba sogs la ng ste ""ma mo be-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	37	0.906	0.869	311	94	92	1.022
41	5	2	bsig	bśig	alternate_witness_google_loc_fricative_upgrade	bsig	bsig	"bzans bsig pa'i Sul tu ""auf den Ruinen des"	"bzans bśig pa'i Sul tu ""auf den Ruinen des"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	41	0.553	0.873	276	85	85	1.000
41	53	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"sbos cham pa ma Zu dan (metr.) ""die an Blä-"	"sbos cham pa ma Zu daṅ (metr.) ""die an Blä-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	41	0.553	0.873	276	85	85	1.000
42	40	2	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	dari Idan pa 'ba' zig tn yari — kyi / chos sgrogs	dari ldan pa 'ba' zig tn yari — kyi / chos sgrogs	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	42	0.514	0.889	319	88	92	0.957
45	10	3	gnis	gñis	alternate_witness_google_loc_nasal_upgrade	gnis	gnis	tha ma gnis m smon gi rgal po dei dus na	tha ma gñis m smon gi rgal po dei dus na	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	45	0.596	0.891	269	81	81	1.000
45	11	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	Zes pa Ita bu 'das pa dan / ma 'ons pa na sanis	Zes pa lta bu 'das pa dan / ma 'ons pa na sanis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	45	0.596	0.891	269	81	81	1.000
45	39	4	sgan	sgaṅ	alternate_witness_google_loc_nasal_upgrade	sgan	sgan	sga pa — ri sgan pa rmamis ... sgar son phogs	sga pa — ri sgaṅ pa rmamis ... sgar son phogs	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	45	0.596	0.891	269	81	81	1.000
47	26	3	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"dgra bo Ita bu ""wie: niederträchtiger oder"	"dgra bo lta bu ""wie: niederträchtiger oder"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	47	0.661	0.915	321	92	90	1.022
47	35	3	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	mun pa dan / — pa' mun gnag dan / mi	mun pa daṅ / — pa' mun gnag daṅ / mi	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	47	0.661	0.915	321	92	90	1.022
47	35	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	mun pa dan / — pa' mun gnag dan / mi	mun pa daṅ / — pa' mun gnag daṅ / mi	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	47	0.661	0.915	321	92	90	1.022
47	73	6	span	spaṅ	alternate_witness_google_loc_nasal_upgrade	span	span	"sor dbye gsag gis su span (metr.) ""man soll"	"sor dbye gsag gis su spaṅ (metr.) ""man soll"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	47	0.661	0.915	321	92	90	1.022
48	68	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	rgya gar yul nas buddha gu hya dan / singa	rgya gar yul nas buddha gu hya daṅ / singa	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	48	0.559	0.825	226	77	85	0.906
49	60	3	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	gis pbyogs Ihun gi dbani gis bzed don la bar	gis pbyogs lhun gi dbani gis bźed don la bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	49	0.905	0.870	320	90	79	1.139
49	60	7	bzed	bźed	alternate_witness_google_loc_fricative_upgrade	bzed	bzed	gis pbyogs Ihun gi dbani gis bzed don la bar	gis pbyogs lhun gi dbani gis bźed don la bar	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	49	0.905	0.870	320	90	79	1.139
49	69	9	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"rabs sam an sems can gyi dgra bo Ita bu ""wie:"	"rabs sam an sems can gyi dgra bo lta bu ""wie:"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	49	0.905	0.870	320	90	79	1.139
50	34	4	Idan	ldaṅ	alternate_witness_initial_i_to_l_translit	idan	ldan	is bxgos dri Idan Zin / 'jam pa — yi rluni	is bxgos dri ldaṅ Zin / 'jam pa — yi rluni	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.611	0.901	317	87	99	0.879
50	38	3	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	char) gyis Ihun po dan mtshwis mdzes pa 'dzin	char) gyis lhun po daṅ mtshwis mdzes pa 'dzin	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.611	0.901	317	87	99	0.879
50	38	5	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	char) gyis Ihun po dan mtshwis mdzes pa 'dzin	char) gyis lhun po daṅ mtshwis mdzes pa 'dzin	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.611	0.901	317	87	99	0.879
50	46	3	klun	kluṅ	alternate_witness_google_loc_nasal_upgrade	klun	klun	ran (7. klun) gi chu reyun bzin du chwi phun	ran (7. kluṅ) gi chu reyun bźin du chwi phun	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	50	0.611	0.901	317	87	99	0.879
