page	line	entry_id	zone	headword_tibetan	headword_latin	headword_latin_confidence	translit_token_count	german_token_count	audit_candidates	audit_replaced	line_text
5	15	0	german_prose_with_translit			none	1	3	0	0	des Alphabets ausgerichtete Lobgedicht, das
5	16	0	german_prose_with_translit			none	1	2	0	0	"mit ana [beginnende] Lobgedicht"" (PhB 1:"
5	17	0	other			none	0	0	0	0	112,6).
5	18	0	german_prose_with_translit			none	3	3	0	0	"Lex. yi ge'i — ""der Buchstabe ma"" (brDa);"
5	19	0	german_prose_with_translit			none	3	2	0	0	"sde pa bZi pa'i bZi pa ""vierter Konsonant der"
5	20	0	german_prose_with_translit			none	1	1	0	0	"vierten Konsonantengruppe"" (Dagy)."
5	21	0	german_prose			none	0	1	0	0	2. Ziffer 16.
5	22	0	german_prose_with_translit			none	2	3	0	0	"""ma alttib. auch ma' Nominalsuffix, vgl."
5	23	0	german_prose			none	0	2	0	0	BevEr 1992: 123 ff., Harn 1996: 34 f.,
5	24	0	other			none	0	0	0	0	SCHWIEGER 2009a: 296 f., sSKAL BZAN ''GYUR
5	25	0	other			none	0	0	0	0	MED 1992: 131 ff.
5	26	0	german_prose			none	0	3	0	0	1. bildet Nomina von Verbstämmen.
5	27	0	latin_other			none	4	0	0	0	yul 07// sruns — mgon po dam tshig can manis
5	28	0	german_prose			none	0	8	0	0	"""die Hüter des Landes, die an einen Eid ge-"
5	29	0	german_prose_with_translit			none	2	2	0	0	"bundenen Schützer"" (Liy2 42); lo bstud —"
5	30	0	german_prose_with_translit			none	1	4	0	0	"khonar ""schon eine ganze Reihe von Jahren"""
5	31	0	german_prose_with_translit			none	4	1	0	0	(K1 kha 23356); nie — pho loṅ bZin pa'i bud
5	32	0	german_prose			none	0	4	0	0	"med ""Frauen, deren Brüste wie Bälle sind"""
5	33	0	german_prose_with_translit			none	2	1	0	0	(K6 da 21747); rig — lhan cig goms byas pas
5	34	0	tibetan_only	མ		none	0	0	0	0	མ
5	35	0	german_prose			none	0	3	0	0	"(metr.) ""wenn man einmal über einen Man-"
5	36	0	german_prose			none	0	1	0	0	"tra (skt. vidya) meditiert hat"" (Hev 2.2.10c);"
5	37	0	german_prose			none	0	2	0	0	"za — beud che ""gehaltvolles Essen"" (Mil"
5	38	0	german_prose_with_translit			none	1	2	0	0	"65,10); 'chamskuphyagbzo — ""die eigenhän-"
5	39	0	german_prose_with_translit			none	1	2	0	0	"dig angefertigte Tanzmaske"" (Skch 170,8);"
5	40	0	german_prose_with_translit			none	1	2	0	0	"pbo bran di' / srun — (metr.) ""Schutz für"
5	41	0	german_prose_with_translit			none	1	2	0	0	"diesen Palast"" (Vk-M 157,1); gtor — de don"
5	42	0	german_prose_with_translit			none	2	4	0	0	"khar btaṅ ""das Teigopfer werfe man an die"
5	43	0	german_prose_with_translit			none	2	3	0	0	"Öffnung des Loches"" (MigTo 148,29); rdeb"
5	44	0	german_prose_with_translit			none	6	1	0	0	— de Zal dkar gi dpung.yon pa'isten du phog
5	45	0	german_prose_with_translit			none	1	4	0	0	"nas ""der Schlag traf Zal-dkars linke Schulter"""
5	46	0	german_prose			none	0	1	0	0	(Sumpa 99b2).
5	47	0	german_prose			none	0	3	0	0	2. bildet Nomina von Nominalstämmen.
5	48	0	german_prose_with_translit			none	1	3	0	0	"rta ...mjug — kar kar byed ""ein Pferd schlägt"
5	49	0	german_prose			none	0	6	0	0	wieder und wieder mit dem Schwanz in die
5	50	0	german_prose			none	0	5	0	0	"Höhe"" (PT1064 F1,1); sin — Zo Itar 'jo Zu"
5	51	0	german_prose_with_translit			none	1	4	0	0	"chan du bgyid ""sie machen den Baumsaft zu"
5	52	0	german_prose			none	0	2	0	0	"Alkohol, indem sie ihn melken wie Milch"""
5	53	0	latin_other			none	5	0	0	0	(PT1283 570); khyod la bdag ... gśed — pa ...
5	54	0	latin_other			none	5	0	0	0	"la gtad par 'tshal ba ma lags so ""ich bin"
5	55	0	german_prose			none	0	5	0	0	keiner, der Euch einem Henker übergeben
5	56	0	german_prose_with_translit			none	2	2	0	0	"will"" (Ki na 26021); )10// — güe — mkhal"
5	57	0	german_prose			none	0	3	0	0	"— (metr.) ""Dünndarm, Dickdarm, Nieren"""
5	58	0	german_prose_with_translit			none	2	1	0	0	(Anav 1: 73,4); dbu ~'/ lam gi rjes ?//9
5	59	0	german_prose_with_translit			none	1	3	0	0	"bya (metr.) ""man folge dem Mittleren Weg"""
5	60	0	german_prose_with_translit			none	2	1	0	0	(Ahs 1.2.30b); yid skyo ba'i ght ~ dbyans
5	61	0	german_prose_with_translit			none	1	1	0	0	"blaris nas ""nachdem ich dieses traurige Lied"
5	62	0	german_prose_with_translit			none	3	1	0	0	"gesungen hatte"" (Mil 113,13); bstan pa' 07/"
5	63	0	german_prose_with_translit			none	1	2	0	0	"— som gsum khas blani 'di (metr.) ""das Ab-"
5	64	0	german_prose			none	0	5	0	0	legen der drei Gelübde, die Grundlage der
5	65	0	german_prose_with_translit			none	2	2	0	0	"Lehre"" (Gar 180,19); gźan ~~ ... bsdu thun"
5	66	0	latin_other			none	1	0	0	0	"la gton ""andere sollten allgemein besteuert"
5	67	0	latin_other			none	2	0	0	0	"werden"" (BhuKkh 150,19); ro yodmed pa"
5	68	0	latin_other			none	8	0	0	0	"ba — / bdag po' sgra ste (metr.) ""pa, ba, ma"
5	69	0	german_prose_with_translit			none	1	5	0	0	"mit oder ohne na ro sind Possessivpartikeln"""
6	1	1	headword_line	ན།་	ma	medium	1	0	0	0	ན།་ ma
6	2	1	german_prose_with_translit			none	5	1	0	0	(ScpBy 196); phyi — o rgyan gyi yul du skye
6	3	1	german_prose_with_translit			none	1	5	0	0	"ba ""man wird im nächsten Leben im Lande"
6	4	1	german_prose			none	0	1	0	0	"Uddiyäna geboren"" (gNas 2,12); dus kyan"
6	5	1	german_prose_with_translit			none	5	3	0	0	"mtha' — ig ka ma cig yin no ""es war das En-"
6	6	1	german_prose_with_translit			none	1	6	0	0	de der Zeiten, das letzte Stadium des Zeital-
6	7	1	latin_other			none	4	0	0	0	"ters"" (gZer 702,6); zer — thur due 'phros pa las"
6	8	1	german_prose			none	0	3	0	0	"""aus den Strahlen, die sich nach unten ver-"
6	9	1	latin_other			none	3	0	0	0	"breiteten"" (mDzodG 52, 19); thugs rje'i lcags"
6	10	1	german_prose			none	0	4	0	0	"kyn — (metr.) ""der Eisenhaken des Mitge-"
6	11	1	german_prose_with_translit			none	3	2	0	0	"fühls"" (Magy 3b4); khyi .. de / rna — gnam la"
6	12	1	german_prose			none	0	2	0	0	"slon rab yod (metr.) ""der Hund hebt seinen"
6	13	1	german_prose			none	0	3	0	0	"Schwanz zum Himmel"" (Sumpa 93b5)."
6	14	1	german_prose_with_translit			none	1	2	0	0	3. in Bezeichnungen weiblicher Lebewesen.
6	15	1	german_prose_with_translit			none	1	2	0	0	"dags za '/ gyIm pani ma' ""Gyim-pan-ma, die"
6	16	1	german_prose_with_translit			none	2	3	0	0	"Dame von Dags"" (PT1286 2); ma ma gro"
6	17	1	german_prose_with_translit			none	2	2	0	0	"Za — skyi brlin — la dris na ""man fragte die"
6	18	1	german_prose			none	0	2	0	0	"Amme Gro-Za-ma skyi-brlin-ma"" (PT1287"
6	19	1	latin_other			none	5	0	0	0	1); groṅ pa'i bu mo dga’ mo dan dea' stobs
6	20	1	german_prose			none	0	4	0	0	"— gnis ""Nandä und Nandabalä, die beiden"
6	21	1	german_prose			none	0	4	0	0	"Töchter des Dorfbewohners"" (Prav 79,1);"
6	22	1	latin_other			none	3	0	0	0	"dge slon — ""di ni sems chags par wur to"
6	23	1	german_prose			none	0	2	0	0	"""diese Nonne begehrt [mich]"" (K5 77b4);"
6	24	1	german_prose_with_translit			none	4	1	0	0	dge slori nam dge slon —'am dge bshen nam
6	25	1	german_prose_with_translit			none	2	4	0	0	"dge bsñen ~ ""Mönche oder Nonnen, Lai-"
6	26	1	german_prose_with_translit			none	2	2	0	0	"enanhänger oder Laienanhängerinnen"" (Suv"
6	27	1	latin_other			none	3	0	0	0	50,20); phra men — de mams je dgum par
6	28	1	german_prose_with_translit			none	1	4	0	0	"beyl'o ""erst müssen die Dämoninnen getö-"
6	29	1	german_prose_with_translit			none	2	2	0	0	"tet werden"" (K6 da 91) 1) ; khyod Ryan po min"
6	30	1	german_prose_with_translit			none	1	1	0	0	"mi yi chun —'an min (metr.) ""du bist we-"
6	31	1	german_prose			none	0	7	0	0	der ein Mann noch die Ehefrau eines Man-
6	32	1	german_prose_with_translit			none	5	1	0	0	"nes"" (K6 da 53a2); chaṅ tshon ~ de la bu pho"
6	33	1	german_prose			none	0	5	0	0	"Zig bisas te ""die Wirtin hatte einen Sohn ge-"
6	34	1	latin_other			none	4	0	0	0	"boren"" (Dzl 273,6); lha mo 'phrog — 'khor"
6	35	1	german_prose_with_translit			none	2	4	0	0	"daṅ bcas pa ""die Gottheit Häriti mit ihrem"
6	36	1	german_prose			none	0	2	0	0	"Gefolge"" (Liyl 17404); rnal 'byor ~ mams"
6	37	1	german_prose_with_translit			none	1	2	0	0	"go /?7//7'/ phyir (metr.) ""damit die Yoginis es"
6	38	1	german_prose			none	0	2	0	0	"verstehen können"" (Hev 2.3.35c); om him"
6	39	1	german_prose_with_translit			none	2	3	0	0	hüm ni skrag byed ~'o 'om būm büm ist
6	40	1	german_prose_with_translit			none	2	2	0	0	"Samträsini"" (Samv 13.38); rnam snaṅ mdzad"
6	41	1	german_prose_with_translit			none	3	2	0	0	"— sku'i dbus su (metr.) ""mitten in Vairo-"
6	42	1	german_prose_with_translit			none	3	2	0	0	"canis Körper"" (Samv 26. 103) ) sems can dnyal"
6	43	1	latin_other			none	5	0	0	0	ba' srun ma daṅ / byad — de bZin srin po
6	44	1	german_prose			none	0	3	0	0	"rnams (metr.) ""Höllenwächter, Hexen und"
6	45	1	german_prose_with_translit			none	2	2	0	0	"Dämonen"" (Bca 5.4d); bdag la gon nu — /"
6	46	1	latin_other			none	2	0	0	0	"khyod ni ji ltar 'dod mi byed (metr.) ""warum"
6	47	1	other			none	0	0	0	0	2
6	48	1	german_prose_with_translit			none	1	1	0	0	Ss ma
6	49	1	german_prose_with_translit			none	3	1	0	0	"liebst du mich nicht, du junges Mädchen?"""
6	50	1	german_prose_with_translit			none	2	2	0	0	"(Kävyäd 1.63a); khyim pa — bos ""ich will die"
6	51	1	german_prose_with_translit			none	1	1	0	0	"Hausherrin rufen"" (Nägn 5,17); 'dren —s /"
6	52	1	latin_other			none	4	0	0	0	skyens pa'i 'dzum daṅ bcas par de ltar byed
6	53	1	german_prose_with_translit			none	1	4	0	0	"do ""die Heldin tut so mit einem schamhaf-"
6	54	1	german_prose_with_translit			none	2	2	0	0	"ten Lächeln"" (Nägn 49,5); brtse ldan — yi"
6	55	1	german_prose_with_translit			none	1	2	0	0	"ched du (metr.) ""um der Geliebten (skt. da-"
6	56	1	german_prose_with_translit			none	1	2	0	0	"yitä) willen"" (Megh 4a); snan gsal — dan"
6	57	1	german_prose			none	0	3	0	0	"dri chab — (metr.) ""Trägerinnen von Lam-"
6	58	1	german_prose			none	0	4	0	0	"pen, Trägerinnen von Parfüm"" (Padm 7424);"
6	59	1	german_prose_with_translit			none	4	1	0	0	"chan tshon — de /7// Zin phyag 'tshal ""dug"
6	60	1	german_prose			none	0	3	0	0	"(metr.) ""die Schankwirtin weinte und er-"
6	61	1	german_prose_with_translit			none	1	1	0	0	"wies ihm Verehrung"" (Padm 29652); reod"
6	62	1	german_prose			none	0	3	0	0	"— di 77/?7/ geig ""ein Fohlen dieser Stute"""
6	63	1	german_prose_with_translit			none	3	1	0	0	"(Debm 7b2); bya —s / bu la sgab pa 'dra ""wie"
6	64	1	german_prose			none	0	5	0	0	"ein Huhn, das sein Küken bedeckt"" (Glr"
6	65	1	german_prose_with_translit			none	3	1	0	0	"169,29); pha mas bag — blans pa la ""seine El-"
6	66	1	german_prose_with_translit			none	1	3	0	0	"tern holten eine Braut"" (Debni 242,6); btsun"
6	67	1	german_prose_with_translit			none	1	3	0	0	"— 'ga' Zig ""einige Nonnen"" (Dol4 44,12); di"
6	68	1	latin_other			none	4	0	0	0	ni dka' thub bzlog — mehod pa'i dam bean
6	69	1	german_prose			none	0	4	0	0	"""es ist [mein] Gelübde, Umä zu verehren"""
6	70	1	german_prose_with_translit			none	3	1	0	0	(Tär 23,9); jam dpal yi / thugs las sprul pa'i
6	71	1	tibetan_only			none	0	2	0	0	"dakki པབ (metr.) ""[ihr] Däkinis, Emanatio-"
6	72	1	german_prose			none	0	5	0	0	"nen aus dem Herzen des Manjusri!"" (Vdk-M"
6	73	1	german_prose_with_translit			none	1	2	0	0	"163,30); bud med 6909 'tsbon — ""die Frau,"
6	74	1	german_prose_with_translit			none	1	2	0	0	"die Knoblauchverkäuferin"" (ThK 2: 530,2);"
6	75	1	german_prose_with_translit			none	3	3	0	0	"dpa' bo mkha' 'gro — ""Viras und Däkinis"""
6	76	1	german_prose_with_translit			none	3	1	0	0	(MigTo 86,8); bag — rdzon ba la (netr.)
6	77	1	german_prose			none	0	3	0	0	"""wenn man die Braut losschickt"" (Nagdel"
6	78	1	latin_other			none	5	0	0	0	"53,6); ño yi bkrag śor thal ka ~ (metr.) ""sie"
6	79	1	german_prose_with_translit			none	1	1	0	0	verlor ihre Gesichtsfarbe und [wurde] ei-
6	80	1	german_prose_with_translit			none	1	1	0	0	"ne Aschefarbene"" (gZer 611,5); gsin rje"
6	81	1	german_prose_with_translit			none	3	2	0	0	"thugs 'dzm — ""die Todesgottheiten Thugs-"
6	82	1	latin_other			none	3	0	0	0	"'dzin-ma [usw.|"" (mDzodG 63,7); brtan ~"
6	83	1	german_prose_with_translit			none	2	4	0	0	"beu grüis ""die 12 brtan ma|-Göttinnen|* (Srid"
6	84	1	german_prose_with_translit			none	2	1	0	0	"1222); klu mo mdzes ldan — ""die klu mo"
6	85	1	german_prose_with_translit			none	1	1	0	0	"mDzes-ldan-ma"" (Gesar 215,9)."
6	86	1	german_prose_with_translit			none	1	2	0	0	4. in Bezeichnungen nicht-weiblicher Lebe-
6	87	1	other			none	0	0	0	0	wesen.
6	88	1	german_prose_with_translit			none	3	1	0	0	"pho ~ ""ini 'broṅ gchig pa (metr.) ""ein cin-"
6	89	1	german_prose_with_translit			none	1	1	0	0	"samer, nicht geschlechtsreifer wilder Yak"""
6	90	1	german_prose_with_translit			none	1	1	0	0	"(PT1287 412); dug — man po ""viele Gift-"
6	91	1	german_prose_with_translit			none	1	1	0	0	"mörder"" (5750 42); dera bcom pa'i sruns —"
6	92	1	german_prose_with_translit			none	2	3	0	0	"gnod sbyin 'dra dha mu ka ""der Schützer des"
6	93	1	german_prose_with_translit			none	2	3	0	0	"Arhats, der Yaksa 'Dra-dha-mu-ka"" (Liy2"
7	1	2	headword_line	མ།་	ma	medium	1	0	0	0	མ།་ ma
7	2	2	german_prose_with_translit			none	4	1	0	0	69); kho boi chu rkun — su Zig gis brkus
7	3	2	german_prose			none	0	2	0	0	"""welcher Dieb hat mein Wasser gestohlen?"""
7	4	2	german_prose_with_translit			none	3	2	0	0	"(1( 1 na 14046); bram ze'i khye'u Zib — ""der"
7	5	2	german_prose_with_translit			none	1	3	0	0	"Brahmanenjunge ""Süksma"" (Prav 108,7); an"
7	6	2	german_prose_with_translit			none	4	1	0	0	"yi mchog — kun las rgyal ba (metr.) ""Sam-"
7	7	2	german_prose			none	0	5	0	0	"jayin, der Beste unter den Menschen"" (K94"
7	8	2	latin_other			none	4	0	0	0	19635); gsed —s rgyal bu la ral gris btab pa
7	9	2	german_prose_with_translit			none	1	7	0	0	"na ""als der Henker den Prinzen mit dem"
7	10	2	german_prose_with_translit			none	1	2	0	0	"Schwert traf"" (Liyl 18055); gsum gyi geen"
7	11	2	german_prose_with_translit			none	3	1	0	0	"po gtsani — largs pho 'brug ... das ""glsan-ma,"
7	12	2	german_prose			none	0	6	0	0	der älteste der drei Söhne, starb in] männ-
7	13	2	german_prose			none	0	3	0	0	"lichen Eisen-Drachen-Jahr"" (Nel 6b1); gsed"
7	14	2	german_prose_with_translit			none	2	2	0	0	"— bskos nas ""sie beauftragte einen Hen-"
7	15	2	german_prose_with_translit			none	1	1	0	0	"ker"" (Glr 183,27); byad — dei mgo la ""auf"
7	16	2	german_prose_with_translit			none	2	5	0	0	"den Kopf des Magiers"" (Sdr 392,1); khori gi"
7	17	2	german_prose			none	0	2	0	0	"slob — imams ""seine Schüler"" (Tär 153,1);"
7	18	2	german_prose_with_translit			none	1	2	0	0	"srun — dam can (metr.) ""die durch Gelüb-"
7	19	2	german_prose_with_translit			none	1	2	0	0	"de gebundenen Schützer"" (Velk-M 151,13);"
7	20	2	german_prose_with_translit			none	3	3	0	0	"phbyugs — ""tsbo ba rnams ""die Leute, die sich"
7	21	2	german_prose_with_translit			none	1	3	0	0	"um das Vieh kümmerten"" (ThK 2: 525,1);"
7	22	2	german_prose_with_translit			none	1	1	0	0	"wer — brnan pa ""sie verchren die wer-ma [-"
7	23	2	german_prose_with_translit			none	1	1	0	0	Gottheiten|* (gZi 2: 201,5); sdon grogs chos
7	24	2	german_prose			none	0	4	0	0	"skyon srun — (metr.) ""ein Freund, ein Schüt-"
7	25	2	german_prose			none	0	3	0	0	"zer der Lehre"" (Gesar 198,22)."
7	26	2	german_prose_with_translit			none	2	1	0	0	5. in Bezeichnungen konkreter Dinge.
7	27	2	latin_other			none	6	0	0	0	spur ni zaṅs broya' — kha sprod kyi nani du
7	28	2	german_prose			none	0	4	0	0	"beugste ""den Leichnam legte er in einen of-"
7	29	2	german_prose			none	0	3	0	0	"fenen großen Behälter aus Kupfer"" (PT1287"
7	30	2	latin_other			none	4	0	0	0	"32); bye — las mchod rten byas nas ""sie bau-"
7	31	2	german_prose_with_translit			none	2	3	0	0	"ten einen Stūpa aus Sand"" (K1 kha 4533);"
7	32	2	german_prose_with_translit			none	2	5	0	0	"til gyi phub — ""die Schale des Sesams"" (Prav"
7	33	2	german_prose_with_translit			none	1	1	0	0	"155,12); skra dkar gñer ~ (metr.) ""weißes"
7	34	2	german_prose_with_translit			none	3	4	0	0	"Haar und Runzeln"" (Pd-K 13 43); ñas ni chos"
7	35	2	latin_other			none	3	0	0	0	"kyi sgron — mchog 'bar byas (metr.) ""ich ha-"
7	36	2	german_prose_with_translit			none	2	4	0	0	"be die Lampe des Dharma angezündet"" (Suv"
7	37	2	german_prose_with_translit			none	3	1	0	0	"45,15); skran phur — lta bur 'dug pa ""Tumo-"
7	38	2	german_prose_with_translit			none	1	3	0	0	"ren, die wie Knoten sind"" (Siddh 9.1); sie —"
7	39	2	latin_other			none	1	0	0	0	"zur gsum /// gar (r. dan?) dra (metr.) ""sie"
7	40	2	german_prose			none	0	4	0	0	"gleicht dem Sesam mit dreieckiger Ähre"""
7	41	2	german_prose_with_translit			none	2	1	0	0	(K841(2) 20665); mnal gi khru — (metr.)
7	42	2	german_prose_with_translit			none	1	5	0	0	"""die Eihaut im Uterus"" (Hev 2.4.61d); mchi"
