volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_9_m	197	3	3	HMrg	HMṛg	HMrg	non_translit_context	hmrg	hmrg	citation_or_siglum	"Wesen erleuchtet"" (HMrg 52,26); bod kyi"	"Wesen erleuchtet"" (HMṛg 52,26); bod kyi"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for HMrg; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	197	6	2	VaNth	VaiNth	VaNth	non_translit_context	vanth	vainth	citation_or_siglum	"ist"" (VaNth 176,4); dge sdig snari mun ..."	"ist"" (VaiNth 176,4); dge sdig snan mun"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for VaNth; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	197	35	2	andhakārah	andhakarah	andhakārah	non_translit_context	andhakarah	andhakarah	citation_or_siglum	"Lex. andhakārah ""Finsternis"" (Mvy 1876);"	"Lex. andhakarah „Finsternis"" (Mvy 1876);"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for andhakārah; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	197	39	1	Li	Liś	Liś	non_translit_context	li	lis	citation_or_siglum	~ (Li 15,10).	~ (Liś 15,10).	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Liś; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	13	6	bZugs	bźugs	bZugs	unsafe_token_disagreement	bzugs	bzugs	citation_or_siglum	"tigt"" (PhB 11: 102,2); bZugs ni mun gi yul"	"tigt"" (PhB 11: 102,2); bźugs ni mun gyi yul"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZugs; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	14	2	bźngs	bźugs	bźugs	unsafe_token_disagreement	bzngs	bzugs	google_tibetan_diacritic_disagreement	"na bźngs ""was seinen Aufenthalt angeht, so"	na bźugs „was seinen Aufenthalt angeht, so	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	198	19	1	Sciun	SCHUH	SCHUH	non_translit_context	sciun	schuh	citation_or_siglum	Sciun 2012: 1522.	SCHUH 2012: 1522.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SCHUH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	26	8	VisT	VisṬ	ViśT	non_translit_context	vist	vist	citation_or_siglum	"stalt von sattva, rajas und tamas hat"" (VisT"	stalt von sattva, rajas und tamas hat“ (VisṬ	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	27	7	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	134,4); siñ stobs rdul dari ~ Zes / bya ba'i	134,4); siin stobs rdul dan źes / bya bai	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	198	28	8	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	yon tan myiam gnas ni / gtso bo Zes byar rab	yon tan mriam gnas ni/gtso bo źes byar rab	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	198	32	6	graris	grañas	grañas	unsafe_token_disagreement	graris	granas	google_tibetan_diacritic_disagreement	Lex. tamab (Mvy 4552, Abt. graris can gi	Lex. tamaḥ (Mvy 4552, Abt. grañas can gyi	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	198	38	3	Schun	SCHUH	SCHUH	non_translit_context	schun	schuh	citation_or_siglum	gcan, vgl. Schun 2012: 1522.	gcan; vgl. SCHUH 2012: 1522.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SCHUH; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	45	4	Ghorindin	Ghorāndha	Ghorāndha	non_translit_context	ghorindin	ghorandha	citation_or_siglum	im Südwesten, skt. Ghorindin-	im Südwesten, skt. Ghorāndha-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Ghorāndha; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	69	3	Käsy	Käśy	Käśy	non_translit_context	kasy	kasy	google_tibetan_diacritic_disagreement	"nis verschwindet"" (Käsy 104,9); thugs je"	"nis verschwindet"" (Käśy 104,9); thugs rje'i"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	198	74	1	tamäla	tamāla	tamāla	non_translit_context	tamala	tamala	citation_or_siglum	tamäla, Xanthochymus pictorus	tamāla, Xanthochymus pictorius	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for tamāla; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	198	76	8	tamala	tamāla	tamāla	unsafe_token_disagreement	tamala	tamala	citation_or_siglum	"Lex. ta må la'i miñ ""Bez. für tamala"" (Digv)."	Lex. ta ma la'i min „Bez. für tamāla“ (Dagv).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for tamāla; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	211	35	7	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	"Phai 00? dbus nas byi la Zig byuri ste ""ein-"	plus po'i dbus nas byi la źig byun ste „einmal	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	211	37	4	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	"eine Katze hervor"" (Tär 63,14); nags kyi —"	eine Katze hervor“ (Tār 63,14); nags kyi	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	211	39	7	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	"des Waldes verneigten sich [vor ihm]"" (Tär"	des Waldes verneigten sich [vor ihm]“ (Tār	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	211	46	4	077	groṅ	groṅ	unsafe_token_disagreement	077	gron	google_tibetan_diacritic_disagreement	[4 72 yi (077 khyer du / skyed mos tshal gyi	ta ra yi groṅ khyer du / skyed mos tshal gyi	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	211	72	2	Vipa$yanä	Vipaśyanā	Vipaśyanā	unsafe_token_disagreement	vipasyana	vipasyana	citation_or_siglum	"der Vipa$yanä entstehen"" (Mil 125,17); nor"	der Vipaśyanā entstehen“ (Mil 125,17); nor	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vipaśyanā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	211	74	2	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	"pa bZin (metr.) ""es war so, als ob die Erde als"	pa bźin (metr.) „es war so, als ob die Erde als	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	26	4	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	"du ni ran bZin — (metr.) ""in der absolu-"	du ni ran bźin (metr.) in der absolu-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	33	6	dnos	dṅos	dṅos	non_translit_context	dnos	dnos	dngos_family	"gibt keinen Handelnden"" (AA 3.9a); dnos"	gibt keinen Handelnden“ (AA 3.9a); dṅos	google_unresolved_plus_language_knowledge	medium	review	70	Exact Tibetan lexical repair; Google dños target is rejected.			
wts_9_m	229	37	7	NBT	NB	NBT	non_translit_context	nbt	nb	citation_or_siglum	"ne wirkliche Sache ohne Fehler ist"" (NBT"	eine wirkliche Sache ohne Fehler ist“ (NBȚ	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for NBT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	51	6	Bu-$z	Bu-Sz	Bu-śz	non_translit_context	busz	busz	citation_or_siglum	"zerfallen und war nicht mehr"" (Bu-$z 65,2);"	zerfallen und war nicht mehr“ (Bu-Sz 65,2);	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for Bu-śz; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	56	5	Zin	źiṅ	źiṅ	unsafe_token_disagreement	zin	zin	google_tibetan_diacritic_disagreement	"5b9); de'i gon na Zin la so nam — ""davor"	5b9); de'i gon na źiṅ la so nam ~ „davor	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	229	61	3	b$ad	bśad	bśad	unsafe_token_disagreement	bsad	bsad	citation_or_siglum	"phyir ma b$ad do ""da keine Notwendigkeit"	phyir ma bśad do da keine Notwendigkeit	siglum_shape	policy	siglum_policy_review	5	Bibliographic siglum candidate for bśad; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	69	4	Näga	Nāga	Nāga	non_translit_context	naga	naga	citation_or_siglum	"Berührungspunkt mit dem Näga"" (Vdlk-M"	Berührungspunkt mit dem Nāga“ (Vek-M	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Nāga; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	83	8	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	"(r. na tsho) zug gzer la rañ bZin ~ ""die Qualen"	(r. na tsho) zug gzer la ran bźin ~,,die Qualen	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	229	87	7	rkani	rkaṅ	rkaṅ	unsafe_token_disagreement	rkani	rkan	google_tibetan_diacritic_disagreement	"gibt keine Spur"" (gZer 652,1); rkani khal rria"	"gibt keine Spur"" (gZer 652,1); rkaṅ khal rṅa"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	229	87	9	rria	rṅa	rṅa	unsafe_token_disagreement	rria	rna	google_tibetan_diacritic_disagreement	"gibt keine Spur"" (gZer 652,1); rkani khal rria"	"gibt keine Spur"" (gZer 652,1); rkaṅ khal rṅa"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	4	6	Sog	śog	śog	unsafe_token_disagreement	sog	sog	citation_or_siglum	"skrag pa mams ni 'igs — Sog (metr.) ""mö-"	skrag pa rnams ni 'jigs śog (metr.) „mögen	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śog; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	232	21	6	zani	zaṅ	zaṅ	non_translit_context	zani	zan	google_tibetan_diacritic_disagreement	"heimlichen habe"" (Mil 27,8); zani ziri gi 'bul"	heimlichen habe“ (Mil 27,8); zaṅ ziỶı gi 'bul	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	30	3	KunK	Kun	KunK	unsafe_token_disagreement	kunk	kun	citation_or_siglum	"auf sie"" (KunK 56,22); 'chi — tshe yi 779 'dzin"	"auf sie"" (Kun K 56,22); 'chi ~tshe yi rig'dzin"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for KunK; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	232	30	4	56	K	K	unsafe_token_disagreement	56	k	citation_or_siglum	"auf sie"" (KunK 56,22); 'chi — tshe yi 779 'dzin"	"auf sie"" (Kun K 56,22); 'chi ~tshe yi rig'dzin"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for K; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	232	44	7	kyan	kyaṅ	kyaṅ	non_translit_context	kyan	kyan	google_tibetan_diacritic_disagreement	tha 176b1); srion 'jug yod dam — kyan run	tha 176b1); snon 'jug yod dam ~ kyaṅ ruṅ	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	44	8	run	ruṅ	ruṅ	non_translit_context	run	run	google_tibetan_diacritic_disagreement	tha 176b1); srion 'jug yod dam — kyan run	tha 176b1); snon 'jug yod dam ~ kyaṅ ruṅ	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	51	1	Ses	śes	śes	unsafe_token_disagreement	ses	ses	google_tibetan_diacritic_disagreement	"Ses rnam par Ses pa rdzas $// yod dam ~ ""gibt"	śes rnam par ses pa rdzas su yod dam ~ „gibt	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	51	7	$	su	ś	unsafe_token_disagreement	s	su	dollar_ś	"Ses rnam par Ses pa rdzas $// yod dam ~ ""gibt"	śes rnam par ses pa rdzas su yod dam ~ „gibt	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_9_m	232	53	3	Tär	Tār	Tār	unsafe_token_disagreement	tar	tar	citation_or_siglum	"oder nicht?"" (Tär 89,20); sriin nas sa tsha yall"	"oder nicht?"" (Tār 89,20); sriin nas sa tsha yod"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	232	58	4	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	"rdo (r. mdo) bZin yod — ""ob die Worte des"	rdo (r. mdo) bźin yod ,,ob die Worte des	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	232	65	1	Zib	źib	źib	unsafe_token_disagreement	zib	zib	google_tibetan_diacritic_disagreement	"Zib cha Zu rgyu yod — cha ma rtogs Zes ""ob"	źib cha źu rgyu yod cha ma rtogs źes „,,ob	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	65	3	Zu	źu	źu	unsafe_token_disagreement	zu	zu	google_tibetan_diacritic_disagreement	"Zib cha Zu rgyu yod — cha ma rtogs Zes ""ob"	źib cha źu rgyu yod cha ma rtogs źes „,,ob	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	65	9	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	"Zib cha Zu rgyu yod — cha ma rtogs Zes ""ob"	źib cha źu rgyu yod cha ma rtogs źes „,,ob	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	232	78	5	gZi	gźicin	gZi	non_translit_context	gzi	gzicin	citation_or_siglum	(Prav 39,9); kun gZi — cin spros — pa / skyeba	(Prav 39,9); kun gźicin spros~pa / skye ba	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gZi; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	233	20	1	$es	ses	śes	unsafe_token_disagreement	ses	ses	dollar_ś	"$es tab — pa'i phun sum tshogs (metr.) ""die"	ses rab ~ pa'i phun sum tshogs (metr.) „die	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_9_m	233	35	4	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	anidra)' (Ahs 1.5.23d); dnos dan drios —	"anidra)"" (Ahs 1.5.23d); dños dan dños ~"	google_blocked_wrong_target_plus_language_knowledge	medium	review	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_9_m	233	38	9	$es	ses	śes	unsafe_token_disagreement	ses	ses	dollar_ś	chos kha na ma tho'ba — pa yin par $es pas	chos kha na ma tho'ba ~ pa yin par ses pas	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_9_m	233	40	3	Vi$T	VisṬ	ViśT	unsafe_token_disagreement	vist	vist	citation_or_siglum	"fehlerlos war"" (Vi$T 78,15); phan — grien ni"	"fehlerlos war"" (VisṬ 78,15); phan ~ grien ni"	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	233	42	5	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	833); khyod ni rgyu — bZin du byams (metr.)	83a); khyod ni rgyu ~ bźin du byams (metr.)	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	233	46	5	Zum	źum	źum	non_translit_context	zum	zum	google_tibetan_diacritic_disagreement	"sein"" (AA 3.4a); sku Zum — (metr.) ""sem"	sein“ (AA 3.4a); sku źum (metr.) „sein	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	233	63	9	rim	rṅu	rṅu	unsafe_token_disagreement	rim	rnu	google_tibetan_diacritic_disagreement	"war"" (Nel 1137) ; Jam pa ""thus na zug rim —"	war“ (Nel 11a7); 'jam pa 'thuns na zug rṅu	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	233	69	8	Nlams	ñams	ñams	non_translit_context	nlams	nams	google_tibetan_diacritic_disagreement	"kurrenzlos ist"" (Mil 95,33); sriar gi Nlams"	"kurrenzlos ist"" (Mil 95,33); snar gyi ñams"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	233	74	6	spran	spraṅ	spraṅ	non_translit_context	spran	spran	google_tibetan_diacritic_disagreement	"entsteht"" (KunK 55,10); yal ~ spran por 'gro"	"entsteht"" (KunK 55,10); yul spraṅ por 'gro"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	233	76	5	77	mñīam	mñīam	unsafe_token_disagreement	77	mniam	google_tibetan_diacritic_disagreement	"ler"" (Vedk-M 114,3); ?/)77༡)/ — jo bo chen po"	"Bettler"" (Volk-M 114,3); mñīam ~ jo bo chen po"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	233	85	2	571	gZi	gZi	unsafe_token_disagreement	571	gzi	citation_or_siglum	"tiges"" (¡571 4: 491,5); khyed dpa' — ge 'don"	"tiges"" (gZi 4: 491,5); khyed dpa' ~ge 'don"	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gZi; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	285	5	5	Khri-bzan	Khri-bzaṅ	Khri-bzaṅ	non_translit_context	khribzan	khribzan	google_tibetan_diacritic_disagreement	der drei, des Ministers Khri-bzan [usw.],	der drei, des Ministers Khri-bzaṅ [usw.],	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	285	28	8	$en	Śen	Śen	unsafe_token_disagreement	sen	sen	citation_or_siglum	kam, floh der Kaiser Tha'i dzun nach $en-	kam, floh der Kaiser Tha'i dzun nach Śen-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Śen; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	285	29	8	Zabs	źabs	źabs	unsafe_token_disagreement	zabs	zabs	google_tibetan_diacritic_disagreement	"bcu"" (Debm 1132); ~ gi phyag phyi dañ Zabs"	bcu“ (Debm 11a2); ~ gi phyag phyi dan źabs	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	285	45	4	SākNth	SäkNth	SākNth	unsafe_token_disagreement	saknth	saknth	citation_or_siglum	"tung des Heeres"" (SākNth 112,2); bar snani"	"Richtung des Heeres"" (SäkNth 112,2); bar snan"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SākNth; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	285	53	7	Zus	źus	źus	unsafe_token_disagreement	zus	zus	google_tibetan_diacritic_disagreement	"(Tär 186,9); dpur rgyab kyi — Zus nas ""nach-"	(Tar 186,9); dpun rgyab kyi~ źus nas „nach-	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	285	55	3	Bhulg	BhuLg	BhuLg	non_translit_context	bhulg	bhulg	citation_or_siglum	"beten habe"" (Bhulg 108,1); 'bri gun pas /"	"beten habe"" (BhuLg 108,1); 'bri gun pas /"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for BhuLg; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	285	67	3	nina	mña	mña	unsafe_token_disagreement	nina	mna	google_tibetan_diacritic_disagreement	gtsani khul nina' ris dan bcas kyi — bskul	gtsan khul mña' ris dan bcas kyi bskul	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	285	92	5	2	bźi'i	bźi'i	unsafe_token_disagreement	2	bzii	google_tibetan_diacritic_disagreement	"110"" (brDa); yan lag /)2/""/ dpun gi nani tshan"	rie“ (brDa); yan lag bźi'i dpuṅ gi nan tshan	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	337	10	3	brDa	das	brDa	unsafe_token_disagreement	brda	das	citation_or_siglum	"Hufs) Eisen"" (brDa); rta drel gi rinig par"	rgyag byed „[das, was] am Huf eines Pferdes	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for brDa; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	337	37	5	$	i	ś	non_translit_context	s	i	dollar_ś	"aus"" (Lokn 124,4); ~$ beud pa'i klu (metr.)"	"keiten"" (Vḍk-M 123,33); ~'i 'og gi sa brkos"	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_9_m	337	40	2	dan	MigTo	MigTo	unsafe_token_disagreement	dan	migto	citation_or_siglum	"rta dan rkyan gi —s ni (metr.) ""der Hufeines"	"men"" (MigTo 224,15); 'od kyi mi bo sum"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MigTo; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_9_m	337	82	5	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	Lex. mtshan ma'i rtsa Zig (brDa, Dagy).	Lex. mtshan ma'i rtsa źig (brDa, Dagy).	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_9_m	362	3	4	SākNth	SakNth	SākNth	non_translit_context	saknth	saknth	citation_or_siglum	"hörten sofort auf"" (SākNth 221,7)."	"hörten sofort auf"" (SakNth 221,7)."	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SākNth; do not treat as Sanskrit/Tibetan OCR evidence.			
