volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	headword_transliteration_span_status	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_9_m	16	36	2	སྐྱེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	16	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྐྱེས་དགྲ་ ma skyes dera
wts_9_m	16	36	3	དགྲ	dera	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	22	26	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྐྱེས་དགྲ་ ma skyes dera
wts_9_m	17	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	24	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐྱེས་དགྲའི་འགྱོད་ ""་ ma skyes dgra'i gyod"
wts_9_m	17	1	2	སྐྱེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	27	32	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐྱེས་དགྲའི་འགྱོད་ ""་ ma skyes dgra'i gyod"
wts_9_m	17	1	3	དགྲའི	dgra'i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	33	39	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐྱེས་དགྲའི་འགྱོད་ ""་ ma skyes dgra'i gyod"
wts_9_m	17	1	4	འགྱོད	gyod	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	40	44	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐྱེས་དགྲའི་འགྱོད་ ""་ ma skyes dgra'i gyod"
wts_9_m	17	25	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྐེས་པ་ ma skyes pa Beiname Brahmans.
wts_9_m	17	25	2	སྐེས	skyes	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྐེས་པ་ ma skyes pa Beiname Brahmans.
wts_9_m	17	25	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	19	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྐེས་པ་ ma skyes pa Beiname Brahmans.
wts_9_m	17	28	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐེས་ཨ་མ་ ma skyes a ma ""nicht als Mut-"
wts_9_m	17	28	2	སྐེས	skyes	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐེས་ཨ་མ་ ma skyes a ma ""nicht als Mut-"
wts_9_m	17	28	3	ཨ	a	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	21	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐེས་ཨ་མ་ ma skyes a ma ""nicht als Mut-"
wts_9_m	17	28	4	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	23	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྐེས་ཨ་མ་ ma skyes a ma ""nicht als Mut-"
wts_9_m	17	34	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	5	7	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ཁ་ ma kha auch ma kha'i yul npr. die Stadt
wts_9_m	17	34	2	ཁ	kha	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	11	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ཁ་ ma kha auch ma kha'i yul npr. die Stadt
wts_9_m	17	43	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་ ma ga dha
wts_9_m	17	43	2	ག	ga	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་ ma ga dha
wts_9_m	17	43	3	དྷ	dha	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	17	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་ ma ga dha
wts_9_m	17	50	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	12	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ཁུངས་བཞི་ ma khuṅs bi vier Kalkulationen
wts_9_m	17	50	2	ཁུངས	khuṅs	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	secure_complete_span	15	20	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	མ་ཁུངས་བཞི་ ma khuṅs bi vier Kalkulationen
wts_9_m	17	50	3	བཞི	bi	nonfinal_feature_mismatch	no	yes	partial	blocked			secure_positional_alignment	secure_complete_span	21	23	 	 	token_boundary_secure	ཞ:ź		root_consonant:ཞ->ź			ordinary_tibetan_lexical_or_compound	none	no	མ་ཁུངས་བཞི་ ma khuṅs bi vier Kalkulationen
wts_9_m	17	68	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	9	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་མཁའ་ ma mkha' npr. eine Stadt.
wts_9_m	17	68	2	མཁའ	mkha'	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	10	15	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་མཁའ་ ma mkha' npr. eine Stadt.
wts_9_m	17	73	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མཁལ་ ma mkhal Ima mgal.
wts_9_m	17	73	2	མཁལ	mkhal	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	10	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མཁལ་ ma mkhal Ima mgal.
wts_9_m	17	74	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ག་དྷ་ ma gu dha npr. das Land Magadha in
wts_9_m	17	74	2	ག	gu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	13	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ག་དྷ་ ma gu dha npr. das Land Magadha in
wts_9_m	17	74	3	དྷ	dha	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	14	17	 	 	token_boundary_secure						tibetan_proper_name	none	no	མ་ག་དྷ་ ma gu dha npr. das Land Magadha in
wts_9_m	18	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་པ་ ma ga dha pa
wts_9_m	18	1	2	ག	ga	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་པ་ ma ga dha pa
wts_9_m	18	1	3	དྷ	dha	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་པ་ ma ga dha pa
wts_9_m	18	1	4	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	22	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ག་དྷ་པ་ ma ga dha pa
wts_9_m	18	41	1	མ	dha	marker_or_damage	no	no	none	blocked			marker_or_damage	secure_complete_span	14	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	tibetan_headword_overlap	no	མ་ག་དྷ་པ་ ༩༩༩ dha pa jmd. aus Magadha, ein
wts_9_m	18	41	2	ག	pa	marker_or_damage	no	no	none	blocked			marker_or_damage	secure_complete_span	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	tibetan_headword_overlap	no	མ་ག་དྷ་པ་ ༩༩༩ dha pa jmd. aus Magadha, ein
wts_9_m	18	41	3	དྷ	jmd	marker_or_damage	no	no	none	blocked			marker_or_damage	secure_complete_span	21	24	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	tibetan_headword_overlap	no	མ་ག་དྷ་པ་ ༩༩༩ dha pa jmd. aus Magadha, ein
wts_9_m	18	41	4	པ	aus	marker_or_damage	no	no	none	blocked			marker_or_damage	secure_complete_span	26	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	tibetan_headword_overlap	no	མ་ག་དྷ་པ་ ༩༩༩ dha pa jmd. aus Magadha, ein
wts_9_m	18	45	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གླས་ ma glas
wts_9_m	18	45	2	གླས	glas	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	14	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གླས་ ma glas
wts_9_m	19	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དགྲོན་ ma dgon
wts_9_m	19	1	2	དགྲོན	dgon	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	12	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དགྲོན་ ma dgon
wts_9_m	19	3	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དགོན་ ma deon Hauptkloster.
wts_9_m	19	3	2	དགོན	deon	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དགོན་ ma deon Hauptkloster.
wts_9_m	19	13	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མགལ་ ma mgal auch ma mkhal Unterkie-
wts_9_m	19	13	2	མགལ	mgal	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མགལ་ ma mgal auch ma mkhal Unterkie-
wts_9_m	19	25	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མགོན་ ma mgon Hauptschützer.
wts_9_m	19	25	2	མགོན	mgon	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་མགོན་ ma mgon Hauptschützer.
wts_9_m	19	30	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འགགས་པ་ ma gags pa.
wts_9_m	19	30	2	འགགས	gags	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འགགས་པ་ ma gags pa.
wts_9_m	19	30	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	18	20	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འགགས་པ་ ma gags pa.
wts_9_m	19	44	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒངད་ ma rgyud
wts_9_m	19	44	2	རྒངད	rgyud	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	11	16	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒངད་ ma rgyud
wts_9_m	19	60	6	ཏ	min	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	ambiguous_span	32	35	 	)	token_boundary_secure						unclear	none	no	soyur ba' royal po'irgyud /ཏ7// min).
wts_9_m	19	63	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འགྱུར་ ma 'yur Bez. für Pfand.
wts_9_m	19	63	2	འགྱུར	'yur	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	12	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་འགྱུར་ ma 'yur Bez. für Pfand.
wts_9_m	19	68	1	མ	margad	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	missing_transliteration	7	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ།་དང་ margad Imar gad.
wts_9_m	19	68	2	དང	Imar	marker_or_damage	no	yes	partial	blocked			marker_or_damage	missing_transliteration	14	18	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	yes	མ།་དང་ margad Imar gad.
wts_9_m	19	69	1	རྒད	manga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	5	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	རྒད་ manga lṅa
wts_9_m	19	70	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་རྒྱད་ ma royrud ""Muttertantra"", eine Gruppe"
wts_9_m	19	70	2	རྒྱད	royrud	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་རྒྱད་ ma royrud ""Muttertantra"", eine Gruppe"
wts_9_m	20	1	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	13	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱུད་ཉི་མ ma rgyud ñi ma
wts_9_m	20	1	2	རྒྱུད	rgyud	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	secure_complete_span	16	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱུད་ཉི་མ ma rgyud ñi ma
wts_9_m	20	1	3	ཉི	ñi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	22	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱུད་ཉི་མ ma rgyud ñi ma
wts_9_m	20	1	4	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	25	27	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱུད་ཉི་མ ma rgyud ñi ma
wts_9_m	20	27	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	22	24	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	27	2	རྒྱད	rgyud	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	25	30	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	27	3	ཐུགས	thugs	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	31	36	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	27	4	རྗེ	rje	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	37	40	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	27	5	ཉེ	ñi	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	41	43	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	27	6	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	44	46	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་རྒྱད་ཐུགས་རྗེ་ཉེ་མ་ ma rgyud thugs rje ñi ma
wts_9_m	20	39	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	20	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	39	2	སྒོ	sgo	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	23	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	39	3	བུ	bu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	27	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	39	4	མོས	mos	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	30	33	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	39	5	བཀག	bkag	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	34	38	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	39	6	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	39	41	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་སྒོ་བུ་མོས་བཀག་པ་ ma sgo bu mos bkag pa ci-
wts_9_m	20	44	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma nes pa
wts_9_m	20	44	2	ངེས	nes	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma nes pa
wts_9_m	20	44	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	16	18	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma nes pa
wts_9_m	20	45	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"མ་སྲིང་ ma sgyed ""Herd der Mutter"", die Stelle"
wts_9_m	20	45	2	སྲིང	sgyed	final_feature_mismatch_only	no	yes	partial	blocked			probable_alignment	probable_span	11	16	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	"མ་སྲིང་ ma sgyed ""Herd der Mutter"", die Stelle"
wts_9_m	20	53	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	15	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་དགུ་ཤོར་ ma nes deu Sor cine Gruppe
wts_9_m	20	53	2	ངེས	nes	insufficient_feature_coverage	yes	no	sufficient	pass			probable_alignment	probable_span	18	21	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་དགུ་ཤོར་ ma nes deu Sor cine Gruppe
wts_9_m	20	53	3	དགུ	deu	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	22	25	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་དགུ་ཤོར་ ma nes deu Sor cine Gruppe
wts_9_m	20	53	4	ཤོར	Sor	canonical_syllable_mismatch	no	yes	none	blocked			probable_alignment	probable_span	26	29	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་དགུ་ཤོར་ ma nes deu Sor cine Gruppe
wts_9_m	20	56	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma ñes pa.
wts_9_m	20	56	2	ངེས	ñes	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	secure_complete_span	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma ñes pa.
wts_9_m	20	56	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	secure_complete_span	16	18	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་ངེས་པ་ ma ñes pa.
wts_9_m	21	18	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དངུལ་ ma diul Grundkapital.
wts_9_m	21	18	2	དངུལ	diul	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་དངུལ་ ma diul Grundkapital.
wts_9_m	21	25	1	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			probable_alignment	probable_span	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	མ་གཅིག་ ma geig auch ma cig.
