volume	page	line	token_index	source_file	source_queue	source_token	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_excerpt	zone	near_tibetan_script	near_transliteration	near_vgl	near_headword	candidate_family	confidence	suggested_action	notes
wts_9_m	48	23	1	wts_9_m_corrected_full.txt	corrected_text_scan	Trgyal	T	↑/↓	direction_needs_review	rgyal	rgyal	3. Bez. für den Monat Trgyal; vgl. SCHUH	german_prose	0	1	1	0	ocr_prefix_T_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	48	58	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	tshon	tshon	yul='i phyogs geig na / tshon dpon gyibulha	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	51	57	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyal	rgyal	"la / rgyal po bharthā ri byun ""in einer Familie,"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	53	73	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	btsun	btsun	deya (1, ༡//) -nasbanrgan 'khrullam / btsun	tibetan_latin_mixed	1	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	55	73	1	wts_9_m_corrected_full.txt	corrected_text_scan	Thal-mchog-glin	T	↑/↓	direction_needs_review	hal-mchog-glin	hal-mchog-glin	stod skyid-phug und Thal-mchog-glin (Neb	german_prose_with_translit	0	1	0	0	ocr_prefix_T_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	57	22	1	wts_9_m_corrected_full.txt	corrected_text_scan	↑	↑	↑	upward	dge	dge	ka; vgl. ↑ dge 'dun phal chen.	german_prose_with_translit	0	1	1	0	actual_upward_marker	control	already_normalized	Existing Unicode reference marker; included as a diagnostic control.
wts_9_m	57	30	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gtso	gtso	deyari rab gsal dan / — yisni / gtso bor dpal	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	58	9	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	mkhris	mkhris	"mo' gein / mkhris bskyed (metr.) ""Kuhurin"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	64	57	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	yan	yan	"der"" (KI ka 73b7); nun nu am / — yan run"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	66	32	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgya	rgya	nag ston rur / rgya $0'// den pan dan / nol	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	66	75	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgya	rgya	"te / bur bsan / —""irgyal po zer te / rgya gar gyi"	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	67	55	4	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gza'	gza'	lha mthothorisnan btsan no / (Gl. la ///)? gza'	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	67	75	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	tshad	tshad	sgrub pa yan tshad ma man bas / tshad ma	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	68	32	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgya	rgya	"ben"" (dPe 180,7); — dan / rgya gar du ... yi"	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	68	36	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	sprin	sprin	dmar moi mehn stens su / — sprin chen gi	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	68	37	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gtsug	gtsug	gtsug lag (khari) dari / gtsug tor las byuni ba'i	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	68	50	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lha	lha	kha ru / lha srin sde brgyad skuris kha btsugs	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	70	45	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	'tsho	'tsho	"ren"" (PT1287 175); — gis bskal sogs / 'tsho"	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	71	51	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lta	lta	"cin / lta baston pa'i gZun ... — sogs dan ""in der"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	72	11	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	btsun	btsun	yan chad la / btsun mo bdun cu don lṅa yod	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	73	32	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyan	rgyan	man 'ji bum pa ma dal rdzas / sa 07/?/ rgyan	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	75	13	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	dan dun dan / — dan byi ru dan ¿//?/// dan	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	75	13	6	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	dan dun dan / — dan byi ru dan ¿//?/// dan	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	75	67	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	"Mandala"" (Padm 28724); 9.3/// dan mu men"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	76	6	2	wts_9_m_corrected_full.txt	corrected_text_scan	Inas	I	↑/↓	direction_needs_review	nas	nas	ma'i sa las ma 'dal dan / sa tshon sna Inas	german_prose_with_translit	0	1	0	0	ocr_prefix_I_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	78	7	5	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	ba'i	ba'i	sin thog la /////? ba'i lta staris byas pas — Ihn	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	78	60	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dbya'	dbya'	than gi rgyal ba gsum bya ba / dbya' btsun	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	78	62	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	btsun	btsun	"ba / — btsun royal ba'o ""die mkhan-bu des"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	78	65	1	wts_9_m_corrected_full.txt	corrected_text_scan	Tshur-btsun	T	↑/↓	direction_needs_review	shur-btsun	shur-btsun	mchog rgyal-ba, m'Tshur-btsun rgyal-ba und	german_prose_with_translit	0	1	0	0	ocr_prefix_T_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	80	55	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgya	rgya	gzus nas — / rgya 'dul ba 'dzin pa'i slob ma	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	83	45	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	yan	yan	ltar — ran gi drws / yan dag gsal bar byed	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	84	76	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyal	rgyal	ga' Ziggi — yin zer mod / rgyal ba bskal bzan	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	85	19	1	wts_9_m_corrected_full.txt	corrected_text_scan	Idan	I	↑/↓	direction_needs_review	dan	dan	yul blo-Idan hörte er geheime Mantras, er	german_prose_with_translit	0	1	0	0	ocr_prefix_I_reference_marker_candidate	medium	exact_review_candidate	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	86	63	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	sgrol	sgrol	de'i slob ma ~s / bdemchogdan / sgrol ma ñi	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	87	13	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gzi	gzi	nas / rdo rje bsnun pas / gzi chen gyis khye'u	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	87	14	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	sprulnas	sprulnas	"cig /// sprulnas ""Mal-gro gZi-chen war durch"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	87	50	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gzan	gzan	"Lex. )77/ gzan mal gos yo byad ""Bettdecke,"	german_prose	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	89	36	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lta	lta	"19); spyod pa ni — 'dzegs Sig / lta ba ni yas dan 'grogs pas ""die Rsis erteilten ihnen die"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	90	31	3	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	snan	snan	"kyi bar na dud rdul mi ??/7// snan ""kein Rauch"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	92	63	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyus	rgyus	khab kyis ni ma pug na / rgyus kyis ni re myi	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	94	9	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyal	rgyal	"bita bar /?% rgyal spons Sig ""gib ohne es an-"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	95	83	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lha	lha	dwags byol son dan / lha dar lha min — mams	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	96	23	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgyal	rgyal	"Leuten Gold mit"" (Bu-śz 86,2); ~""/ rgyal"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	96	78	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lha	lha	la(s) grol ba dan / lha la(s) — ru chad pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	100	20	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	tshwa	tshwa	"g.yer ma / tshwa / zwa tshod sogs ""Substan-"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	100	52	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gnas	gnas	ji sñed skye ba' Siri rta nam du yati / ~ gnas	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	100	57	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	bstan	bstan	phonis kyi las la yens nas / bstan pa'! bon ñan	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	101	25	4	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	nas	nas	"mi yi /0ཉ7)/// nas phud (metr.) ""er wurde aus"	tibetan_latin_mixed	1	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	101	57	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	lhag	lhag	30.2); dge slor ... byis pa — / lhag pa'i na	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	103	12	1	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dge	dge	mi dge las beu sparis nas su / dge ba bceu po	latin_other	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	103	65	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	'dra'i	'dra'i	"hat"" (Kdsg 38,4); '¿// 'dra'i rten 'brel mi son"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	103	84	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	si'i	si'i	"~ /7/ si'i phyed kyis brgyan (metr.) ""er ist"	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	105	8	4	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dbyibs	dbyibs	"dan glin //7// dbyibs su gnas pa ""der glorrei-"	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	105	69	4	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	rgynd	rgynd	mi brgyud auch mi roynd, ༡///7/ rgynd	example_tibetan_latin	1	1	0	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	106	10	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	gnas	gnas	56,28); rtsa 7-/ '/ gnas bsrun mia' 'gro ma yin	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
wts_9_m	107	48	2	wts_9_m_corrected_full.txt	corrected_text_scan	/	/	↑/↓	direction_needs_review	dan	dan	10); sku la $77//?? dan sbrib skyems (r. skyem)	latin_other	0	1	1	0	standalone_marker_candidate	medium	exact_review_candidate	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
