change_type	volume	page	line	token_index	tibetan_syllable	source_latin_token	old_target	new_target	old_category	new_category	compatible_anchor_count	context_excerpt
newly_discovered	wts_1_34	104	89	2	ཀྱོང	kyon				source_compatible_no_anchor	0	ཀྱང་ཀྱོང་ kyaṅ kyon uneben, wellig.
newly_discovered	wts_1_34	1049	106	1	མཐང	mthan				source_compatible_no_anchor	0	མཐང་སྦྱར་བ་ mthan sbyar ba
newly_discovered	wts_1_34	1049	108	1	མཐང	mthan				source_compatible_no_anchor	0	མཐང་སྦྱར་བ་ mthan sbyar ba auch 'than sbyar
newly_discovered	wts_1_34	1049	50	1	མཐང	mthan				source_compatible_no_anchor	0	མཐང་སྤྲད་པ་ mthan sprad pa
newly_discovered	wts_1_34	1049	71	1	མཐང	mthan				source_compatible_damaged_context	0	མཐང་གོས་ mthan 905 Rock, Unterteil des
newly_discovered	wts_1_34	1049	98	1	མཐང	mthan				source_compatible_no_anchor	0	མཐང་སྤྲད་པ་ mthan sprad pa Bez. für Ge-
newly_discovered	wts_1_34	1056	106	1	མཐང	mthin				source_compatible_no_anchor	0	མཐང་ཤཱུན་ mthin Sun ein blaues Leder oder ein
newly_discovered	wts_1_34	1061	59	2	མང	mon				source_compatible_no_anchor	0	མཐུན་མང་ mthun mon །[//)//?2 mon.
newly_discovered	wts_1_34	1066	86	1	མོང	mthon				source_compatible_no_anchor	0	མོང་རྒ་ཆེ་ mthon rgya che weitsichtig, erfah-
category_changed	wts_1_34	1067	12	1	མཐང	mthon	mthoṅ	mthoṅ	source_compatible_insufficient_evidence	source_compatible_not_final_ng_only	1	མཐང་ཁབའ་ས། mthon ba’i sa „Stufe des Sehens
newly_discovered	wts_1_34	107	159	1	ཀྱོང	kyon				source_compatible_no_anchor	0	ཀྱོང་ kyon
newly_discovered	wts_1_34	1070	36	2	སྙིང	shin				source_compatible_no_anchor	0	འཐབ་སྙིང་ 'thab shin geübt.
newly_discovered	wts_1_34	1071	114	1	འབྲིང	thin				source_compatible_damaged_context	0	"འབྲིང་རིལ།་ ""thin 77 Imthin ril."
newly_discovered	wts_1_34	1074	31	1	འབྲེང	then				source_compatible_no_anchor	0	འབྲེང་མ་ ’then ma lahm.
newly_discovered	wts_1_34	1076	34	3	འཐུང	den				source_compatible_damaged_context	0	འཐོར་འཐུང་ ¡007 ’thun [den Mund] ausspülen.
newly_discovered	wts_1_34	108	1	1	ཀྱོང	kyon				source_compatible_no_anchor	0	ཀྱོང་ཀྱོང་ kyon kyon
newly_discovered	wts_1_34	108	1	2	ཀྱོང	kyon				source_compatible_no_anchor	0	ཀྱོང་ཀྱོང་ kyon kyon
newly_discovered	wts_1_34	108	17	1	ཀྱོང	kyon				source_compatible_no_anchor	0	ཀྱོང་བུ་ kyon bu ein Gerät, vgl. Ikyon mo.
disappeared	wts_1_34	109	100	1	ཀྲོང	kron	kroṅ		source_compatible_insufficient_evidence			ཀྲོང་ངེ་ kron ne auch kran ne aufgerichtet, auf-
newly_discovered	wts_1_34	109	16	2	ཀླང	krun				source_compatible_no_anchor	0	ཀྲུང་ཀླང་ kruṅ krun \khrun khrun.
disappeared	wts_1_34	109	55	1	ཀྲོང	kron	kroṅ		source_compatible_insufficient_evidence			ཀྲོང་ངེ་ kron ne
disappeared	wts_1_34	109	88	1	ཀྲོང	kron	kroṅ		source_compatible_insufficient_evidence			ཀྲོང་ཀྲོང་ kron kron.
disappeared	wts_1_34	109	88	2	ཀྲོང	kron	kroṅ		source_compatible_insufficient_evidence			ཀྲོང་ཀྲོང་ kron kron.
newly_discovered	wts_1_34	1090	74	4	བཟུང	von				source_compatible_no_anchor	0	ད་གཟོད་ནས་བཟུང་ dagzod nas bzuṅ von nun an.
newly_discovered	wts_1_34	1090	89	2	ཡང	nun				source_compatible_no_anchor	0	ད་ཡང་ dayan nun; auch jetzt, auch jetzt noch;
newly_discovered	wts_1_34	1091	18	2	རུང	noch				source_compatible_no_anchor	0	ད་རུང་ darun noch, dann, weiterhin, noch im-
newly_discovered	wts_1_34	1099	92	4	གླེང	khan				source_compatible_no_anchor	0	'བྲེད་ཁྲས་ཁང་གླེང་ dag byed khrus khan glin
category_changed	wts_1_34	1100	1	2	འཚང	tshan	tshaṅ	tshaṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དག་འཚང་བྱས་ dag ’tshan byas
category_changed	wts_1_34	1100	3	2	འཚང	tshan	tshaṅ	tshaṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དག་འཚང་བྱས་ dag ’tshan byas pf. bereinigen.
newly_discovered	wts_1_34	1106	9	1	དང	dangon				source_compatible_no_anchor	0	དང་གོང་ dangon in thugs kyi — Brust.
newly_discovered	wts_1_34	1106	9	2	གོང	in				source_compatible_no_anchor	0	དང་གོང་ dangon in thugs kyi — Brust.
newly_discovered	wts_1_34	1109	35	1	ང	dan				source_compatible_no_anchor	0	ང་པོའི་རྫལ་རྨན་ dan po’ rdul can Bez. für
disappeared	wts_1_34	111	3	2	གཞུང	gzun	gZuṅ		source_compatible_insufficient_evidence			ཀླད་གཞུང་ klad gzun Rückenmark.
disappeared	wts_1_34	1117	21	3	ཞང	Zan	Zaṅ		source_compatible_insufficient_evidence			དན་འབག་ཞང་པོ་ dan ’bag Zan po npr. eine in
newly_discovered	wts_1_34	113	33	2	གདང	gdon		gdoṅ		source_compatible_not_final_ng_only	2	ཀླུ་གདང་མ་ལྔ་ klu gdon ma lṅa N. von fünf
newly_discovered	wts_1_34	114	4	4	ཁྱུང	kbyun				source_compatible_no_anchor	0	ཀླུ་སྦྲལ་འོད་ཁྱུང་ klu sbrul ’od kbyun ¦/5// sbrul ’od
newly_discovered	wts_1_34	1140	87	2	རིང	Iderin				source_compatible_marker_attached	0	དི་རིང་ dirin Iderin.
newly_discovered	wts_1_34	1141	45	2	འགང	gah				source_compatible_no_anchor	0	དིང་འགང་ din ’'gah (zw.) Filztuch; vgl. Igdin
newly_discovered	wts_1_34	115	122	1	ང	klun				source_compatible_no_anchor	0	ང་རྟ་ klun rta; vgl. Irlun rta. — chin. ES i-ma
newly_discovered	wts_1_34	115	45	1	ང	klun				source_compatible_no_anchor	0	ང་ klun.
newly_discovered	wts_1_34	1150	33	2	ཁང	kban		kbaṅ		source_compatible_not_final_ng_only	4	དུག་ཁང་ dug kban \dugs khaṅ 1.
newly_discovered	wts_1_34	1164	28	3	ངང	nan				source_compatible_no_anchor	0	དུམ་བུའི་ངང་ཚུལ་ dum bu’i nan tshul eine sinn-
category_changed	wts_1_34	1169	48	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དུར་སློང་ dur slon '[0[6112617611]101116,
disappeared	wts_1_34	117	129	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་ klon.
disappeared	wts_1_34	117	165	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་སྒོམ་ klon sgom
disappeared	wts_1_34	117	172	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་དཀྱིལ་ klon dkyil Mitee.
disappeared	wts_1_34	117	184	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་འཁོར་ klon ’khor Strudel, Welle.
disappeared	wts_1_34	117	189	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་གི་མ་མོ་ klon gi ma mo Beiname der Srid-pa
disappeared	wts_1_34	117	196	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་གྲམ་ klon grum eine Art Dachs.
disappeared	wts_1_34	117	202	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་སྒོམ་ klon sgom die höchste von drei Medita-
category_changed	wts_1_34	117	23	4	སྡེང	sden	sdeṅ	sdeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཀློ མི་སྐྱ་སྡེང་ klo mi skya sden npr. ein Volk.
disappeared	wts_1_34	118	23	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་ཐང་ klon thaṅ N. einer Region in ’Dan
disappeared	wts_1_34	118	29	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་དུ་གྱུར་པ་ klon du gyur pa.
newly_discovered	wts_1_34	118	3	1	ཀླང	klon				source_compatible_no_anchor	0	ཀླང་ཆན་པ་” klon chen pa...
disappeared	wts_1_34	118	40	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་རྡོལ་ klon rdol npr. ein Kloster in sKyid-śod,
disappeared	wts_1_34	118	44	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་རྡོལ་བླ་མ་ klon rdol bla ma npr. der Gelehrte
disappeared	wts_1_34	118	56	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			"ཀློང་ ""klon sde eine Abteilung der rDzogs-"
disappeared	wts_1_34	118	64	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་བརྡོལ་ klon brdol „aus der Mitte hervorkom-
disappeared	wts_1_34	118	74	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་པ་ klon pa Schmutz, Schlamm.
disappeared	wts_1_34	118	77	1	ཀློང	klon	kloṅ		source_compatible_dominant_consensus			ཀློང་ཡངས་ klon yans ausgedehnt, weitherzig.
category_changed	wts_1_34	1192	1	3	རུང	run	ruṅ	ruṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དུས་སུ་རུང་བ་ dus su run ba
newly_discovered	wts_1_34	1192	38	3	ཆུང	run		ruṅ		source_compatible_single_anchor	1	དུས་སུ་ཆུང་བ་ dus su run ba zeitgemäß, zur
disappeared	wts_1_34	1203	75	2	རྟིང	rtin	rtiṅ		source_compatible_insufficient_evidence			དེ་རྟིང་ de rtin Kurzf. für de’i rtiṅ la dann, da-
newly_discovered	wts_1_34	1227	42	3	ང	bźin				source_compatible_no_anchor	0	"""Ras ་ཀྱི ང་ངེ་འཛྲིནྒ་ de bźin nid kyi tin ne"
newly_discovered	wts_1_34	124	96	3	རྒྱང	igyan				source_compatible_no_anchor	0	དཀར་མོའི་རྒྱང་གྲགས་ dkar mo’i igyan grags !dkar
category_changed	wts_1_34	1275	1	4	སྙིང	sin	siṅ	siṅ	source_compatible_structure_mismatch	source_compatible_not_final_ng_only	3	དོམ་མགོ་གླང་སྙིང་ dom mgo glaṅ sin
newly_discovered	wts_1_34	1275	4	4	སྲིང	shin				source_compatible_no_anchor	0	མ་མགོ་ཀགྲང་སྲིང་ dom mgo glan shin eine füh-
category_changed	wts_1_34	128	89	2	སྲང	srun	sruṅ	sruṅ	source_compatible_insufficient_evidence	source_compatible_not_final_ng_only	1	དཀོར་སྲང་རྒྱལ་པོ་ dkor srun rgyal po Beiname der
newly_discovered	wts_1_34	1297	53	1	དྲང	dran		draṅ		source_compatible_damaged_context	44	དྲང་ ?dran
newly_discovered	wts_1_34	1297	76	1	དྲང	dran		draṅ		source_compatible_damaged_context	44	དྲང་ ?dran vgl. Idran po.
newly_discovered	wts_1_34	1334	50	3	ལྗང	ljan				source_compatible_no_anchor	0	དྲུག་མར་ལྗང་ drug mar ljan
newly_discovered	wts_1_34	1334	97	3	ལྗང	ljan				source_compatible_no_anchor	0	དྲུག་མར་ལྗང་ drug mar ljan Ocker; Laberitum
newly_discovered	wts_1_34	155	207	1	ང	ykan				source_compatible_no_anchor	0	ང་སྙས།་ ykan skyes Bez. für Angehörige der un-
newly_discovered	wts_1_34	157	112	2	འབུང	thun				source_compatible_no_anchor	0	རྐང་འབུང་ rkaṅ ’thun auch rkan thun „Fußtrin-
newly_discovered	wts_1_34	157	177	1	རྐང	ran				source_compatible_no_anchor	0	རྐང་དྲུག་ ran ing ep
disappeared	wts_1_34	157	25	2	རྟིང	rtin	rtiṅ		source_compatible_insufficient_evidence			རྐང་རྟིང་ rkaṅ rtin Ferse.
newly_discovered	wts_1_34	162	157	1	ང	rkon				source_compatible_no_anchor	0	ང་བྲར་ rkon zor
newly_discovered	wts_1_34	164	39	1	རྐྱང	Ryan				source_compatible_no_anchor	0	རྐྱང་ཟླ་ Ryan zla.
category_changed	wts_1_34	166	136	1	རྐྱོང	rkyon	rkyoṅ	rkyoṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	རྐྱོང་ rkyon pf. Ibrkyans bzw. lbrkyan fut.
newly_discovered	wts_1_34	176	29	2	ཤེང	sen				source_compatible_no_anchor	0	སྐམ་ཤེང་ skam sen kam Sen.
newly_discovered	wts_1_34	184	25	2	གདུང	gun				source_compatible_no_anchor	0	སྐུ་གདུང་ sh gun.
newly_discovered	wts_1_34	187	148	1	ང	skun				source_compatible_no_anchor	0	ང་སླང་ skun skun verborgen, geheim.
newly_discovered	wts_1_34	187	148	2	སླང	skun				source_compatible_no_anchor	0	ང་སླང་ skun skun verborgen, geheim.
category_changed	wts_1_34	189	140	2	མཇིང	mjin	mjiṅ	mjiṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	སྐེ་མཇིང་ ske mjin Hals.
newly_discovered	wts_1_34	195	114	2	སང	sen				source_compatible_no_anchor	0	སྐྱ་སང་སང་པ་ skya sen sen po
newly_discovered	wts_1_34	195	114	3	སང	sen				source_compatible_no_anchor	0	སྐྱ་སང་སང་པ་ skya sen sen po
newly_discovered	wts_1_34	202	56	1	ང	skyun				source_compatible_no_anchor	0	ང་པོ་ skyun po Ahle, Pfriem, Stichel.
newly_discovered	wts_1_34	207	100	2	སྔོང	sdon				source_compatible_no_anchor	0	སྐྱེ་སྔོང་ skye sdon ein Baum.
disappeared	wts_1_34	219	127	3	བགྲང	bgran	bgraṅ		source_compatible_insufficient_evidence			སྐྱོན་དུ་བགྲང་བ་ skyon du bgran ba Tskyon bgran.
disappeared	wts_1_34	219	44	2	བགྲང	bgran	bgraṅ		source_compatible_insufficient_evidence			སྐྱོན་བགྲང་ skyon bgran Kurzf. für skyon du bgran
newly_discovered	wts_1_34	226	146	1	བསླང	bskan				source_compatible_no_anchor	0	བསླང་ bskan fur. t'skon erfüllen; zufrieden-
newly_discovered	wts_1_34	228	165	1	བསླང	bskun				source_compatible_no_anchor	0	བསླང་ bskun fut. zu tskun verbergen.
category_changed	wts_1_34	230	39	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	བསྐུལ་སློང་ bskul slon Anregung.
category_changed	wts_1_34	235	148	1	བསྐྱེང	bskyen	bskyeṅ	bskyeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	བསྐྱེང་ bskyen beschämt sein; vgl. Iskyens.
category_changed	wts_1_34	243	85	2	ཅང	can	caṅ	caṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	།ཐ་ཅང་ kha can \kha gcan.
newly_discovered	wts_1_34	244	160	4	ཕྱང	phyun				source_compatible_no_anchor	0	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh.
newly_discovered	wts_1_34	245	60	2	ཉུང	run				source_compatible_no_anchor	0	ཁ་ཉུང་ kha run wortkarg.
category_changed	wts_1_34	248	148	2	ནིང	nin	niṅ	niṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་ནིང་ kha nin letztes Jahr.
newly_discovered	wts_1_34	250	109	2	ཕྱང	byan				source_compatible_no_anchor	0	།ཁ་ཕྱང་བ་ kha byan ba
category_changed	wts_1_34	253	1	2	ཞེང	Zen	Zeṅ	Zeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་ཞེང་ kha Zen rag kha bzla །ཁ་ཏའུར་ kha ’ur ཁ་ཡིག་ kha yig
newly_discovered	wts_1_34	256	35	4	སང	Ton				source_compatible_marker_attached	0	།ཁ་སང་ 45/¢ san 72. Ton, Laut.
category_changed	wts_1_34	256	80	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་སློང་ kha slon pf. lkha bslans ergänzen.
newly_discovered	wts_1_34	257	53	1	ཁང	kan				source_compatible_no_anchor	0	ཁང་ཁུང་ kan khuṅ
newly_discovered	wts_1_34	258	106	1	བང	khan				source_compatible_no_anchor	0	།བང་རྩ་ * khan rtsa Fundament, Grundmauer.
newly_discovered	wts_1_34	258	201	1	བང	khan				source_compatible_no_anchor	0	།བང་སྲངས་ khan sruns Haushälterin.
newly_discovered	wts_1_34	258	47	1	བང	Rhan				source_compatible_no_anchor	0	།བང་བྱུ་ Rhan bu Häuschen, kleine Behausung.
newly_discovered	wts_1_34	258	54	1	བང	khan				source_compatible_no_anchor	0	།བང་རྩ་ khan rtsa
newly_discovered	wts_1_34	261	3	2	ཤེང	sen				source_compatible_no_anchor	0	ཁམ་ཤེང་ kham sen Tkam sen.
newly_discovered	wts_1_34	267	52	1	ཁུང	Rhun				source_compatible_no_anchor	0	ཁུང་ཉལ་ Rhun nal.
newly_discovered	wts_1_34	269	66	2	བསླང	bslan		bslaṅ		source_compatible_single_anchor	1	ཁུར་བསླང་ངོ་ khur bslan no verbale Verstöße
category_changed	wts_1_34	270	1	2	ཀྱོང	gyon	gyoṅ	gyoṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁེ་ཀྱོང་ khe gyon
category_changed	wts_1_34	270	3	2	གྱོང	gyon	gyoṅ	gyoṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁེ་གྱོང་ khe gyon Gewinn und Verlust.
disappeared	wts_1_34	275	173	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ 'khon auch khon pa pron. 3. pers. sing.
newly_discovered	wts_1_34	275	182	1	ཁོང	kbon		kboṅ		source_compatible_single_anchor	1	ཁོང་ kbon;
disappeared	wts_1_34	276	1	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་སྐེམ་པ་ khon skem pa
disappeared	wts_1_34	276	105	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			།ཁོང་ཏ་ khon ta
disappeared	wts_1_34	276	114	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ཏ་ khon ta pron. 3. pers.
disappeared	wts_1_34	276	120	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་དྭ་སྐྱིལ་ khon du skyil 1skyil 3.
disappeared	wts_1_34	276	121	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ད་བཅུག་ khon du bcug etw. hineingeben,
disappeared	wts_1_34	276	131	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་དྲ་ཆུད་ khon du chud auch khons su chud
disappeared	wts_1_34	276	157	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་མ་ khon ma
disappeared	wts_1_34	276	169	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ནོང་ khon non [divin.] ein Jahrgang.
newly_discovered	wts_1_34	276	175	1	ཁོང	ikhon				source_compatible_no_anchor	0	ཁོང་པ་ ikhon pa 1'khon.
disappeared	wts_1_34	276	177	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་པ་ ’khon pa das Innere, Körperinnere.
disappeared	wts_1_34	276	192	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་འྲབས་ khon ’bras Abszeß, Tumor.
disappeared	wts_1_34	276	206	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་མ་ khon ma auch kho ma eine Zimbel.
disappeared	wts_1_34	276	32	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་སྐེམ་པ་ khon skem pa auch khon skems pa
disappeared	wts_1_34	276	39	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ཀྱལ་ khon khyul auch khon ’khyul Aufge-
newly_discovered	wts_1_34	276	51	1	ཁང	khon				source_compatible_no_anchor	0	།ཁང་།ཁྲ་ khon khro auch khon khro ba Zorn,
disappeared	wts_1_34	276	77	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ འཁྱལ་ khon 'khyul Tkhon khyul.
disappeared	wts_1_34	276	79	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་གླུ་ khon glu Lockruf.
target_changed	wts_1_34	276	92	1	ཁོང	Khon	khoṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	ཁོང་སྒྲིལ་ Khon sgril Fesseln.
disappeared	wts_1_34	276	94	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་གཅོང་ khon gcon.
disappeared	wts_1_34	277	1	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་མོ་ khon mo
disappeared	wts_1_34	277	11	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ཡངས་པ་ khon yans pa weitherzig, aufge-
disappeared	wts_1_34	277	188	2	ཏིང	tin	tiṅ		source_compatible_insufficient_evidence			ཁོམ་ཏིང་ khom tin tiefsitzend.
disappeared	wts_1_34	277	20	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་རང་ khon raṅ pron. 3. pers. er, sie, es
disappeared	wts_1_34	277	28	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་སིང་ khon sin I\khon sen Schlucht.
category_changed	wts_1_34	277	28	2	སིང	sin	siṅ	siṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁོང་སིང་ khoṅ sin I\khon sen Schlucht.
disappeared	wts_1_34	277	30	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་སུབས་ khon subs Anhang, Ergänzung.
newly_discovered	wts_1_34	277	35	1	ཁང	khon				source_compatible_no_anchor	0	།ཁང་སང་ khon sen auch khon sin, khon gsen
newly_discovered	wts_1_34	277	35	2	སང	sen				source_compatible_no_anchor	0	།ཁང་སང་ khon sen auch khon sin, khon gsen
disappeared	wts_1_34	277	51	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་སན་ khon sran geduldig.
disappeared	wts_1_34	277	57	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་གསེང་ khon gsen Tkhon sen.
disappeared	wts_1_34	277	65	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་ལྷོད་ khon lhod geduldig.
disappeared	wts_1_34	277	8	1	ཁོང	khon	khoṅ		source_compatible_insufficient_evidence			ཁོང་མོ་ khon mo wildes Yak.
newly_discovered	wts_1_34	280	44	3	འབུང	thun				source_compatible_no_anchor	0	ཁྱད་པར་འབུང་ khyad par ’thun Bez. für Mond.
newly_discovered	wts_1_34	287	69	1	ཀྱང	khyun				source_compatible_no_anchor	0	ཀྱང་སྡེར་ khyun sder eine Heilpflanze.
newly_discovered	wts_1_34	287	97	1	ཁུང	khyun				source_compatible_no_anchor	0	ཁུང་སེང་འདས་པ་ khyun seṅ ’dus pa achtfüßiger
newly_discovered	wts_1_34	292	135	2	ཕྱང	phyun				source_compatible_no_anchor	0	ཁྲག་ཕྱང་ khrag phyun pf. zu lkhrag 'byin „Blut
newly_discovered	wts_1_34	295	69	4	རང	rin		riṅ		source_compatible_not_final_ng_only	1	ཁ་སྒྲ་རུ་རང་ khri sgra vu rin eine langhörnige
newly_discovered	wts_1_34	297	108	2	ངང	dun				source_compatible_no_anchor	0	ཁྲིམས་ངང་ khrims dun
newly_discovered	wts_1_34	297	110	2	ངང	dun				source_compatible_no_anchor	0	ཁྲིམས་ངང་ khrims dun ein bei Gericht geblase-
newly_discovered	wts_1_34	298	129	1	ཁང	khrun				source_compatible_no_anchor	0	ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname
newly_discovered	wts_1_34	298	129	2	ཁང	khrun				source_compatible_no_anchor	0	ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname
newly_discovered	wts_1_34	298	134	1	ཁང	khrun				source_compatible_no_anchor	0	།ཁང་མ་། khrun ma Kellnerin.
newly_discovered	wts_1_34	298	141	1	ཁུང	khrun				source_compatible_no_anchor	0	ཁུང་ཞེ་ཆཿ khrun Zu ma Kellnerin.
newly_discovered	wts_1_34	298	56	1	ཁྱུང	khrun				source_compatible_no_anchor	0	ཁྱུང་ཁྱུང་ khrun khrun
newly_discovered	wts_1_34	298	56	2	ཁྱུང	khrun				source_compatible_no_anchor	0	ཁྱུང་ཁྱུང་ khrun khrun
newly_discovered	wts_1_34	298	94	1	ཁུང	khrun				source_compatible_no_anchor	0	ཁུང་ khrun resp. für chan.
newly_discovered	wts_1_34	298	98	1	ཁྱུང	khrun				source_compatible_no_anchor	0	ཁྱུང་ཏཁྱུང་ khrun khrun.
newly_discovered	wts_1_34	300	171	2	གཞུང	gun				source_compatible_no_anchor	0	ཁྲེལ་གཞུང་ khrel gun \khrel.
newly_discovered	wts_1_34	310	54	3	མོང	dban				source_compatible_no_anchor	0	མ།ཁའ་མོང་ངཔང་ལོ་ mkha’ spyod dban po Beina-
newly_discovered	wts_1_34	311	97	2	སློང	sgon				source_compatible_no_anchor	0	མབར་སློང་ mkhar sgon
