candidate_family	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_type	suggested_action	confidence	count	volume_count	sample_refs	sample_contexts	notes
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyan	rgyan	transliteration	exact_review_candidate	medium	3	1	wts_9_m:73:32;wts_9_m:171:50;wts_9_m:287:79	man 'ji bum pa ma dal rdzas / sa 07/?/ rgyan || ma yin / rgyan yani de 'dra yod — te (metr.) || — mug yams kyis / ?// rgyan yul rnams bred	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyu	rgyu	transliteration	exact_review_candidate	medium	3	1	wts_9_m:220:34;wts_9_m:234:10;wts_9_m:235:83	"— dag ni bya ba smra ba dan / rgyu smra ba || rtagpa Zes bya ba'i / rgyu niciyali — ces 05//??$ || mams ni / rgyu med rkyen — ""dzum pa mi"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	sna	sna	cross_reference+transliteration	exact_review_candidate	medium	3	1	wts_9_m:129:10;wts_9_m:154:58;wts_9_m:356:45	7235); ger gi bum pa ciggi nani du / — sna || srag gsum ni / sna Ipags (mychu Ipags ~ || 122,17); gto ni — bzaṅ drug dan / — sna	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tshad	tshad	transliteration	exact_review_candidate	medium	3	1	wts_9_m:67:75;wts_9_m:163:91;wts_9_m:245:82	"sgrub pa yan tshad ma man bas / tshad ma || nam ni skar ma lta /?//'/ tshad kyi — yin pa || — dan / tshad ma la sogs pa bsgyur 2/?7 ""er"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	yan	yan	transliteration	exact_review_candidate	medium	3	1	wts_9_m:64:57;wts_9_m:83:45;wts_9_m:115:72	"der"" (KI ka 73b7); nun nu am / — yan run || ltar — ran gi drws / yan dag gsal bar byed || dpal 'di ... g.yo ba'i sin / — yan ... yun rin"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
actual_upward_marker	↑	↑	upward			cross_reference+transliteration	already_normalized	control	2	1	wts_9_m:194:14;wts_9_m:212:15	"Lex. g.yo zol ↑ gaṅ gi ~$ rari nyid bslu ""be- || blut; vgl. ↑ raṅ byun me tog."	Existing Unicode reference marker; included as a diagnostic control.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	rgyal	rgyal	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:48:23;wts_9_m:215:53	3. Bez. für den Monat Trgyal; vgl. SCHUH || 4. Bez. für den Monat Trgyal; vgl. SCHUH	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ba'i	ba'i	transliteration	exact_review_candidate	medium	2	1	wts_9_m:78:7;wts_9_m:365:28	"sin thog la /////? ba'i lta staris byas pas — Ihn || du /7/// ba'i — yi ""die sman mo, die in den"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	chos	chos	tibetan_script+transliteration	exact_review_candidate	medium	2	1	wts_9_m:135:10;wts_9_m:196:5	"""mi ༡// chos can || serns can sdug 5247 — la / chos ([. R) རྱ"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpa'	dpa'	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:232:15;wts_9_m:291:15	"334); bod //¿ /)/// dpa' ba dan brtul phod pa ... || ~ dan / dpa' bo maṅ po ŝi nas ""als der Heer-"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gan	gan	transliteration	exact_review_candidate	medium	2	1	wts_9_m:277:35;wts_9_m:397:88	blum po(s) chu yi ri mo ltar / gan Zig byas pa || nisgra bsgrags sam / gan rgyal log la skad — la	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gans	gans	transliteration	exact_review_candidate	medium	2	1	wts_9_m:124:34;wts_9_m:351:20	gnas brtan bcu drug gis skyon ste / gans || dbus gtsari ru bi / gans (ri)... thams cad	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gnas	gnas	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:100:52;wts_9_m:106:10	ji sñed skye ba' Siri rta nam du yati / ~ gnas || 56,28); rtsa 7-/ '/ gnas bsrun mia' 'gro ma yin	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lha'i	lha'i	transliteration	exact_review_candidate	medium	2	1	wts_9_m:225:22;wts_9_m:274:43	"kyi lte ba la / lha'i gźal yas khani ""ein Göt- || ste / lha'i ?¡ ni sras po bźugs ""am anderen Ufer"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lta	lta	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:89:36;wts_9_m:154:47	"19); spyod pa ni — 'dzegs Sig / lta ba ni yas dan 'grogs pas ""die Rsis erteilten ihnen die || mdo/ lta ba ~ mig rno yaṅ ... khyodgyisgana"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lta	lta	transliteration	exact_review_candidate	medium	2	1	wts_9_m:71:51;wts_9_m:179:6	"cin / lta baston pa'i gZun ... — sogs dan ""in der || ya mtsho'i phyi rol lcags kyiri bo yis / — lta"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lto	lto	transliteration	exact_review_candidate	medium	2	1	wts_9_m:126:45;wts_9_m:175:4	mi'am ci dan / lto 'phye chen po daṅ / m || mi am ci mams dan / lto 'phye chen po rnams	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	nas	nas	transliteration	exact_review_candidate	medium	2	1	wts_9_m:151:44;wts_9_m:376:13	'dul ba' ///)? nas bsad pa'i khari pa — byas || (brDa, Dagy); sme'u = rme'u yari zer / nas	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgya	rgya	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:68:32;wts_9_m:199:52	"ben"" (dPe 180,7); — dan / rgya gar du ... yi || 102,26); — dan / rgya mtsho'i gtin rum lta"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyas	rgyas	transliteration	exact_review_candidate	medium	2	1	wts_9_m:211:28;wts_9_m:245:60	"ig rten du byon tshe / — rgyas ""als Buddha || dga’ — la ni / rgyas pa yoris chags rnam par"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	sgra	sgra	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:200:18;wts_9_m:231:68	"khyab ""ug daṅ / ~ sgra nan skya bsen bu || der Laut"" (Bu 756,5); ?//? sgra 'on ste de /7/¿/"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	sgra	sgra	transliteration	exact_review_candidate	medium	2	1	wts_9_m:131:13;wts_9_m:282:43	ran nas 'phog pa daṅ / sgra grag par 'phog || yil/ sgra rnanis Jam pa' dbyans byed tshul	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	spyod	spyod	transliteration	exact_review_candidate	medium	2	1	wts_9_m:175:18;wts_9_m:186:62	"mtho ris su /// spyod byed pa (metr.) ""sie zie- || — gi dge sbyon dan / bram ze dan / spyod"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tshul	tshul	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_9_m:277:59;wts_9_m:394:81	[ist heilsam]* (Ahs 1.5.8d); ~'/ tshul is || (Mvy 7593); ~ / tshul ses	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	yani	yani	transliteration	exact_review_candidate	medium	2	1	wts_9_m:114:22;wts_9_m:164:58	grogs po phan par 'dod pa'i tshig / — yani || rag Sis sdom pa phob nas / — yani blo gros	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
actual_upward_marker	↑	↑	upward			cross_reference	already_normalized	control	1	1	wts_9_m:160:51	anschauen; vgl. ↑ spyan ras.	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward			transliteration	already_normalized	control	1	1	wts_9_m:249:59	Lex. — ni... pho yi ↑ gaṅ ba'ii nad rnams la /	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	dge	dge	cross_reference+transliteration	already_normalized	control	1	1	wts_9_m:57:22	ka; vgl. ↑ dge 'dun phal chen.	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	lham	lham	transliteration	already_normalized	control	1	1	wts_9_m:319:50	Lex. tha ga pa ↑ lham mkhan ... rus gcig pa	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	lta	lta	cross_reference+transliteration	already_normalized	control	1	1	wts_9_m:382:76	↑ lta 2.	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	rgya	rgya	cross_reference+transliteration	already_normalized	control	1	1	wts_9_m:208:7	Schun 2012: 1523; vgl. ↑ rgya mtsho 2, T'me	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	rgyal	rgyal	transliteration	already_normalized	control	1	1	wts_9_m:175:58	Lex. mi'ami / ↑ rgyal po = ljon pa rta mgo can	Existing Unicode reference marker; included as a diagnostic control.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	dan	dan	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:199:16	"drun zer-Idan"" (gZer 506,5); — / lcags mkhar"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	gani	gani	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:133:17	141); chn so Igani pa'i kha — par na 2/??	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	ha'i	ha'i	headword+tibetan_script+transliteration	exact_review_candidate	high	1	1	wts_9_m:193:20	༦ der Göttin dGra-Iha'i rgyal-mo (Neb	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	nas	nas	transliteration	exact_review_candidate	medium	1	1	wts_9_m:76:6	ma'i sa las ma 'dal dan / sa tshon sna Inas	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	yan	yan	cross_reference	exact_review_candidate	medium	1	1	wts_9_m:140:81	1. Bez. für die Gliedmaßen (vgl. Iyan lag)	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	ha'i	ha'i	transliteration	exact_review_candidate	medium	1	1	wts_9_m:285:28	kam, floh der Kaiser Tha'i dzun nach śen-	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	hal-mchog-glin	hal-mchog-glin	transliteration	exact_review_candidate	medium	1	1	wts_9_m:55:73	stod skyid-phug und Thal-mchog-glin (Neb	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	melha'i	melha'i	headword+tibetan_script+transliteration	exact_review_candidate	high	1	1	wts_9_m:237:36	མིའི་ཕྱོགས་ me'i phyogs Tmelha'i phyogs.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	sgra	sgra	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:198:37	2. Bez. für Rähu, den Mondknoten Tsgra	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	shes-spon-gza'	shes-spon-gza'	transliteration	exact_review_candidate	medium	1	1	wts_9_m:213:56	Tshes-spon-gza' Me-tog-sgron ihm [vergif-	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	sho-sna	sho-sna	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:257:65	"Mon mTsho-sna usw."" ( Dzam 35,7); dei lho"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	shur-btsun	shur-btsun	transliteration	exact_review_candidate	medium	1	1	wts_9_m:78:65	mchog rgyal-ba, m'Tshur-btsun rgyal-ba und	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	sug-lde-btsan	sug-lde-btsan	transliteration	exact_review_candidate	medium	1	1	wts_9_m:241:7	und Khri gTsug-lde-btsan alias Ral-pa-can.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_backslash_reference_marker_candidate	\	↑/↓	direction_needs_review	.gyurpa'i	gyurpa'i	transliteration	exact_review_candidate	medium	1	1	wts_9_m:283:13	ba'i (v.\.gyurpa'i) btun ba spon ba = madya-	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_backslash_reference_marker_candidate	\	↑/↓	direction_needs_review	.nas	nas	tibetan_script+transliteration	exact_review_candidate	high	1	1	wts_9_m:393:7	san drags — .. /0/907 ¢ 'dilas (v.\.nas) '/)༡///??	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_backslash_reference_marker_candidate	\	↑/↓	direction_needs_review	.nas	nas	transliteration	exact_review_candidate	medium	1	1	wts_9_m:378:64	Lex. snon gnas (¥. \.nas Ms. L) sespa = prani-	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	ha'i	ha'i	transliteration	exact_review_candidate	medium	1	1	wts_9_m:220:12	Lex. /ha'i bu mo (brDa, Dagy).	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	mtsboga'i	mtsboga'i	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:286:13	"daten gewährt"" (In N40); ~ nm' /mtsboga'i"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	rgya	rgya	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:112:67	"ñag-ga"" (Debm 1426); Sartsonkha/rgya ~la"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	rgyanagnas	rgyanagnas	transliteration	exact_review_candidate	medium	1	1	wts_9_m:357:93	"su /rgyanagnas — dan rtsis byun ""zur Zeit"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	'di'i	'di'i	transliteration	exact_review_candidate	medium	1	1	wts_9_m:397:83	bo gtsug lag gis / 'di'i gcen du mu khri btsan	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	'dra'i	'dra'i	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:103:65	"hat"" (Kdsg 38,4); '¿// 'dra'i rten 'brel mi son"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	'i	'i	transliteration	exact_review_candidate	medium	1	1	wts_9_m:258:80	sum pa (727/7 na garbas / —'i lha khan bier	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	'tsho	'tsho	cross_reference+transliteration	exact_review_candidate	medium	1	1	wts_9_m:70:45	"ren"" (PT1287 175); — gis bskal sogs / 'tsho"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bka	bka	transliteration	exact_review_candidate	medium	1	1	wts_9_m:290:61	blon stag sgra klu khon grüs / bka stsaldte Mi.	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
