candidate_family	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_type	suggested_action	confidence	count	volume_count	sample_refs	sample_contexts	notes
standalone_marker_candidate	/	↑/↓	direction_needs_review	gnas	gnas	transliteration	exact_review_candidate	medium	6	1	wts_8_b:32:78;wts_8_b:80:93;wts_8_b:301:41;wts_8_b:337:62;wts_8_b:431:71;wts_8_b:498:29	"la'an / — gnas par bya dgos na (metr.) ""auch || skya dan / gnas gsar ro ""ihre 'vier Söhne' ge- || anas brtan pa yari / gnas brtan pa'i sde pa rtsa"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mchod	mchod	transliteration	exact_review_candidate	medium	6	1	wts_8_b:73:40;wts_8_b:173:48;wts_8_b:189:17;wts_8_b:189:32;wts_8_b:215:80;wts_8_b:305:33	"ste / mchod 'os kyi mthil du mdzad ""indem er || la kun nas bskor nas / mchod pa chen po || (In5 E14); rred yab sras kyis / mchod gnas $//"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	nas	nas	transliteration	exact_review_candidate	medium	5	1	wts_8_b:70:77;wts_8_b:343:28;wts_8_b:356:49;wts_8_b:391:44;wts_8_b:583:52	Sin se ba ... geig la / — sna Inas dril la btags || (TsornNth 5,21b3); bde gsegs rigs Inas — || — dan / stobs Inas ni ma dad pa dan / le lo	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ba'i	ba'i	transliteration	exact_review_candidate	medium	5	1	wts_8_b:21:2;wts_8_b:102:54;wts_8_b:353:92;wts_8_b:447:17;wts_8_b:514:33	"gi lei ba dan / ba'i gcin dan ... za Zin 'thun || Lex. bu ram las //7////? ba'i sbyar ba'i chani ""aus || mig gl — gzugs gyur rnams la royug / ??/ ¿¢ ba'i"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dbyar	dbyar	transliteration	exact_review_candidate	medium	5	1	wts_8_b:161:74;wts_8_b:405:61;wts_8_b:406:5;wts_8_b:408:35;wts_8_b:408:35	sings ma' bya / dbyar — na mi 'khyar ka || kyi dus dari / dbyar gi dus dan / — dan / || dpyid kyi dus dan / dbyar gi dus ... dbyar gyi	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	nas	nas	cross_reference+transliteration	exact_review_candidate	medium	5	1	wts_8_b:207:74;wts_8_b:447:75;wts_8_b:484:27;wts_8_b:501:8;wts_8_b:502:51	"gesegnet"" (Debm 3166); sa 07/ — nas thig || (Vdk-M 154,11); rje /7/¿/ nas ... zab gos rin || (MTH3/5/20 25); 'bru rnam pa lṅa ni / nas"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgya	rgya	cross_reference+transliteration	exact_review_candidate	medium	5	1	wts_8_b:118:4;wts_8_b:123:6;wts_8_b:221:65;wts_8_b:266:10;wts_8_b:527:52	"80,2, 1); maṅ yul dan / rgya gar du ... yi ge dan || rsya nag dan / 7)? dan / mon dan / rgya gar || den"" (bKth 142,4); rgyal po 'd'idussu / rgya"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	sgra	sgra	transliteration	exact_review_candidate	medium	5	1	wts_8_b:30:79;wts_8_b:97:37;wts_8_b:201:35;wts_8_b:475:5;wts_8_b:479:40	zla bai — brjod pa yis / sgra gcan 'dzin || cha Sas / sgra las ldan pa' rkyen dan — kyis || — chom rkun dag / sgra med ab cin 'pro	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bka'	bka'	transliteration	exact_review_candidate	medium	4	1	wts_8_b:220:16;wts_8_b:353:78;wts_8_b:390:31;wts_8_b:516:52	"gsum gl bar du / bka' khon gyi gcugs ni ma — || den"" (KanL 7c); gan Zig — bran lta bur / bka' || — la sogs / bka' 'khor bZi ka za hor yul du"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	btsun	btsun	transliteration	exact_review_candidate	medium	4	1	wts_8_b:39:30;wts_8_b:127:53;wts_8_b:219:55;wts_8_b:497:28	"— rgan 'khrul lam / btsun pa smyo ""irrt sich || — lake rtse ba / btsun pa la (7?// mig rin mo ba || ??/7// btsun son pa'i rnams ... btsun ba 'irnam"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	nas	nas	transliteration	exact_review_candidate	medium	4	1	wts_8_b:203:61;wts_8_b:318:6;wts_8_b:454:72;wts_8_b:528:21	"/ ..rtswa ka sa' — sam / kn 67 ?/ — nas 'byun || de gsum char — gcig par 07/// nas ""da alle || $/7/?? nas 'o dod — (metr.) ""zu allen schr mit-"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rje	rje	transliteration	exact_review_candidate	medium	4	1	wts_8_b:183:25;wts_8_b:266:66;wts_8_b:267:20;wts_8_b:282:20	byams $?7/?? rje Liebe und Mitge- || kyani run / — rje bo la ni zlog tshig ??// smra || mi byed pa dan / rje dpon rnan pa ma ster	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	snam	snam	transliteration	exact_review_candidate	medium	4	1	wts_8_b:131:15;wts_8_b:250:33;wts_8_b:307:63;wts_8_b:443:18	"mu ge la btags nas / snam bu la — byed zer ba || de dag gis smras pa / snam zuns — / — ""sie || mgo bchad pa ... —te/ snam prag du beug nas"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	yan	yan	transliteration	exact_review_candidate	medium	4	1	wts_8_b:16:28;wts_8_b:188:26;wts_8_b:296:89;wts_8_b:549:69	nas ni / yan lag thams cad tshim par byed || tu bsdus min rgyas min par / yan lag brgyad || gnon pas — / yan na ... Ses sgrib spans pas	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	dan	dan	transliteration	exact_review_candidate	medium	3	1	wts_8_b:153:19;wts_8_b:324:44;wts_8_b:516:66	"""ich wurde mit dem Namen Don-Idan tsug- || Blo-Idan Ses-rab [u.a.], haben [die Über- || War-snari byams-Idan"" (Nel 13b1); s2e,,, pa"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bstan	bstan	transliteration	exact_review_candidate	medium	3	1	wts_8_b:123:79;wts_8_b:469:9;wts_8_b:469:44	"yis / bstan pa — gyi srog Sin 'dzugs ""er hat || ba'i gnas / bstan pa (metr.) ""der Entste- || la brten pa'i / — bstan la miion dga’ ba (merr.)"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	btsan	btsan	transliteration	exact_review_candidate	medium	3	1	wts_8_b:275:68;wts_8_b:309:51;wts_8_b:505:37	"lo rgyus / rdo rins la bri bar / btsan po'i || mun sen kon co / btsan po'ikhab du — ""Mun- || 'brugi lo la / btsan po ... bol garis na bźugs"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpal	dpal	transliteration	exact_review_candidate	medium	3	1	wts_8_b:172:78;wts_8_b:218:41;wts_8_b:404:72	(Nel 1b2); chu pho khyi lo la / — dpal gy: || las rnam thos kyi sras dan / dpal gyi lha mo — || ig rten khams kun tu / dpal ldan dbyar rra'i	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gan	gan	cross_reference+transliteration	exact_review_candidate	medium	3	1	wts_8_b:267:68;wts_8_b:310:21;wts_8_b:458:58	"(Vis 462); dge sbyon dan / — gan dag ston || 58,3); raṅ la dga’ bæi byams pa / gan lamdun || 514,1); khral ("")/0/7///?ˆ gan tshud kyi geig gel"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkhar	mkhar	transliteration	exact_review_candidate	medium	3	1	wts_8_b:218:76;wts_8_b:289:42;wts_8_b:496:40	"ken ¢/""/ mkhar nas — ste' / ssem cur bros || ken $/?/ mkhar nas /?7///?? ste / sen cur — || 5// ...ra kha brag / mkhar rdo / — ... yod ""an"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkhas	mkhas	transliteration	exact_review_candidate	medium	3	1	wts_8_b:26:54;wts_8_b:30:12;wts_8_b:38:65	gsod pa mhon du 'ori bZin du / mkhas pa su || 47 lpagssiba'irgyus pa dan ... la / mkhas pa su || byed rnams / — las $// mkhas pas rab tu bstan	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	nan	nan	transliteration	exact_review_candidate	medium	3	1	wts_8_b:176:42;wts_8_b:230:39;wts_8_b:486:22	"Vaisravana"" (brDa); phyogs /?2/""/ nan tsban || /)2/ ?/ nan tshan ""ein Vertreter eines der vier || dkar /) 0?/ nan gtums la (metr.) ""in Bezug auf"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ran	ran	cross_reference+transliteration	exact_review_candidate	medium	3	1	wts_8_b:391:3;wts_8_b:403:90;wts_8_b:443:66	"Zugs-ham"" (Liy2 83); de /7/¿/ — ran byun || klärt"" (Ahs 1.5.20a); dpyid bsil / — ran / || ten"" (ThK 2: 534,1); $/0// — ran byon du phebs"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyal	rgyal	cross_reference+transliteration	exact_review_candidate	medium	3	1	wts_8_b:205:29;wts_8_b:334:71;wts_8_b:358:4	"mittelt"" (Prav 128,12); ha dbari gis / rgyal || 61,12); — broya tham pas / rgyal po'i sku'i || de las ~ daṅ / rgyal ba'i zla ba Zes bya"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	spyod	spyod	transliteration	exact_review_candidate	medium	3	1	wts_8_b:169:84;wts_8_b:225:82;wts_8_b:238:38	khu 81b2); — rnams la / spyod pa'i 'du śes mi || bsamn pa / da ni / spyod yul med gyur gi ... || lam Zi ba yi / spyod pas ra rnams 'byin par	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tsha	tsha	transliteration	exact_review_candidate	medium	3	1	wts_8_b:90:27;wts_8_b:103:17;wts_8_b:134:18	"reun chan dan / tsha ni (metr.) ""was saure || Duram — rgun chan dan / tsha ni (metr.) ""was || phrai) dbari du thal nas / — tsha ba ron du"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tshugs	tshugs	transliteration	exact_review_candidate	medium	3	1	wts_8_b:179:43;wts_8_b:247:22;wts_8_b:414:49	"Lex. dbyibs / tshugs (Dagy). || byed = 4/)2// // tshugs su 'gro ba'i byen Zig dan || ge Form"" (brDa); gzugs / tshugs / rnam Pa"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
actual_upward_marker	↑	↑	upward			cross_reference+transliteration	already_normalized	control	2	1	wts_8_b:555:34;wts_8_b:584:6	sbyi 'ur Verführer, Liebhaber, vgl. ↑ spy: || vgl. ↑ sgron.	Existing Unicode reference marker; included as a diagnostic control.
actual_upward_marker	↑	↑	upward	dbyen	dbyen	headword+tibetan_script+transliteration	already_normalized	control	2	1	wts_8_b:421:71;wts_8_b:422:13	དབྱེན་སྤྱོ་ dbyen spyo auch dbyen co, pf. ↑ dbyen || དབྱེན་སྨྱོས་ dbyen spyos pf. zu ↑ dbyen spyo ver-	Existing Unicode reference marker; included as a diagnostic control.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	dbyar	dbyar	headword+tibetan_script+transliteration	exact_review_candidate	high	2	1	wts_8_b:408:72;wts_8_b:408:73	དབྱར་སླ་ dbyar sla Tdbyar zla. || དབྱརད་ dbyard Tdbyar.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	ha'i	ha'i	transliteration	exact_review_candidate	medium	2	1	wts_8_b:23:23;wts_8_b:346:77	Lex. /ha'i glu mkhan (brDa, Dagy). || Lex. /ha'i bu mo (brDa); lha'i bu mo spyi	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	'tsho	'tsho	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:162:32;wts_8_b:366:35	(Prav 69,8); ma — ba / 'tsho ba yoris su || 29); tsbig spyod rnal du — / 'tsho ba gtsani	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ba'i	ba'i	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:286:49;wts_8_b:499:81	"ma"" (Ahs 1.5.80); sa /// ... /5/?¿ ba'i ro ram || Lex. ?/)/)?-/ ba'i donte...byed pa tsani la ,,1. 5. \,"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bka'	bka'	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:265:8;wts_8_b:377:84	"po ~ lta bur / bka' bźin rjes su mthun byed || rität gefestigt"" (In? 8); — brtsan / bka' lu"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bstan	bstan	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:151:65;wts_8_b:265:30	1: 518,5); gdan sa' — dan / bstan pa'i Zabs || khani / bstan ma bcu gñis ~ du b{s}kol ba'i	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	btsan	btsan	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:50:84;wts_8_b:409:4	"sba rag gñis kyis gsor ma ster / btsan pos ~ || langen"" (In3 8); nam nam Za Zar / btsan po"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	chos	chos	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:411:22;wts_8_b:558:51	lha / ~ / chos kyi grags pa gsum ni 'grel byed || (Rgs 22.10c); — kyani / chos dan ldan pa ma	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dan	dan	tibetan_script+transliteration	exact_review_candidate	medium	2	1	wts_8_b:273:42;wts_8_b:418:51	byan chub kyi $0༡༡75 la mtho ¿/??74// dan che || lagrtsis dan / — dan / giugpa ... la ༡7 bar Zugs	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dbyug	dbyug	transliteration	exact_review_candidate	medium	2	1	wts_8_b:493:47;wts_8_b:574:51	dan / dbyug pa la sogs pa'i ri mo 'dren cin || Lex. bya khu byug gam /0/?// dbyug (brDa); bya	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	de'i	de'i	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:49:58;wts_8_b:245:13	"ha'i-khan"" (Debm 1433); ga' thu gan / de'i || ~~ dan / de'i byed pa gñis po ni / dṅos po bdag"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpya'	dpya'	transliteration	exact_review_candidate	medium	2	1	wts_8_b:292:32;wts_8_b:366:28	rje blas dan / dpya' khral — myi dbab pa || rje blas dan / dpya' kliral bla skyes myi —	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpyid	dpyid	transliteration	exact_review_candidate	medium	2	1	wts_8_b:405:60;wts_8_b:408:34	dus tshod ni lṅa ste / dgun gyi dus dan / dpyid || dustshod ni lṅa ste / dgun gi dus dan / dpyid	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gtsigs	gtsigs	transliteration	exact_review_candidate	medium	2	1	wts_8_b:87:82;wts_8_b:373:74	"men"" (In5 W39); — / gtsigs gan ba' / || bkas / ban de myan tiṅ ṅe 'dzin / — gtsigs"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gtsug	gtsug	transliteration	exact_review_candidate	medium	2	1	wts_8_b:448:27;wts_8_b:463:33	khri btsun gyis / gtsug lag khan gzigs par — || da ltar pad mo skyes pa'i sar yaṅ / gtsug lag	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gzer	gzer	transliteration	exact_review_candidate	medium	2	1	wts_8_b:144:4;wts_8_b:150:32	"bya pho dan / gzer mo yaṅ zer ro ""bya de po || dan / — dan / gzer mo yani zer ro ""bya de po"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lha	lha	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:127:76;wts_8_b:311:78	"(gZer 65,2); chab nag srid pa'i — yis / lha || sie hinein"" (Rtdz-K 102,31); bon po yis / lha"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lhag	lhag	transliteration	exact_review_candidate	medium	2	1	wts_8_b:27:37;wts_8_b:171:74	la de / — lhag ma'ani ... khyod kyis rab tu || — dar po'i las kyi sar gnas gan / lhag pa'i	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mchod	mchod	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:159:4;wts_8_b:291:8	"12126); bal 7//// mchod rten bya run kha śor la || rigkeit gestellt"" (Nel 1062); ~?/ mchod gnas"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mchog	mchog	cross_reference+transliteration	exact_review_candidate	medium	2	1	wts_8_b:128:58;wts_8_b:355:40	"broya ñer lna'i / mchog gyur ~ chen po yi / || [843); thub pa'i ?/ $/0// mchog (metr.) ""der"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mgo	mgo	transliteration	exact_review_candidate	medium	2	1	wts_8_b:283:53;wts_8_b:544:60	"kyis rtsod pa gs la / mgo — ""di las rgyal bar || po Zes / mgo dkar lus 'khogs lo braya lon pa'i"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkhan	mkhan	transliteration	exact_review_candidate	medium	2	1	wts_8_b:232:73;wts_8_b:527:39	tsam Zig / mkhan po mo rgu bde sil is / gar || stag tshal mkhar po che bzur nas / mkhan bu	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	pa'i	pa'i	transliteration	exact_review_candidate	medium	2	1	wts_8_b:188:2;wts_8_b:567:44	chen las / — pa'i mchod rten chen po (metr.) || ji /?7/// pa'i sbyor ba dan sgrol ba rnams mi	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyas	rgyas	transliteration	exact_review_candidate	medium	2	1	wts_8_b:370:22;wts_8_b:479:22	"gtso bo ru (brDa); — sin /// rgyas pa = supa- || royal srid — / rgyas pa ...byed du beug go ""er"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
