volume	page	line	token	candidate_family	proposed_target	context_excerpt	evidence	confidence	suggested_action	score	score_explanation
wts_8_b	87	24	$	dollar_ś	ś	Lex. khyim ben 0)7/$ kyinani tshan drug pa	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	89	21	$	dollar_ś	ś	— dag gis / ?¿// / 20 $ yan yan sad par byed pa	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	89	41	$rT	dollar_ś	śrT	"bu yan rgyal pos gu $rT gnan nas ""nachdem"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	89	68	$	dollar_ś	ś	"'byun ba'i — /6/ ///)$ se tshub (metr.) ""Schnee-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	98	37	$	dollar_ś	ś	rdzob gi dpon 'bans 077/$ man las ma mchis	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	107	71	$	dollar_ś	ś	"(Prav 83,13); ~$ ""0 ma zad mthori nas / ba ni"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	117	83	$	dollar_ś	ś	— mams kyifs) la dags $// sgrog pa yul mthil	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	118	61	$	dollar_ś	ś	"roya dan — 0/7/$ res 'ga' mthun Zin ""manch-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	123	30	$	dollar_ś	ś	gus //?¢??$ — //70 byan gi /5/770/7 [len] byed	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	127	71	$	dollar_ś	ś	(ThK 2: 411,3); $7% (r. sie) mio ru mtshams	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	143	13	$	dollar_ś	ś	yab sras 0)7/$ — gsum grus pa 0)7/5 su sprul nas	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	144	47	$	dollar_ś	ś	"lha dkon michog gsum mi $/?0/7 ba ""man soll"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	146	68	$	dollar_ś	ś	Kdsg 15,4); len mikhas sprod $ kyi rims sprod	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	147	36	$	dollar_ś	ś	GlIr 192,9); ~$ lcags gcod pa sogs kyi nris pa	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	151	4	$	dollar_ś	ś	"ke"" (Sarmv 5.39); ///$ kyi — rdzogs byas nas"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	152	21	$	dollar_ś	ś	bya yul dan / — 077/$5 po dṅos po gZan (metr.)	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	166	73	$	dollar_ś	ś	sems can thams cad la byams pa dan $?7/)7 70	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	167	39	$	dollar_ś	ś	"(K841(7) 2 1731); byan chub sems ?¿//""/ ye ¢$"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	175	56	$	dollar_ś	ś	"dens"" (brDa); byan than gi yul $/)7/// dpon"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	175	81	$	dollar_ś	ś	dpral) stens $// ...rdo rje dbyins kyi gtsug lag	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	182	42	$	dollar_ś	ś	(Bca 5.80d); mmchog tu — pa' ro bo id kyi ///$	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	183	25	$	dollar_ś	ś	byams $?7/?? rje Liebe und Mitge-	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	189	17	$	dollar_ś	ś	(In5 E14); rred yab sras kyis / mchod gnas $//	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	191	60	$	dollar_ś	ś	"la $077 — nas ""er sagte: 'Nimm diesen Anteil"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	192	28	$	dollar_ś	ś	687,1); brag srin mo de / bud med kyi chas $//	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	202	2	$	dollar_ś	ś	"བྱི་ལོང་ byi lor ""blinde Maus"", Maulwurf. Lex. — ba = serms la $ /?¿¿?/ rar med pa' —"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	203	56	$	dollar_ś	ś	"thun mons / $/?7//?/ don ""gewöhnlich, gemein-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	209	76	$	dollar_ś	ś	ba rnams / de dag ye ses chas $// byin brlabs	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	210	45	$	dollar_ś	ś	"rgyal ba'i gsun 0/($) — gnas ""der Ortist durch"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	226	51	$	dollar_ś	ś	Lex. byus khons $// ma gtogs pa la byus Kkhrid	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	227	6	$	dollar_ś	ś	?4$ / ¿ པཿ mo las chad (1. mehed) pa yin	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	228	4	$	dollar_ś	ś	rten de dag ganigä yi / bye ma $)70༩/ kyis —	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	233	44	$	dollar_ś	ś	བྱེད་ 'byed pf. [/༡༡/4$ fur. ] '/)7/4 imp. |/7)/03; in	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	234	92	$	dollar_ś	ś	myos $7?2 rab myos rnams / lha dagbsrun ba —	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	241	36	$	dollar_ś	ś	"""M'TH3/5/30 a40); go ba log ($) 977//) kyi 'then"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	241	68	$	dollar_ś	ś	"kyi, gyi, ""Lund yi, diese fünf, mit einem $ am"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	245	45	$	dollar_ś	ś	— la 924[/]9$ tsbe rjes gnon tsam babs 'brel	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	246	19	$	dollar_ś	ś	— tsami dan 'brel ba yi / (/??0$ po bdag la'ani	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	256	73	$	dollar_ś	ś	— $/0?? pa yodpa las / bdud rtsi 'dzag pa'ikhn	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	257	81	$	dollar_ś	ś	"'byun gnas $// ""in Brag-dmar, dem Ort der"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	260	47	$	dollar_ś	ś	"la/ ~ mode / bud med kyi chas $// byas te ""da-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	264	25	$	dollar_ś	ś	ma $ / bar du chos phyogs su prad prad byed	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	266	10	$	dollar_ś	ś	(Nel 11b4); blon ~$ / rgya 'khrug pa 'pham	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	267	51	$	dollar_ś	ś	(Dagy); ༡///༡?$ dkar dan snags kyis — pa lta bu	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	273	42	$	dollar_ś	ś	byan chub kyi $0༡༡75 la mtho ¿/??74// dan che	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	275	16	$	dollar_ś	ś	"32216); gnaris $¢ dro dkyil 'khor — te ""am"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	287	11	$	dollar_ś	ś	"160); dbu $ 7//77 — mna' gcod pa 'itshbe ""als sie"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	289	42	$	dollar_ś	ś	ken $/?/ mkhar nas /?7///?? ste / sen cur —	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	298	71	$	dollar_ś	ś	"phran (r. bran) gi tie ""dabs $// brtsod byed"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	305	18	$	dollar_ś	ś	291,14); rus so $0?/ — ni / sgo'am ji me khams	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	309	60	$	dollar_ś	ś	"$1131] sprach"" (PT1287 482); hwa dze dzes ..."	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	310	41	$	dollar_ś	ś	"Lex. ~~ /?¢ = $0 ༡//5 —pa ""mit den Zähnen kau-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	311	15	$	dollar_ś	ś	rab tu grags pa bi byun ste ... — ye 4$ ©$ rab	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	311	15	$	dollar_ś	ś	rab tu grags pa bi byun ste ... — ye 4$ ©$ rab	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	313	11	$	dollar_ś	ś	"sogs $// /)/// thun / thun rur — la (metr.) ""lose"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	313	28	$	dollar_ś	ś	"gzar dag dan ... lor($) sig ""nimm den Stab,"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	314	31	$	dollar_ś	ś	"der Einfältigkeit"" (Tär 157,10); ~$ —""itshogs"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	317	78	$	dollar_ś	ś	"legs )70$ kyi — la mkhas pa km ""alle, die im"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	317	85	$	dollar_ś	ś	"stand"" (brDa), ©$ rab lta bu (Dagy); — can"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	323	41	$	dollar_ś	ś	143,37); — ༡//( $) smyo glu blans bana (metr.)	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	328	5	$	dollar_ś	ś	"///$ la gru yi — ste (metr.) ""stell (117 den Kör-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	333	51	$	dollar_ś	ś	— yis ... $/7 mams ma lus cham du phebs (r.	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	333	87	$	dollar_ś	ś	"dzun ... $ bkrons ""Mu-dzun wurde vom Mi-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	343	43	$	dollar_ś	ś	dpa' gzuns beu 09?7/$5 kyi min); — ba = abhi-	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	348	50	$	dollar_ś	ś	tha siad — gsum yin te / (//70$ po'i — bäi rn	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	351	5	$	dollar_ś	ś	— na byed po dan / de'i byed pa 977/$ po ni /	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	352	29	gźnńs	loc_nasal_damage	gźnṅs	"yid gźnńs pa / dban po mo ba ""Thon-mi"	orthography_scan	medium	review	55	LOC-style acute-n appears in a Tibetan transliteration context.
wts_8_b	352	64	$	dollar_ś	ś	20.21a); kun ©$ pa'i — dan / kun ¢$ pa rig	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	352	64	$	dollar_ś	ś	20.21a); kun ©$ pa'i — dan / kun ¢$ pa rig	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	355	40	$	dollar_ś	ś	"[843); thub pa'i ?/ $/0// mchog (metr.) ""der"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	358	63	$	dollar_ś	ś	"des lo bryad 0/7/ $ kyis — blags nas ""nachdem"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	362	29	$	dollar_ś	ś	sgye ri dan / skyer chu 0?7/$ ~ dam la gdags pa'i	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	365	18	$	dollar_ś	ś	"nub tu byan tshari — $/$ (metr.) ""im We-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	365	18	$	dollar_ś	ś	"nub tu byan tshari — $/$ (metr.) ""im We-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	365	73	$	dollar_ś	ś	དབབ་ dbab fut. zu 1?/¢/)$,	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	369	3	$	dollar_ś	ś	"༩ ༡༩ $ dan 6 Sul droris འ ""86161ཿ ཡཱ 1. resp. Kopf, Haupt."	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	369	52	$	dollar_ś	ś	དབས་ dbas Y'sba. 141,5); jo bo'i sku 'dra ~ yon ma $095 naṅ	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	376	10	$	dollar_ś	ś	ye ses $?7//7 pos mdzad pa'i — kyi 'grel bsad	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	377	56	$	dollar_ś	ś	1.2.30b); dgos pa mtha' 9)7/$ su dogs (r. 'dogs)	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	383	45	$	dollar_ś	ś	དབུགས་དབྱུང་ dbugs dbyuṅ fur. zu [¿//?//0$ 7?༡//?/ .	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	392	74	$	dollar_ś	ś	su gisari khri skor drug dan / — 0)7/$ kyi bar	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	394	26	$	dollar_ś	ś	ari / rdzas ni yons $// srun bar byed (metr.)	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	395	66	$	dollar_ś	ś	"len"" (Ppu 602); ///$ dan ses ni — yis / rnam"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	398	15	$	dollar_ś	ś	"rje, kämpften um die Festung"" ($8212 5);"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	412	77	$	dollar_ś	ś	"nas — $// sanisrgyas pa lags so ""zusammen mit"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	413	12	$	dollar_ś	ś	"thos tsam 07//($) — nas bfum (metr.) ""allein"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	415	48	$	dollar_ś	ś	"tsbod phyed — ... Zes $// bfad (metr.) ""ein"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	417	50	$	dollar_ś	ś	"dbu lcan rgyab la — $0/7 (metr.) ""sie hat-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	422	68	$	dollar_ś	ś	chos dan lons spyod $/0// ... sog — (metr.)	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	426	66	$	dollar_ś	ś	— $// ༡//?⁄7? untertan, unterworfen sein, — ༥//	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	427	12	$	dollar_ś	ś	"~ mta' bZi la bka' $ cen pho pyun ""er sandte"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	430	75	$	dollar_ś	ś	5312); ///$ (07// smad nas chn gran moi voyum	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	433	69	$	dollar_ś	ś	"~$ ... 'grin bzans ... yani bZens te ""'Ba' rGya"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	435	32	$	dollar_ś	ś	nas mchis pa'i dge $/0)? — Zes bgyi ba mchis pas	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	439	36	$	dollar_ś	ś	bdag kyani dge ba'i rtsa ba 'dis ©$ rab zab mor	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	443	66	$	dollar_ś	ś	"ten"" (ThK 2: 534,1); $/0// — ran byon du phebs"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	444	65	$	dollar_ś	ś	"rilargyal sras 'bum phragbeu / //$ / 0 ""auf dem"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	446	59	$	dollar_ś	ś	Lex. — $// bitas pa = mig 'burtte sdari nung gis	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	454	72	$	dollar_ś	ś	"$/7/?? nas 'o dod — (metr.) ""zu allen schr mit-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	455	14	$	dollar_ś	ś	"— ... $09$5 bag med sna tshogs la brten ""sie"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	455	14	$	dollar_ś	ś	"— ... $09$5 bag med sna tshogs la brten ""sie"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	461	90	$	dollar_ś	ś	8764); rnam par 'tshe ba las — pa ni $7//? rje	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	462	25	$	dollar_ś	ś	"Lex. $////7? — pa pos — ༡707// ""jmd., der mit"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	473	24	$	dollar_ś	ś	"men haben"" (Glr 25,6); ~$ ""ig pa'i gnas"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	477	81	$	dollar_ś	ś	rdel gransgzZan ltar spro bana / /7/$ khri brgyad	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	479	27	$	dollar_ś	ś	"sna tshogs dag / $ (metr.) ""weil er an vielfäl-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	479	77	$	dollar_ś	ś	19,10); 'od dkarmdzes pa'i — gan {b}de ༡//$ ...	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	484	39	$	dollar_ś	ś	"— yoris $// smin pa mtshbon gyis brtol ba ""die"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	490	17	$	dollar_ś	ś	"rgyu ""bras 077/$ su phye ba'i — ""von Ursache"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	494	25	$	dollar_ś	ś	"$ ~ mkhregs par 'on (metr.) ""das Fleisch"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	509	52	$	dollar_ś	ś	"འབྲུབ་ 'brub auch ""brubs pf. und imp. ། '༼??7//?$."	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	510	54	$	dollar_ś	ś	"par yons $// grags pa bZin ""diese fünf entspro-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	511	11	$	dollar_ś	ś	mühen, Eifer, Fleiß, vgl. ། '2)7/$	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	511	37	$	dollar_ś	ś	"འབྲེགས་ ""/?ˆ09$"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	512	43	$	dollar_ś	ś	Lex. geig geig gi rjes $// sbreris te 'gro /› ¡	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	514	46	$	dollar_ś	ś	"deb gtan yig rigs /0/)//77$ thub dari — ""in Ver-"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	527	28	$	dollar_ś	ś	dban po — ratna / — mi ye ©$ 'jam dbyaris sbas	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	527	57	$	dollar_ś	ś	lod 9)7/$ kyis royal po Itag pa bskor nas bkronis	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	537	35	$	dollar_ś	ś	"— 0?7/$ su dbye ba'i — lta bu ""Inneres und"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	539	11	$	dollar_ś	ś	"$/7/95 ma ""Spreu als Überrest"" (Dagy)."	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	539	82	$	dollar_ś	ś	"'doms kyi ... — $// nub pa bstan no ""du hast"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	541	43	$	dollar_ś	ś	~$ bitas pas lci ba gZal yas khan du mthon	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	541	76	$	dollar_ś	ś	Lex. sbe ga = bhe kah 2¢$ pa'i rgya gar skad	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	543	55	$	dollar_ś	ś	Lex. ///$ kyi (brDa, Dagy).	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	544	31	'$	dollar_ś	'ś	སྤོམ་ sbom pf. Tsbams fut. [ '$/77?/ imp. {'$/?0༡75	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	544	31	'$	dollar_ś	'ś	སྤོམ་ sbom pf. Tsbams fut. [ '$/77?/ imp. {'$/?0༡75	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	548	79	$	dollar_ś	ś	"bka' khon rin pa ni — $/)) bsald ""der alte"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	566	71	$	dollar_ś	ś	1.432); 'khrig pa ni 0)7/$ kyis grüis — ba Zes bya	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	568	30	$	dollar_ś	ś	'thun phyag 0?7/$ sbyor ldan pas / phun po	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
wts_8_b	568	46	$	dollar_ś	ś	"rgya mtsho gan stors kyi ~$ ""infolge des"	orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.
