source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_8_b	61	33	9	$	ś	guarded_dollar_to_sacute	"befindet"" (\/(1]( 2: 358,3); dbus gtsari 077/$ kyi"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	63	56	13	$	ś	guarded_dollar_to_sacute	6345); gan dag —r gnas pa de dag ni / yid 0)7/$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	64	36	4	$	ś	guarded_dollar_to_sacute	phyi 0?7/$ kyi bar la las dban gis yar mar bda'	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	73	9	1	$	ś	guarded_dollar_to_sacute	"$ (metr.) ""deine Vorzüge sind zwar un-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	74	37	8	$	ś	guarded_dollar_to_sacute	'di'dab chags bdag po'i kha las bskyabs $? ~	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	76	38	7	$	ś	guarded_dollar_to_sacute	(Glr 11,3); der bzo bo ~$ kyan / rin po che	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	76	70	7	$	ś	guarded_dollar_to_sacute	visarjantya istrnam bcad, anusvära ist rjes $//	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	76	77	8	$	ś	guarded_dollar_to_sacute	fersulfat, vgl. LAurer 1916: 520, Nr. 267 $. v.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	82	68	7	$	ś	guarded_dollar_to_sacute	"on"" (Debm 2b5); de 0)7/$ kyi — rim par 'gyes"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	85	60	9	$	ś	guarded_dollar_to_sacute	(Ki kha 19146); chun ma la — mig 077/$ bya	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	87	24	6	$	ś	guarded_dollar_to_sacute	Lex. khyim ben 0)7/$ kyinani tshan drug pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	89	21	4	$	ś	guarded_dollar_to_sacute	— dag gis / ?¿// / 20 $ yan yan sad par byed pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	89	41	6	$rT	śrT	guarded_dollar_to_sacute	"bu yan rgyal pos gu $rT gnan nas ""nachdem"	guarded_dollar_scan	low	defer	non_transliteration_shape	10	Dollar token does not match the conservative Tibetan transliteration token shape.
corrected_text_scan	wts_8_b	89	68	4	$	ś	guarded_dollar_to_sacute	"'byun ba'i — /6/ ///)$ se tshub (metr.) ""Schnee-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	94	48	7	$	ś	guarded_dollar_to_sacute	"ksikä) und Würmer waren"" (Bca 7.182); ~$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	96	70	2	$	ś	guarded_dollar_to_sacute	"— 00// ($) ...(b)sdad mi chog ""in den Mönc is-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	98	37	6	$	ś	guarded_dollar_to_sacute	rdzob gi dpon 'bans 077/$ man las ma mchis	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	98	66	4	$	ś	guarded_dollar_to_sacute	Schun 2012: 1506 $. ¥, 'bun.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	107	71	4	$	ś	guarded_dollar_to_sacute	"(Prav 83,13); ~$ ""0 ma zad mthori nas / ba ni"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	109	16	6	$	ś	guarded_dollar_to_sacute	"rbad byun ba / rdo dan ~$ bsruns bas ""sie"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	117	83	5	$	ś	guarded_dollar_to_sacute	— mams kyifs) la dags $// sgrog pa yul mthil	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	118	61	5	$	ś	guarded_dollar_to_sacute	"roya dan — 0/7/$ res 'ga' mthun Zin ""manch-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	123	30	2	$	ś	guarded_dollar_to_sacute	gus //?¢??$ — //70 byan gi /5/770/7 [len] byed	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	127	36	1	$	ś	guarded_dollar_to_sacute	"$¢7 ser btab pa Zig ""ein 'ob-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	127	71	5	$7	ś7	guarded_dollar_to_sacute	(ThK 2: 411,3); $7% (r. sie) mio ru mtshams	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	137	2	9	$	ś	guarded_dollar_to_sacute	"will"" (sBa 58,15); de dum bu 977/$ su — bar"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	141	30	1	7$	7ś	guarded_dollar_to_sacute	— 7$ ni Zu pub na la pyi ni gdans su dro	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	141	73	4	$	ś	guarded_dollar_to_sacute	"und Schwein ist ©$ Wasser"" (Nagdel 37,1);"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	143	13	5	$	ś	guarded_dollar_to_sacute	yab sras 0)7/$ — gsum grus pa 0)7/5 su sprul nas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	144	47	6	$	ś	guarded_dollar_to_sacute	"lha dkon michog gsum mi $/?0/7 ba ""man soll"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	146	68	7	$	ś	guarded_dollar_to_sacute	Kdsg 15,4); len mikhas sprod $ kyi rims sprod	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	147	36	4	$	ś	guarded_dollar_to_sacute	GlIr 192,9); ~$ lcags gcod pa sogs kyi nris pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	151	4	4	$	ś	guarded_dollar_to_sacute	"ke"" (Sarmv 5.39); ///$ kyi — rdzogs byas nas"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	152	21	5	$5	ś5	guarded_dollar_to_sacute	bya yul dan / — 077/$5 po dṅos po gZan (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	152	53	8	$	ś	guarded_dollar_to_sacute	"ist gekommen, heißt es"" (dPe 40,1); $ ra oṅ"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	160	29	4	$	ś	guarded_dollar_to_sacute	"— bde cag che /) ¿$ 977? barZon (metr.) ""da die"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	161	89	8	$	ś	guarded_dollar_to_sacute	mna' ri grüis / — dan chu mig 077/$ te (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	166	73	9	$	ś	guarded_dollar_to_sacute	sems can thams cad la byams pa dan $?7/)7 70	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	167	39	9	$	ś	guarded_dollar_to_sacute	"(K841(7) 2 1731); byan chub sems ?¿//""/ ye ¢$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	175	56	7	$	ś	guarded_dollar_to_sacute	"dens"" (brDa); byan than gi yul $/)7/// dpon"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	175	81	3	$	ś	guarded_dollar_to_sacute	dpral) stens $// ...rdo rje dbyins kyi gtsug lag	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	176	15	1	$	ś	guarded_dollar_to_sacute	"— $// brag thog ""im Norden von Chu-bo-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	177	26	6	$	ś	guarded_dollar_to_sacute	"""lo 'bur —r bzo royu $/7//77$ pa las ""aus dem"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	177	26	8	77$	77ś	guarded_dollar_to_sacute	"""lo 'bur —r bzo royu $/7//77$ pa las ""aus dem"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	182	42	10	$	ś	guarded_dollar_to_sacute	(Bca 5.80d); mmchog tu — pa' ro bo id kyi ///$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	183	25	2	$	ś	guarded_dollar_to_sacute	byams $?7/?? rje Liebe und Mitge-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	183	30	5	$	ś	guarded_dollar_to_sacute	"fühl"" (Kdsg 14,6); ~$ kun mas bslans te ""man"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	188	85	6	$	ś	guarded_dollar_to_sacute	"la — ""[als Heilmittel] bereitet man $//0 $?//0/"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	188	85	8	$	ś	guarded_dollar_to_sacute	"la — ""[als Heilmittel] bereitet man $//0 $?//0/"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	189	17	9	$	ś	guarded_dollar_to_sacute	(In5 E14); rred yab sras kyis / mchod gnas $//	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	191	60	2	$077	ś077	guarded_dollar_to_sacute	"la $077 — nas ""er sagte: 'Nimm diesen Anteil"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	192	28	11	$	ś	guarded_dollar_to_sacute	687,1); brag srin mo de / bud med kyi chas $//	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	192	38	8	$	ś	guarded_dollar_to_sacute	"heren Königs"" (Tär 156,5); 9/7/$ ... dran gso"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	197	23	4	$	ś	guarded_dollar_to_sacute	469, Nr. 86 $. ¥. byi dan ga.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	197	78	7	$	ś	guarded_dollar_to_sacute	bya ba = parimārjanam (Mvy 9421); yoris $//	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	198	75	10	$	ś	guarded_dollar_to_sacute	"boren"" (Nel 031); — lo la sogs pa' min 0/$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	198	79	7	$	ś	guarded_dollar_to_sacute	"ist"" (Debm 5b9); sa byi la $/0// gsegs ""er ver-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	202	2	10	$	ś	guarded_dollar_to_sacute	"བྱི་ལོང་ byi lor ""blinde Maus"", Maulwurf. Lex. — ba = serms la $ /?¿¿?/ rar med pa' —"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	203	56	3	$	ś	guarded_dollar_to_sacute	"thun mons / $/?7//?/ don ""gewöhnlich, gemein-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	207	4	1	$	ś	guarded_dollar_to_sacute	$. \1› vgl. Chung 1998: 73 f.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	207	53	2	$	ś	guarded_dollar_to_sacute	du $/0/// grib ma nub par — te byas pa Zig	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	209	76	8	$	ś	guarded_dollar_to_sacute	ba rnams / de dag ye ses chas $// byin brlabs	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	210	45	5	$	ś	guarded_dollar_to_sacute	"rgyal ba'i gsun 0/($) — gnas ""der Ortist durch"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	216	31	6	$	ś	guarded_dollar_to_sacute	(Samiv 28.23); gur gum 07//$ — spos kyis bdugs	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	216	33	6	$	ś	guarded_dollar_to_sacute	"chert mit Räucherwerk"" (Ahs 1.3.15c); ///$"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	216	51	2	$	ś	guarded_dollar_to_sacute	"ba $/7/?? khar — so ""sie reibt den Saft auf die"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	225	64	4	$	ś	guarded_dollar_to_sacute	dem Jahr, dem $?) ba oder dem spar kha ent-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	226	51	4	$	ś	guarded_dollar_to_sacute	Lex. byus khons $// ma gtogs pa la byus Kkhrid	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	227	6	1	4$	4ś	guarded_dollar_to_sacute	?4$ / ¿ པཿ mo las chad (1. mehed) pa yin	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	227	52	1	$	ś	guarded_dollar_to_sacute	"— $// sbas ""die Statue des"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	228	4	8	$	ś	guarded_dollar_to_sacute	rten de dag ganigä yi / bye ma $)70༩/ kyis —	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	233	44	3	4$	4ś	guarded_dollar_to_sacute	བྱེད་ 'byed pf. [/༡༡/4$ fur. ] '/)7/4 imp. |/7)/03; in	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	234	82	3	$	ś	guarded_dollar_to_sacute	"las mi $/0/7 — 'byun (metr.) ""Ghee ruft tau-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	234	92	2	$7	ś7	guarded_dollar_to_sacute	myos $7?2 rab myos rnams / lha dagbsrun ba —	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	241	36	8	$	ś	guarded_dollar_to_sacute	"""M'TH3/5/30 a40); go ba log ($) 977//) kyi 'then"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	241	68	9	$	ś	guarded_dollar_to_sacute	"kyi, gyi, ""Lund yi, diese fünf, mit einem $ am"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	245	45	3	9$	9ś	guarded_dollar_to_sacute	— la 924[/]9$ tsbe rjes gnon tsam babs 'brel	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	246	19	6	0$	0ś	guarded_dollar_to_sacute	— tsami dan 'brel ba yi / (/??0$ po bdag la'ani	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	255	24	3	$	ś	guarded_dollar_to_sacute	N . Yun . . +$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	256	66	4	$	ś	guarded_dollar_to_sacute	soulicanus (Christ) Ching & $. K.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	256	73	1	$	ś	guarded_dollar_to_sacute	— $/0?? pa yodpa las / bdud rtsi 'dzag pa'ikhn	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	257	81	3	$	ś	guarded_dollar_to_sacute	"'byun gnas $// ""in Brag-dmar, dem Ort der"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	260	47	7	$	ś	guarded_dollar_to_sacute	"la/ ~ mode / bud med kyi chas $// byas te ""da-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	261	70	4	$	ś	guarded_dollar_to_sacute	"Brust"" (Mvy 8545); ///$ /53// bran ""Brust"""	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	264	25	2	$	ś	guarded_dollar_to_sacute	ma $ / bar du chos phyogs su prad prad byed	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	264	84	6	$8212	ś8212	guarded_dollar_to_sacute	"[man sie] nach mTon-sod aus"" ($8212 12);"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	266	10	4	$	ś	guarded_dollar_to_sacute	(Nel 11b4); blon ~$ / rgya 'khrug pa 'pham	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	267	51	2	$	ś	guarded_dollar_to_sacute	(Dagy); ༡///༡?$ dkar dan snags kyis — pa lta bu	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	267	64	6	$	ś	guarded_dollar_to_sacute	"kundig war"" (Prav 15,7); ~$ ''grobarnams kyl"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	269	39	2	$	ś	guarded_dollar_to_sacute	"rjes $// 'brel ba las ""sie vereinigte sich mit je-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_8_b	270	11	7	$	ś	guarded_dollar_to_sacute	(Ki na 13822); mig 0?7/$ dan ni — ba la /	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
