source_queue	volume	page	line	token_index	source_token	proposed_canon	work_title	intro_line_ref	status	context_excerpt	suggested_action
corrected_text_scan	wts_8_b	206	5		gzi	gZi	gZi siglum	abbr_lit_4	active	"Lex. gzi byin byin rlab sogs ""Glanz, Segen"	siglum_policy_review
corrected_text_scan	wts_8_b	217	74		lis	Liś	Li shi source siglum	abbr_lit_3	active	"sbyin lis — ba = yagamayam ""in Opfern be-"	siglum_policy_review
corrected_text_scan	wts_8_b	226	18		ins	Ins	Inscription sources	abbr_lit_2	active	"ter ins Auge"" (gZi-Sn 46,34)."	siglum_policy_review
corrected_text_scan	wts_8_b	230	66		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. phyi rol pa' grub mtha 'dzin pa Zi	siglum_policy_review
corrected_text_scan	wts_8_b	230	68		rol	Rol	Rol siglum	abbr_lit_4	active	"systems"" (brDa); phyi rol pa' rtog ge pa Zig"	siglum_policy_review
corrected_text_scan	wts_8_b	236	42		rol	Rol	Rol siglum	abbr_lit_4	active	17.5d); pha rol tu phyin pa la sogs nas lun	siglum_policy_review
corrected_text_scan	wts_8_b	238	50		rol	Rol	Rol siglum	abbr_lit_4	active	173b5); śes rab kyi pha rol tu phyin pa mi	siglum_policy_review
corrected_text_scan	wts_8_b	247	24		ins	Ins	Inscription sources	abbr_lit_2	active	"der kopfüber fliegt; und ins Wasser tauchen"""	siglum_policy_review
corrected_text_scan	wts_8_b	267	6		ins	Ins	Inscription sources	abbr_lit_2	active	"übergeben hatte, fiel das Mittel ins Wasser"""	siglum_policy_review
corrected_text_scan	wts_8_b	284	65		ins	Ins	Inscription sources	abbr_lit_2	active	"""manche gingen, da sie sich ängstigten, ins"	siglum_policy_review
corrected_text_scan	wts_8_b	289	13		rol	Rol	Rol siglum	abbr_lit_4	active	"künstler"" (Dagy); — pa = rol rtse bro gar —"	siglum_policy_review
corrected_text_scan	wts_8_b	317	45		rol	Rol	Rol siglum	abbr_lit_4	active	"13d); stobs dan — pha rol gnon (metr.) ""Stär-"	siglum_policy_review
corrected_text_scan	wts_8_b	317	81		rol	Rol	Rol siglum	abbr_lit_4	active	"posrtag rol 67?) ""in dem See vergnügt sich im-"	siglum_policy_review
corrected_text_scan	wts_8_b	329	22		ins	Ins	Inscription sources	abbr_lit_2	active	1. ins Herz schließen, vertraut machen.	siglum_policy_review
corrected_text_scan	wts_8_b	335	60		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	"gs — la dban sgyur zir ""hierzu ausführlich:"	siglum_policy_review
corrected_text_scan	wts_8_b	344	77		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	gs) chos skal zad pa lta bu chos med sdig	siglum_policy_review
corrected_text_scan	wts_8_b	347	47		ins	Ins	Inscription sources	abbr_lit_2	active	"man ins Wasser gelegt hat"" (ITJ739 4b6);"	siglum_policy_review
corrected_text_scan	wts_8_b	367	31		ins	Ins	Inscription sources	abbr_lit_2	active	"trifft die Götter ins Auge"" (gZi-Sn 46,35)."	siglum_policy_review
corrected_text_scan	wts_8_b	406	24		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	"gs pa 'oris par ur tshe (metr.) ""als der"	siglum_policy_review
corrected_text_scan	wts_8_b	419	17		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Mark"" (Bca 5.63a); — thabs gsum gyi gto"	siglum_policy_review
corrected_text_scan	wts_8_b	421	38		rol	Rol	Rol siglum	abbr_lit_4	active	"man auseinanderbringt"" (brDa); pha rol po"	siglum_policy_review
corrected_text_scan	wts_8_b	425	61		ins	Ins	Inscription sources	abbr_lit_2	active	"usw.: dies trifft die Götter ins Auge"" (gZi-Sn"	siglum_policy_review
corrected_text_scan	wts_8_b	430	46		ins	Ins	Inscription sources	abbr_lit_2	active	"Fluß ins Meer floß"" (Mil 91,22); — che ste ..."	siglum_policy_review
corrected_text_scan	wts_8_b	431	16		ins	Ins	Inscription sources	abbr_lit_2	active	"ins Dorf hinunterzusteigen"" (Mil 124,29)."	siglum_policy_review
corrected_text_scan	wts_8_b	436	52		gzi	gZi	gZi siglum	abbr_lit_4	active	"nen"" (Dagy);— ba'am gzi brjid = tejab ""leu-"	siglum_policy_review
corrected_text_scan	wts_8_b	458	80		Viś	Vis	Vis source	abbr_lit_2	active	"Feinde töten solle"" (Viś 66); tin rre 'dzin la"	siglum_policy_review
corrected_text_scan	wts_8_b	462	61		rol	Rol	Rol siglum	abbr_lit_4	active	"gZan las — bai rol mo ""Musik, die auf ei-"	siglum_policy_review
corrected_text_scan	wts_8_b	466	50		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	822,2); ra rtsa{gs} gan gi rta la ni / vtsub	siglum_policy_review
corrected_text_scan	wts_8_b	536	59		rol	Rol	Rol siglum	abbr_lit_4	active	ra bo che sogs rol mo' rigs byed — (metr.)	siglum_policy_review
corrected_text_scan	wts_8_b	537	52		rol	Rol	Rol siglum	abbr_lit_4	active	"Lex. — = cha la rol mo ""das Instrument des"	siglum_policy_review
corrected_text_scan	wts_8_b	537	53		rol	Rol	Rol siglum	abbr_lit_4	active	"großen Beckens"" (brDa); rol mo' bye brag"	siglum_policy_review
corrected_text_scan	wts_8_b	553	72		ins	Ins	Inscription sources	abbr_lit_2	active	spiel anführen, /)/)//?? la — jnidn. ins Verder-	siglum_policy_review
corrected_text_scan	wts_8_b	554	9		ins	Ins	Inscription sources	abbr_lit_2	active	"re, ins Verderben"" (Sumpa 1246)."	siglum_policy_review
corrected_text_scan	wts_8_b	554	26		rol	Rol	Rol siglum	abbr_lit_4	active	"che"" (Tär 58,21); skyes rabs ... pha rol tu"	siglum_policy_review
corrected_text_scan	wts_8_b	559	20		rol	Rol	Rol siglum	abbr_lit_4	active	sechs bzw. zehn Vollkommenheiten (pha rol	siglum_policy_review
corrected_text_scan	wts_8_b	559	55		rol	Rol	Rol siglum	abbr_lit_4	active	"pbha rol phyin (metr.) ""die 'Reinheit von drei"	siglum_policy_review
corrected_text_scan	wts_8_b	559	64		rol	Rol	Rol siglum	abbr_lit_4	active	"rol phyin (metr.) ""om, die Vollkommenheit"	siglum_policy_review
corrected_text_scan	wts_8_b	559	76		rol	Rol	Rol siglum	abbr_lit_4	active	1700, sGra 281); ~i pha rol tu phyin pa =	siglum_policy_review
corrected_text_scan	wts_8_b	566	82		ins	Ins	Inscription sources	abbr_lit_2	active	ins Verderben bringen, de la — jmdn. zu etw.	siglum_policy_review
corrected_text_scan	wts_8_b	574	19		rol	Rol	Rol siglum	abbr_lit_4	active	"dear rol ""die Biene, der Glückliche, erfreut"	siglum_policy_review
