volume	page	line	token_index	tibetan_syllable	current_latin_token	integrity_status	integrity_pass	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	alignment_confidence	token_start	token_end	preceding_character	following_character	token_boundary_status	expected_high_confidence_features	observed_features	violated_rules	canonical_full_target	canonical_target_evidence	domain_context	damage_scope	marker_attached	context_excerpt
wts_8_b	13	34	2	རྒྱ	rgya	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་རྒྱ་ ba rgya auch baṅ rgya, bar rgya Spinnen- དཀལ ༈༈ +
wts_8_b	13	41	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa
wts_8_b	13	41	2	གཉིས	gñis	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa
wts_8_b	13	41	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	20	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa
wts_8_b	13	42	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	བ་སྒྲུབ་ ba sgrub eine Pflanze, Pedicularis 011-
wts_8_b	13	42	2	སྒྲུབ	sgrub	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	བ་སྒྲུབ་ ba sgrub eine Pflanze, Pedicularis 011-
wts_8_b	13	45	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"བ་གཅིན་ ba gcin auch ba yi gcin Kuhurin, der 171 ""1 1 eg"
wts_8_b	13	45	2	གཅིན	gcin	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	later_gloss_or_commentary	no	"བ་གཅིན་ ba gcin auch ba yi gcin Kuhurin, der 171 ""1 1 eg"
wts_8_b	13	63	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ལྕི་ ba lci
wts_8_b	13	63	2	ལྕི	lci	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	13	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ལྕི་ ba lci
wts_8_b	13	66	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ཆར་པྲ་ ba char ba npr. ein Schüler des Bya-
wts_8_b	13	66	2	ཆར	char	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	12	16	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ཆར་པྲ་ ba char ba npr. ein Schüler des Bya-
wts_8_b	13	66	3	པྲ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	17	19	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ཆར་པྲ་ ba char ba npr. ein Schüler des Bya-
wts_8_b	13	74	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa zweiseitig, doppelseitig,
wts_8_b	13	74	2	གཉིས	gñis	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa zweiseitig, doppelseitig,
wts_8_b	13	74	3	པ	pa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་གཉིས་པ་ ba gñis pa zweiseitig, doppelseitig,
wts_8_b	14	1	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྙུག་ ba sñug
wts_8_b	14	1	2	སྙུག	sñug	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	15	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྙུག་ ba sñug
wts_8_b	14	2	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྙུག་ ba siiug eine Pflanze, Bambus.
wts_8_b	14	2	2	སྙུག	siiug	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྙུག་ ba siiug eine Pflanze, Bambus.
wts_8_b	14	5	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དན་ ba dan
wts_8_b	14	5	2	དན	dan	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	9	12	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དན་ ba dan
wts_8_b	14	9	1	བཏ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བཏ་ས་ ba ta sa eine Pflanze.
wts_8_b	14	9	2	ས	ta	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བཏ་ས་ ba ta sa eine Pflanze.
wts_8_b	14	13	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཏྲི་ས་ ba tri sa ein alchemistisches Gefäß,
wts_8_b	14	13	2	ཏྲི	tri	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཏྲི་ས་ ba tri sa ein alchemistisches Gefäß,
wts_8_b	14	13	3	ས	sa	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཏྲི་ས་ ba tri sa ein alchemistisches Gefäß,
wts_8_b	14	20	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཐག་ 'ba thag Spinnweben.
wts_8_b	14	20	2	ཐག	thag	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཐག་ 'ba thag Spinnweben.
wts_8_b	14	26	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	°	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཐག་ °ba thag auch ba thag pa Seil, um Kühe
wts_8_b	14	26	2	ཐག	thag	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ཐག་ °ba thag auch ba thag pa Seil, um Kühe
wts_8_b	14	35	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ད་ར་ ba da ra.
wts_8_b	14	35	2	ད	da	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ད་ར་ ba da ra.
wts_8_b	14	35	3	ར	ra	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	15	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ད་ར་ ba da ra.
wts_8_b	15	1	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་དན་སེར་པོ་་ "" ba dan ser po"
wts_8_b	15	1	2	དན	dan	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	19	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་དན་སེར་པོ་་ "" ba dan ser po"
wts_8_b	15	1	3	སེར	ser	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	23	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་དན་སེར་པོ་་ "" ba dan ser po"
wts_8_b	15	1	4	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	27	29	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་དན་སེར་པོ་་ "" ba dan ser po"
wts_8_b	15	15	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	16	18	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་དན་སེར་པོ་ཅན་ ba dan ser po can npr. Name
wts_8_b	15	15	2	དན	dan	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	19	22	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་དན་སེར་པོ་ཅན་ ba dan ser po can npr. Name
wts_8_b	15	15	3	སེར	ser	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	23	26	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་དན་སེར་པོ་ཅན་ ba dan ser po can npr. Name
wts_8_b	15	15	4	པོ	po	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	27	29	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་དན་སེར་པོ་ཅན་ ba dan ser po can npr. Name
wts_8_b	15	15	5	ཅན	can	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	30	33	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་དན་སེར་པོ་ཅན་ ba dan ser po can npr. Name
wts_8_b	15	19	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དྲམ་ ba dam Mandelbaum, pers. bādāms,
wts_8_b	15	19	2	དྲམ	dam	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དྲམ་ ba dam Mandelbaum, pers. bādāms,
wts_8_b	15	22	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དྲུས་མ་ ba drus ma tba grus ma.
wts_8_b	15	22	2	དྲུས	drus	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དྲུས་མ་ ba drus ma tba grus ma.
wts_8_b	15	22	3	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	20	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་དྲུས་མ་ ba drus ma tba grus ma.
wts_8_b	15	23	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་བདག་ ba bdag Besitzer, Eigentümer einer
wts_8_b	15	23	2	བདག	bdag	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་བདག་ ba bdag Besitzer, Eigentümer einer
wts_8_b	15	32	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ན་རྟཏ་ ba na ratna npr. ein indischer Gelehr-
wts_8_b	15	32	2	ན	na	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	14	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ན་རྟཏ་ ba na ratna npr. ein indischer Gelehr-
wts_8_b	15	32	3	རྟཏ	ratna	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	15	20	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་ན་རྟཏ་ ba na ratna npr. ein indischer Gelehr-
wts_8_b	15	38	1	བ	Da	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	""""	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་སྤྲ་ ""Da spu"
wts_8_b	15	38	2	སྤྲ	spu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	14	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	"བ་སྤྲ་ ""Da spu"
wts_8_b	15	40	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ན་རི་སྐྱེས་ ba na ri skyes cin Mineral bzw.
wts_8_b	15	40	2	ན	na	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	17	19	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ན་རི་སྐྱེས་ ba na ri skyes cin Mineral bzw.
wts_8_b	15	40	3	རི	ri	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	20	22	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ན་རི་སྐྱེས་ ba na ri skyes cin Mineral bzw.
wts_8_b	15	40	4	སྐྱེས	skyes	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	23	28	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ན་རི་སྐྱེས་ ba na ri skyes cin Mineral bzw.
wts_8_b	15	43	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	8	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ནུ་ ba nu
wts_8_b	15	43	2	ནུ	nu	insufficient_feature_coverage	yes	no	sufficient	pass			secure_positional_alignment	9	11	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ནུ་ ba nu
wts_8_b	15	46	1	བ	bande	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	12	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ནྡེ་ bande lban de.
wts_8_b	15	46	2	ནྡེ	lban	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	13	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་ནྡེ་ bande lban de.
wts_8_b	15	47	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	'	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུ་ 'ba spu Körperhaar, Körperhärchen, —
wts_8_b	15	47	2	སྤུ	spu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུ་ 'ba spu Körperhaar, Körperhärchen, —
wts_8_b	16	1	1	བ	ba	marker_or_damage	no	no	none	blocked			marker_or_damage	8	10	?	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	བ་སྤུ་ ?ba spu
wts_8_b	16	1	2	སྤུ	spu	marker_or_damage	no	no	none	blocked			marker_or_damage	11	14	 		token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	བ་སྤུ་ ?ba spu
wts_8_b	16	5	1	བ	ba	marker_or_damage	no	no	none	blocked			marker_or_damage	8	10	?	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	བ་སྤུ་ ?ba spu ein Titel für bestimmte Famili-
wts_8_b	16	5	2	སྤུ	spu	marker_or_damage	no	no	none	blocked			marker_or_damage	11	14	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	damage_before_latin_alignment	no	བ་སྤུ་ ?ba spu ein Titel für bestimmte Famili-
wts_8_b	16	22	1	ང	ba	final_feature_mismatch_only	no	yes	partial	unresolved			secure_positional_alignment	15	17	 	 	token_boundary_secure	ང:ṅ		suffix_coda:ང->ṅ			ordinary_tibetan_lexical_or_compound	none	no	ང་མྭའི་ཁཱང་དྲ་ ba spu'i khuṅ bu Haargrübchen,
wts_8_b	16	22	2	མྭའི	spu'i	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	23	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ང་མྭའི་ཁཱང་དྲ་ ba spu'i khuṅ bu Haargrübchen,
wts_8_b	16	22	3	ཁཱང	khuṅ	transcription_integrity_pass	no	no	partial	unresolved			secure_positional_alignment	24	28	 	 	token_boundary_secure	ང:ṅ	ṅ				ordinary_tibetan_lexical_or_compound	none	no	ང་མྭའི་ཁཱང་དྲ་ ba spu'i khuṅ bu Haargrübchen,
wts_8_b	16	22	4	དྲ	bu	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	29	31	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	ང་མྭའི་ཁཱང་དྲ་ ba spu'i khuṅ bu Haargrübchen,
wts_8_b	16	25	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	14	16	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
wts_8_b	16	25	2	སྤུའི	spu'ibuga	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	17	26	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
wts_8_b	16	25	3	བུ	kleine	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	27	33	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
wts_8_b	16	25	4	ག	Hautöffnung	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	34	45	 	,	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྤུའི་བུ་ག་ ba spu'ibuga kleine Hautöffnung,
wts_8_b	16	35	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	8	10	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྲ '། ba spru auch ba spru ba, ba bsbrub ei-
wts_8_b	16	35	2	སྲ	spru	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	11	15	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྲ '། ba spru auch ba spru ba, ba bsbrub ei-
wts_8_b	16	36	1	སྤུ	ne	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	4	6	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	སྤུ ne Heilpflanze; Mirabilis himalaica (Ed-
wts_8_b	17	11	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	9	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྦྲུབ་ ba sbrub Tba spru.
wts_8_b	17	11	2	སྦྲུབ	sbrub	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	12	17	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་སྦྲུབ་ ba sbrub Tba spru.
wts_8_b	17	12	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	15	17	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་མ་ལ་གྷིར་ཏི་ ba ma la ghir ti npr. ein Bodhi-
wts_8_b	17	12	2	མ	ma	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	18	20	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་མ་ལ་གྷིར་ཏི་ ba ma la ghir ti npr. ein Bodhi-
wts_8_b	17	12	3	ལ	la	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	21	23	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་མ་ལ་གྷིར་ཏི་ ba ma la ghir ti npr. ein Bodhi-
wts_8_b	17	12	4	གྷིར	ghir	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	24	28	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་མ་ལ་གྷིར་ཏི་ ba ma la ghir ti npr. ein Bodhi-
wts_8_b	17	12	5	ཏི	ti	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	29	31	 	 	token_boundary_secure						tibetan_proper_name	none	no	བ་མ་ལ་གྷིར་ཏི་ ba ma la ghir ti npr. ein Bodhi-
wts_8_b	17	17	1	བ	bamar	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	6	11	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མར་ bamar Kuhbutter.
wts_8_b	17	17	2	མར	Kuhbutter	canonical_syllable_mismatch	no	yes	none	blocked			secure_positional_alignment	12	21	 	.	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མར་ bamar Kuhbutter.
wts_8_b	17	24	1	བ	ba	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	7	9	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མེན་ ba men ein Rind, Gaur bzw. Gayal.
wts_8_b	17	24	2	མེན	men	insufficient_feature_coverage	no	no	none	unresolved			secure_positional_alignment	10	13	 	 	token_boundary_secure						ordinary_tibetan_lexical_or_compound	none	no	བ་མེན་ ba men ein Rind, Gaur bzw. Gayal.
