page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
2	51	6	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"dur 09 chu — rdol ba dan (metr.) ""unter-"	"dur 09 chu — rdol ba daṅ (metr.) ""unter-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	2	0.542	0.905	296	85	90	0.944
2	60	1	sen	seṅ	alternate_witness_google_loc_nasal_upgrade	sen	sen	"sen ge mams kyi zas yin no ""was es hier an fri-"	"seṅ ge mams kyi zas yin no ""was es hier an fri-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	2	0.542	0.905	296	85	90	0.944
2	72	7	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. chu tsha po'am dron 'jam Ita bu ""wie:"	"Lex. chu tsha po'am dron 'jam lta bu ""wie:"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	2	0.542	0.905	296	85	90	0.944
4	1	2	gandza	gañdza	alternate_witness_google_loc_nasal_upgrade	gandza	gandza	དྷརྨ་གྫ་ dharma gandza	དྷརྨ་གྫ་ dharma gañdza	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
4	17	3	gsed	gśed	alternate_witness_google_loc_fricative_upgrade	gsed	gsed	0477 rje gsed la sogs pa' rgyud spyan 'dren par	0477 rje gśed la sogs pa' rgyud spyan 'dren par	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
4	18	1	bzed	bźed	alternate_witness_google_loc_fricative_upgrade	bzed	bzed	"bzed pa la ""als er aus der buddhistischen Bi-"	"bźed pa la ""als er aus der buddhistischen Bi-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
4	41	5	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	"bstan pa gtad par bsad do ""es wird gesagt, daß"	"bstan pa gtad par bśad do ""es wird gesagt, daß"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
4	57	5	Li$	Liś	alternate_witness_citation_siglum	lis	lis	"dig pa einen Dummen"" (Li$ 35,14); 'dod pa"	"dig pa einen Dummen"" (Liś 35,14); 'dod pa"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
4	75	8	sin	śin	alternate_witness_google_loc_fricative_upgrade	sin	sin	gtsug lag khani chen po'i mjug la — sin... bka's	gtsug lag khani chen po'i mjug la — śin... bka's	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	4	0.594	0.883	280	82	82	1.000
6	49	5	Itos	ltos	alternate_witness_initial_i_to_l_translit	itos	ltos	"thag zer ba der Itos sig ""Strick zum Festbin-"	"thag zer ba der ltos sig ""Strick zum Festbin-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.900	0.908	265	84	82	1.024
6	58	2	rkan	rkaṅ	alternate_witness_google_loc_nasal_upgrade	rkan	rkan	Lex. rkan pa (\/ 1. om. pa) ༡77 — = na viksi-	Lex. rkaṅ pa (\/ 1. om. pa) ༡77 — = na viksi-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.900	0.908	265	84	82	1.024
6	70	3	gdan	gdaṅ	alternate_witness_google_loc_nasal_upgrade	gdan	gdan	bya pho gdan khar 'dzegs pa ni khyim bya skas	bya pho gdaṅ khar 'dzegs pa ni khyim bya skas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	6	0.900	0.908	265	84	82	1.024
7	5	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	(Dagy); skas kyi — ban rim Ita bu (brDa);	(Dagy); skas kyi — ban rim lta bu (brDa);	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	9	2	gdans	gdaṅs	alternate_witness_google_loc_nasal_upgrade	gdans	gdans	"Lex. gdans can gyi kun dga' rwa ba ""mit Stan-"	"Lex. gdaṅs can gyi kun dga' rwa ba ""mit Stan-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	31	6	dun	duṅ	alternate_witness_google_loc_nasal_upgrade	dun	dun	wie sbug chal, sil ñan, dun und rgya glin usw.	wie sbug chal, sil ñan, duṅ und rgya gliṅ usw.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	31	9	glin	gliṅ	alternate_witness_google_loc_nasal_upgrade	glin	glin	wie sbug chal, sil ñan, dun und rgya glin usw.	wie sbug chal, sil ñan, duṅ und rgya gliṅ usw.	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	38	1	gdans	gdaṅs	alternate_witness_google_loc_nasal_upgrade	gdans	gdans	"གདངས་ ""gdans pf. zu 1'gdan aufreißen, 6[[-"	"གདངས་ ""gdaṅs pf. zu 1'gdan aufreißen, 6[[-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	47	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"nicht"" (Bca 5.92b); srin gyi kba — Ita bu dan"	"nicht"" (Bca 5.92b); srin gyi kba — Ita bu daṅ"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	50	5	bon	boṅ	alternate_witness_google_loc_nasal_upgrade	bon	bon	tho phyir sa pha bon / kha phyir — pa manis	tho phyir sa pha boṅ / kha phyir — pa manis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	65	4	sñuñ	sṅuṅ	alternate_witness_google_loc_velar_nasal_upgrade	snun	snun	pa'am / drag pa / sñuñ gZi ~ pa (TTC).	pa'am / drag pa / sṅuṅ gZi ~ pa (TTC).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
7	73	7	sul	śul	alternate_witness_google_loc_fricative_upgrade	sul	sul	"bdag — gi kun dga' ra ba'i sul du ""auf dem"	"bdag — gi kun dga' ra ba'i śul du ""auf dem"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	7	0.666	0.887	268	77	91	0.846
9	20	2	phan	phaṅ	alternate_witness_google_loc_nasal_upgrade	phan	phan	"khri 'phan gdeg (metr.) ""wenn man [die Re-"	"khri 'phaṅ gdeg (metr.) ""wenn man [die Re-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	27	8	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	bsñen rdzogs byas te / ~i brtul Zugs bzun no	bsñen rdzogs byas te / ~i brtul Zugs bzuṅ no	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	40	2	yan	yaṅ	alternate_witness_google_loc_nasal_upgrade	yan	yan	po yan Iha sar zla geig Ihag tsam — par	po yaṅ lha sar zla geig lhag tsam — par	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	40	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	po yan Iha sar zla geig Ihag tsam — par	po yaṅ lha sar zla geig lhag tsam — par	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	40	7	Ihag	lhag	alternate_witness_initial_i_to_l_translit	ihag	lhag	po yan Iha sar zla geig Ihag tsam — par	po yaṅ lha sar zla geig lhag tsam — par	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	52	3	rin	riṅ	alternate_witness_google_loc_nasal_upgrade	rin	rin	Sin tu rin po nas nam mkha'i phyogs su ~	Sin tu riṅ po nas nam mkha'i phyogs su ~	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	63	2	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	"bcom Idan ""das kyi sku ... mi'i yul du ~"	"bcom ldan ""das kyi sku ... mi'i yul du ~"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	71	4	rin	riṅ	alternate_witness_google_loc_nasal_upgrade	rin	rin	"la chu mig rin mo ba — ""als buddhistischer"	"la chu mig riṅ mo ba — ""als buddhistischer"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	76	5	gton	gtoṅ	alternate_witness_google_loc_nasal_upgrade	gton	gton	27,21); klu gtor gton ba la dge slon /7/ ma	27,21); klu gtor gtoṅ ba la dge sloñ /7/ ma	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
9	76	9	slon	sloñ	alternate_witness_google_loc_nasal_upgrade	slon	slon	27,21); klu gtor gton ba la dge slon /7/ ma	27,21); klu gtor gtoṅ ba la dge sloñ /7/ ma	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	9	0.712	0.896	311	82	84	0.976
10	6	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"'dren Zus pa Ita bu ""wie: einladen, einen La-"	"'dren Zus pa lta bu ""wie: einladen, einen La-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
10	13	2	sā	śā	alternate_witness_google_loc_fricative_upgrade	sa	sa	lba sā kya mu ni ra mo che nas ~ la... glo 'bur	lba śā kya mu ni ra mo che nas ~ la... glo 'bur	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
10	20	5	man	mañ	alternate_witness_google_loc_nasal_upgrade	man	man	gser gyi phye ma man du bskur nas pandi ta	gser gyi phye ma mañ du bskur nas pandi ta	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
10	36	7	khyun	khyuṅ	alternate_witness_google_loc_nasal_upgrade	khyun	khyun	167,2); gdon gyi phag tu khyun po jo sras —	167,2); gdon gyi phag tu khyuṅ po jo sras —	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
10	39	6	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	"zuladen"" (Mil 27,24); rag dban chos kyi rgyal"	"zuladen"" (Mil 27,24); rag dbaṅ chos kyi rgyal"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
10	72	7	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	"war"" (Dol3 32,3); chos rje nid byañ sems legs"	"war"" (Dol3 32,3); chos rje ñid byañ sems legs"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	10	0.817	0.859	287	80	78	1.026
11	9	3	sna	sṅa	alternate_witness_google_loc_nasal_upgrade	sna	sna	gdan du sna lo'i zla 12 tshes mjug la 'byor nas	gdan du sṅa lo'i zla 12 tshes mjug la 'byor nas	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	14	8	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"den"" (MTH3/5/31 2); -""ibya ba dan / bstan"	"den"" (MTH3/5/31 2); -""ibya ba daṅ / bstan"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	32	1	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"— Ita bur bskos ""er war gleichsam zum"	"— lta bur bskos ""er war gleichsam zum"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	34	4	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	po gtsah pa dban phyug grag —r bskos	po gtsah pa dbaṅ phyug grag —r bskos	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	36	1	dBan-phyug-grags	dBañ-phyug-grags	alternate_witness_google_loc_nasal_upgrade	dbanphyuggrags	dbanphyuggrags	"dBan-phyug-grags als Abt eingesetzt hatte"""	"dBañ-phyug-grags als Abt eingesetzt hatte"""	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	42	4	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	kah thog gi — bzun ste gdul bya Sin tu che ba	kah thog gi — bzuṅ ste gdul bya Sin tu che ba	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	45	6	mna	mṅa	alternate_witness_google_loc_nasal_upgrade	mna	mna	"1:428,1); —rsku skyer mna' gsol phyin ""nach-"	"1:428,1); —rsku skyer mṅa' gsol phyin ""nach-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	48	6	gsen	gśen	alternate_witness_google_loc_fricative_upgrade	gsen	gsen	"hatte"" (K'Th 1: 517,1); gsen rgyal ba Ihun"	"hatte"" (K'Th 1: 517,1); gśen rgyal ba lhun"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	48	9	Ihun	lhun	alternate_witness_initial_i_to_l_translit	ihun	lhun	"hatte"" (K'Th 1: 517,1); gsen rgyal ba Ihun"	"hatte"" (K'Th 1: 517,1); gśen rgyal ba lhun"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	50	4	Ihun-grub	lhun-grub	alternate_witness_initial_i_to_l_translit	ihungrub	lhungrub	"nas ""gSen rGyal-ba Ihun-grub setzte ihn als"	"nas ""gSen rGyal-ba lhun-grub setzte ihn als"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	54	9	dañ	daṅ	alternate_witness_google_loc_velar_nasal_upgrade	dan	dan	~r spun ba sogs spar kha'i skyon kun dañ	~r spun ba sogs spar kha'i skyon kun daṅ	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
11	81	7	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"nähen"" (Prav 138,10); phye ma dan / bsres"	"nähen"" (Prav 138,10); phye ma daṅ / bsres"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	11	0.590	0.906	349	89	88	1.011
12	16	8	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"zin 'debs rgyu yin na thob cig Ita bu ""Saat sä-"	"zin 'debs rgyu yin na thob cig lta bu ""Saat sä-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	12	0.786	0.918	349	93	104	0.894
14	16	2	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"pa dan / chos man po gnan ste ""er gewährte"	"pa daṅ / chos man po gnaṅ ste ""er gewährte"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	16	6	gnan	gnaṅ	alternate_witness_google_loc_nasal_upgrade	gnan	gnan	"pa dan / chos man po gnan ste ""er gewährte"	"pa daṅ / chos man po gnaṅ ste ""er gewährte"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	49	4	gnan	gnaṅ	alternate_witness_google_loc_nasal_upgrade	gnan	gnan	"gs — zin pa'am gnan ba Ita bu ""wie: ein Rat-"	"gs — zin pa'am gnaṅ ba lta bu ""wie: ein Rat-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	49	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"gs — zin pa'am gnan ba Ita bu ""wie: ein Rat-"	"gs — zin pa'am gnaṅ ba lta bu ""wie: ein Rat-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	58	8	gan	gaṅ	alternate_witness_google_loc_nasal_upgrade	gan	gan	jo lugs kyi gdam(s) skor rgyun gan bäugs tshani	jo lugs kyi gdam(s) skor rgyun gaṅ bäugs tshani	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	66	1	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"— dan / 7705 su bstan pa ""Unterweisungen"	"— daṅ / 7705 su bstan pa ""Unterweisungen"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	75	3	ISK	1SK	alternate_witness_citation_siglum	isk	1sk	"gen basierte"" (ISK 1: 214,3,1); — ma rdzogs"	"gen basierte"" (1SK 1: 214,3,1); — ma rdzogs"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
14	87	2	bzun	bzuṅ	alternate_witness_google_loc_nasal_upgrade	bzun	bzun	"su bzun la bstan pa spel cig ""sei ihnen mit"	"su bzuṅ la bstan pa spel cig ""sei ihnen mit"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	14	0.923	0.921	338	89	92	0.967
15	43	9	ses	śes	alternate_witness_google_loc_fricative_upgrade	ses	ses	"verbreitet"" (dPe 15,2); ci yin ni ma ses / pha"	"verbreitet"" (dPe 15,2); ci yin ni ma śes / pha"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	62	4	run	ruṅ	alternate_witness_google_loc_nasal_upgrade	run	run	ldem rgyanis mi run tshul smra dgos rgyur ~~	ldem rgyanis mi ruṅ tshul smra dgos rgyur ~~	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	66	9	bsnol	bsñol	alternate_witness_google_loc_nasal_upgrade	bsnol	bsnol	moñs) hrag pa'i skabs su skyes pas mgo bsnol	moñs) hrag pa'i skabs su skyes pas mgo bsñol	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	67	1	ba'an	ba'aṅ	alternate_witness_google_loc_nasal_upgrade	baan	baan	"ba'an dka' por bda' (r. —) ""weil der Stolz"	"ba'aṅ dka' por bda' (r. —) ""weil der Stolz"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	70	10	nes	ñes	alternate_witness_google_loc_nasal_upgrade	nes	nes	400,1); mi de güis ni ... bram ze gya nes gnis	400,1); mi de güis ni ... bram ze gya ñes gñis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	70	11	gnis	gñis	alternate_witness_google_loc_nasal_upgrade	gnis	gnis	400,1); mi de güis ni ... bram ze gya nes gnis	400,1); mi de güis ni ... bram ze gya ñes gñis	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	79	1	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"dan glan po Ita bu 'dra ba Zig —o ""der Pe-"	"daṅ glaṅ po lta bu 'dra ba Zig —o ""der Pe-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	79	2	glan	glaṅ	alternate_witness_google_loc_nasal_upgrade	glan	glan	"dan glan po Ita bu 'dra ba Zig —o ""der Pe-"	"daṅ glaṅ po lta bu 'dra ba Zig —o ""der Pe-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	79	4	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"dan glan po Ita bu 'dra ba Zig —o ""der Pe-"	"daṅ glaṅ po lta bu 'dra ba Zig —o ""der Pe-"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	82	11	zig	źig	alternate_witness_google_loc_fricative_upgrade	zig	zig	mtshams la yi ge dan thog gi 'bru bkod ba zig	mtshams la yi ge dan thog gi 'bru bkod ba źig	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	85	8	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"bracht"" (gZi 1: 675,6); 'di ... da Ita yan chad"	"bracht"" (gZi 1: 675,6); 'di ... da lta yan chad"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
15	88	2	Lsdz-K	Lśdz-K	alternate_witness_citation_siglum	lsdzk	lsdzk	"Ohr"" (Lsdz-K 320,11); tbon chog khrig ger"	"Ohr"" (Lśdz-K 320,11); tbon chog khrig ger"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	15	0.873	0.916	380	91	90	1.011
16	4	7	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	"Lex. yod (brDa); yod dam 'dug Ita bu ""wie:"	"Lex. yod (brDa); yod dam 'dug lta bu ""wie:"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	16	0.733	0.923	349	84	83	1.012
16	8	8	byun	byuṅ	alternate_witness_google_loc_nasal_upgrade	byun	byun	"de la... slob ma yan man du byun — ""er"	"de la... slob ma yan man du byuṅ — ""er"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	16	0.733	0.923	349	84	83	1.012
