source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
corrected_text_scan	wts_1_34	50	42	Kam-lä-śa		residual_sanskrit_like_damage		Kam-lä-śa, den die Muslime und die [ind.	low	review
corrected_text_scan	wts_1_34	51	87	kärsapanam		residual_sanskrit_like_damage		Lex. kar sa pa na = kärsapanam (Mvy 9264);	low	review
corrected_text_scan	wts_1_34	51	146	karkatikä		residual_sanskrit_like_damage		Lex. karkatikä = rgyal mo ga gon (Mvy 5749);	low	review
corrected_text_scan	wts_1_34	51	147	karkatıkä		residual_sanskrit_like_damage		karkatıkä = shin po (Mvy 6239).	low	review
corrected_text_scan	wts_1_34	51	190	$		residual_sanskrit_like_damage		(ViśT 108,11); sprin la Zon dan ma 9?7/$ —	low	review
corrected_text_scan	wts_1_34	55	98	kolähalah		residual_sanskrit_like_damage		Lex. kolähalah (Mvy 27%); ca co (vl. ku co =	low	review
corrected_text_scan	wts_1_34	55	100	kılikıläyitam		residual_sanskrit_like_damage		dar dir ku co) ca co =kılikıläyitam (Mvy 2787);	low	review
corrected_text_scan	wts_1_34	59	144	mahäkusab		residual_sanskrit_like_damage		Lex. mahäkusab (Mvy 3568).	low	review
corrected_text_scan	wts_1_34	59	175	läuternde		residual_sanskrit_like_damage		läuternde Kuśa-Gras haltend“.	low	review
corrected_text_scan	wts_1_34	59	178	kusapavitradhärakah		residual_sanskrit_like_damage		kusapavitradhärakah (Mvy 4340); rtswa ku śa	low	review
corrected_text_scan	wts_1_34	62	61	sarvayäahb		residual_sanskrit_like_damage		Lex. sarvayäahb (Mvy 14); sarvajfiäh (1. sar-	low	review
corrected_text_scan	wts_1_34	62	61	sarvajfiäh		residual_sanskrit_like_damage		Lex. sarvayäahb (Mvy 14); sarvajfiäh (1. sar-	low	review
corrected_text_scan	wts_1_34	62	84	tri-sarvajñatva-dharmänäm		residual_sanskrit_like_damage		tri-sarvajñatva-dharmänäm)“ (AA 5.3).	low	review
corrected_text_scan	wts_1_34	62	133	śvämıtra		residual_sanskrit_like_damage		śvämıtra.	low	review
corrected_text_scan	wts_1_34	62	145	ärya-sammatiyah		residual_sanskrit_like_damage		ärya-sammatiyah (Mvy 9085).	low	review
corrected_text_scan	wts_1_34	63	101	änandah		residual_sanskrit_like_damage		Lex. änandah (Mvy 1040); ran thos ¬ (brDa);	low	review
corrected_text_scan	wts_1_34	63	106	änandah		residual_sanskrit_like_damage		Lex. änandah (Mvy 3609).	low	review
corrected_text_scan	wts_1_34	64	3	äramab		residual_sanskrit_like_damage		Lex. äramab (Mvy 5594); mgon med zas	low	review
corrected_text_scan	wts_1_34	64	4	anäthapindadasyaramah		residual_sanskrit_like_damage		sbyin gyi ༡ 2 anäthapindadasyaramah (Mvy	low	review
corrected_text_scan	wts_1_34	64	72	äramıkah		residual_sanskrit_like_damage		Lex. äramıkah (Mvy 3843).	low	review
corrected_text_scan	wts_1_34	65	84	śrävakabhümi		residual_sanskrit_like_damage		„auch diejenigen, die die śrävakabhümi erlernen möchten, sollen eben diese Prajhäpära-	low	review
corrected_text_scan	wts_1_34	65	84	Prajhäpära-		residual_sanskrit_like_damage		„auch diejenigen, die die śrävakabhümi erlernen möchten, sollen eben diese Prajhäpära-	low	review
corrected_text_scan	wts_1_34	67	75	Atıśa		residual_sanskrit_like_damage		Emer, Helmut 1978: Bodhipathapradipa. Ein Lehrgedicht des Atıśa (Dipamkarasrijhäna) in der	low	review
corrected_text_scan	wts_1_34	67	75	Dipamkarasrijhäna		residual_sanskrit_like_damage		Emer, Helmut 1978: Bodhipathapradipa. Ein Lehrgedicht des Atıśa (Dipamkarasrijhäna) in der	low	review
corrected_text_scan	wts_1_34	68	147	ädesa-		residual_sanskrit_like_damage		Lex. ādesanāprātihāaryam (Mvy 233); ädesa-	low	review
corrected_text_scan	wts_1_34	69	63	racaryävyavalokanah		residual_sanskrit_like_damage		racaryävyavalokanah (Mvy 3412).	low	review
corrected_text_scan	wts_1_34	71	47	samudäcarah		residual_sanskrit_like_damage		skt. samudäcarah (Mvy 7431, nur Ms.L).	low	review
corrected_text_scan	wts_1_34	71	74	Fähigkeiten		residual_sanskrit_like_damage		las kyaṅ ni ...’byun bya min no „auch kraft aller erworbenen magischen Fähigkeiten gibt	low	review
corrected_text_scan	wts_1_34	71	126	hängt		residual_sanskrit_like_damage		tu ma chags pa „der Bodhisattva hängt nicht	low	review
corrected_text_scan	wts_1_34	71	139	samantasthülävalokanam		residual_sanskrit_like_damage		Lex. samantasthülävalokanam (Mvy 6193,	low	review
corrected_text_scan	wts_1_34	71	218	vorträgt		residual_sanskrit_like_damage		vorträgt“ (ViśT 234,16).	low	review
corrected_text_scan	wts_1_34	72	116	Samantävalokita		residual_sanskrit_like_damage		2. npr. ein Bodhisattva; skt. Samantävalokita.	low	review
corrected_text_scan	wts_1_34	72	118	Samantävalokita		residual_sanskrit_like_damage		dan / ... dus „die Bodhisattvas Samantävalokita, Samantaraśmi [u. a.] versammelten	low	review
corrected_text_scan	wts_1_34	73	19	verständlich		residual_sanskrit_like_damage		allgemein verständlich“ (Mvy 7481).	low	review
corrected_text_scan	wts_1_34	73	82	samrägah		residual_sanskrit_like_damage		samrägah (Mvy 2201).	low	review
corrected_text_scan	wts_1_34	74	43	näma		residual_sanskrit_like_damage		näma samādbhih (Mvy 562).	low	review
corrected_text_scan	wts_1_34	74	63	samantävabhäsah		residual_sanskrit_like_damage		Lex. samantävabhäsah (Mvy 6305).	low	review
corrected_text_scan	wts_1_34	74	144	samudäcärah		residual_sanskrit_like_damage		Lex. samudäcärah (Mvy 7431, nur Ms. 1 ).	low	review
corrected_text_scan	wts_1_34	74	174	samantacäritramatih		residual_sanskrit_like_damage		Lex. samantacäritramatih (Mvy 681).	low	review
corrected_text_scan	wts_1_34	74	180	samanteryäpathah		residual_sanskrit_like_damage		Lex. samanteryäpathah (Mvy 679).	low	review
corrected_text_scan	wts_1_34	75	49	ähavaniyab		residual_sanskrit_like_damage		Lex. ähavaniyab (Mvy 1772, Abt. ri mor bya	low	review
corrected_text_scan	wts_1_34	75	172	unzählige		residual_sanskrit_like_damage		„der Bodhisattva unternimmt drei unzählige	low	review
corrected_text_scan	wts_1_34	76	34	äagrahah		residual_sanskrit_like_damage		Lex. äagrahah (Mvy 2111).	low	review
corrected_text_scan	wts_1_34	76	200	äpadyate		residual_sanskrit_like_damage		’gyur „er erschrickt, er erschrickt sehr, er erschrickt sehr heftig (saṃtrāsam äpadyate)“	low	review
corrected_text_scan	wts_1_34	77	58	sarvabhogyäh		residual_sanskrit_like_damage		den (sarvabhogyäh)“ (Yś 69a).	low	review
corrected_text_scan	wts_1_34	77	82	verständliche		residual_sanskrit_like_damage		Lex. -r bya ba = ājñeya [vak] „verständliche	low	review
corrected_text_scan	wts_1_34	78	87	Mädri		residual_sanskrit_like_damage		Frauen: Mädri und Kunti“ (ViśT 226,13);	low	review
corrected_text_scan	wts_1_34	78	198	mantät		residual_sanskrit_like_damage		mantät pariksiptam „von allen Seiten umgeben“ (Mvy 6068); synon. kun tu, skt. saman-	low	review
corrected_text_scan	wts_1_34	79	41	anuparivärya		residual_sanskrit_like_damage		mchod pa chen po byas „sie umgaben (anuparivärya) den Bodhisattva und brachten gro-	low	review
corrected_text_scan	wts_1_34	79	142	Mächtiger		residual_sanskrit_like_damage		Mächtiger, die blendend weiße Prajñā fest	low	review
corrected_text_scan	wts_1_34	80	42	ekäntaklıstäh		residual_sanskrit_like_damage		ni... — can = ime sattva ... ekäntaklıstäh „diese Wesen sind ganz befleckt“ (in Mvy 184);	low	review
corrected_text_scan	wts_1_34	80	94	varana-vivarana-paryutthäna-vigatah		residual_sanskrit_like_damage		varana-vivarana-paryutthäna-vigatah (Mvy	low	review
corrected_text_scan	wts_1_34	81	22	äghätayati		residual_sanskrit_like_damage		Lex. sems kyis — = cittam äghätayati (Mvy	low	review
corrected_text_scan	wts_1_34	81	42	aghätab		residual_sanskrit_like_damage		Lex. aghätab Mvy 2104), malicious feeling,	low	review
corrected_text_scan	wts_1_34	81	194	samantapräsädikah		residual_sanskrit_like_damage		Lex. samantapräsädikah (Mvy 680, Abt. byan	low	review
corrected_text_scan	wts_1_34	81	206	samantapräsädikah		residual_sanskrit_like_damage		Lex. samantapräsädikah (Mvy 307, Abt. dpe	low	review
corrected_text_scan	wts_1_34	82	183	samutthäpakah		residual_sanskrit_like_damage		Lex. samutthäpakah (Mvy 4683, ın der Abt.	low	review
corrected_text_scan	wts_1_34	82	183	ın		residual_sanskrit_like_damage		Lex. samutthäpakah (Mvy 4683, ın der Abt.	low	review
corrected_text_scan	wts_1_34	84	42	sanatkumärab		residual_sanskrit_like_damage		= sanatkumärab (Mvy 3459, Abt. dran sron	low	review
corrected_text_scan	wts_1_34	84	172	ädhärani		residual_sanskrit_like_damage		Lex. ädhärani (Mvy 4288).	low	review
corrected_text_scan	wts_1_34	85	16	samvrtijäänam		residual_sanskrit_like_damage		Lex. — ses pa = samvrtijäänam „Kenntnis gemäß der konventionellen Wahrheit“ (Mvy	low	review
corrected_text_scan	wts_1_34	85	16	gemäß		residual_sanskrit_like_damage		Lex. — ses pa = samvrtijäänam „Kenntnis gemäß der konventionellen Wahrheit“ (Mvy	low	review
corrected_text_scan	wts_1_34	87	40	äjhätakaundinyah		residual_sanskrit_like_damage		Lex. äjhätakaundinyah (Mvy 1030); kun ses	low	review
corrected_text_scan	wts_1_34	87	41	äjhanakaundinya		residual_sanskrit_like_damage		ko’u di nya = äjhanakaundinya (7. ājnata°)	low	review
corrected_text_scan	wts_1_34	87	41	ājnata		residual_sanskrit_like_damage		ko’u di nya = äjhanakaundinya (7. ājnata°)	low	review
corrected_text_scan	wts_1_34	87	134	äjhendriyam		residual_sanskrit_like_damage		2078); —’i dban po = äjhendriyam (Mvy	low	review
corrected_text_scan	wts_1_34	87	136	ājna-		residual_sanskrit_like_damage		(BHSD); — daṅ ldan pa’i dbaṅ po = ājna-	low	review
corrected_text_scan	wts_1_34	87	140	Ajhäpayet		residual_sanskrit_like_damage		Ajhäpayet „er möge befehlen“ (Mvy 7464); —	low	review
corrected_text_scan	wts_1_34	87	141	ajhäm		residual_sanskrit_like_damage		thob par byed = ajhäm ärägayatı (Mvy 7602),	low	review
corrected_text_scan	wts_1_34	87	141	ärägayatı		residual_sanskrit_like_damage		thob par byed = ajhäm ärägayatı (Mvy 7602),	low	review
corrected_text_scan	wts_1_34	96	154	kosalä		residual_sanskrit_like_damage		Lex. kosalä (Mvy 4132); kosala (r. kosala) mit	low	review
corrected_text_scan	wts_1_34	102	47	prajhäpäramitä		residual_sanskrit_like_damage		Ārya-Svalpāaksara bhagavati prajhäpäramitä. Ed. tib./skt.: Yuyama 1977.	low	review
corrected_text_scan	wts_1_34	102	120	Mätrceta		residual_sanskrit_like_damage		SHACKLETON BAILEY, D. R. 1951: The Satapancasatka of Mätrceta. Sanskrit text, Tibetan transla-	low	review
corrected_text_scan	wts_1_34	103	21	Svalpäksarä		residual_sanskrit_like_damage		Yuyama, Akira 1977: „Svalpäksarä Prajñāpāramitā.“ In: Kawamura/ScotT 1977, pp. 280-301.	low	review
corrected_text_scan	wts_1_34	104	50	fähig		residual_sanskrit_like_damage		nichts fähig“ (Mvy 6686).	low	review
corrected_text_scan	wts_1_34	105	33	Tär		residual_sanskrit_like_damage		Lehrmeister Nāgārjuna der Lehre an“ (Tär	low	review
corrected_text_scan	wts_1_34	105	187	hahä		residual_sanskrit_like_damage		Lex. vata hahä kastam (Mvy 6392); smre nag	low	review
corrected_text_scan	wts_1_34	107	195	zkaraväalikab		residual_sanskrit_like_damage		(Ishe 4b1); ral 977 — thogs pa „ein Krummschwert tragend“ zkaraväalikab (Mvy 3729).	low	review
corrected_text_scan	wts_1_34	108	136	erklärte		residual_sanskrit_like_damage		de rnams la kr’ yo ga sde gsum bśad „er erklärte	low	review
corrected_text_scan	wts_1_34	109	222	Lärm		residual_sanskrit_like_damage		co chun ba yan de daṅ ’dra „geringer Lärm	low	review
corrected_text_scan	wts_1_34	111	82	sthälakambalah		residual_sanskrit_like_damage		Lex. sthälakambalah (Mvy 5860); — pa = la	low	review
corrected_text_scan	wts_1_34	111	171	nägah		residual_sanskrit_like_damage		Lex. nägah (Mvy 3217); chu bdag „Herr des	low	review
corrected_text_scan	wts_1_34	111	186	Acärya		residual_sanskrit_like_damage		Lex. slob dpon — sgrub „Acärya Nāgārjuna“	low	review
corrected_text_scan	wts_1_34	112	51	Näga-Könige		residual_sanskrit_like_damage		der Näga-Könige findet sich z. B. in Mvy	low	review
corrected_text_scan	wts_1_34	112	119	Acärya		residual_sanskrit_like_damage		Acärya Nāgārjuna aus dem Land der Nägas	low	review
corrected_text_scan	wts_1_34	112	119	Nägas		residual_sanskrit_like_damage		Acärya Nāgārjuna aus dem Land der Nägas	low	review
corrected_text_scan	wts_1_34	112	125	gewährte		residual_sanskrit_like_damage		la... tsho ba sbyar „der Lehrer Nāgārjuna gewährte im glorreichen Nälanda 500 Verkün-	low	review
corrected_text_scan	wts_1_34	112	125	Nälanda		residual_sanskrit_like_damage		la... tsho ba sbyar „der Lehrer Nāgārjuna gewährte im glorreichen Nälanda 500 Verkün-	low	review
corrected_text_scan	wts_1_34	112	130	nägärjunah		residual_sanskrit_like_damage		Lex. nägärjunah (Mvy 3474).	low	review
corrected_text_scan	wts_1_34	113	96	Kälika		residual_sanskrit_like_damage		—s bstod do „Kälika pries [den Bodhisattva] “	low	review
corrected_text_scan	wts_1_34	113	147	nägähvayab		residual_sanskrit_like_damage		Lex. klus bod = nägähvayab (Mvy 3475).	low	review
corrected_text_scan	wts_1_34	115	7	Acärya		residual_sanskrit_like_damage		Acärya Nāgārjuna aus dem Land der Nägas	low	review
corrected_text_scan	wts_1_34	115	7	Nägas		residual_sanskrit_like_damage		Acärya Nāgārjuna aus dem Land der Nägas	low	review
corrected_text_scan	wts_1_34	115	28	nägavrksab		residual_sanskrit_like_damage		Lex. nägavrksab (Mvy 4224); sin bum pa dan	low	review
corrected_text_scan	wts_1_34	116	118	Nägabodhi		residual_sanskrit_like_damage		— daṅ „Nägabodhi [ist] Klu’i-byan-chub“	low	review
corrected_text_scan	wts_1_34	116	153	nägendrarutä		residual_sanskrit_like_damage		Lex. nägendrarutä „Ruf des Schlangenfürsten“ (Mvy 479, Abt. dbyans kyi yan lag drug	low	review
corrected_text_scan	wts_1_34	117	84	väcanam		residual_sanskrit_like_damage		Lex. — pa = väcanam (Mvy 907); — tu beug	low	review
corrected_text_scan	wts_1_34	117	169	Gewässers		residual_sanskrit_like_damage		Lex. chu yirba — „[z. B.] Wogen eines Gewässers“ (Bon 20,13); — daṅ bcas pa = sava-	low	review
corrected_text_scan	wts_1_34	118	115	Ksära		residual_sanskrit_like_damage		katuka), Ksära [u. a.] pulverisiere man“ (Yś	low	review
