volume	page	line	token_index	tibetan_syllable	current_dotted_token	provenance_class	source_token_or_tokens	correction_reason	correction_evidence	context_excerpt
wts_1_34	46	97	2	ལིང	liṅ	reviewed_exact_final_ng	lin	reviewed_tibetan_exact_final_ng_consensus	tibetan_ling_consensus_batch_20260726	ཀ་ལིང་འབུད་ ka liṅ ’bud Bed. unklar, vielleicht
wts_1_34	46	103	2	ལིང	liṅ	reviewed_exact_final_ng	lin	reviewed_tibetan_exact_final_ng_consensus	tibetan_ling_consensus_batch_20260726	ཀ་ལིང་ཡ་ཀ་ ka liṅ ya ka
wts_1_34	46	105	2	ལིང	liṅ	reviewed_exact_final_ng	lin	reviewed_tibetan_exact_final_ng_consensus	tibetan_ling_consensus_batch_20260726	ཀ་ལིང་ཡ་ཀ་ ka liṅ ya ka Ika li ya ka.
wts_1_34	47	150	3	བོང	boṅ	reviewed_exact_final_ng	bon	reviewed_tibetan_exact_final_ng_consensus	tibetan_bong_consensus_batch_20260726	ཀག་ལ་བོང་ kag la boṅ
wts_1_34	47	196	3	བོང	boṅ	reviewed_exact_final_ng	bon	reviewed_tibetan_exact_final_ng_consensus	tibetan_bong_consensus_batch_20260726	ཀག་ལ་བོང་ kag la boṅ der Nan-chao-Herrscher
wts_1_34	48	99	2	ཀིང	kiṅ	reviewed_exact_final_ng	kin	reviewed_tibetan_exact_final_ng_consensus	tibetan_king_consensus_batch_20260726	ཀང་ཀིང་ kan kiṅ kin kan.
wts_1_34	49	149	4	གླིང	gliṅ	reviewed_exact_final_ng	glin	reviewed_tibetan_exact_final_ng_consensus	tibetan_gling_consensus_batch_20260719	ཀམ་པ་ཆེའི་གླིང་ kam pa tshe’i gliṅ Name eines
wts_1_34	49	157	4	བྲང	braṅ	reviewed_exact_final_ng	bran	reviewed_tibetan_exact_final_ng_consensus	tibetan_brang_consensus_batch_20260726	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po rje braṅ mig can
wts_1_34	49	206	4	བྲང	braṅ	reviewed_exact_final_ng	bran	reviewed_tibetan_exact_final_ng_consensus	tibetan_brang_consensus_batch_20260726	ཀམ་པོ་རྗེ་བྲང་མིག་ཅན་ kam po re braṅ mig can ein
wts_1_34	50	34	2	ཚང	tshaṅ	reviewed_exact_final_ng	tshan	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	ཀམ་ཚང་ kam tshaṅ \karma kam tshan.
wts_1_34	51	40	3	མང	maṅ	reviewed_exact_final_ng	man	reviewed_tibetan_exact_final_ng_consensus	tibetan_mang_consensus_batch_20260726	ཀར་པོ་མང་པོ་རྗེ་ kar po maṅ po rje ehrender Beina-
wts_1_34	52	69	3	ཚང	tshaṅ	reviewed_exact_final_ng	tshan	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	ཀརྨ་ཀམ་ཚང་ karma kam tshaṅ Bez. für |Karma
wts_1_34	52	81	3	སྐྱོང	skyoṅ	reviewed_exact_final_ng	skyon	reviewed_tibetan_exact_final_ng_consensus	tibetan_skyong_consensus_batch_20260720	ཀརྨ་བསྟན་སྐྱོང་དབང་པོ་ karma bstan skyoṅ dbaṅ po
wts_1_34	52	81	4	དབང	dbaṅ	reviewed_exact_final_ng	dban	reviewed_tibetan_exact_final_ng_consensus	tibetan_dban_consensus_batch_20260719	ཀརྨ་བསྟན་སྐྱོང་དབང་པོ་ karma bstan skyoṅ dbaṅ po
wts_1_34	52	85	3	ཕྲེང	phreṅ	reviewed_exact_final_ng	phren	reviewed_tibetan_exact_final_ng_consensus	tibetan_phreng_consensus_batch_20260726	ཀརྨ་ཐོད་ཕྲེང་རྩལ་ karma thod phreṅ rtsal „Karma
wts_1_34	52	135	3	རང	raṅ	reviewed_exact_final_ng	ran	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀརྨ་པ ་རང་བྱུང་རྡོ་རྗེ་ karma pa raṅ byuṅ rdo ne der 3.
wts_1_34	52	135	4	བྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_byung_consensus_batch_20260726	ཀརྨ་པ ་རང་བྱུང་རྡོ་རྗེ་ karma pa raṅ byuṅ rdo ne der 3.
wts_1_34	52	166	2	རང	raṅ	reviewed_exact_final_ng	ran	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀརྨ་རང་བྱུང་རྡོ་རྗེ་ karma raṅ byuṅ rdo nie (TTC)
wts_1_34	52	166	3	བྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_byung_consensus_batch_20260726	ཀརྨ་རང་བྱུང་རྡོ་རྗེ་ karma raṅ byuṅ rdo nie (TTC)
wts_1_34	54	18	1	ཀིང	kiṅ	reviewed_exact_final_ng	kin	reviewed_tibetan_exact_final_ng_consensus	tibetan_king_consensus_batch_20260726	ཀིང་ཀང་ kiṅ kan, auch kan kiṅ, kan dan kiṅ, rkani
wts_1_34	54	45	1	ཀིང	kiṅ	reviewed_exact_final_ng	kin	reviewed_tibetan_exact_final_ng_consensus	tibetan_king_consensus_batch_20260726	ཀིང་ཅང་ཧྭ་ kiṅ can hu ¦/07/7 jan hü.
wts_1_34	54	47	1	ཀིང	kiṅ	reviewed_exact_final_ng	kin	reviewed_tibetan_exact_final_ng_consensus	tibetan_king_consensus_batch_20260726	ཀིང་ཤཾ་ kiṅ Si, auch ken śi, ken śe, ker Sin — chin.
wts_1_34	54	70	1	ཀིང	kiṅ	reviewed_exact_final_ng	kin	reviewed_tibetan_exact_final_ng_consensus	tibetan_king_consensus_batch_20260726	ཀིང་ཤུ་ཀ་ kiṅ Su ka, auch ki su ka, kiṅ ka, ken
wts_1_34	54	134	2	བྱང	byaṅ	reviewed_exact_final_ng	byan	reviewed_tibetan_exact_final_ng_consensus	tibetan_byang_consensus_batch_20260726	ཀིན་བྱང་དྷུ་ kin byaṅ hü !kin jan hu.
wts_1_34	54	164	3	ཁོང	khoṅ	reviewed_exact_final_ng	khon	reviewed_tibetan_exact_final_ng_historical_witness	historical_witness_khong_consensus_batch_20260728	ཀིམ་ཤང ཁོང་ཅོ kim San khoṅ co, kim Sin kon co,
wts_1_34	54	168	3	ཀོང	koṅ	reviewed_exact_final_ng	kon	reviewed_tibetan_exact_final_ng_consensus	tibetan_kong_consensus_batch_20260719	ཀིམ་ཤེང་ཀོང་ཅོ་ kim śen koṅ co, auch kim sen khon
wts_1_34	54	191	3	ཕྲེང	phreṅ	reviewed_exact_final_ng	phren	reviewed_tibetan_exact_final_ng_consensus	tibetan_phreng_consensus_batch_20260726	ཀླིམྨི་ལིའི་ཕྲེང་བ་ kimmi li phreṅ ba eine Stadt in
wts_1_34	54	214	2	ཚང	tshaṅ	reviewed_exact_final_ng	tshan	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	ཀིའུ་ ཚང་ kin tshaṅ \ke’u tshan.
wts_1_34	56	115	3	ཆུང	chuṅ	reviewed_exact_final_ng	chun	reviewed_tibetan_exact_script_ng_witness	tibetan_script_chung_headword_batch_20260719	ཀུ་བ་ཆུང་བ་ ku ba chuṅ ba
wts_1_34	56	117	3	ཆུང	chuṅ	reviewed_exact_final_ng	chun	reviewed_tibetan_exact_script_ng_witness	tibetan_script_chung_headword_batch_20260719	ཀུ་བ་ཆུང་བ་ ku ba chuṅ ba Bilva-Baum und Bilva-
wts_1_34	56	164	3	མང	maṅ	reviewed_exact_final_ng	man	reviewed_tibetan_exact_final_ng_consensus	tibetan_mang_consensus_batch_20260726	ཀུ་བྱི་མང་སྐེ་ ku byi maṅ ske, auch ku byi maṅ ke
wts_1_34	57	207	2	ཡང	yaṅ	reviewed_exact_final_ng	yan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུ་ཡང་ ku yaṅ, ku yans \gu yanis.
wts_1_34	58	1	2	ཡང	yaṅ	other_postprocess	yanı	explicit_user_allowlist	A	ཀུ་ཡང་སེ་བ་ ku yaṅ se ba
wts_1_34	58	3	2	ཡང	yaṅ	unknown	yan;yanı	ambiguous_change_or_token_position		ཀུ་ཡང་སེ་བ་ ku yaṅ se ba \gu yaṅ se ba.
wts_1_34	59	196	3	གྲོང	groṅ	reviewed_exact_final_ng	gron	reviewed_tibetan_exact_final_ng_consensus	tibetan_grong_consensus_batch_20260726	ཀུ་ཤའི་གྲོང་ཁྱེར་ ku Sa’i groṅ khyer (ku śa), auch ku
wts_1_34	60	101	4	ཆུང	chuṅ	reviewed_exact_final_ng	chun	reviewed_tibetan_exact_script_ng_witness	tibetan_script_chung_headword_batch_20260719	ཀུ་ས་ལི་ཆུང་བ་ ku sa li chuṅ ba
wts_1_34	60	118	4	ཆུང	chuṅ	reviewed_exact_final_ng	chun	reviewed_tibetan_exact_script_ng_witness	tibetan_script_repeated_lemma_batch_20260719	ཀུ་ས་ལི་ཆུང་བ་ ku sa li chuṅ ba, auch ku sa li chuṅ
wts_1_34	60	190	4	ཆུང	chuṅ	reviewed_exact_final_ng	chun	reviewed_tibetan_exact_script_ng_witness	tibetan_script_repeated_lemma_batch_20260719	ཀཱ་སྭ་ལུ་ཆུང་བ་ ku su lu chuṅ ba 1/5// sa li chuṅ ba.
wts_1_34	61	164	3	གླིང	gliṅ	reviewed_exact_final_ng	glin	reviewed_tibetan_exact_final_ng_consensus	tibetan_gling_consensus_batch_20260719	ཀུན་སྐྱོབ་གླིང་ kun skyob gliṅ
wts_1_34	61	210	3	གླིང	gliṅ	reviewed_exact_final_ng	glin	reviewed_tibetan_exact_final_ng_consensus	tibetan_gling_consensus_batch_20260719	ཀུན་སྐྱོབ་གླིང་ kun skyob gliṅ (SCD) wohl irtt. für
wts_1_34	62	26	3	གླིང	gliṅ	reviewed_exact_final_ng	glin	reviewed_tibetan_exact_final_ng_consensus	tibetan_gling_consensus_batch_20260719	ཀུན་ཁྱབ་གླིང་ kun khyab gliṅ „Himmelsgarten“,
wts_1_34	64	130	3	སེང	seṅ	reviewed_exact_final_ng	sen	reviewed_tibetan_exact_final_ng_consensus	tibetan_seng_consensus_batch_20260726	ཀུན་དགའ་སེང་གེ་ kun dga’ seṅ ge ein Lama, Schü-
wts_1_34	68	108	3	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་རྗེས་འབྱུང་ kun rjes 'byuṅ eine abführende
wts_1_34	70	37	3	གང	gaṅ	reviewed_exact_final_ng	gan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་ཏུ་གང་བ་ kun tn gaṅ ba ganz voll sein, völlig
wts_1_34	71	137	4	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་ཏུ་ཆེར་སྣང་ kun tu cher snaṅ eine Blume.
wts_1_34	71	143	3	འཆང	chaṅ	reviewed_exact_final_ng	chan	reviewed_tibetan_exact_final_ng_consensus	tibetan_achang_consensus_batch_20260726	ཀུན་ཏུ་འཆང་ kun tu ’chaṅ Geheimname des Pad-
wts_1_34	71	152	3	འཆང	chaṅ	reviewed_exact_final_ng	chan	reviewed_tibetan_exact_final_ng_consensus	tibetan_achang_consensus_batch_20260726	ཀུན་ཏུ་འཆང་ཆེན་ kun tu ’chaṅ chen ein Buddha;
wts_1_34	72	32	3	གཏོང	gtoṅ	reviewed_exact_final_ng	gton	reviewed_tibetan_exact_final_ng_consensus	tibetan_gtong_consensus_batch_20260720	ཀུན་ཏུ་གཏོང་བ་ kun tu gtoṅ ba geben.
wts_1_34	73	167	3	སྣང	snaṅ	other_postprocess	snanı	explicit_user_allowlist	A	ཀུན་ཏུ་སྣང་བ་ kun tu snaṅ ba
wts_1_34	73	209	3	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་ཏུ་སྣང་བ་ kun tu snaṅ ba; vgl. kun snaṅ.
wts_1_34	74	1	3	སྣང	snaṅ	other_postprocess	snanı	explicit_user_allowlist	A	"ཀུན་ཏུ་སྣང་བ ""kun tu snaṅ ba"
wts_1_34	74	160	3	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་ཏུ་འབྱུང་བ་ kun tn ’byuṅ ba
wts_1_34	74	212	3	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་ཏུ་འབྱུང་བ་ kun tu ’byuṅ ba entstehen, auftre-
wts_1_34	75	1	3	འབྲང	braṅ	reviewed_exact_final_ng	bran	reviewed_tibetan_exact_final_ng_consensus	tibetan_abrang_consensus_batch_20260726	ཀུན་ཏུ་འབྲང་བ་ kun tu ’braṅ ba
wts_1_34	75	96	3	མྱོང	myoṅ	reviewed_exact_final_ng	myon	reviewed_tibetan_exact_final_ng_consensus	tibetan_myong_consensus_batch_20260726	ཀུན་ཏུ་མྱོང་བར་འགྱུར་བ་ kun tu myoṅ bar ’gyur ba
wts_1_34	76	68	4	སྡང	sdaṅ	reviewed_exact_final_ng	sdan	reviewed_tibetan_exact_final_ng_consensus	final_ng_sdang_consensus_batch_20260727	ཀུན་ཏུ་ཞེ་སྡང་བ་ kun tu Ze sdaṅ ba Haß.
wts_1_34	76	112	3	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་ཏུ་བཟང་པོ་ kun tu bzaṅ po npr. skt. Samanta-
wts_1_34	76	130	3	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པ་ kun tu bzaṅ po’i spyod pa,
wts_1_34	76	145	3	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་ཏུ་བཟང་མོ་ kun tu bzaṅ mo npr. skt. Saman-
wts_1_34	77	49	3	སྲུང	sruṅ	reviewed_exact_final_ng	srun	reviewed_tibetan_exact_final_ng_consensus	tibetan_srung_consensus_batch_20260726	ཀུན་ཏུ་སྲུང་བ་ kun tu sruṅ ba
wts_1_34	77	156	2	གཏོང	gtoṅ	reviewed_exact_final_ng	gton	reviewed_tibetan_exact_final_ng_consensus	tibetan_gtong_consensus_batch_20260720	ཀུན་གཏོང་ kun gtoṅ.
wts_1_34	77	180	3	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་རྟོག་འབྱུང་ kun rtog ’byuṅ Liebesverlangen,
wts_1_34	78	67	2	མཐོང	mthoṅ	reviewed_exact_final_ng	mthon	reviewed_tibetan_exact_final_ng_consensus	tibetan_mthong_consensus_batch_20260719	ཀུན་མཐོང་ kun mthoṅ Spiegel.
wts_1_34	78	103	2	དོང	doṅ	reviewed_exact_final_ng	don	reviewed_tibetan_exact_final_ng_consensus	tibetan_dong_consensus_batch_20260726	ཀུན་དོང་ kun doṅ
wts_1_34	78	105	2	དོང	doṅ	reviewed_exact_final_ng	don	reviewed_tibetan_exact_final_ng_consensus	tibetan_dong_consensus_batch_20260726	ཀུན་དོང་ kun doṅ eine Heilpflanze, Zwiebel,
wts_1_34	79	168	5	འོང	oṅ	reviewed_exact_final_ng	on	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	ཀུན་ནས་ཉེ་བར་འོང་བ་ kun nas fe bar ’oṅ ba
wts_1_34	79	221	5	འོང	oṅ	reviewed_exact_final_ng	on	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	ཀུན་ནས་ཉེ་བར་འོང་བ་ kun nas fie bar ’oṅ ba herbei-
wts_1_34	80	28	3	གདུང	gduṅ	reviewed_exact_final_ng	gdun	reviewed_tibetan_exact_final_ng_consensus	final_ng_gdung_consensus_batch_20260727	ཀུན་ནས་གདུང་བ་ kun nas gduṅ ba
wts_1_34	80	116	3	ལྗང	ldaṅ	reviewed_exact_final_ng	ldan	reviewed_same_tibetan_target_final_nasal_only	explicit_user_reviewed_same_tibetan_target_plus_exact_final_nasal_variant	ཀུན་ནས་ལྗང་བ་ kun nas ldaṅ ba; vgl. \kun nas lari
wts_1_34	80	126	3	དྲང	draṅ	reviewed_exact_final_ng	dran	reviewed_tibetan_exact_final_ng_historical_witness	historical_witness_drang_consensus_batch_20260728	ཀུན་ནས་དྲང་པོ་ kun nas draṅ po (zw.). ;
wts_1_34	80	130	3	གདུང	gduṅ	reviewed_exact_final_ng	gdun	reviewed_tibetan_exact_final_ng_consensus	final_ng_gdung_consensus_batch_20260727	ཀུན་ནས་གདུང་བ་ kun nas gduṅ ba gepeinigt wer- s. v. paryutthäna), rising all about, overwhel- hen.
wts_1_34	81	45	3	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་ནས་སྣང་བ་ kun nas snaṅ ba scheinen, erschei-
wts_1_34	81	67	3	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་ནས་སྣང་བ ་འོད་ཟེར་ kun nas snaṅ ba ’od zer npr.
wts_1_34	81	136	3	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་ནས་འབྱུང་བ་ kun nas ’byuṅ ba entstehen; vgl.
wts_1_34	82	32	3	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་ནས་བཟང་ kun nas bzaṅ.
wts_1_34	82	42	3	འོང	oṅ	reviewed_exact_final_ng	on	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	ཀུན་ནས་འོང་བ་ kun nas ’oṅ ba ankommen, gelan-
wts_1_34	82	57	3	ལང	laṅ	reviewed_exact_final_ng	lan	reviewed_tibetan_exact_final_ng_consensus	tibetan_lang_consensus_batch_20260726	ཀུན་ནས་ལང་བ་ kun nas laṅ ba
wts_1_34	82	132	3	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་ནས་སློང་བ་ kun nas sloṅ ba, Kurzf. \kun sloṅ.
wts_1_34	82	157	3	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་ནས་སློང་བ་པོ་ kun nas sloṅ ba po „der Erhe-
wts_1_34	82	166	2	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_trusted_full_twopass_20260628	ཀུན་སྣང་ kun snaṅı
wts_1_34	82	198	2	སྣང	snaṅ	unknown	snanı	ambiguous_change_or_token_position		ཀུན་སྣང་ kun snaṅ, vgl. ]/5//77 tu snaṅ ba, kun nas
wts_1_34	83	1	2	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་སྣང་ཁྱབ་པ་ kun snaṅ khyab pa
wts_1_34	83	3	2	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་སྣང་ཁྱབ་པ་ kun snaṅ khyab pa npr. eine Gott-
wts_1_34	83	14	2	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	ཀུན་སྣང་དང་པ་ཅན་ kun snaṅ daṅ pa can, auch kun
wts_1_34	83	14	3	དང	daṅ	base_provenance_unverified	daṅ	No direct authoritative base-OCR verification is recorded.	current_release_presence_only	ཀུན་སྣང་དང་པ་ཅན་ kun snaṅ daṅ pa can, auch kun
wts_1_34	83	23	2	སྣང	snaṅ	reviewed_exact_final_ng	snan	reviewed_tibetan_exact_script_ng_witness	tibetan_script_ng_witness_residual_20260628	"ཀུན་སྣང་འབར་བ་ kun snaṅ ""bar ba strahlendes"
wts_1_34	83	156	2	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་འབྱུང་བ་ kun ’byuṅ ba
wts_1_34	83	162	2	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་འབྱུང་ kun 'byuṅ.
wts_1_34	83	182	2	འབྱུང	byuṅ	reviewed_exact_final_ng	byun	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	ཀུན་འབྱུང་བ་ kun ’byuṅ ba, vgl. !kun tu ’byuṅ ba,
wts_1_34	84	53	2	སྦྱོང	sbyoṅ	reviewed_exact_final_ng	sbyon	reviewed_tibetan_exact_final_ng_consensus	tibetan_sbyong_consensus_batch_20260726	ཀུན་སྦྱོང་བ་ kun sbyoṅ ba Reinigung.
wts_1_34	84	98	2	ཚང	tshaṅ	reviewed_exact_final_ng	tshan	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	ཀུན་ཚང་མ་ kun tshaṅ ma npr. eine Däkini; gehört
wts_1_34	86	1	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་བཟང་ kun bzaṅ
wts_1_34	86	7	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་བཟང་ kun bzaṅ.
wts_1_34	86	30	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་བཟང་རྒྱལ་མཚན་ kun bzaṅ rgyal mtshan, auch
wts_1_34	86	55	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་བཟང་སྤྱོད་ kun bzaṅ spyod Kurzf. f. !kun tu
wts_1_34	86	60	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་བཟང་མ་ kun bzaṅ ma, auch kun bzaṅ mo npr.
wts_1_34	86	64	2	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	"ཀུན་བཟང་རྩེ "" kun bzaṅ rtse, Kurzf. für lsne’u gdon"
wts_1_34	86	191	3	བཟང	bzaṅ	reviewed_exact_final_ng	bzan	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	ཀུན་ལ་བཟང་ kun la bzaṅ eine Pflanze. - für skt.
wts_1_34	87	30	3	ཀོང	koṅ	reviewed_exact_final_ng	kon	reviewed_tibetan_exact_final_ng_consensus	tibetan_kong_consensus_batch_20260719	ཀུན་ཤེང་ཀོང་ཇོ་ kun sen koṅ jo \wun sin kon jo.
wts_1_34	87	67	3	ཐང	thaṅ	reviewed_exact_final_ng	than	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	ཀུན་ཤེས་ཐང་པོ་ kun ses thaṅ po ein Wahrsager und
wts_1_34	87	155	2	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་སློང་ kun sloṅ
wts_1_34	87	195	2	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་སློང་ kun sloṅ, Kurzf. für Tkun 7775 slon ba.
wts_1_34	88	1	2	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་སློང་ཅན་ kun sloṅ can
wts_1_34	88	8	2	སློང	sloṅ	reviewed_exact_final_ng	slon	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	ཀུན་སློང་ཅན་ kun sloṅ can mit bösen Gedanken,
