volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_1_34	240	73	8	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	„er steckte eine Perle in den Mund“ (Tär	„er steckte eine Perle in den Mund“ (Tār	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	240	78	1	Vdk	Vḍk	Vḍk	non_translit_context	vdk	vdk	citation_or_siglum	(Vdk 2: 341,4); Ra gzugs ~ mig (metr.) „die	(Vḍk 2: 341,4); ña gzugs ~ mig (metr.) „die	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vḍk; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	240	78	5	Ra	ña	ña	non_translit_context	ra	na	google_tibetan_diacritic_disagreement	(Vdk 2: 341,4); Ra gzugs ~ mig (metr.) „die	(Vḍk 2: 341,4); ña gzugs ~ mig (metr.) „die	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	240	91	7	süog	sñog	sñog	non_translit_context	suog	snog	google_tibetan_diacritic_disagreement	rul) dri pha le kbyi lam süog (r. 5779)	rul) dri pha le khyi lam sñog (r. sñeg)	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	240	91	9	5779	sñeg	sñeg	non_translit_context	5779	sneg	google_tibetan_diacritic_disagreement	rul) dri pha le kbyi lam süog (r. 5779)	rul) dri pha le khyi lam sñog (r. sñeg)	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	268	112	8	habe	Sambh	Śambh	unsafe_token_disagreement	habe	sambh	citation_or_siglum	38b4); gian skyon ran gi ༡༨“ (metr.) „ich habe	"ste „er soll soviel er will aufladen"" (Sambh"	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for Śambh; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	268	145	6	nus	daṅ	daṅ	unsafe_token_disagreement	nus	dan	google_tibetan_diacritic_disagreement	1.2.38d); ~ ni ’khur bar mi nus kyan (metr.)	sgyid lug pa med pa daṅ „Unverzagtheit bei	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	268	188	7	pa	ñan	ñan	unsafe_token_disagreement	pa	nan	google_tibetan_diacritic_disagreement	Dagy); ~ drogs pa = gcig tn bsdebs pa „zu-	"Last abgelegt hat"" (Mvy 1084, Abt. ñan thos"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	268	199	1	JTaraxacum	nehmen	JTaraxacum	non_translit_context	jtaraxacum	nehmen	citation_or_siglum	JTaraxacum, Ikhbur mon (vgl. KLETTER/	"nehmen oder übernehmen und tragen"""	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for JTaraxacum; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	268	199	5	KLETTER	tragen	KLETTER	non_translit_context	kletter	tragen	citation_or_siglum	JTaraxacum, Ikhbur mon (vgl. KLETTER/	"nehmen oder übernehmen und tragen"""	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for KLETTER; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	268	212	1	Taraxacum	KLETTER	KLETTER	non_translit_context	taraxacum	kletter	citation_or_siglum	Taraxacum, Ikhur mon (vgl.	KLETTER/ KRIECHBAUM 2001: 128).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for KLETTER; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	268	212	2	Ikhur	KRIECHBAUM	KRIECHBAUM	non_translit_context	ikhur	kriechbaum	citation_or_siglum	Taraxacum, Ikhur mon (vgl.	KLETTER/ KRIECHBAUM 2001: 128).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for KRIECHBAUM; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	3	4	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	Mehrung eures Wohlstands“ (Tär 10,2).	"Mehrung eures Wohlstands"" (Tār 10,2)."	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	13	8	G$	Gś	Gs	unsafe_token_disagreement	gs	gs	citation_or_siglum	ra la smros (metr.) „du sag mir!“ (G$ 41); -	na la smros (metr.) „du sag mir!“ (Gś 41); -	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for Gs; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	16	6	Nägn	Nāgn	Nāgn	non_translit_context	nagn	nagn	citation_or_siglum	gehst du selbst zu ihm“ (Nägn 47,9); ~ Ikog	gehst du selbst zu ihm“ (Nāgn 47,9); ~ lkog	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Nāgn; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	49	7	gdun	gduṅ	gduṅ	non_translit_context	gdun	gdun	google_tibetan_diacritic_disagreement	dem Nachbarn“ (Glr 97,22); ~ gi gdun „dei-	"dem Nachbarn"" (Glr 97,22); ~ gi gduṅ „dei-"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	288	58	9	Sa	śa	śa	unsafe_token_disagreement	sa	sa	citation_or_siglum	nern“ (KunK 29,18); ~ mmams chu ka la Sa	nern“ (KunK 29,18); ~rnams chu ka la śa	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śa; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	101	8	fies	ñes	ñes	unsafe_token_disagreement	fies	nes	google_tibetan_diacritic_disagreement	Mädchen“ (Suv 100,18); bud med kyi fies pa	"Mädchen"" (Suv 100,18); bud med kyi ñes pa"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	288	111	6	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	sein“ (Siddh 29.12); ~ ... bzan po Zig btsas	"sein"" (Siddh 29.12); bzaṅ po źig btsas"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	288	123	1	Tär	Tār	Tār	unsafe_token_disagreement	tar	tar	citation_or_siglum	(Tär 160,7); ~ skye ’phro chad pa yin (metr.)	(Tār 160,7); ~ skye 'phro chad pa yin (metr.)	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	126	10	Vdk	Vḍk	Vḍk	unsafe_token_disagreement	vdk	vdk	citation_or_siglum	339,1); ~ bu mo dag (metr.) „die vier Mädchen“ (Vdk 2: 395,1); rgyal mo yan ~ btsas	"339,1); ~ bu mo dag (metr.) „die vier Mädchen"" (Vḍk 2: 395,1); rgyal mo yan ~ btsas"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vḍk; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	136	1	güen	gñen	gñen	unsafe_token_disagreement	guen	gnen	google_tibetan_diacritic_disagreement	güen bses kyi min); bu chun chun phru gu	gñen bśes kyi min); bu chun chun phru gu	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	288	141	1	$	S	S	unsafe_token_disagreement	s	s	citation_or_siglum	~$ ~ dbyun ba bZin du bstan par „er lehrte,	~S~ dbyun ba bźin du bstan par „er lehrte,	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for S; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	141	4	bZin	bźin	bZin	unsafe_token_disagreement	bzin	bzin	citation_or_siglum	~$ ~ dbyun ba bZin du bstan par „er lehrte,	~S~ dbyun ba bźin du bstan par „er lehrte,	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for bZin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	288	157	9	2a	źa	źa	unsafe_token_disagreement	2a	za	google_tibetan_diacritic_disagreement	Lex. rtswa snon po gsar du skyes pa’am 2a lu	Lex. rtswa snon po gsar du skyes pa'am źa lu	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	288	212	16	Käsy	Kāśy	Kāśy	unsafe_token_disagreement	kasy	kasy	citation_or_siglum	su skyo ba med do „er ist dadurch nicht ermüdet, daß er alle Lasten trägt“ (Käsy	su skyo ba med do „er ist dadurch nicht ermüdet, daß er alle Lasten trägt“ (Kāśy	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Kāśy; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	337	204	4	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	(ViST 200,17); dnos po gan dan gan spyad pa	(ViST 200,17); dños po gañ dan gaṅ spyad pa	google_blocked_wrong_target_plus_language_knowledge	medium	review	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	382	182	5	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	144,10); ~ rnams ni dnos kyi gdul bya rnams	144,10); ~ rnams ni dños kyi gdul bya rnams	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	382	192	2	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	Lex. dnos grub rnam 977/5 kyi nan nas / thun	Lex. dños grub rnam 977/5 kyi naṅ nas / thun	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	382	193	3	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	mon gi dnos grub bsam gtan dan po’i dnos	mon gi dños grub bsam gtan dan po’i dños	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	382	193	9	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	mon gi dnos grub bsam gtan dan po’i dnos	mon gi dños grub bsam gtan dan po’i dños	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	382	199	3	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	thun gyi dnos grub che chun ci rigs thob pa’i	thun gyi dños grub che chun ci rigs thob pa’i	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	383	3	7	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	163a); thams cad rig byed - dan ... dnos grub	163a); thams cad rig byed - dan ... dños grub	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	383	89	4	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	mchog thun gyı dnos grub che chun ci rigs	mchog thun gyı dños grub che chun ci rigs	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	396	225	4	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	= dan gar ni dnos grub sbyin (metr.)	= dan gar ni dños grub sbyin (metr.)	google_blocked_wrong_target_plus_language_knowledge	medium	review	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	486	54	4	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	mehr“ (Bca 9.15a); dnos po’i ~ ni / skad cıg	mehr“ (Bca 9.15a); dños po’i ~ ni / skad cıg	google_blocked_wrong_target_plus_language_knowledge	medium	review	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	503	39	2	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	Lex. dnos zon phan tshun brje ba’i tshon	Lex. dños zon phan tshun brje ba’i tshon	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	504	23	3	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	med pa’i dnos po rnams kyan dos po Itar ~	med pa’i dños po rnams kyaṅ dos po Itar ~	google_blocked_wrong_target_plus_language_knowledge	medium	review	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	521	16	8	TAREUCHI	TAKEUCHI	TAREUCHI	non_translit_context	tareuchi	takeuchi	citation_or_siglum	1978-79, t. 2, pl. 578 (Faksimile); IMAEDA/TAREUCHI 1990, t.	1978-79, t. 2, pl. 578 (Faksimile); IMAEDA/TAKEUCHI 1990, t.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for TAREUCHI; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	521	23	8	Jhäna$rimitra’s	Jñānaśrīmitra's	Jhänaśrimitra’s	unsafe_token_disagreement	jhanasrimitras	jnanasrimitras	dollar_ś	HAHN, Michael 2008: „The Sanskrit text of Jhäna$rimitra’s Vrttamälästuti.“ In:	"HAHN, Michael 2008: „The Sanskrit text of Jñānaśrīmitra's Vṛttamālāstuti."" In:"	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_1_34	581	79	8	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	(RoIN$ 36,10); rdo rje slob dpon ... dnos	(RoIN$ 36,10); rdo rje slob dpon ... dños	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	589	27	6	bzan	bzaṅ	bzaṅ	non_translit_context	bzan	bzan	google_tibetan_diacritic_disagreement	Pan chen blo gros legs bzan: ’Dul ba gZun ’grel. Ed.: SERMEY LIBRARY	Pan chen blo gros legs bzaṅ: 'Dul ba gźun 'grel. Ed.: SERMEY LIBRARY	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	589	27	9	gZun	gźun	gZun	non_translit_context	gzun	gzun	citation_or_siglum	Pan chen blo gros legs bzan: ’Dul ba gZun ’grel. Ed.: SERMEY LIBRARY	Pan chen blo gros legs bzaṅ: 'Dul ba gźun 'grel. Ed.: SERMEY LIBRARY	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for gZun; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	589	36	3	$es	ses	śes	unsafe_token_disagreement	ses	ses	dollar_ś	’Phags pa $es rab kyi pha rol tu phyin pa bdun brgya pa Zes bya ba theg pa	'Phags pa ses rab kyi pha rol tu phyin pa bdun brgya pa źes bya ba theg pa	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_1_34	589	36	14	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	’Phags pa $es rab kyi pha rol tu phyin pa bdun brgya pa Zes bya ba theg pa	'Phags pa ses rab kyi pha rol tu phyin pa bdun brgya pa źes bya ba theg pa	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	589	38	3	$$	Ses	śś	unsafe_token_disagreement	ss	ses	dollar_ś	Ed.: Derge-Kanjur, $$ rab sna tshogs, ka 148a1-174a1.	Ed.: Derge-Kanjur, Ses rab sna tshogs, ka 148a1-174a1.	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_1_34	589	40	6	$ul	śul	śul	unsafe_token_disagreement	sul	sul	dollar_ś	’Phags pa khyim bdag drag $ul can gyis Zus pa Zes bya ba theg pa chen po’i	'Phags pa khyim bdag drag śul can gyis źus pa źes bya ba theg pa chen po'i	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_1_34	589	40	9	Zus	źus	źus	unsafe_token_disagreement	zus	zus	google_tibetan_diacritic_disagreement	’Phags pa khyim bdag drag $ul can gyis Zus pa Zes bya ba theg pa chen po’i	'Phags pa khyim bdag drag śul can gyis źus pa źes bya ba theg pa chen po'i	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	589	40	11	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	’Phags pa khyim bdag drag $ul can gyis Zus pa Zes bya ba theg pa chen po’i	'Phags pa khyim bdag drag śul can gyis źus pa źes bya ba theg pa chen po'i	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	589	44	14	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	’Phags pa Ses rab kyi pha rol tu phyin pa bdun brgya pa Zes bya ba theg pa	'Phags pa ses rab kyi pha rol tu phyin pa bdun brgya pa źes bya ba theg pa	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_1_34	589	48	1	dNul	dṄul	dNul	non_translit_context	dnul	dnul	citation_or_siglum	dNul chu Dharmabhadra (1772-1851). Ed.: CHAMPA OSER 1973-1981.	dṄul chu Dharmabhadra (1772-1851). Ed.: CHAMPA OSER 1973-1981.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for dNul; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	589	49	9	dnos	dños	dṅos	blocked_alternate_witness_wrong_nasal_dnos	dnos	dnos	dngos_family	5: 443-449] sNags kyi yi ge’i klog tshul dnos bstan pa (Randtitel: sNags	5: 443-449] sṄags kyi yi ge'i klog tshul dños bstan pa (Randtitel: sÑags	google_blocked_wrong_target_plus_language_knowledge	high	exact_promotion_candidate	98	Google exposed the suspicious token but the dños alternate is rejected; Tibetan target is dṅos.			
wts_1_34	589	61	6	MACDONALD	Macdonald	MACDONALD	non_translit_context	macdonald	macdonald	citation_or_siglum	Ms., Fonds Pelliot Tibetain. Ed.: MACDONALD/IMAEDA 1978-79, t. 2,	Ms., Fonds Pelliot Tibétain. Ed.: Macdonald/IMAEDA 1978-79, t. 2,	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for MACDONALD; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_1_34	589	116	3	bzan-po’i	bzaṅ-po'i	bzaṅ-po'i	unsafe_token_disagreement	bzanpoi	bzanpoi	google_tibetan_diacritic_disagreement	Werksammlungen Kun-tu bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar	Werksammlungen Kun-tu bzaṅ-po'i dgons-pa zaṅ-thal, Ka-dag ran-byun ran-śar	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
