volume	page	line	token_index	tibetan_syllable	reviewed_canonical_target	aligned_source_token	additional_source_token	context_between	proposed_target	echo_category	evidence	review_status	reason	prior_decision	decision_rationale	active_queue	context_excerpt
wts_1_34	96	214	6	ཀོང	koṅ	koṅ	kon	 ausgehöhlt, holprig, vgl. Ikon 	koṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.			yes	ཀོང་ 'koṅ ausgehöhlt, holprig, vgl. Ikon kon;
wts_1_34	97	5	5	ཀོང	koṅ	koṅ	kon	 ka na, auch 	koṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཀོང་ཀ་ན་ koṅ ka na, auch kon ku na npr. ein Land
wts_1_34	97	41	2	ཀོང	caṅ	koṅ	can	 	caṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཀོང་ཅན་ koṅ can eine Speise.
wts_1_34	97	46	4	ཀོང	koṅ	koṅ	kon	 co, auch 	koṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཀོང་ཅོ་ koṅ co, auch kon jo chın. Titel für Prinzes-
wts_1_34	97	87	3	ཀོང	koṅ	koṅ	kon	 jo !	koṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཀོང་ཇོ་ koṅ jo !kon co.
wts_1_34	98	64	4	ཀོང	koṅ	koṅ	kon	 bu, vgl. '	koṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.			yes	ཀོང་བུ་ koṅ bu, vgl. 'kon po.
wts_1_34	98	221	3	ཀོང	koṅ	koṅ	kon	 yul 	koṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཀོང་ཡུལ་ koṅ yul kon po.
wts_1_34	107	127	4	ཤིང	siṅ	Siṅ	sin	 Iskyer 	siṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	ཀྱིར་ཤིང་ kyer Siṅ Iskyer sin.
wts_1_34	109	16	2	ཀྲུང	kruṅ	kruṅ	krun	 	kruṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	rejected	Manual review established that this krun represents Tibetan ཀླང, not an exact repetition of ཀྲུང.	no	ཀྲུང་ཀླང་ kruṅ krun \khrun khrun.
wts_1_34	121	136	4	ཁུང	khuṅ	khuṅ	khun	 \skar 	khuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached later form requires independent reference reconstruction.	no	དཀར་ཁུང་ dkar khuṅ \skar khun.
wts_1_34	156	49	4	རྐང	rkaṅ	rkahi	rkan	 mgyogs auch 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྐང་མགྱོགས་ rkahi mgyogs auch rkan ’gyogs
wts_1_34	157	24	3	རྐང	rkaṅ	rkaṅ	rkan	 btegs \	rkaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	རྐང་བཏེགས་ rkaṅ btegs \rkan stegs.
wts_1_34	157	44	4	རྐང	rkaṅ	rkaṅ	rkan	 stegs auch 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྐང་སྟེགས་ rkaṅ stegs auch rkan btegs Treppe,
wts_1_34	157	78	4	ཐུང	thuṅ	thuṅ	thun	 Irkan '	thuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Marker-attached later thun is not independently established as ཐུང.	no	རྐང་ཐུང་ rkaṅ thuṅ Irkan 'thun.
wts_1_34	157	104	6	རྐང	rkaṅ	rkaṅ	rkan	 mthil skyes, Kurzf. für 	rkaṅ	cross_reference_probable	same_line_entry_structure_after_positional_alignment	manual_review	Cross-reference language suggests, but does not prove, identity.			yes	རྐང་མཐིལ་སྐྱེས་ rkaṅ mthil skyes, Kurzf. für rkan
wts_1_34	157	112	4	རྐང	rkaṅ	rkaṅ	rkan	 ’thun auch 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྐང་འབུང་ rkaṅ ’thun auch rkan thun „Fußtrin-
wts_1_34	157	127	6	རྐང	rkaṅ	rkaṅ	rkan	 ’thuṅ dbaṅ po auch 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྐང་འཐུང་དབང་པོ་ rkaṅ ’thuṅ dbaṅ po auch rkan
wts_1_34	159	33	3	རྐང	rkaṅ	rkaṅ	rkan	 bam \	rkaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	རྐང་བམ་ rkaṅ bam \rkan ’bam.
wts_1_34	159	96	4	རྐང	rkaṅ	rkaṅ	rkan	 tshugs auch 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྐང་ཚུགས་ rkaṅ tshugs auch rkan btsugs.
wts_1_34	162	188	7	བྲང	braṅ	braṅ	bran	 dkar tkon rje 	braṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Marker-attached expression unresolved.	no	རྐོང་རྗེ་བྲང་དཀར་ rkon rje braṅ dkar tkon rje bran
wts_1_34	168	6	6	ཞང	Zaṅ	cog	Zan	 	Zaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	སྐ་ཅོག་ཞང་ ska cog 24/) 154 cog Zan.
wts_1_34	176	29	4	ཤེང	Seṅ	sen	Sen	 kam 	Seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	སྐམ་ཤེང་ skam sen kam Sen.
wts_1_34	180	107	5	བཟང	bzaṅ	bzani	bzan	 Tskal ba 	bzaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The damaged forms .bzani and Tskal obscure the relationship of the later token.	no	སྐལ་བཟང་ skal .bzani Tskal ba bzan po.
wts_1_34	193	56	4	ཐང	thaṅ	thaṅ	than	 \bskos 	thaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	སྐོས་ཐང་ skos thaṅ \bskos than.
wts_1_34	194	167	4	སེང	seṅ	bo	sen	 	seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The surrounding Tibetan and Latin expressions are damaged and do not establish this token independently.	no	AN ང་སེང་པོ་ skya bo sen sen po \skya sen sen
wts_1_34	194	167	5	སེང	seṅ	bo	sen	 sen 	seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The surrounding Tibetan and Latin expressions are damaged and do not establish this token independently.	no	AN ང་སེང་པོ་ skya bo sen sen po \skya sen sen
wts_1_34	194	167	8	སེང	seṅ	bo	sen	 sen sen po \skya 	seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached alternate expression remains unresolved.	no	AN ང་སེང་པོ་ skya bo sen sen po \skya sen sen
wts_1_34	194	167	9	སེང	seṅ	bo	sen	 sen sen po \skya sen 	seṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The backslash-attached alternate expression remains unresolved.	no	AN ང་སེང་པོ་ skya bo sen sen po \skya sen sen
wts_1_34	219	127	6	བགྲང	bgraṅ	bgraṅ	bgran	 ba Tskyon 	bgraṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	སྐྱོན་དུ་བགྲང་བ་ skyon du bgraṅ ba Tskyon bgran.
wts_1_34	232	78	6	ཐང	thaṅ	thaṅ	than	 auch bskol ba’i 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	བསྐོལ་ཐང་ bskol thaṅ auch bskol ba’i than med.,
wts_1_34	233	10	5	ཐང	thaṅ	thaṅ	than	 auch skos 	thaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	བསྐོས་ཐང་ bskos thaṅ auch skos than Bestim-
wts_1_34	277	28	4	ཁོང	khoṅ	khoṅ	khon	 sin I\	khoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	ཁོང་སིང་ khoṅ sin I\khon sen Schlucht.
wts_1_34	277	35	5	སང	siṅ	sen	sin	 auch khon 	siṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	།ཁང་སང་ khon sen auch khon sin, khon gsen
wts_1_34	329	48	4	ཤིང	siṅ	siṅ	sin	 V’ehri 	siṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	འཁྲིལ་ཤིང་ khril siṅ V’ehri sin.
wts_1_34	339	136	4	བྱང	byuṅ	byun	byun	 ma 	byuṅ	direct_repeated_tibetan_alignment	same_line_entry_structure_after_positional_alignment	manual_review	The Tibetan headword and Latin phrase repeat the same syllable in the same position and order.			yes	གང་བྱང་མ་བྱང་ gar byun ma byun Unsinn.
wts_1_34	350	60	6	ལིང	liṅ	liṅ	lin	 pa 1,97// 	liṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	The later token follows an illegible reference expression.	no	གི་ལིང་པ་ gi liṅ pa 1,97// lin.
wts_1_34	360	66	5	གོང	goṅ	goṅ	gon	 du ’khur pf. 	goṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	གོང་ད་འཁུར་ goṅ du ’khur pf. gon du khur ach-
wts_1_34	361	35	5	གོང	goṅ	ma	gon	 \	goṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	གཀོང་མ་གོང་མ་ gon ma 9077 ma \gon ma’i 907
wts_1_34	361	50	6	གོང	goṅ	goṅ	gon	 ma’i goṅ ma auch 	goṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	གོང་མའི་གོང་མ་ goṅ ma’i goṅ ma auch gon ma
wts_1_34	370	60	2	གྱོང	gyoṅ	gyon	gyon	 	gyoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	གྱོང་ཀྱོང་ gyon gyon hart, zäh, widerstandsfä-
wts_1_34	370	85	4	ཀྱོང	gyoṅ	gyoṅ	gyon	 po auch 	gyoṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཀྱོང་ཕོ་ gyoṅ po auch gyon ba hart, zäh, wider-
wts_1_34	370	106	4	ཀྱོང	gyoṅ	gyon	gyon	 rol auch 	gyoṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཀྱོང་རོལ་ gyon rol auch gyon ral Bez. für die
wts_1_34	387	114	2	གྲོང	groṅ	Saas	gron	""" "	groṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Damaged preceding material does not independently establish this echo.	no	"གྲོང་གི་ Saas"" gron gi gcan gzan Wächter,"
wts_1_34	391	6	5	ཁང	khaṅ	khaṅ	khan	 auch gra 	khaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	གྲུ་།ཁང་ grwa khaṅ auch gra khan Mönchsun-
wts_1_34	439	200	5	འགང	goṅ	gon	gon	 po ein Damon; 	goṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	འགང་པ gon po ein Damon; gon mo eine
wts_1_34	460	127	5	ཅང	caṅ	can	can	 auch rgya 	caṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	རྒྱ་ཅང་ raya can auch rgya can, rgya chan ein
wts_1_34	485	209	5	རིང	riṅ	riṅ	rin	 ↑ rgyu ma 	riṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later marker reference may contain རིང but is not independently aligned.	no	རྒྱད་རིང་ rgyud riṅ ↑ rgyu ma rin po.
wts_1_34	489	149	4	ཁུང	khuṅ	khuṅ	khun	 Tgab 	khuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later token is attached to an unresolved T-prefixed reference.	no	སྒབ་ཁུང་ sgab khuṅ Tgab khun.
wts_1_34	528	116	2	སྤོང	spoṅ	nan	spoh	 	spoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	& “་སྤོང་སྐྱེས་ nan spoh skyes Bez. für dürväa-
wts_1_34	535	152	8	བྱང	byuṅ	byun	byun	 pf. zu Ines par ’	byuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ངེས་པར་བྱང་ nes par byun pf. zu Ines par ’byun
wts_1_34	535	178	7	འབྱང	byuṅ	byun	byun	 pf. Tnes par 	byuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ངེས་པར་འབྱང་ nes par ’byun pf. Tnes par byun
wts_1_34	540	173	3	གནོང	gnoṅ	re	gnon	 	gnoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	རེ་གནོང་ no re gnon Tno gnon.
wts_1_34	540	173	5	གནོང	gnoṅ	re	gnon	 gnon Tno 	gnoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	རེ་གནོང་ no re gnon Tno gnon.
wts_1_34	547	174	4	བགྲང	bgraṅ	bgraṅ	bgran	 \rnan 	bgraṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	མངན་བགྲང་ mnan bgraṅ \rnan bgran.
wts_1_34	558	165	5	ང	khaṅ	khan	khan	 1,677¢ 	khaṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.			yes	རྔ་།ང་ rna khan 1,677¢ khan. Tungkuh.
wts_1_34	576	89	4	ཅང	caṅ	can	can	 seṅ auch 	caṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཅང་སེང་ can seṅ auch can se eine Gruppe von
wts_1_34	583	77	4	ཀྱང	kyaṅ	Ryan	kyan	 Tcinas 	kyaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.
wts_1_34	584	152	4	སྤྱང	spyaṅ	spyaṅ	spyan	 \lce 	spyaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	ཅེ་སྤྱང་ ce spyaṅ \lce spyan.
wts_1_34	628	53	2	ཆང	chuṅ	chaṅ	chun	 	chuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཆང་ཚུང་ chaṅ chun
wts_1_34	643	103	6	ཁང	khaṅ	khaṅ	khan	 auch chu yi 	khaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཆུ་།ཁང་ chu khaṅ auch chu yi khan pa Bez. für
wts_1_34	651	211	6	ཁང	khaṅ	khaṅ	khan	 pa Tchn 	khaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཆུ་ཡེ་ཁང་པ་ chu yi khaṅ pa Tchn khan.
wts_1_34	652	111	4	ཕུང	phuṅ	yi	phun	 	phuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Damaged or marker-attached expression unresolved.	no	"ཆུ་ཨི་ཕུང་ N"" chu yi phun po"
wts_1_34	665	76	7	སྙིང	siṅ	por	sin	 Iched 	siṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཆེད་ཀྱི་སྙིང་པོར་ ched kyi $77/77 por Iched sin.
wts_1_34	699	12	4	བཟུང	bzuṅ	Tchan	bzun	 	bzuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	འཆང་བཟུང་ (9) bzun Tchan bzun.
wts_1_34	720	3	4	ལྔང	ldaṅ	ljan	ldan	 ’dab 	ldaṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	rejected	Manual review establishes that the candidate is not an exact repetition of this Tibetan lemma.	no	འཇམ་ལྔང་འདབ་ལྡན་ am ljan ’dab ldan Bez. für
wts_1_34	731	190	6	རུང	ruṅ	run	run	 ba [ ?/0$ 	ruṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.			yes	འཇིགས་སུ་རུང་བ་ gs su run ba [ ?/0$ run.
wts_1_34	743	147	5	འབྲང	braṅ	braṅ	bran	 Irjes su '	braṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	རྗེས་འབྲང་ rjes 'braṅ Irjes su 'bran.
wts_1_34	744	30	5	བཟུང	bzuṅ	bzuṅ	bzun	 1705 su 	bzuṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	Frozen echo lacks independent exact lemma identity.	no	རྗེས་བཟུང་ rjes bzuṅ 1705 su bzun.
wts_1_34	748	84	6	འབྲང	braṅ	bren	bran	 Trjes su ’	braṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	རྫཾས་སུ་འབྲང་ rjes su bren Trjes su ’bran.
wts_1_34	754	150	7	ལང	laṅ	laṅ	lan	 Tbrjod kyis mi 	laṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	བརྗོད་མི་ལང་ brjod mi laṅ Tbrjod kyis mi lan.
wts_1_34	766	193	6	རྱོང	myoṅ	su	myon	 	myoṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཉམས་རྱོང་ 7777 myon [77⁄/77$ su myon.
wts_1_34	771	25	6	གུང	guṅ	guṅ	gun	 Wii /7777 	guṅ	damaged_reference	same_line_entry_structure_after_positional_alignment	defer	Damage obscures the relationship to the aligned lemma.	deferred	The later gun follows an illegible damaged expression, so its lexical identity is not independently established.	no	ཉི་མ་གུང་ ri ma guṅ Wii /7777 gun.
wts_1_34	792	86	5	སོང	soṅ	soṅ	son	 tie bar 	soṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	The later son follows a damaged tie bar expression and is not independently secure.	no	ཉེར་སོང་ ner soṅ tie bar son.
wts_1_34	804	213	4	གསུང	gsuṅ	mi	gsun	 	gsuṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Frozen echo lacks independent exact lemma identity.	no	གཉིས་སུ་མི་གསུང་བ་ gäls su mi gsun ba ein-
wts_1_34	871	167	8	རྐང	rkaṅ	rkaṅ	rkan	 pa auch tä la’i 	rkaṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཏ་ལའི་རྐང་པ་ ta la’i rkaṅ pa auch tä la’i rkan,
wts_1_34	874	169	3	ཏིང	dziṅ	tiṅ	dzin	 he ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ ངེ་ འཛིན་ tiṅ he ’dzin
wts_1_34	874	171	3	ཏིང	dziṅ	tiṅ	dzin	 ne ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན་ tiṅ ne ’dzin auch tiṅ ’dzin.
wts_1_34	874	171	6	ཏིང	dziṅ	tiṅ	dzin	 ne ’dzin auch tiṅ ’	dziṅ	explicit_same_lemma_repetition	same_line_entry_structure_after_positional_alignment	manual_review	The entry explicitly repeats an alternate form after auch.			yes	ཏིང་ངེ་འཛིན་ tiṅ ne ’dzin auch tiṅ ’dzin.
wts_1_34	875	1	3	ཏིང	dziṅ	tiṅ	dzin	 ne ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན་་ tiṅ ne ’dzin ...
wts_1_34	875	53	3	ཏིང	dziṅ	tun	dzin	 ne ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན་་ tun ne ’dzin ...
wts_1_34	875	104	2	ཏིང	tiṅ	N	tin	 ཉད་ 	tiṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.	deferred	Current evidence does not independently establish exact same-lemma identity.	no	ཏིང་ངེ་འཛིན མཉམ N ཉད་ tin ne ’dzin mÄam pa
wts_1_34	875	104	4	ཏིང	dziṅ	N	dzin	 ཉད་ tin ne ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན མཉམ N ཉད་ tin ne ’dzin mÄam pa
wts_1_34	875	111	3	ཏིང	dziṅ	tiṅ	dzin	 ne ’	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན་་”་ tiṅ ne ’dzin ...
wts_1_34	875	113	3	ཏིང	dziṅ	tiṅ	dzin	 ṅe '	dziṅ	uncertain	same_line_entry_structure_after_positional_alignment	defer	No explicit entry-structure cue establishes lemma identity.			yes	ཏིང་ངེ་འཛིན་བཟང་པོ་ tiṅ ṅe 'dzin bzaṅ po npr.
