source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_1_34	28	5	4	$	ś	guarded_dollar_to_sacute	Schuh und L. $, Dagyab. St. Augustin: VGH Wissenschaftsverlag (MTH Abt. 3, Bd. 3).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	28	42	11	$	ś	guarded_dollar_to_sacute	Dag yig Za ma tog, and the Dag yig Li $/’i gur khan. Ed. with detailed indices, from manus-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	32	28	1	$	ś	guarded_dollar_to_sacute	$,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	35	140	5	$$	śś	guarded_dollar_to_sacute	(1118 11); ye ses $$ bsgyur te kva chur gtan la	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	36	14	4	$	ś	guarded_dollar_to_sacute	ldka’ chen ye €$ rgyal	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	36	186	3	$	ś	guarded_dollar_to_sacute	'phags pa $ bdag la thugs brtse ba’i phyir byon	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	36	187	11	$	ś	guarded_dollar_to_sacute	nas „Ärya Mahäkätyäyana ist mir zuliebe gekommen“ (K1 ka 25754); ~$ / btsun pa / bka’	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	41	149	3	$	ś	guarded_dollar_to_sacute	= sum cu €$ dus mun pa sum cu sans „wenn	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	42	147	1	$	ś	guarded_dollar_to_sacute	$ -.. byan lam la bros „Kwa ’Od-mchog	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	46	193	5	$	ś	guarded_dollar_to_sacute	28425); yulka 47 bärana $ gron khyer gi drun	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	47	1	5	$	ś	guarded_dollar_to_sacute	ཀ་ཤི་ཀའི་རས་ ka Si /9¢/ 7%$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	51	190	11	$	ś	guarded_dollar_to_sacute	(ViśT 108,11); sprin la Zon dan ma 9?7/$ —	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	51	202	7	$	ś	guarded_dollar_to_sacute	Westen“ (Tär 198,2); rgyal po ~$ bstan pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	53	171	2	9$	9ś	guarded_dollar_to_sacute	7/9$ sdes — bsad „Bhimasena tötete Kicaka“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	54	176	3	7$	7ś	guarded_dollar_to_sacute	lDe-gtsug-rtsan. — chin. ‰‡@7$ 3 Chin-ch’eng	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	56	94	4	$	ś	guarded_dollar_to_sacute	Wind“ (Siiddh 3.21.9); ~$ khrag dran „Blut	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	57	180	2	7$7	7ś7	guarded_dollar_to_sacute	ཀུ་ཙི་ ku /7$7 ~ chin. ®T- ku-tzu Hirse.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	60	161	4	$77	ś77	guarded_dollar_to_sacute	lo sdom pa’i $77/77 po de kho na 77: bsdus pa slob	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	66	86	3	$	ś	guarded_dollar_to_sacute	Ed.: Derge-Kanjur, $€ rab sna tshogs, ka 142a4-143b5. Skt.: Varpya 1961, Bd. 1, pp.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	68	115	2	$77	ś77	guarded_dollar_to_sacute	ཀུན་སྙིང་ kun $77//2	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	68	165	9	$77	ś77	guarded_dollar_to_sacute	ཀུན་སྙིང་ kun 577/77 Kurzf. f. [5//77 dga’ $77/77 po,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	71	223	7	$	ś	guarded_dollar_to_sacute	zla ba dan / ni ma ¢ 977/$ ... lag pas ’dzin cin	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	72	66	10	$	ś	guarded_dollar_to_sacute	pa skye / skom pas ji ltar smig rgyu la / ~$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	80	15	11	$	ś	guarded_dollar_to_sacute	par byan ba Zes bya ba de ni mtha’ 977/$ so „das,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	81	156	2	9$	9ś	guarded_dollar_to_sacute	7/9$ pa’i dban gis ri dags rnams ni kun nas	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	83	119	3	$	ś	guarded_dollar_to_sacute	ཀུན་ཕན་སྙིང་རྗེའི་གཅེས་ཕྲུག་ kun phan $?7/?7 rje’i gces	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	83	196	4	$	ś	guarded_dollar_to_sacute	’gogpa dan / lam €$ so „was ist Wissen? Es ist	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	84	181	1	$	ś	guarded_dollar_to_sacute	— £€$ pa ... bsgom par bya „man soll über das	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	85	128	6	$	ś	guarded_dollar_to_sacute	ཀུན་གཞི་རྣམ་པར་ཤེས་པ་ kun gZi rmam par 4€$ pa,	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	85	151	8	$	ś	guarded_dollar_to_sacute	gnas la len pa’i nam par 4©$ pa Aid dan / sems	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	33	7	$	ś	guarded_dollar_to_sacute	ཀུན་ཤེས arg kun ses ko’n dinya Ikun $ kau	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	35	3	$	ś	guarded_dollar_to_sacute	ཀུན་ཤེས་ཀོ་ཏཱི་ནུ་ kun 4€$ kau ndi nya, auch kun ses	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	79	4	$	ś	guarded_dollar_to_sacute	g.yan dkar 977/$ / mo ma — gsum „erstens der	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	139	7	$	ś	guarded_dollar_to_sacute	dban po 77/ Su rtsa 977/$ kyi min); —r gyis sig =	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	175	4	9469$	9469ś	guarded_dollar_to_sacute	ཀུན་ཤེས་ཤིང་གཤེགས་པ་ kun Ses Sin 9469$ pa npr. ein	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	87	208	3	$	ś	guarded_dollar_to_sacute	slon 977/$ so „das Hervorbringen von Gedanken; die ursächliche Motivation und die Mo-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	91	153	2	$	ś	guarded_dollar_to_sacute	Lex. ///$ sogs dran por gyen du ’gren tshul „die	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	93	174	9	$	ś	guarded_dollar_to_sacute	Lex. klu bdud rdo rje rigs 9?7/$ kyi nan tshan	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	94	201	10	$	ś	guarded_dollar_to_sacute	sa sten 'di dag kos g.yogs su / de sed ~$ ga la	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	95	84	1	$	ś	guarded_dollar_to_sacute	$?7//77 bu „ein Werkzeug um kleine Löcher in	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	96	95	5	$	ś	guarded_dollar_to_sacute	ra oleosa (Lour.) Oken = $, trijuga Willd.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	99	199	1	6$5	6ś5	guarded_dollar_to_sacute	ཀོས་ ངྲ་ £6$5 säun, auch kos smyun schmales	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	102	22	12	$	ś	guarded_dollar_to_sacute	mIshur_ mTshur ston gZon nu sen ge (ca. 1150-1210): 75bad ma $ rab sgron ma. Ed.: Hucon	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	102	46	5	$	ś	guarded_dollar_to_sacute	"Svalp ""Phags pa 4¢$ rab kyi pha rol tu phyin pa yi ge fun nu Zes bya ba theg pa chen po’i mdo /"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	102	85	13	$	ś	guarded_dollar_to_sacute	of Herbert V. Guenther on his sixtieth birthday. Ed. byL.S.K. and K. $. Emeryville: Dharma	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	103	110	7	$	ś	guarded_dollar_to_sacute	AIR kyan (nach -g, -d, -b, ~$ und ausgefallenem	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	104	189	5	$	ś	guarded_dollar_to_sacute	ཀྱི་ 'kyi (nach -d, -b, -$), gi (nach -g und -n), gi	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	106	3	7	$	ś	guarded_dollar_to_sacute	5 ཨ་ཙརྨ་ཡེ་ཤེས་དབང་པོ་ kyi a tsarya ye 4©$ dbaṅ po	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	106	9	5	$	ś	guarded_dollar_to_sacute	ཀྱིན་ kyin (nach -d, -b, ~$ und ausgefallenem	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	106	40	5	$	ś	guarded_dollar_to_sacute	ཀྱིས་ kyis (nach -d, -b, ~$), gis (nach -g und -7),	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	107	77	5	$77	ś77	guarded_dollar_to_sacute	kyi hud sems can $77/77 re rje (metr.) „o weh, o	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	110	167	3	74$	74ś	guarded_dollar_to_sacute	ཀླད་ཚས་ klad /5/74$	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	111	50	3	46$	46ś	guarded_dollar_to_sacute	ཀླན་ཡེ་ཤེས་ཤེས་རབ་ klan ye 46$ sesrab N. eines der	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	112	135	1	$11111	ś11111	guarded_dollar_to_sacute	$11111-[)0 wurde nicht zum Gabenherren“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	116	58	2	5$	5ś	guarded_dollar_to_sacute	galtena ༡~5$ ... ’tsho ba daṅ bcas pa id gton pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	121	14	7	$	ś	guarded_dollar_to_sacute	47,12); gnag dan — dan 977/$ ka’ las (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	121	41	1	$	ś	guarded_dollar_to_sacute	$?70 — tsam „zartes Hellblau“ (brDa); — skya	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	123	146	2	7777$	7777ś	guarded_dollar_to_sacute	དཀར་འབྱམས་ dkar //7777$ intensiv weiß.	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	125	94	8	$	ś	guarded_dollar_to_sacute	„Hüfte“ (Bon 20,21); — //0 che ba = ///$ sbom	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	128	171	9	$	ś	guarded_dollar_to_sacute	(Rgs 5.62); rgya mtsho’i mtha’ la thug pa’i $;	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	130	199	1	0$	0ś	guarded_dollar_to_sacute	-.› £0$ dag gis — te „er umhüllte den Kasten	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	131	127	7	$5	ś5	guarded_dollar_to_sacute	verwirrt sind“ (Samv 18.19c); de 977/$5 kyis	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	132	22	1	$7	ś7	guarded_dollar_to_sacute	$7/ sian rnams kyan — „sie schlugen auch	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	133	7	3	$	ś	guarded_dollar_to_sacute	Lex. — 977/$ pa = lan gfüis pa „das zweite Mal“	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	135	112	7	$	ś	guarded_dollar_to_sacute	pa lha sku phren la Zal $¢ bka’ rgyud Zes bya	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	144	109	9	776$	776ś	guarded_dollar_to_sacute	fanten“ (Suv 146,23); kbo bo nid kyi 776$ par	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	144	118	7	$	ś	guarded_dollar_to_sacute	(ViśT 232,25); ’dul mnon 977/$ kyi dpe cha	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	144	190	2	$750	ś750	guarded_dollar_to_sacute	fen“ ($750 162); bsäen par rdzogs par bya ba	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	146	30	4	$	ś	guarded_dollar_to_sacute	Lex. — ba = /7€$ pa (brDa).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	150	17	1	$20	ś20	guarded_dollar_to_sacute	$20); rabs chad dam bkyon bab na yaṅ „auch	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	150	202	8	$	ś	guarded_dollar_to_sacute	ba’am phun sum tshogs pa’i don „1. $, v. das	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	151	118	2	$	ś	guarded_dollar_to_sacute	བཀྲ་ཤིས་དུང་ bkra £$ dun eine Art Trompeten-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	151	137	9	$	ś	guarded_dollar_to_sacute	(Suv 103,11, skt. 132,1); bkra mi ¡$ pa ’di	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	151	173	2	47$	47ś	guarded_dollar_to_sacute	བཀྲ་ཤིས་རྫས་བརྒྱད་ bkra 47$ rdzas brgyad die acht	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	152	164	8	$77	ś77	guarded_dollar_to_sacute	und wusch sie“ (PT1289 12); gzugs can $77/72	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	152	206	4	$	ś	guarded_dollar_to_sacute	rgya dpun 07($) mdun nas dkris (r. —) te „die	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	155	68	8	$77	ś77	guarded_dollar_to_sacute	(Prav 34,7); rgyal po gzugs can $77//? pos 'phrin	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	156	211	5	$	ś	guarded_dollar_to_sacute	tshe {b}rkan 977/$ gtso bo khyed bltams tshe / sa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	158	48	3	$	ś	guarded_dollar_to_sacute	25647); — 977/$ bkrus nas „als er sich beide	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	158	201	4	9$	9ś	guarded_dollar_to_sacute	རྐང་པ་ཞིགས་པ་ rkan pa 2:9$ pa eine Hautkrank-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	159	167	5	74$	74ś	guarded_dollar_to_sacute	རྐང་ཟུག་ཡ་གཅིག་འཇས་པ་ rkan zug ya gcig 74$ pa	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	161	171	8	$	ś	guarded_dollar_to_sacute	dag tu ni / gnas ni 9?7/$ 977/5 dag tu gtsug „an der	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	161	177	5	$	ś	guarded_dollar_to_sacute	rkub kyi nos 977/$ kyi on do „die beiden Ge-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	162	15	6	$	ś	guarded_dollar_to_sacute	(Vmst 11c); brla dan —’an ///$ ma yin (metr.)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	163	67	3	$0	ś0	guarded_dollar_to_sacute	Lex. so — = $0 7 dri, skt. danta-malam „Zahnbelag“ (Mvy 4045).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	164	10	7	$	ś	guarded_dollar_to_sacute	Lex. rkyan khug= — dan khugpa 977/$ „ausge-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	164	189	3	$	ś	guarded_dollar_to_sacute	mo 977/$ su ’dod (metr.) „die natürlich erzeugte [d. h. Vokalmusik] und die auf anderer	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	165	12	6	$	ś	guarded_dollar_to_sacute	mams ’chi ba’i — 9?7/$ te (metr.) „es gibt zwei	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	165	43	4	$	ś	guarded_dollar_to_sacute	174a1); rgyu 977/$ dan — 977/$ kyis tshe rin bar	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	165	43	7	$	ś	guarded_dollar_to_sacute	174a1); rgyu 977/$ dan — 977/$ kyis tshe rin bar	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_1_34	165	148	3	$751	ś751	guarded_dollar_to_sacute	Existenzgrundlage aus“ ($751 41b2).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
