volume	page	line	token_index	tibetan_syllable	source_latin_token	source_signature	proposed_latin_target	compatible_accepted_target_count	compatible_competing_form_counts	incompatible_dotted_form_counts	same_tibetan_dotted_evidence_total	old_alignment_category	source_compatible_category	damage_scope	syllable_identity_guard	confidence	suggested_action	transcription_integrity_status	transcription_integrity_violations	alignment_review_status	context_excerpt	reason_for_deferral
wts_1_34	202	56	1	ང	skyun	skyu<FINAL_NASAL>		0		naṅ:3; boṅ:3; byaṅ:3; ldoṅ:2; byuṅ:2; khaṅ:1; gduṅ:1; ldiṅ:1; snaṅ:1; dpuṅ:1; phuṅ:1; siṅ:1; braṅ:1; smyuṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ང་པོ་ skyun po Ahle, Pfriem, Stichel.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	207	100	2	སྔོང	sdon	sdo<FINAL_NASAL>		0		sbyoṅ:1	1	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	སྐྱེ་སྔོང་ skye sdon ein Baum.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	226	146	1	བསླང	bskan	bska<FINAL_NASAL>		0		bskyuṅ:1; bslaṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	བསླང་ bskan fur. t'skon erfüllen; zufrieden-	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	228	165	1	བསླང	bskun	bsku<FINAL_NASAL>		0		bskyuṅ:1; bslaṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	བསླང་ bskun fut. zu tskun verbergen.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	244	160	4	ཕྱང	phyun	phyu<FINAL_NASAL>		0		phyaṅ:9; pyaṅ:1; pphyaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	245	60	2	ཉུང	run	ru<FINAL_NASAL>		0		ñuṅ:4	4	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁ་ཉུང་ kha run wortkarg.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	250	109	2	ཕྱང	byan	bya<FINAL_NASAL>		0		phyaṅ:9; pyaṅ:1; pphyaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།ཁ་ཕྱང་བ་ kha byan ba	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	256	35	4	སང	Ton	To<FINAL_NASAL>		0		saṅ:9; siṅ:1; sdaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_marker_attached	latin_headword_overlap	target_unresolved_no_anchor	manual	separate_marker_and_final_ng_review	target_unresolved_no_anchor		marker_or_damage	།ཁ་སང་ 45/¢ san 72. Ton, Laut.	Reference-marker reconstruction requires independent evidence.
wts_1_34	257	53	1	ཁང	kan	ka<FINAL_NASAL>		0		khaṅ:89; kbaṅ:4	93	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁང་ཁུང་ kan khuṅ	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	258	47	1	བང	Rhan	Rha<FINAL_NASAL>		0		baṅ:14; dbaṅ:4; bahṅ:1; buṅ:1; byaṅ:1; byiṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།བང་བྱུ་ Rhan bu Häuschen, kleine Behausung.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	258	54	1	བང	khan	kha<FINAL_NASAL>		0		baṅ:14; dbaṅ:4; bahṅ:1; buṅ:1; byaṅ:1; byiṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།བང་རྩ་ khan rtsa	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	258	106	1	བང	khan	kha<FINAL_NASAL>		0		baṅ:14; dbaṅ:4; bahṅ:1; buṅ:1; byaṅ:1; byiṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།བང་རྩ་ * khan rtsa Fundament, Grundmauer.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	258	201	1	བང	khan	kha<FINAL_NASAL>		0		baṅ:14; dbaṅ:4; bahṅ:1; buṅ:1; byaṅ:1; byiṅ:1	22	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།བང་སྲངས་ khan sruns Haushälterin.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	261	3	2	ཤེང	sen	se<FINAL_NASAL>		0		Siṅ:1; Seṅ:1	2	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁམ་ཤེང་ kham sen Tkam sen.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	267	52	1	ཁུང	Rhun	Rhu<FINAL_NASAL>		0		khuṅ:36; kbuṅ:1	37	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁུང་ཉལ་ Rhun nal.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	276	51	1	ཁང	khon	kho<FINAL_NASAL>		0		khaṅ:89; kbaṅ:4	93	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།ཁང་།ཁྲ་ khon khro auch khon khro ba Zorn,	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	276	92	1	ཁོང	Khon	Kho<FINAL_NASAL>		0		khoṅ:28; kboṅ:1	29	dominant_internal_consensus	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁོང་སྒྲིལ་ Khon sgril Fesseln.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	276	175	1	ཁོང	ikhon	ikho<FINAL_NASAL>		0		khoṅ:28; kboṅ:1	29	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁོང་པ་ ikhon pa 1'khon.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	277	35	1	ཁང	khon	kho<FINAL_NASAL>		0		khaṅ:89; kbaṅ:4	93	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།ཁང་སང་ khon sen auch khon sin, khon gsen	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	277	35	2	སང	sen	se<FINAL_NASAL>		0		saṅ:9; siṅ:1; sdaṅ:1	11	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	།ཁང་སང་ khon sen auch khon sin, khon gsen	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	280	44	3	འབུང	thun	thu<FINAL_NASAL>		0		Duṅ:1; buṅ:1; baṅ:1	3	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁྱད་པར་འབུང་ khyad par ’thun Bez. für Mond.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	287	69	1	ཀྱང	khyun	khyu<FINAL_NASAL>		0		kyaṅ:7; gyaṅ:1; byaṅ:1	9	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཀྱང་སྡེར་ khyun sder eine Heilpflanze.	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
wts_1_34	287	97	1	ཁུང	khyun	khyu<FINAL_NASAL>		0		khuṅ:36; kbuṅ:1	37	not_emitted_by_legacy_global_target	source_compatible_no_anchor	none	target_unresolved_no_anchor	diagnostic	alignment_and_target_discovery	target_unresolved_no_anchor		unresolved	ཁུང་སེང་འདས་པ་ khyun seṅ ’dus pa achtfüßiger	No case-sensitive compatible dotted anchor is available; this diagnostic establishes no canonical target.
