volume	page	line	token	candidate_family	proposed_target	context_excerpt	evidence	confidence	suggested_action	score	score_explanation
wts_1_34	30	62	admın	dotless_i	admin	admın.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	77	fascıculus	dotless_i	fasciculus	fascıculus; Faszikel	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	81	folıum	dotless_i	folium	folıum, folia; Blatt, Blätter	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	93	pagıiniert	dotless_i	pagiiniert	getrennt pagıiniert	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	110	Indo-Iranıan	dotless_i	Indo-Iranian	Indo-Iranıan Journal	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	125	ıl	dotless_i	il	Istituto Italiano per ıl Medio ed Estremo Oriente (Rom)	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	31	264	pagına	dotless_i	pagina	pagına, paginae; Seite, Seiten	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	32	120	Dolanjı	dotless_i	Dolanji	Tibetan Bonpo Monastic Centre (Dolanjı)	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	32	250	Ixıu	dotless_i	Ixiu	Ixıu	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	33	72	kakanı	dotless_i	kakani	— skt. kakanı.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	34	22	rakaparı	dotless_i	rakapari	‚rakaparı, kakapari‘. Vimala[mitra] würdigte	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	34	80	arıver	dotless_i	ariver	Lex. n. of arıver (SCD).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	34	88	Kakerıya	dotless_i	Kakeriya	senden Bäumen ... [darunter] Kakerıya“ (K45	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	34	118	litatıiv	dotless_i	litatiiv	litatıiv] gut, wenn es luftig ist“ (gYu 297,1);	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	36	101	katarı	dotless_i	katari	ཀ་ཏ་རུ་ katarı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	37	39	Katı	dotless_i	Kati	katyäyani Nachfahrin des Katı.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	38	78	IserınG	dotless_i	IserinG	(Emer/ IserınG 1979: 463; Dunk).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	40	222	kamacandıra	dotless_i	kamacandira	diens. — skt. kamacandıra.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	42	33	nıgrum	dotless_i	nigrum	(PW), Solanum nıgrum Linn. (MAcki 62).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	42	44	käcalın-	dotless_i	käcalin-	sehr weicher Stoff. ~ zu skt. käcalın-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	44	62	kalagnı	dotless_i	kalagni	kalagnı.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	56	Käsıkä	dotless_i	Käsikä	Jambudvipa sind Käsıkä, Kalasa und Ma-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	150	landı	dotless_i	landi	ag kä landı ırrt. für Ika lindi.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	150	ırrt	dotless_i	irrt	ag kä landı ırrt. für Ika lindi.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	156	sıman	dotless_i	siman	Lex. sıman Zig (Dagy).	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	162	Inarı	dotless_i	Inari	Silber; Kurzf. für tkapala, Inarı mchod ka //.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	187	kalı	dotless_i	kali	sonanten. — skt. kalı.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	45	205	Kalıkä-Pflanze	dotless_i	Kalikä-Pflanze	Stengel der Kalıkä-Pflanze immer mehr	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	46	4	kalıdasa	dotless_i	kalidasa	kalıdasa.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	46	206	käsıka	dotless_i	käsika	Lex. käsıka° (Mvy 9176); yul gyi min ste mdo	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	47	3	Käsıkä	dotless_i	Käsikä	heißt es: ‚In Jambudvipa sind Käsıkä, Kalasa	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	47	32	śı’i	dotless_i	śi’i	dar ram ... yul ka śı’i ras phran „Seide oder ...	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	47	38	käsıjäta	dotless_i	käsijäta	mane. -- skt. käsıjäta.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	47	41	kasısunda-	dotless_i	kasisunda-	Kurtisane. — skt. kasısunda-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	48	121	käncı	dotless_i	känci	MR kaiitsi ein Ort in Südindien. - skt. käncı.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	50	19	häufı-	dotless_i	häufi-	ཀམ་མེ་ཀེམ་མེ་ kam me kem me (skem pa?) häufı-	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	50	92	gZı	dotless_i	gZi	Hagel, Blitzschläge, —“ (gZı 2: 64,3).	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	51	147	karkatıkä	dotless_i	karkatikä	karkatıkä = shin po (Mvy 6239).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	52	28	karnıka	dotless_i	karnika	schmuck. - skt. karnıka.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	52	45	Karnıkära	dotless_i	Karnikära	Karnıkära [u.a.] ist vorzüglich zur Beseiti-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	52	93	ım	dotless_i	im	ཀྨརྨ་ཌཱཀི་ karma däki eine Göttin ım Gefolge des	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	53	87	chın	dotless_i	chin	ཀི་ཀང་ 'ki kan Beiname des Rähu. -- vgl. chın.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	53	150	kinıhi	dotless_i	kinihi	ཀི་ནིའི་ ki 7777 eine Heilpflanze. — skt. kinıhi	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	54	79	Kımsuka-Bau-	dotless_i	Kimsuka-Bau-	erfolgt, schütte man Alkali des Kımsuka-Bau-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	54	115	Igın	dotless_i	Igin	ཀིན་ kin 111 alttib. Texten für Igın.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	55	100	kılikıläyitam	dotless_i	kilikiläyitam	dar dir ku co) ca co =kılikıläyitam (Mvy 2787);	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	56	166	Bon-Gottheıt	dotless_i	Bon-Gottheit	N. einer Bon-Gottheıt.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	57	32	weıß	dotless_i	weiß	Knochen war [weıß] wie Schnee und Kumu-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	58	10	yıg	dotless_i	yig	Lex. 77. ku yıg word directly spoken by	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	60	127	kusälı	dotless_i	kusäli	kriyogmtha’ dag gsan pa’i brgyud pani / kusälı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	61	100	satıvus	dotless_i	sativus	satıvus Linn. (Das 433).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	62	23	ävısaya	dotless_i	ävisaya	Lex. ävısaya (?),vyoma (Tshe 321); nam mkha’	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	62	118	zornıg	dotless_i	zornig	war sie zornıg“ (K841(2) 20622).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	62	133	śvämıtra	dotless_i	śvämitra	śvämıtra.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	64	72	äramıkah	dotless_i	äramikah	Lex. äramıkah (Mvy 3843).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	64	121	Yısün	dotless_i	Yisün	Yısün Temür.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	66	84	KımurA	dotless_i	KimurA	(Ergänze beim bestehenden Eintrag:) Skt. 1: Durr 1934; 2-5: KımurA 1986-1992.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	67	89	HorıInGer	dotless_i	HoriInGer	HorıInGer, Marcel 1982-90: Le congres du lac Anavatapta. Vies de saints bouddhiques. Extraits du	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	68	99	bannı	dotless_i	banni	sbyor bannı ... — „die Yoga-Abschnitte [sind]:	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	68	106	parıghätana	dotless_i	parighätana	Lex. parıghätana (Tshe 3b3).	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	70	6	vyajıhma	dotless_i	vyajihma	ist (vyajıhma)“ (Nägn 22,3).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	70	186	parisphärayatı	dotless_i	parisphärayati	Lex. kun tn rgyas par byed = parisphärayatı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	71	21	Rsı	dotless_i	Rsi	4. Weiser, Seher (Rsı).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	71	65	samdhävatı	dotless_i	samdhävati	men (samdhävatı)“ (K14 2456).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	71	200	nıchten	dotless_i	nichten	nıchten; vgl. Tkun ’joms.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	72	11	parimärjayatı	dotless_i	parimärjayati	drasüryan ... päninä parämrsati parimärjayatı	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	72	122	älokıtah	dotless_i	älokitah	Lex. synon. mdun du lta ba, skt. älokıtah	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	73	18	samvyavaharıkam	dotless_i	samvyavaharikam	Lex. samvyavaharıkam „im Verkehr üblich,	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	74	20	avabhäsayantı	dotless_i	avabhäsayanti	tet (avabhäsayantı)“ (K12 43a2, skt. 37,27);	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	74	78	mıg	dotless_i	mig	tn mıg.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	76	15	parı-	dotless_i	pari-	Geist wird, wenn man ihm nachspürt (parı-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	76	179	Hım-	dotless_i	Him-	— ’gyur (metr.) „weil [ich] in allen vier Hım-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	77	55	cın	dotless_i	cin	span spos pu 4¢/ ... cha miams ... — cın (metr.)	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	79	45	’nuparıksiptam	dotless_i	’nupariksiptam	umgeben (samantato ’nuparıksiptam) von	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	79	205	avavırthä	dotless_i	avavirthä	Lex. avavırthä (r. ävyta) „bedeckt“ (Tshe	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	79	217	ätatäyın	dotless_i	ätatäyin	Lex. ätatäyın „mit bewaffneter Hand jmds.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	80	42	ekäntaklıstäh	dotless_i	ekäntaklistäh	ni... — can = ime sattva ... ekäntaklıstäh „diese Wesen sind ganz befleckt“ (in Mvy 184);	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	81	24	äghätayatı	dotless_i	äghätayati	hatred for (BHSD 5. v. äghätayatı).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	81	102	vyalumpantı	dotless_i	vyalumpanti	Wassertropfen ihn benetzen (vyalumpantı)“	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	82	166	snaṅı	dotless_i	snaṅi	ཀུན་སྣང་ kun snaṅı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	82	183	ın	dotless_i	in	Lex. samutthäpakah (Mvy 4683, ın der Abt.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	83	39	wıdmete	dotless_i	widmete	tion wıdmete, wurde er als Asket berühmt“	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	83	104	samcarı	dotless_i	samcari	Lex. samcarı (r. samcäri) „sich ergehend,	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	86	34	sMan-ıı	dotless_i	sMan-ii	von sMan-ıı, inthronisiert 1464.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	87	20	eın	dotless_i	ein	ཀུན་ལེན་ kun len npr. eın Weiser, der die sino-ti-	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	87	141	ärägayatı	dotless_i	ärägayati	thob par byed = ajhäm ärägayatı (Mvy 7602),	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	88	43	eın	dotless_i	ein	ཀུན་གསོད་ kun gsod eın Dämon.	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	89	132	sın	dotless_i	sin	seinem Gemüt“ (Megh 33); — sın (skt. keta-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	89	167	eın	dotless_i	ein	ཀེ་བང་ ke baṅ, auch ke wan npr. eın chinesischer	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	91	19	yı	dotless_i	yi	(asthini), keine anderen“ (Bca 8.42a); mi yı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	91	47	TıLa	dotless_i	TiLa	(TıLa 14,10).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	91	122	VaıNth	dotless_i	VaiNth	dpal bses-gnien“ (VaıNth 69,6); brag dmar —	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	93	63	Kın	dotless_i	Kin	Kın	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	95	121	offıcinalıs	dotless_i	officinalis	für skt. kolavalli Pothos offıcinalıs,	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	97	46	chın	dotless_i	chin	ཀོང་ཅོ་ koṅ co, auch kon jo chın. Titel für Prinzes-	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	99	74	nepalensıs	dotless_i	nepalensis	zia nepalensıs (Kunze) Kitam. (KLETTER/	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	99	174	eın	dotless_i	ein	ཀོལ་ད་ལཾ་ kol da lam eın Parfüm; vgl. †590 /¢7	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	103	90	śın	dotless_i	śin	sersucht“ (Vdk 2: 341,6); — śın gi phun	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	104	59	sıe	dotless_i	sie	sie beschützen, werden sıe sterben“	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	104	141	kelı	dotless_i	keli	oder Scherzwort (KlonD 736,1); krida, kelı,	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	105	4	śa’ı	dotless_i	śa’i	goldener Behälter“ (Suv 155,16); bru śa’ı yi	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	106	135	tkyı	dotless_i	tkyi	det; vgl. tkyı 4.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	108	3	Zın	dotless_i	Zin	gen Bäume [mit Wasser]“ (Nägn 19,19); Zın	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	108	54	krı	dotless_i	kri	ཀྲི་ཀྲི་ £©)7 krı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	108	212	zeylanıca	dotless_i	zeylanica	Plumbago zeylanıca Linn. (Macri 1988: 43,	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	110	127	ın	dotless_i	in	gZag bar ༡ zer „ın einem Lehrtext nennt man	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	110	148	Zın	dotless_i	Zin	(Ahs 1.5.12a); mar min ... — ... sbyon Zın	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	112	18	MıgTo	dotless_i	MigTo	durchzuführen“ (MıgTo 214,7).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	112	25	wırd	dotless_i	wird	hen wırd; vgl. Kvaerne 1975: 53.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	112	153	nagajıhvika	dotless_i	nagajihvika	Lex. nagajıhvika (Ak 247.108b).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	112	189	MıgTo	dotless_i	MigTo	Nägas aus Teig herstellen“ (MıgTo 302,16).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	113	52	KıErter	dotless_i	KiErter	tidea (Schrenk) C. B. Clarke (KıErter/	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	115	15	Glu-’brın	dotless_i	Glu-’brin	men, das sind Glu-rab bzan-do-re, Glu-’brın	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	119	100	Agnıveśa	dotless_i	Agniveśa	than la gnas dan me bZin ’jug / — „Dhanvantari, Agnıveśa, Bhäradväja [u. a.]“ (K841(2)	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	121	37	harita-kapısa	dotless_i	harita-kapisa	ge sar — ser (metr.) „weißgelbe (abw. skt. harita-kapısa gelbbraune) Staubfäden“ (Megh	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	121	94	MıgTo	dotless_i	MigTo	(MıgTo 85,16).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	122	192	parıpürna-Sukla-	dotless_i	paripürna-Sukla-	chos — yons su rdzogs pa = parıpürna-Sukla-	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	125	56	MıgTo	dotless_i	MigTo	(MıgTo 85,16).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	126	76	gsarı	dotless_i	gsari	voller Reichtümer waren“ (sBa 88,3); gsarı	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	129	101	mahämandalıkab	dotless_i	mahämandalikab	Lex. mahämandalıkab (Mvy 3355).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	129	184	rın	dotless_i	rin	pen“ (Liś 23,4; ähnl. KlonD 738,2); — rın =	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	131	20	desayısyamah	dotless_i	desayisyamah	desayısyamah „mit umwickeltem Kopf wer-	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	131	177	männlıchen	dotless_i	männlichen	Lex. pho mtshan gyi tog „Spitze des männlıchen Gliedes“ (116 31,12, brDa, Dagy); pho	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	133	139	läßı	dotless_i	läßi	läßı“ (Ps 25b); mes po’i — las ’da’ bar bya ba	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	134	157	ıns	dotless_i	ins	"reiste ıns ’""A-Za-Land; unterdessen erschien"	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	137	9	MacponaıD	dotless_i	MacponaiD	vgl. TLTD 2: 53 £. (Nr. 10), MacponaıD 1971: 251-255.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	139	25	nañı	dotless_i	nañi	(IsKh 1: 96,5); rgyal po ran 97 — de’i nañı nas	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	140	115	gnädıg	dotless_i	gnädig	„das ist sehr gnädıg“ (Tson Nth 5,11b3).	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	147	127	yıg	dotless_i	yig	ken niedergelegt“ (Tär 181,10); gras yıg spyı	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	147	127	spyı	dotless_i	spyi	ken niedergelegt“ (Tär 181,10); gras yıg spyı	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	147	148	besıedeln	dotless_i	besiedeln	5. besıedeln, sich niederlassen.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	147	180	yanı	dotless_i	yani	lassen worden“ (MTH3/5/31 29); — ’di yanı	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	148	136	samädhıh	dotless_i	samädhih	näma samädhıh (Mvy 592).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	148	142	samädhıh	dotless_i	samädhih	näma samädhıh (Mvy 613).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	150	34	gZı	dotless_i	gZi	führt werden“ (gZı 3: 71,5).	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	151	95	rı	dotless_i	ri	vollständig“ (Glr 63,15); rin cen — sogs ... rı	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	152	161	takrı	dotless_i	takri	takrı.	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	153	36	nirmädayısyämah	dotless_i	nirmädayisyämah	lhun bzed mi — = pätram nirmädayısyämah	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	154	145	säın	dotless_i	säin	pa mit Gift ermordet“ (Nel 304); säın khar	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
wts_1_34	156	52	jamghäcärıka	dotless_i	jamghäcärika	jamghäcärıka).	orthography_scan	low	review	20	Dotless i is likely OCR damage in transliteration.
wts_1_34	156	167	ıkan	dotless_i	ikan	རྐང་གཉིས་ ıkan 97/5	orthography_scan	medium	review	45	Dotless i is likely OCR damage in transliteration.
