volume	page	line	token_index	source_file	source_queue	source_token	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_excerpt	zone	near_tibetan_script	near_transliteration	near_vgl	near_headword	candidate_family	confidence	suggested_action	notes
wts_1_34	51	159	2	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	mkhris	mkhris	dbugs mi bde ba dan / lud pa dan / mkhris pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	51	186	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	gZon nu dan / — dan phug na gnas pa dan /	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	52	181	2	wts_1_34_corrected_full.txt	corrected_text_scan	Idan	I	↑	upward	dan	dan	mThon-ba don-Idan; 7. Karma Chos-grags	german_prose_with_translit	0	1	1	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	52	206	1	wts_1_34_corrected_full.txt	corrected_text_scan	Idan	I	↑	upward	dan	dan	śugs-Idan (Neb 139).	german_prose_with_translit	0	1	1	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	54	185	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	btsan	btsan	kim Sin kon co / btsan po’i khab tn blans	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	55	91	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	sgra	sgra	ri brags kun tshig pas ca co dan ༡~”/ sgra chen po	example_tibetan_latin	1	1	1	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	55	110	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgya	rgya	chu phran chun chun ca co che / rgya mtsho ku co	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	57	73	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	bstan	bstan	zab rgyas chos kyi bsil zer ’bum ’dzags pas/ bstan	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	58	6	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	bka’	bka’	bka’ ni nam dag ces bya ste / — bka’ zes rab tu	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	59	37	1	wts_1_34_corrected_full.txt	corrected_text_scan	Irgya	I	↑	upward	rgya	rgya	Lex. Irgya sran (gYu 292,18).	german_prose	0	1	1	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	61	13	1	wts_1_34_corrected_full.txt	corrected_text_scan	\dpyid	\	↑	upward	dpyid	dpyid	Lex. dpyid kyi pho üa’am khu byug „\dpyid kyi	german_prose_with_translit	0	1	0	0	ocr_prefix_backslash_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	62	191	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gnas	gnas	— sin ljon mchod rten la / gnas pa dag... „die in	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	63	84	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	tshig	tshig	— dan / tshig srun ba dan / — tshig brjod pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	63	84	2	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	tshig	tshig	— dan / tshig srun ba dan / — tshig brjod pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	63	113	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyal	rgyal	bla ma — pa / rgyal po bu yan tu / go gan / yi sun	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	63	142	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	nan	nan	dpon po dkon mchog rin chen dan / nan pa ¬~	german_prose_with_translit	0	1	1	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	63	180	1	wts_1_34_corrected_full.txt	corrected_text_scan	Imkhan-chen	I	↑	upward	mkhan-chen	mkhan-chen	Imkhan-chen Kun-dga’ zla-od verfaßte einen	german_prose_with_translit	0	1	0	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	64	60	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dge	dge	bka’ stsal pa ... —’am / dge bsñen gyis sba bar	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	64	227	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gtso	gtso	dan reg pa lṅa / gtso sems kun gyi ’khor du ni /	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	65	89	3	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	pa dan / ’dzin pa dan / klog pa dan / — dan /	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	68	141	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	rdzu ’phrul gyi cho ’phrul dan / — dan / rjes su	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	68	141	2	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rjes	rjes	rdzu ’phrul gyi cho ’phrul dan / — dan / rjes su	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	69	100	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	ran	ran	—r ’gyur ba’i gnas yin la / ran gi ’byor pa dan /	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	69	111	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyal	rgyal	gnas yin Ze na / rgyal po dan rkun po la sogs pa	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	70	23	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	lha	lha	rnams kun ’khrugs las ’chi ba / lha las gyur pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	72	147	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	ran	ran	daṅ bral ba’i phyir / ran bZin med pa nid kun	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	73	101	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	chos	chos	gan yod ces / chos smra rin chen sogs pa kun tu	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	74	13	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyn	rgyn	lta ba dan mthu ci lta bar —r byed / rgyn skar	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	74	85	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyal	rgyal	khyod kyan / rgyal ba de bZin gśegs par ’byun	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	75	29	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyal	rgyal	rgyal po byun ba mthon nas ni / rgyal po’i	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	76	91	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	lta	lta	pa dan / lta ba dan kun tu zab (r.zag) pa’i bag	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	76	140	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	mchod	mchod	bzan spyod las gsuns pa yi / mchod pa rnam pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	76	155	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	kun tu bzan po dan / — dan „Samantabhadra	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	76	214	4	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	ldeg	ldeg	gul / rab in ’gul / — ’gulto // ldeg /rab tu ldeg	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	76	215	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	ldeg	ldeg	/ — ldeg go / ’khrugs / rab tn ’khrugs / —	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	77	140	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	chos	chos	kyan bya Ze na / chos kyi bag chags kyi sa bon	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	78	15	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gan	gan	mtshan nid dan / gan gyi dban gi mtshan 7/7	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	78	33	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	spyir	spyir	btags pa lta bu la bya / spyir na gzun ba dan	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	80	101	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gan	gan	gan phyin ci log kun nas mi ldan ba dan / gan	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	80	176	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	dan / — dan / byan chub la ’gegs byed pa’i mi	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	24	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dpag	dpag	tshad / dpag ishad gsum yod yab ni lag bzans	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	90	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyas	rgyas	kun da’i ’khri Sin kun nas rab tu / rgyas pa’i me	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	161	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gan	gan	gzugs la slon ba po’am / — gan yari med „die	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	170	2	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	du jugpa dan / slon ba po dan / — dan / tshor	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	170	3	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	tshor	tshor	du jugpa dan / slon ba po dan / — dan / tshor	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	171	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	tshor	tshor	ba po dan / tshor bar byed pa dan „der Macher	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	82	176	2	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	can dan / srog dan ... slon ba po dan / — dan...	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	83	34	1	wts_1_34_corrected_full.txt	corrected_text_scan	Thugs-rje	T	↑	upward	hugs-rje	hugs-rje	Schüler, der Asket Thugs-rje brtson-’grus“	german_prose_with_translit	0	1	0	0	ocr_prefix_T_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	83	195	3	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	ci Zig śes Ze na / sdug bsṅal Ses so // — dan /	german_prose_with_translit	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	83	200	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	158,11); sdug bsṅal ba dan / — dan / ’gog pa	latin_other	0	1	1	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	84	16	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dan	dan	pa bZinisdugbsnal dan / — dan / ’gogpa dan /	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	84	188	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	gan	gan	kyi mtshan 777 ni rnam pa gsum ste / gan zag	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	84	190	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	chos	chos	pa dan / chos rnams kyi byed pa dan / g.yo ba	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	85	113	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dṅos	dṅos	ran bZin med cin rnam rig med / dṅos po med	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	86	39	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	tshe	tshe	med gdan sa gsum pa ste / tshe dban thugs sprul	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	86	137	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	ran	ran	de ran thos dan / ran rgyal rnams kyi 465 pa	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	86	180	1	wts_1_34_corrected_full.txt	corrected_text_scan	Itshad	I	↑	upward	tshad	tshad	vgl. Itshad med yum chen so	german_prose_with_translit	0	1	1	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	87	4	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	rgyal	rgyal	pa’i’od ces bya / rgyal ba’i rigs ni bram ze ’od	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	87	5	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	dpag	dpag	kyitshad / dpag tshad bcu yod yab ni lag bzans	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	87	61	1	wts_1_34_corrected_full.txt	corrected_text_scan	Idan	I	↑	upward	dan	dan	kun-’dren zu den Sum-Idan bskal-pa.	german_prose_with_translit	0	1	0	0	ocr_prefix_I_upward_marker_candidate	medium	source_image_review_needed	Likely OCR substitute for an upward reference marker before Wylie-looking text; exact correction requires source-image review.
wts_1_34	89	129	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	nan	nan	rgyas stobs kyis / nan du yid la rab tn gdun	latin_other	0	1	0	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
wts_1_34	89	182	1	wts_1_34_corrected_full.txt	corrected_text_scan	/	/	↑	upward	mkhris	mkhris	༡~ ... bad kan dan / mkhris pa sel „Kohl [u. a.]	headword_line	1	1	1	0	standalone_marker_candidate	medium	source_image_review_needed	Standalone marker-like glyph near Wylie-looking text; exact correction requires source-image review.
