source_queue	volume	page	line	token_index	source_token	proposed_target	reference_marker_source	reference_marker_target	base_source_token	base_proposed_target	tibetan_witness	candidate_family	review_category	context_excerpt	evidence	confidence	suggested_action	score	score_explanation
corrected_text_scan	wts_1_34	256	61	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	།ཁ་སཱན་ཆུང་ངུ་ kha sran chun hu ein Getreide.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	263	201	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	།ཐས་ཆུང་ khas chun Schwächling.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	297	139	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཁྲིམས་བུ་ཆུང་ khrims bu chun Sonder-, Zusatz-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	302	25	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཁྲོག་ཆུང་པ་ khrog chun pa eine Pflanze, eine	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	303	117	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཁྲོལ་ཆུང་ khrol chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	303	125	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཁྲོལ་ཆུང་ khrol chun geringe Anzahl.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	304	68	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	མཁན་ཆུང་ mkhan chun Titel für die Person,	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	337	54	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	གང་ག་ཆུང་ gar ga chun	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	337	101	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	གང་ག་ཆུང་ gah ga chun eine Heilpflanze,	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	341	190	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	གངས་ཀྱི་ཞན་ཆུང་ gans kyi Zun chun eine Heil-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	386	111	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	གློགས་ཀྱི་ཆུང་མ་ grogs kyi chun ma	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	386	123	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	གློགས་ཀྱི་ཆུང་མ་ grogs kyi chun ma [divin.) Bez.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	400	5	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	གློ་ བྭ་ཆུང་བ་ olo ba chun ba	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	400	10	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	གློ་བ་ཆུང་བ་ glo ba chun ba betrübt.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	408	51	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དགུན་ཟླ་བ་ཆུང dgun zla tha chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	408	96	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དགུན་ཟླ་ཐ་ཆུང dgun zla tha chun der Monat	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	409	33	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དགེ་ཆུང་ dge chun Bez. der ersten Göttergrup-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	421	53	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དྲགའི་ཆུང་མ་ dgra’i chun ma	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	421	96	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	དྲ་གའི་ཆུང་མ་ dgra’i chun ma [divin.] Bez. einer	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	431	60	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	མགྱོའུ་ཆུང་ mgo’u chun ohne Kopf.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	491	157	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྒེའུ་ཆུང་ sge’u chun	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	491	208	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	SQ ཆུང་ 'sge’n chun }'sge’n.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	503	71	1	sgrun	sgruṅ			sgrun	sgruṅ	སྒྲུང	tibetan_script_ng_witness	direct_unique_alignment	སྒྲུང་ sgrun Erzählung, Geschichtenerzähler.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	543	114	1	dan	daṅ			dan	daṅ	དང	tibetan_script_ng_witness	direct_unique_alignment	དངན་འཐེན་ dan ’then Unterschlagung, Verun-	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	551	114	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	མངོན་ཆུང་ mnon chun	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	551	116	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	མངོན་ཆུང་ mnon chun unscheinbar.	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	561	22	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཇྭའུ་ཆུང་ rha’u chun eine kleine Trommel, vgl.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	587	65	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཅོལ་ཆུང་ col chun auch col re chun, gcol chun	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	587	65	6	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཅོལ་ཆུང་ col chun auch col re chun, gcol chun	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	587	65	8	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཅོལ་ཆུང་ col chun auch col re chun, gcol chun	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	617	44	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ལྩེའུ་ཆུང་ /©6¢ chun auch lce chun Gaumen-	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	617	44	5	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ལྩེའུ་ཆུང་ /©6¢ chun auch lce chun Gaumen-	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	628	101	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆང་ཆུང་ chan chun auch chan ne chun ne ein	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	628	101	6	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆང་ཆུང་ chan chun auch chan ne chun ne ein	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	630	123	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆད་ཆུང་ chad chun „kleiner Abbruch“, eine	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	657	1	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	"ཆུང་གྲས"" chun gras"	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	657	33	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་གྲས” chun gras kleiner; Niedrige.	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	657	36	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆུང་གྲོགས་ chun grog auch chun po grogs	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	657	36	4	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆུང་གྲོགས་ chun grog auch chun po grogs	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	657	46	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་གླད་ chun glud ein Substitutsopfer für	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	657	54	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་ངུ་ chun nu	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	657	58	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ངུ་ chun ru auch chu nu, chu nu ma klein,	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	3	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	damaged_or_competing_context	ཆུང་ཆུང་ chun chun klein, sehr klein.	tibetan_script_witness	low	defer	20	The relevant Tibetan witness is absent or repeated, so unique token alignment is not established.
corrected_text_scan	wts_1_34	659	3	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	damaged_or_competing_context	ཆུང་ཆུང་ chun chun klein, sehr klein.	tibetan_script_witness	low	defer	20	The relevant Tibetan witness is absent or repeated, so unique token alignment is not established.
corrected_text_scan	wts_1_34	659	10	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཆེས་པ་ chun ches pa sehr gering.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	22	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་སྟག་ chun /¡7£ zweitjüngster.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	26	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཐག་ chun thag klein, sehr klein.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	29	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཐིག་ chun thig kleiner, sehr klein.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	32	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་འདྲིས་ chun ’dris langjährige Freundin.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	38	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་འདྲེ་ chun ’dre ein Dämon, der kleine Kin-	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	659	47	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆུང་པོ་གྲོགས་ chun po grogs Tchun grogs.	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	659	47	4	Tchun	↑ chuṅ	T	↑	chun	chuṅ	ཆུང	tibetan_script_ng_witness	marker_attached_candidate	ཆུང་པོ་གྲོགས་ chun po grogs Tchun grogs.	tibetan_script_witness_with_reference_marker	manual	separate_marker_and_final_ng_review	40	Marker reconstruction and final-nasal reconstruction require independent evidence.
corrected_text_scan	wts_1_34	659	49	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཀྱེད་ chun byed Bez. für Feuer, Feuergott.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	659	54	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་མ་ chun ma Frau, Ehefrau.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	660	10	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་མ་གསུམ་ཡོད་པ་ chun ma gsum yod pa auch	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	660	16	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་ཞེལ་ chun Zel niedrig, arm, schlecht.	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	660	19	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་ཐད་ chun zad Tcun zad.	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	660	26	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཤ་ chun sa Fleisch von Jungtieren.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	660	31	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཆུང་ཤོས་ chun śos kleinster, jüngster.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	660	41	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཆུང་སྲི་ chun sri ein Dämon.	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	660	54	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཆུང་གསུམ་ཡོད་པ་ chun gsum yod pa Tchun ma	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	660	54	5	Tchun	↑ chuṅ	T	↑	chun	chuṅ	ཆུང	tibetan_script_ng_witness	marker_attached_candidate	ཆུང་གསུམ་ཡོད་པ་ chun gsum yod pa Tchun ma	tibetan_script_witness_with_reference_marker	manual	separate_marker_and_final_ng_review	40	Marker reconstruction and final-nasal reconstruction require independent evidence.
corrected_text_scan	wts_1_34	760	55	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	ཉམ་ཆུང་ nam chun	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	760	107	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཉམ་ཆུང་དབང་པོ་ nam chun dban po	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	760	120	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	ཉམ་ཆུང་དབང་པོ་ nam chun dban po Bez. für	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	766	16	1	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཉམས་ཆུང་ ༩༩༩༠ chun \nam chun.	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	766	16	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	repeated_same_lemma_alignment	ཉམས་ཆུང་ ༩༩༩༠ chun \nam chun.	tibetan_script_witness	manual	manual_alignment_review	70	One Tibetan witness co-occurs with repeated Latin candidates; each repetition must be aligned independently.
corrected_text_scan	wts_1_34	815	102	3	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྙན་ཁུང་ཆུང་ san khun chun unbeirrbar.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	820	95	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྙང་ཆུང་ Ant chun mutlos, verängstgt; vgl.	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	823	1	5	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྙིང་ཕོད་ཆུང་བ་ 4?7//7 phod chun ba	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	823	5	5	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	སྙིང་ཕོད་ཆུང་བ་ $?7/77 phod chun ba Feigling; vgl. སྙིང་བརྩེ་ säin brtse Liebe, Mitgefühl; - ba’; blo	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
corrected_text_scan	wts_1_34	826	173	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	direct_unique_alignment	སྙོགས་ཆུང་བ་ süog chun ba bescheiden,	tibetan_script_witness	high	exact_promotion_candidate	98	One Tibetan final-ང witness aligns with one Latin candidate in the corresponding headword or transliteration phrase.
corrected_text_scan	wts_1_34	827	115	2	chun	chuṅ			chun	chuṅ	ཆུང	tibetan_script_ng_witness	same_line_unaligned	སྙོམས་ཆུང་ säoms chun	tibetan_script_witness	low	defer_unless_entry_alignment_confirmed	35	Tibetan and Latin forms share a line, but direct headword or phrase alignment is not established.
