change_type	volume	page	line	token_index	tibetan_syllable	source_latin_token	old_target	new_target	old_category	new_category	compatible_anchor_count	context_excerpt
newly_discovered	wts_1_34	1227	42	3	ང	bźin		bźiṅ		source_compatible_structure_mismatch	0	"""Ras ་ཀྱི ང་ངེ་འཛྲིནྒ་ de bźin nid kyi tin ne"
newly_discovered	wts_1_34	124	96	3	རྒྱང	igyan		igyaṅ		source_compatible_structure_mismatch	0	དཀར་མོའི་རྒྱང་གྲགས་ dkar mo’i igyan grags !dkar
newly_discovered	wts_1_34	1275	4	4	སྲིང	shin		shiṅ		source_compatible_structure_mismatch	0	མ་མགོ་ཀགྲང་སྲིང་ dom mgo glan shin eine füh-
category_changed	wts_1_34	128	89	2	སྲང	srun	sruṅ	sruṅ	source_compatible_insufficient_evidence	source_compatible_structure_mismatch	1	དཀོར་སྲང་རྒྱལ་པོ་ dkor srun rgyal po Beiname der
newly_discovered	wts_1_34	1297	12	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ 'dran auch ’dran fut. zu 1776.
newly_discovered	wts_1_34	1297	53	1	དྲང	dran		draṅ		source_compatible_damaged_context	1	དྲང་ ?dran
newly_discovered	wts_1_34	1297	76	1	དྲང	dran		draṅ		source_compatible_damaged_context	1	དྲང་ ?dran vgl. Idran po.
newly_discovered	wts_1_34	1298	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་མཁན་ dran mkhan
newly_discovered	wts_1_34	1298	22	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་མཁན་ dran mkhan Richter, Schlichter,
newly_discovered	wts_1_34	1298	30	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་འཁྱོག་ dran 'khyog Bez. für Regenbogen.
newly_discovered	wts_1_34	1298	33	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་འགྲོ་ dran 'gro Bez. für Pfeil.
newly_discovered	wts_1_34	1298	38	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ངེས་ dran nes herzuleitende Bedeutung.
newly_discovered	wts_1_34	1298	44	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ལྟང་ལྟང་ dran Itan Itan kerzengerade.
newly_discovered	wts_1_34	1298	51	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་དོན་ dran don
newly_discovered	wts_1_34	1298	53	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་བརྟན་ dran brtan aufrecht.
newly_discovered	wts_1_34	1298	59	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ཐག་ dran thag gerade.
newly_discovered	wts_1_34	1298	64	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ཐད་ dran thad geradeaus, gerade heraus.
newly_discovered	wts_1_34	1298	74	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ཐིག་ dran thig geradlinig.
newly_discovered	wts_1_34	1298	81	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་དོན་ dran don auch dran ba’i don vorläufi-
newly_discovered	wts_1_34	1299	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་དྲེང་ dran dren
newly_discovered	wts_1_34	1299	10	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་དྲེང་ dran dren auch bran bren Begierde,
newly_discovered	wts_1_34	1299	21	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་པོ་ dran po vgl. 1’dran.
newly_discovered	wts_1_34	1299	53	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་པོ་ dran po
newly_discovered	wts_1_34	1300	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་པོར་གནོན་ dran por gnon
newly_discovered	wts_1_34	1300	22	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་པོར་གནོན dran por gnon reglementieren.
newly_discovered	wts_1_34	1300	33	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་བའི་དོན་ dran ba’i don Tdran don.
newly_discovered	wts_1_34	1300	35	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་བའི་མི་བོ་ཆེ་ dran ba’i mi bo che npr. ein sa
newly_discovered	wts_1_34	1300	42	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ཤན་ dran śan klar unterscheidend.
newly_discovered	wts_1_34	1300	48	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་ཤིང་ dran Siṅ Zepter.
newly_discovered	wts_1_34	1300	54	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron
newly_discovered	wts_1_34	1300	54	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron
newly_discovered	wts_1_34	1300	56	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སེང་ངེ་བ་ dran seṅ ne ba geradlinig.
newly_discovered	wts_1_34	1300	63	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron.
newly_discovered	wts_1_34	1300	63	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron.
newly_discovered	wts_1_34	1301	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron
newly_discovered	wts_1_34	1301	1	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ dran sron
newly_discovered	wts_1_34	1302	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གི་གཏོར་” dran sron gi gtor ...
newly_discovered	wts_1_34	1302	1	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གི་གཏོར་” dran sron gi gtor ...
newly_discovered	wts_1_34	1302	104	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྣོད་ dran sron snod Bez. für Almosen-
newly_discovered	wts_1_34	1302	104	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྣོད་ dran sron snod Bez. für Almosen-
newly_discovered	wts_1_34	1302	27	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གི་གནས་ dran sron gi gnas ldran sron
newly_discovered	wts_1_34	1302	27	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གི་གནས་ dran sron gi gnas ldran sron
newly_discovered	wts_1_34	1302	37	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་རྒྱས་པ་ dran sron rgyas pa ein Rsi, skt.
newly_discovered	wts_1_34	1302	37	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་རྒྱས་པ་ dran sron rgyas pa ein Rsi, skt.
newly_discovered	wts_1_34	1302	55	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྣོད་ dran sron snod
newly_discovered	wts_1_34	1302	55	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྣོད་ dran sron snod
newly_discovered	wts_1_34	1302	57	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ཆུ་ dran sron chu Wasser aus einem Be-
newly_discovered	wts_1_34	1302	57	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ཆུ་ dran sron chu Wasser aus einem Be-
newly_discovered	wts_1_34	1302	63	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ཆེན་པོ་ dran sron chen po.
newly_discovered	wts_1_34	1302	63	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ཆེན་པོ་ dran sron chen po.
newly_discovered	wts_1_34	1302	90	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
newly_discovered	wts_1_34	1302	90	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
newly_discovered	wts_1_34	1303	1	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba
newly_discovered	wts_1_34	1303	1	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba
newly_discovered	wts_1_34	1303	12	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྲིན་པོ་ dran sron srin po npr. ein Berg.
newly_discovered	wts_1_34	1303	12	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྲིན་པོ་ dran sron srin po npr. ein Berg.
newly_discovered	wts_1_34	1303	22	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ལྷུང་བ་ dran sron lhuṅ ba ein Ort bei
newly_discovered	wts_1_34	1303	22	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་ལྷུང་བ་ dran sron lhuṅ ba ein Ort bei
newly_discovered	wts_1_34	1303	3	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba Bez. für den
newly_discovered	wts_1_34	1303	3	2	སྲོང	sron		sroṅ		source_compatible_insufficient_evidence	1	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba Bez. für den
newly_discovered	wts_1_34	1303	37	1	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	དྲང་གསུམ་ dran gsum die drei Wahrheiten, vgl.
newly_discovered	wts_1_34	1334	50	3	ལྗང	ljan		ljaṅ		source_compatible_insufficient_evidence	0	དྲུག་མར་ལྗང་ drug mar ljan
newly_discovered	wts_1_34	1334	97	3	ལྗང	ljan		ljaṅ		source_compatible_insufficient_evidence	0	དྲུག་མར་ལྗང་ drug mar ljan Ocker; Laberitum
newly_discovered	wts_1_34	152	191	2	དྲང	dran		draṅ		source_compatible_insufficient_evidence	1	བཀྲིད་དྲང་ berid dran das Führen.
newly_discovered	wts_1_34	155	207	1	ང	ykan		ykaṅ		source_compatible_insufficient_evidence	0	ང་སྙས།་ ykan skyes Bez. für Angehörige der un-
newly_discovered	wts_1_34	157	112	2	འབུང	thun		thuṅ		source_compatible_insufficient_evidence	0	རྐང་འབུང་ rkaṅ ’thun auch rkan thun „Fußtrin-
newly_discovered	wts_1_34	157	177	1	རྐང	ran		raṅ		source_compatible_insufficient_evidence	0	རྐང་དྲུག་ ran ing ep
newly_discovered	wts_1_34	162	157	1	ང	rkon		rkoṅ		source_compatible_structure_mismatch	0	ང་བྲར་ rkon zor
newly_discovered	wts_1_34	164	39	1	རྐྱང	Ryan		Ryaṅ		source_compatible_insufficient_evidence	0	རྐྱང་ཟླ་ Ryan zla.
newly_discovered	wts_1_34	176	29	2	ཤེང	sen		seṅ		source_compatible_insufficient_evidence	0	སྐམ་ཤེང་ skam sen kam Sen.
newly_discovered	wts_1_34	184	25	2	གདུང	gun		guṅ		source_compatible_insufficient_evidence	0	སྐུ་གདུང་ sh gun.
newly_discovered	wts_1_34	187	148	1	ང	skun		skuṅ		source_compatible_structure_mismatch	0	ང་སླང་ skun skun verborgen, geheim.
newly_discovered	wts_1_34	187	148	2	སླང	skun		skuṅ		source_compatible_structure_mismatch	0	ང་སླང་ skun skun verborgen, geheim.
newly_discovered	wts_1_34	195	114	2	སང	sen		seṅ		source_compatible_structure_mismatch	0	སྐྱ་སང་སང་པ་ skya sen sen po
newly_discovered	wts_1_34	195	114	3	སང	sen		seṅ		source_compatible_structure_mismatch	0	སྐྱ་སང་སང་པ་ skya sen sen po
newly_discovered	wts_1_34	202	56	1	ང	skyun		skyuṅ		source_compatible_structure_mismatch	0	ང་པོ་ skyun po Ahle, Pfriem, Stichel.
newly_discovered	wts_1_34	207	100	2	སྔོང	sdon		sdoṅ		source_compatible_insufficient_evidence	0	སྐྱེ་སྔོང་ skye sdon ein Baum.
newly_discovered	wts_1_34	226	146	1	བསླང	bskan		bskaṅ		source_compatible_structure_mismatch	0	བསླང་ bskan fur. t'skon erfüllen; zufrieden-
newly_discovered	wts_1_34	228	165	1	བསླང	bskun		bskuṅ		source_compatible_structure_mismatch	0	བསླང་ bskun fut. zu tskun verbergen.
newly_discovered	wts_1_34	244	160	4	ཕྱང	phyun		phyuṅ		source_compatible_structure_mismatch	0	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh.
newly_discovered	wts_1_34	245	60	2	ཉུང	run		ruṅ		source_compatible_insufficient_evidence	0	ཁ་ཉུང་ kha run wortkarg.
newly_discovered	wts_1_34	250	109	2	ཕྱང	byan		byaṅ		source_compatible_insufficient_evidence	0	།ཁ་ཕྱང་བ་ kha byan ba
newly_discovered	wts_1_34	256	35	4	སང	Ton		Toṅ		source_compatible_marker_attached	0	།ཁ་སང་ 45/¢ san 72. Ton, Laut.
newly_discovered	wts_1_34	257	53	1	ཁང	kan		kaṅ		source_compatible_structure_mismatch	0	ཁང་ཁུང་ kan khuṅ
newly_discovered	wts_1_34	258	106	1	བང	khan		khaṅ		source_compatible_insufficient_evidence	0	།བང་རྩ་ * khan rtsa Fundament, Grundmauer.
newly_discovered	wts_1_34	258	201	1	བང	khan		khaṅ		source_compatible_insufficient_evidence	0	།བང་སྲངས་ khan sruns Haushälterin.
newly_discovered	wts_1_34	258	47	1	བང	Rhan		Rhaṅ		source_compatible_insufficient_evidence	0	།བང་བྱུ་ Rhan bu Häuschen, kleine Behausung.
newly_discovered	wts_1_34	258	54	1	བང	khan		khaṅ		source_compatible_insufficient_evidence	0	།བང་རྩ་ khan rtsa
newly_discovered	wts_1_34	261	3	2	ཤེང	sen		seṅ		source_compatible_insufficient_evidence	0	ཁམ་ཤེང་ kham sen Tkam sen.
newly_discovered	wts_1_34	267	52	1	ཁུང	Rhun		Rhuṅ		source_compatible_insufficient_evidence	0	ཁུང་ཉལ་ Rhun nal.
newly_discovered	wts_1_34	269	66	2	བསླང	bslan		bslaṅ		source_compatible_insufficient_evidence	1	ཁུར་བསླང་ངོ་ khur bslan no verbale Verstöße
newly_discovered	wts_1_34	275	182	1	ཁོང	kbon		kboṅ		source_compatible_insufficient_evidence	1	ཁོང་ kbon;
newly_discovered	wts_1_34	276	175	1	ཁོང	ikhon		ikhoṅ		source_compatible_insufficient_evidence	0	ཁོང་པ་ ikhon pa 1'khon.
newly_discovered	wts_1_34	276	51	1	ཁང	khon		khoṅ		source_compatible_structure_mismatch	0	།ཁང་།ཁྲ་ khon khro auch khon khro ba Zorn,
target_changed	wts_1_34	276	92	1	ཁོང	Khon	khoṅ	Khoṅ	source_compatible_insufficient_evidence	source_compatible_insufficient_evidence	0	ཁོང་སྒྲིལ་ Khon sgril Fesseln.
newly_discovered	wts_1_34	277	35	1	ཁང	khon		khoṅ		source_compatible_structure_mismatch	0	།ཁང་སང་ khon sen auch khon sin, khon gsen
newly_discovered	wts_1_34	277	35	2	སང	sen		seṅ		source_compatible_structure_mismatch	0	།ཁང་སང་ khon sen auch khon sin, khon gsen
newly_discovered	wts_1_34	280	44	3	འབུང	thun		thuṅ		source_compatible_insufficient_evidence	0	ཁྱད་པར་འབུང་ khyad par ’thun Bez. für Mond.
newly_discovered	wts_1_34	287	69	1	ཀྱང	khyun		khyuṅ		source_compatible_structure_mismatch	0	ཀྱང་སྡེར་ khyun sder eine Heilpflanze.
newly_discovered	wts_1_34	287	97	1	ཁུང	khyun		khyuṅ		source_compatible_insufficient_evidence	0	ཁུང་སེང་འདས་པ་ khyun seṅ ’dus pa achtfüßiger
newly_discovered	wts_1_34	292	135	2	ཕྱང	phyun		phyuṅ		source_compatible_structure_mismatch	0	ཁྲག་ཕྱང་ khrag phyun pf. zu lkhrag 'byin „Blut
newly_discovered	wts_1_34	295	69	4	རང	rin		riṅ		source_compatible_structure_mismatch	1	ཁ་སྒྲ་རུ་རང་ khri sgra vu rin eine langhörnige
newly_discovered	wts_1_34	297	108	2	ངང	dun		duṅ		source_compatible_structure_mismatch	0	ཁྲིམས་ངང་ khrims dun
newly_discovered	wts_1_34	297	110	2	ངང	dun		duṅ		source_compatible_structure_mismatch	0	ཁྲིམས་ངང་ khrims dun ein bei Gericht geblase-
