source_queue	volume	page	line	token_index	source_token	proposed_canon	work_title	intro_line_ref	status	context_excerpt	suggested_action
corrected_text_scan	wts_1_34	69	95		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	wurde sie wegen ihnen sehr besorgt“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	75	76		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	55,25); 'khrig pa ni gs kyis güis sbyor ba es	siglum_policy_review
corrected_text_scan	wts_1_34	78	84		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	hatte eine Tochter namens Kunti“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	82	94		rol	Rol	Rol siglum	abbr_lit_4	active	ཀུན་ནས་རོལ་བ་ kun nas rol ba herumspielen; —r	siglum_policy_review
corrected_text_scan	wts_1_34	97	175		ins	Ins	Inscription sources	abbr_lit_2	active	rKon“ (PT1286 16); rkon yul du spyugs „ins	siglum_policy_review
corrected_text_scan	wts_1_34	99	192		Lis	Liś	Li shi source siglum	abbr_lit_3	active	kocht und mit Asa foetida gewürzt ist“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	106	88		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	seinen Körper in sehr weiche Kleider“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	111	165		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	gzugs sbrul gs ... bris (metr.) „man zeichnet	siglum_policy_review
corrected_text_scan	wts_1_34	118	203		rol	Rol	Rol siglum	abbr_lit_4	active	158,5); ses rab kyi pha rol tu phyyin pa rjes su	siglum_policy_review
corrected_text_scan	wts_1_34	132	31		rol	Rol	Rol siglum	abbr_lit_4	active	(brDa); — bya = rol mo — bar bya „ein Mu-	siglum_policy_review
corrected_text_scan	wts_1_34	133	191		ins	Ins	Inscription sources	abbr_lit_2	active	die ins Tibetische übersetzt wurden, [hei-	siglum_policy_review
corrected_text_scan	wts_1_34	135	10		ins	Ins	Inscription sources	abbr_lit_2	active	die ins Tibetische übersetzt wurden, [sagt	siglum_policy_review
corrected_text_scan	wts_1_34	138	96		Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	Herz des Königs eingezogen war“ (Lsdz-K	siglum_policy_review
corrected_text_scan	wts_1_34	152	3		gzi	gZi	gZi siglum	abbr_lit_4	active	Lex. kha dog ’od can gzi brjid can lta bu „wie	siglum_policy_review
corrected_text_scan	wts_1_34	152	4		gzi	gZi	gZi siglum	abbr_lit_4	active	farbig scheinend, glänzend“ (brDa); gzi brjid	siglum_policy_review
corrected_text_scan	wts_1_34	154	147		ins	Ins	Inscription sources	abbr_lit_2	active	Speer ins Herz und tötete ihn“ (Nel 14b7);	siglum_policy_review
corrected_text_scan	wts_1_34	157	193		rol	Rol	Rol siglum	abbr_lit_4	active	grub sbran rtsir ci dgar rol „die Biene, [d. h.]	siglum_policy_review
corrected_text_scan	wts_1_34	158	178		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	— gs nas drub (7. drug) pa’i bar (metr.) „von	siglum_policy_review
corrected_text_scan	wts_1_34	162	97		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	weiter [wörtl.: blieb beim Graben]“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	163	175		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	78,1,3); rta’i g20gs g.yas la ju thig — gcig ’dogs	siglum_policy_review
corrected_text_scan	wts_1_34	164	194		rol	Rol	Rol siglum	abbr_lit_4	active	las 'byun ba’i rol mo „Musik, die auf einer anderen Grundlage, wie z. B. einer Laute, ent-	siglum_policy_review
corrected_text_scan	wts_1_34	173	83		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Siddhas eine Möglichkeit finden“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	173	172		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	lautenden [Strophe] erzählt worden“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	173	176		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	des Śakra ‚du Liebhaber der Ahalyä!““ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	179	18		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	werden dessen teilhaftig werden“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	180	27		rol	Rol	Rol siglum	abbr_lit_4	active	grub sbran rtsir ci dgar rol „die Biene, [d. h.]	siglum_policy_review
corrected_text_scan	wts_1_34	184	37		ins	Ins	Inscription sources	abbr_lit_2	active	Reliquien dessen, der ins Nirvāṇa eingegan-	siglum_policy_review
corrected_text_scan	wts_1_34	190	75		Lis	Liś	Li shi source siglum	abbr_lit_3	active	„mager, dünn: [jmd.] in schlechter Verfassung, mit wenig Fleisch oder skem pa“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	195	53		gzi	gZi	gZi siglum	abbr_lit_4	active	/ ~~ tha ma’o zer ba bsad / ’o zis (r. ’od gzi?)	siglum_policy_review
corrected_text_scan	wts_1_34	195	92		gzi	gZi	gZi siglum	abbr_lit_4	active	Lex. gzi mdans Aams pa „geschwächter	siglum_policy_review
corrected_text_scan	wts_1_34	200	6		ins	Ins	Inscription sources	abbr_lit_2	active	kon [ins Amt] ein“ ($750 111); ’phags pa	siglum_policy_review
corrected_text_scan	wts_1_34	206	55		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	ba Zes bya ba’o „Prajäpati ist Daksa“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	208	28		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	grans so „[die Wörter] ‚Lebewesen, Individuum, Person‘ sind Synonyme“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	209	198		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	men tri yug 2 gs... skyeds d{u] / 'tsha’ (r.	siglum_policy_review
corrected_text_scan	wts_1_34	214	189		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	gs], ist der starke Auslaut skyes bu rab“	siglum_policy_review
corrected_text_scan	wts_1_34	218	206		ins	Ins	Inscription sources	abbr_lit_2	active	nan du log „das macht nichts! Laß uns jetzt zurück ins Haus gehen!“ (KunK 19,9); — du	siglum_policy_review
corrected_text_scan	wts_1_34	220	48		rol	Rol	Rol siglum	abbr_lit_4	active	ji Itar pha rol phyin (metr.) „wie könnten	siglum_policy_review
corrected_text_scan	wts_1_34	223	44		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	seinem Wesen nach ängstlich sein“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	224	51		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. skri Zig = thon Zig „schicke“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	224	99		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. — pa ni gcod pa „abschneiden“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	225	31		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	der Opferstätte geraubt habe“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	225	76		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	will den Festungsgraben ausheben!“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	225	118		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Söhne des Sagara gruben den Ozean“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	227	79		Lsdz	Lśdz	Li shi gur khang / Lśdz family	abbr_lit_3	active	las kyis — nas „sie sind aufgrund ihres Karmas [von Verdiensten] entfernt“ (Lsdz	siglum_policy_review
corrected_text_scan	wts_1_34	227	85		Lis	Liś	Li shi source siglum	abbr_lit_3	active	„Hindernis oder weit Entferntes“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	227	134		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	’di la „in diesem Zwischenzeitalter“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	229	24		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	„er sandte ihr dies als Nachricht“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	231	89		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	23); khor gyi tshogs ston gis — ba „von tausend Scharen des Gefolges umringt“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	233	61		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	‚Nutzen bereiten‘ und ‚behüten‘“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	237	46		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	spießten den Seher darauf auf“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	241	86		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	„harsche Worte schaden anderen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	248	100		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	med pa yin par „der Dharma der Unterweisung des Tathägata war fehlerlos“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	249	215		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Schluchten des Schneegebirges“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	251	135		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	Lex. kha gs lhan du sbyor ba la „für zwei	siglum_policy_review
corrected_text_scan	wts_1_34	253	48		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	bsod pa (metr.) „erlesene Speisen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	264	35		rol	Rol	Rol siglum	abbr_lit_4	active	chu rol ’thab / ~ (metr.) „opponiert sie mit	siglum_policy_review
corrected_text_scan	wts_1_34	264	86		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Existierendes als Existierendes“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	265	143		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	lhag ma bcu gsum dan ma nes pa gs).	siglum_policy_review
corrected_text_scan	wts_1_34	268	111		Sambh	Śambh	Śambh source	abbr_lit_2	active	ste „er soll soviel er will aufladen“ (Sambh	siglum_policy_review
corrected_text_scan	wts_1_34	275	201		ins	Ins	Inscription sources	abbr_lit_2	active	bitas „sie schauten sich gegenseitig ins Gesicht“ (PhBNth 1: 393,5); thogs rgod gis /	siglum_policy_review
corrected_text_scan	wts_1_34	288	192		rol	Rol	Rol siglum	abbr_lit_4	active	(TTC); ~ bya ba = nar ma’i zas kyi sha rol	siglum_policy_review
corrected_text_scan	wts_1_34	299	49		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	wie Waschen der Füße usw.“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	299	95		Lis	Liś	Li shi source siglum	abbr_lit_3	active	gen, Abreibungen, Feuer und Matten“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	303	46		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. - ba = rol mo sogs khrol bzin pa „Instrument usw. erklingen lassend“ (Dagy).	siglum_policy_review
corrected_text_scan	wts_1_34	303	102		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. rol mo sil sil ba lta bu „wie: klingende	siglum_policy_review
corrected_text_scan	wts_1_34	303	162		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. rol mo sil sil ba lta bu „wie: klingende	siglum_policy_review
corrected_text_scan	wts_1_34	318	194		Li$	Liś	Li shi source siglum	abbr_lit_3	active	2734, ähnl. Li$ 26,13); khon yod pa = dgra	siglum_policy_review
corrected_text_scan	wts_1_34	322	80		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	vara“ (Tär 185,18); - ha drug cu rtsa gs	siglum_policy_review
corrected_text_scan	wts_1_34	323	78		rol	Rol	Rol siglum	abbr_lit_4	active	sbyin pa’i pha rol phyin (metr.) „die Voll-	siglum_policy_review
corrected_text_scan	wts_1_34	329	28		gzi	gZi	gZi siglum	abbr_lit_4	active	Lex. gzi brjid can ’gyin legs pa „prächtig,	siglum_policy_review
corrected_text_scan	wts_1_34	329	120		Ys	Yś	Yś source	abbr_lit_2	active	[u. a.] helfen bei allen Durchfällen“ (Ys	siglum_policy_review
corrected_text_scan	wts_1_34	329	162		ins	Ins	Inscription sources	abbr_lit_2	active	srid ni ~ du byed pa las „nachdem die Regierung ins Chaos geworfen worden war“ (1131	siglum_policy_review
corrected_text_scan	wts_1_34	333	30		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. - ba = rol mo ~ dgos „das Musikinstrument muß ertönen“ (brDa); dril bu g.yer	siglum_policy_review
corrected_text_scan	wts_1_34	339	187		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	ba yin no „wenn der Yogin sich abgesondert hat, dann wird er freikommen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	347	174		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. rol rtsed ma (brDa, ähnl. Dagy).	siglum_policy_review
corrected_text_scan	wts_1_34	352	50		rol	Rol	Rol siglum	abbr_lit_4	active	chab pha rol tshu rol gyi / - „die gun blon,	siglum_policy_review
corrected_text_scan	wts_1_34	352	50		rol	Rol	Rol siglum	abbr_lit_4	active	chab pha rol tshu rol gyi / - „die gun blon,	siglum_policy_review
corrected_text_scan	wts_1_34	353	16		Lis	Liś	Li shi source siglum	abbr_lit_3	active	gze ba (r. gzeb) ni - „Iragkorb: gur“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	354	82		ins	Ins	Inscription sources	abbr_lit_2	active	aus ke sa ra, wenn man es ins Tibetische	siglum_policy_review
corrected_text_scan	wts_1_34	359	129		Lsdz-K	Lśdz-K	Lśdz-K variant	abbr_lit_3	active	Liste ist oben dargelegt worden“ (Lsdz-K	siglum_policy_review
corrected_text_scan	wts_1_34	361	31		gs	Gs	rGyud sde kun btus	abbr_lit_1	active	Lex. rgya nag gon ma ... rim pa ¬~ s0gs „chi-	siglum_policy_review
corrected_text_scan	wts_1_34	361	88		rol	Rol	Rol siglum	abbr_lit_4	active	གོང་རོལ་ད་ gon rol du früher, bevor.	siglum_policy_review
corrected_text_scan	wts_1_34	363	86		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. - ni sdan sems „gor mo: zornig“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	365	144		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. - ni rna rgyan „gya tho: Ohrring“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	367	47		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. gyi na dan gyin ’dar ni... don med (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	367	87		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	skyed pa’i rtsol {b}gyis sig „bemühe dich darum, einen Sohn zu zeugen!“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	367	128		Lis	Liś	Li shi source siglum	abbr_lit_3	active	ähnl. Lis 18,9); ~ sig = chos ~ Sig lta bu bskul	siglum_policy_review
corrected_text_scan	wts_1_34	372	77		rol	Rol	Rol siglum	abbr_lit_4	active	85,10); 9// dan rol mo’i sgra Zig - „Gesang	siglum_policy_review
corrected_text_scan	wts_1_34	374	73		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	ba ni / ~ su mi ’gro ba’o „unzählbar [bedeutet:] er läßt sich nicht zählen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	374	170		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. - pa = phyi rol pa’i grub mtha’ smra ba	siglum_policy_review
corrected_text_scan	wts_1_34	374	173		rol	Rol	Rol siglum	abbr_lit_4	active	rol ~ pa „nichtbuddhistischer Sämkhya-Anhänger“ (Dagy).	siglum_policy_review
corrected_text_scan	wts_1_34	375	3		rol	Rol	Rol siglum	abbr_lit_4	active	22,14); bskal pa - gsum gyi shon rol nas	siglum_policy_review
corrected_text_scan	wts_1_34	380	138		ins	Ins	Inscription sources	abbr_lit_2	active	man Boote ins Wasser läßt“ (brDa); ~ yi	siglum_policy_review
corrected_text_scan	wts_1_34	381	81		ins	Ins	Inscription sources	abbr_lit_2	active	„Stätte, an der die Boote ins Wasser gehen“	siglum_policy_review
corrected_text_scan	wts_1_34	383	58		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Siddhas eine Möglichkeit finden“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	385	149		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. - pa = phyi rol pa’i dran sron Zig „ein	siglum_policy_review
corrected_text_scan	wts_1_34	387	41		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	in die Stadt des Nirvāṇa zu gehen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	388	88		ins	Ins	Inscription sources	abbr_lit_2	active	das Versprechen ab, nicht ins Dorf hinun-	siglum_policy_review
corrected_text_scan	wts_1_34	389	116		ins	Ins	Inscription sources	abbr_lit_2	active	Seins: zuerst trat das Nichtsein ins Dasein“	siglum_policy_review
corrected_text_scan	wts_1_34	392	29		Ys	Yś	Yś source	abbr_lit_2	active	drei [Myrobalanen-]Früchte gekocht“ (Ys	siglum_policy_review
corrected_text_scan	wts_1_34	397	4		rol	Rol	Rol siglum	abbr_lit_4	active	/ rol mor bcas pa (metr.) „begleitet von	siglum_policy_review
corrected_text_scan	wts_1_34	398	6		ins	Ins	Inscription sources	abbr_lit_2	active	(1SK 1: 214,1,3); ~ la la chu la bskyur „manche Bücher wurden ins Wasser geworfen“	siglum_policy_review
corrected_text_scan	wts_1_34	409	173		Sambh	Śambh	Śambh source	abbr_lit_2	active	„er spendete noch je zehn Millionen Goldstücke an die Mönchsgemeinden“ (Sambh	siglum_policy_review
corrected_text_scan	wts_1_34	414	70		rol	Rol	Rol siglum	abbr_lit_4	active	ernannt werden“ (1138 35); gan dag pha rol	siglum_policy_review
corrected_text_scan	wts_1_34	432	89		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	bos par son ba dan „er ging auf eine Einladung hin in die andere Einsiedelei“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	432	102		Lis	Liś	Li shi source siglum	abbr_lit_3	active	gier ba „bewirten: mgron du gier ba“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	437	170		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. ~ pa ni ’joms pa „unterwerfen“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	443	85		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	„um das Glück der Königsherrschaft schlagen sie eine Schlacht, d. h. kämpfen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	457	208		rol	Rol	Rol siglum	abbr_lit_4	active	(brDa); - pa = sems ma Zi bar phyi rol tu	siglum_policy_review
corrected_text_scan	wts_1_34	458	202		rol	Rol	Rol siglum	abbr_lit_4	active	und für Angreifer“ (Dagy); pha rol gyi ~ bas	siglum_policy_review
corrected_text_scan	wts_1_34	460	22		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	Kommentar zu zwölf Strophen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	461	48		rol	Rol	Rol siglum	abbr_lit_4	active	རྒྱ་ཆེར་རོལ་པ་ rgya cher rol pa npr. ein Sütra,	siglum_policy_review
corrected_text_scan	wts_1_34	463	116		ins	Ins	Inscription sources	abbr_lit_2	active	floß ins Meer“ (Mil 91,22); ~ gan stons kyi	siglum_policy_review
corrected_text_scan	wts_1_34	467	64		Lis	Liś	Li shi source siglum	abbr_lit_3	active	Lex. mdun dor ni ~ ’gyed „wetten“ (Lis	siglum_policy_review
corrected_text_scan	wts_1_34	468	37		rol	Rol	Rol siglum	abbr_lit_4	active	»rol tu = mi mthun phyogs „feindliche Partei“ (brDa); - phyogs su = ~ rol tu „hinter	siglum_policy_review
corrected_text_scan	wts_1_34	468	37		rol	Rol	Rol siglum	abbr_lit_4	active	»rol tu = mi mthun phyogs „feindliche Partei“ (brDa); - phyogs su = ~ rol tu „hinter	siglum_policy_review
corrected_text_scan	wts_1_34	472	87		rol	Rol	Rol siglum	abbr_lit_4	active	ses rab pha rol phyin (metr.) „die Vollkommenheit der Weisheit der Siegreichen“ (Rgs	siglum_policy_review
corrected_text_scan	wts_1_34	473	48		ins	Ins	Inscription sources	abbr_lit_2	active	gdun (metr.) „die Reliquien des Königssohnes namens Siddhārtha, der ins Nirvāṇa	siglum_policy_review
corrected_text_scan	wts_1_34	477	101		ins	Ins	Inscription sources	abbr_lit_2	active	» byin rlabs can gyi rigs „segensreiche Dinge, die ins Innere der Verehrungsgegen-	siglum_policy_review
corrected_text_scan	wts_1_34	483	185		rol	Rol	Rol siglum	abbr_lit_4	active	tshol la phyi rol tu ma ~ cig „sucht im Inneren, lauft nicht nach draußen!“ (Käsy	siglum_policy_review
corrected_text_scan	wts_1_34	486	167		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	[Mahädeva] ständig abgelenkt“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	497	97		VisT	ViśT	Viśeṣastavatīkā source	abbr_lit_2	active	eine List wurden sie geschlagen“ (VisT	siglum_policy_review
corrected_text_scan	wts_1_34	498	35		ins	Ins	Inscription sources	abbr_lit_2	active	„er spricht kein Wort aus, das eines ins andere verdreht“ (Käsy 18,30); bdud mo’i	siglum_policy_review
corrected_text_scan	wts_1_34	498	61		ins	Ins	Inscription sources	abbr_lit_2	active	yig tu {b}sgyur mkhan „der Übersetzer dieses Berichts ins Tibetische“ (Debm 6b4).	siglum_policy_review
corrected_text_scan	wts_1_34	500	162		rol	Rol	Rol siglum	abbr_lit_4	active	Lex. rol mo’i bye brag cig (Dagy).	siglum_policy_review
corrected_text_scan	wts_1_34	505	133		ins	Ins	Inscription sources	abbr_lit_2	active	par ’gro (metr.) „ich werde nackt (skt. nagna) und mit leeren Händen [ins andere	siglum_policy_review
corrected_text_scan	wts_1_34	514	62		ins	Ins	Inscription sources	abbr_lit_2	active	sie ins Gefängnis!‘“ (Udr 27,8); nad pa ... ~	siglum_policy_review
corrected_text_scan	wts_1_34	516	83		rol	Rol	Rol siglum	abbr_lit_4	active	148,4); rol mo yid ’on - par bya (metr.) „da-	siglum_policy_review
corrected_text_scan	wts_1_34	518	190		gzi	gZi	gZi siglum	abbr_lit_4	active	24b1); gzi brjid ’das nas rje yi Zabs tog - nas	siglum_policy_review
