volume	page	line	token_index	tibetan_syllable	source	canonical_target	source_alignment_status	boundary_status	domain	damage_or_marker	operation_signature	source_edit_start	source_edit_end	target_edit_start	target_edit_end	source_structural_location	target_structural_role	tibetan_role	tibetan_feature	parent_structural_unit	target_component_rule_id	crosses_role_boundaries	extra_source_material	edit_specific_domain_condition	attribution_status
wts_1_34	92	95	1	ཀི	kai	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL a	1	2	1	1	extra_source_material:internal	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	352	172	3	ཀི	kyi	ki	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL y	1	2	1	1	extra_source_material:internal	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_8_b	119	5	2	ཀི	kyi	ki	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL y	1	2	1	1	extra_source_material:internal	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	368	77	1	ཀི	narikila	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL nari	0	4	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	368	77	1	ཀི	narikila	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL la	6	8	2	2	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	53	160	2	ཀི	pa’i	ki	gloss_alignment_noise	token_boundary_secure	unclear	damage:0;marker:0	REPLACE pa’→k	0	3	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཀ	role_span	RESIDUAL_16C7C1641787	no	no	unclear	structurally_attributed
wts_1_34	41	102	4	ཀི	raksi	ki	probable_transcription_outlier	token_boundary_secure	tibetan_proper_name	damage:0;marker:0	DEL ra	0	2	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	tibetan_proper_name	structurally_attributed
wts_1_34	41	102	4	ཀི	raksi	ki	probable_transcription_outlier	token_boundary_secure	tibetan_proper_name	damage:0;marker:0	DEL s	3	4	1	1	extra_source_material:internal	none	none	none	extra_source_material	none	no	yes	tibetan_proper_name	structurally_attributed
wts_35_51	1040	66	3	ཀི	uw	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB u→k	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཀ	role_span	RESIDUAL_16C7C1641787	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_35_51	1040	66	3	ཀི	uw	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB w→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	354	29	1	ཀི	’ge	ki	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ’ge→ki	0	3	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	i;ཀ	between_or_multi_role	CORPUS_63EB474B7A3F;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	91	70	1	ཀིམ	kem	kim	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB e→i	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	i	role_span	CORPUS_63EB474B7A3F	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	63	28	2	ཀུན	N	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	REPLACE N→kun	0	1	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	81	81	1	ཀུན	N	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	REPLACE N→kun	0	1	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	82	125	1	ཀུན	N	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:1;marker:0	REPLACE N→kun	0	1	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	75	155	1	ཀུན	RE	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE RE→kun	0	2	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	69	133	1	ཀུན	Run	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB R→k	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཀ	role_span	RESIDUAL_16C7C1641787	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	81	26	1	ཀུན	Run	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB R→k	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཀ	role_span	RESIDUAL_16C7C1641787	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	64	221	1	ཀུན	W	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE W→kun	0	1	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	87	33	1	ཀུན	arg	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB a→k	0	1	0	1	canonical_corresponding_span:root_consonant	root_consonant	root_consonant	ཀ	role_span	RESIDUAL_16C7C1641787	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	87	33	1	ཀུན	arg	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB r→u	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	u	role_span	CORPUS_84A74DBDD722	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	87	33	1	ཀུན	arg	kun	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB g→n	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ན	role_span	CORPUS_76CFA3FCFF21	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	86	77	2	ཀུན	g	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE g→kun	0	1	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	178	43	2	ཀུན	kim	kun	probable_transcription_outlier	token_boundary_secure	sanskrit_or_indic_transcription	damage:0;marker:0	SUB i→u	1	2	1	2	canonical_corresponding_span:vowel	vowel	vowel	u	role_span	CORPUS_84A74DBDD722	no	no	sanskrit_or_indic_transcription	structurally_attributed
wts_9_m	178	43	2	ཀུན	kim	kun	probable_transcription_outlier	token_boundary_secure	sanskrit_or_indic_transcription	damage:0;marker:0	SUB m→n	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ན	role_span	CORPUS_76CFA3FCFF21	no	no	sanskrit_or_indic_transcription	structurally_attributed
wts_1_34	68	87	1	ཀུན	kum	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	SUB m→n	2	3	2	3	canonical_corresponding_span:suffix_coda	suffix_coda	suffix_coda	ན	role_span	CORPUS_76CFA3FCFF21	no	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	64	39	1	ཀུན	ra	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ra→kun	0	2	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	190	42	2	ཀུན	skt	kun	probable_transcription_outlier	token_boundary_secure	sanskrit_or_indic_transcription	damage:0;marker:0	DEL s	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	sanskrit_or_indic_transcription	structurally_attributed
wts_9_m	190	42	2	ཀུན	skt	kun	probable_transcription_outlier	token_boundary_secure	sanskrit_or_indic_transcription	damage:0;marker:0	REPLACE t→un	2	3	1	3	canonical_corresponding_span:vowel,suffix_coda	suffix_coda;vowel	suffix_coda;vowel	u;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722	yes	no	sanskrit_or_indic_transcription	structurally_attributed
wts_9_m	182	25	3	ཀུན	ta	kun	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ta→kun	0	2	0	3	canonical_corresponding_span:root_consonant,vowel,suffix_coda	root_consonant;suffix_coda;vowel	root_consonant;suffix_coda;vowel	u;ཀ;ན	between_or_multi_role	CORPUS_76CFA3FCFF21;CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	877	230	3	ཀུས	ston	kus	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:1	INS ku	0	0	0	2	canonical_corresponding_span:root_consonant,vowel	root_consonant;vowel	root_consonant;vowel	u;ཀ	between_or_multi_role	CORPUS_84A74DBDD722;RESIDUAL_16C7C1641787	yes	no	unclear	structurally_attributed
wts_1_34	877	230	3	ཀུས	ston	kus	boundary_or_damage	token_boundary_secure	unclear	damage:1;marker:1	DEL ton	1	4	3	3	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	unclear	structurally_attributed
wts_1_34	89	8	1	ཀེ	'ke	ke	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL '	0	1	0	0	extra_source_material:token_initial	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_9_m	215	61	1	ཀེ	ARE	ke	secure_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	REPLACE ARE→ke	0	3	0	2	structural_location_unresolved	none	none	none	extra_source_material	none	no	no	ordinary_tibetan_lexical_or_compound	structurally_unresolved
wts_9_m	16	27	2	ཀེ	Ime	ke	boundary_or_damage	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:1	REPLACE Im→k	0	2	0	1	structural_location_unresolved	none	none	none	extra_source_material	none	no	no	ordinary_tibetan_lexical_or_compound	structurally_unresolved
wts_1_34	89	9	1	ཀེ	keN	ke	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL N	2	3	2	2	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	90	8	1	ཀེ	keru	ke	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL ru	2	4	2	2	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
wts_1_34	89	138	1	ཀེ	ketaraN	ke	probable_transcription_outlier	token_boundary_secure	ordinary_tibetan_lexical_or_compound	damage:0;marker:0	DEL taraN	2	7	2	2	extra_source_material:token_final	none	none	none	extra_source_material	none	no	yes	ordinary_tibetan_lexical_or_compound	structurally_attributed
