volume	page	line	token_index	tibetan_syllable	source_latin_token	source_signature	proposed_latin_target	compatible_accepted_target_count	compatible_competing_form_counts	incompatible_dotted_form_counts	same_tibetan_dotted_evidence_total	old_alignment_category	source_compatible_category	damage_scope	syllable_identity_guard	confidence	suggested_action	context_excerpt	reason_for_deferral
wts_1_34	460	127	2	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	རྒྱ་ཅང་ raya can auch rgya can, rgya chan ein	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	575	202	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་ཀན་ can kan die chin. Regierungsdevise A	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	575	211	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་ཀེང་ can ken die chin. Regierungsdevise &	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	576	6	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་གིས་འཇུས་པ་ can gis ’jus pa auch cans kyis	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	576	18	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	damaged_context	source_compatible_damaged_context	latin_headword_overlap	exact_same_tibetan_syllable	manual	manual_alignment_review	ཅང་ངེ་ཅོག་གེ་ can he €09 ge zögerlich, unschlüs-	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	576	31	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་ཏེའུ can te’u eine Trommel, skt. damarn,	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	576	55	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་འེ་ཤང་ can ’e Sun npr.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	576	62	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	damaged_context	source_compatible_damaged_context	latin_headword_overlap	exact_same_tibetan_syllable	manual	manual_alignment_review	ཅང་རིག་ can 7:79 klug, schlau.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	576	65	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་ཤེས་ can Ses.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	576	89	1	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅང་སེང་ can seṅ auch can se eine Gruppe von	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	584	106	2	ཅང	can	ca<FINAL_NASAL>	caṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཅེ་ཅང་ ce can	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	645	94	2	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	ཆ་འཆེང་ chu ’chin Bez. für Dach, chinesisches	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	703	193	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་ཀྱིམ་ chin khyim.	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	703	199	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་སྒྲིགས་ 'chin sgrigs Vereinbarung.	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	704	21	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་བ་ཀུན་ལྡན་ chin ba kun ldan Bez. für	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	704	35	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་བ་གསུམ་ 'chin ba gsum die drei Fesseln:	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	704	72	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་ཞགས་ chin Zags Schlinge.	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	704	78	1	འཆེང	chin	chi<FINAL_NASAL>	chiṅ	1			1	insufficient_consensus	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	འཆེང་བླཟླམ་གནང་ 'chin bzlum gnaṅ vermitteln,	Proposed target omits an explicit Tibetan consonant or vowel feature: e; requires a syllable-specific analysis.
wts_1_34	750	80	1	ལྗང	Dan	Da<FINAL_NASAL>	daṅ	0		daṅ:1; ldaṅ:1; laṅ:1	3	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	"ལྗང་ Dan ""jan."	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	109	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་ཆར་ dgun char	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	136	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་ཆར་ dgun char Bez. für Regen.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	140	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	damaged_context	source_compatible_damaged_context	latin_headword_overlap	exact_same_tibetan_syllable	manual	manual_alignment_review	དགུང་མཉམ་ dgun 77777:777 resp. gleichaltrig.	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	407	161	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་མོ་ ” dgun mo	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	168	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་གདགས་ dgun gdugs Mittagshitze.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	173	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་བདན་ dgun bdun sieben Tage, Woche.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	186	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་གནམ་ dgun gnam Himmel.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	407	191	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་མོ་ dgun mo Mitte, Abend, Nacht, Mit-	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	408	2	1	དགུང	dgun	dgu<FINAL_NASAL>	dguṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	དགུང་ཚིགས་ dgun tshigs Tgun tshigs.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	625	3	2	འདིང	din	di<FINAL_NASAL>	diṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཆག་འདིང་ chag ’din	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	625	9	2	འདིང	din	di<FINAL_NASAL>	diṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཆག་འདིང་ chag ’din beraten, planen.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	111	3	2	གཞུང	gzun	gzu<FINAL_NASAL>	gZuṅ	0		gZuṅ:1	1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཀླད་གཞུང་ klad gzun Rückenmark.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	595	1	1	གཅུང	gcun	gcu<FINAL_NASAL>	gcuṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཅུང་པ་སྤྱི་ gcun pa spyi	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	390	14	2	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གྲོས་གླེང་ gros glen Gespräch, Beratung, Dis-	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	398	40	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གླེང་ glen sprechen, berichten, erklären.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	398	53	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གླེང་མོ་ glen mo	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	398	118	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གླེང་གཞི་ glen gäi.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	398	146	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	damaged_context	source_compatible_damaged_context	latin_headword_overlap	exact_same_tibetan_syllable	manual	manual_alignment_review	གླེང་སློང་ glen $/077 jmd., der ein Gespräch an-	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	398	154	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གླེང་བསླང་བ་ glen bslaṅ ba Einleitung.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	398	165	1	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གླེང་བསླངས་པ་ glen bslans pa eingeleitet.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	425	104	2	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	བཀགྲོ་གླེང་ bgro glen	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	425	126	2	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	བཀྲོ་གླེང་ bgro glen Unterhaltung, Diskussion.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	887	78	3	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏམ་གྱི་གླེང་གཞི་ gtam gyi glen gäi \gtam glen 2,	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	887	88	2	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏམ་གླེང་ gtam glen.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	887	205	3	གླེང	glen	gle<FINAL_NASAL>	gleṅ	1		gliṅ:1	2	competing_latin_forms	source_compatible_insufficient_evidence	later_gloss_or_commentary	exact_same_tibetan_syllable	low	defer	གཏམ་ད་གླེང་ gtam du glen 9777 glen.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	439	200	1	འགང	gon	go<FINAL_NASAL>	goṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	འགང་པ gon po ein Damon; gon mo eine	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	387	86	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་ཀྱེར་དགྲ་བོ་ gron khyer dgra bo Mahesśvara.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	387	93	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་ཀྱིར་དྲུག་པ་ gron khyer drug pa eine buddh.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	387	126	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་གི་ཡན་ལག་སྦྱིན་ gron gi yan lag sbyin Mahe-	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	387	186	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་འཇོམཿས་ gron ’joms.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	387	200	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་དྭ་འདྲེན་པ་ gron du ’dren pa Bez. für Esel.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	34	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་སྡེ་ gron sde Dorfgemeinschaft.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	52	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་བཤུལ་ gron bsul	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	59	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་པའི་ཆོས་ gron pa’i chos Bez. für Ge-	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	67	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་སྤྱོད་ gron spyod Bez. für Krähe.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	82	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་ཚིག་ gron tshig Umgangssprache.	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	388	102	1	གློང	gron	gro<FINAL_NASAL>	groṅ	1			1	syllable_structure_mismatch	source_compatible_structure_mismatch	none	consonantal_structure_mismatch	manual	syllable_specific_analysis	གློང་གསུམ་མཐར་བྱེད་ gron gsum mthar byed	Proposed target omits explicit Tibetan subjoined l; requires a syllable-specific analysis.
wts_1_34	535	66	3	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ངེས་པར་གཏང་བར་བྱཀྱི་ nes par gtan bar bgyi fut.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	626	210	5	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	damaged_context	source_compatible_damaged_context	tibetan_headword_overlap	exact_same_tibetan_syllable	manual	manual_alignment_review	7055). ཆགས་ཉིལ་ད་གཏང་ chags Mil du gtan nieder-	OCR damage overlaps or precedes the aligned headword phrase.
wts_1_34	627	168	3	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཆགས་གསུམ་གཏང་བ་ chags gsum gtan ba ein	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	65	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་ gtan fur. zu Igton.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	109	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་གཅཉོད་ gtan gcod	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	160	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་གཅོད་ gtan gcod \btan gcod.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	164	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་མདོས་ gtan mdos ein Fadenkreuz (Neb	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	167	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་མ་ gtan ma Sieg.	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	181	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་ཡས་ gtan yas auch btan yas eine hohe	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	882	188	1	གཏང	gtan	gta<FINAL_NASAL>	gtaṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	གཏང་རག་ gtan rag auch btan rag Dankesgabe,	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	93	97	2	གྱོང	gyon	gyo<FINAL_NASAL>	gyoṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཀོ་ གྱོང་ ko gyon	Fewer than two case-sensitive compatible dotted anchors are available.
wts_1_34	93	106	2	གྱོང	gyon	gyo<FINAL_NASAL>	gyoṅ	1			1	insufficient_consensus	source_compatible_insufficient_evidence	none	exact_same_tibetan_syllable	low	defer	ཀོ་གྱོང་ ko gyon hartes Leder.	Fewer than two case-sensitive compatible dotted anchors are available.
