signature_id	operation_signature	operation_type	source_sequence	target_sequence	parent_signature	tibetan_role	tibetan_feature	source_position_type	source_position_value	target_position_type	target_position_value	source_context_pattern	target_context_pattern	domain_condition	source_structural_location	target_structural_role	parent_structural_unit	crosses_role_boundaries	extra_source_material	forbidden_tibetan_roles	forbidden_tibetan_features	forbidden_tibetan_role_features	canonical_target_required	aligned_tibetan_required	exact_tibetan_identities	reviewed_atomic_supporting_syllables	reviewed_supporting_occurrences	reviewed_supporting_volumes	reviewed_page_ranges	historical_support	alternate_witness_support	legitimate_controls	conflicts	evidence_tier	authorization_status	rationale	parent_operation_reviewed_support	parent_operation_alternate_support	parent_operation_global_controls	conditioned_reviewed_support	conditioned_alternate_support	conditioned_controls	conditioned_conflicts
sig_DEL_'thums	DEL 'thums	deletion	'thums																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_'u	DEL 'u	deletion	'u																				yes	yes		0	0			0	0	2	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	2	0	0	2	0
sig_DEL_-legs	DEL -legs	deletion	-legs																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_-ma	DEL -ma	deletion	-ma																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_.c	DEL .c	deletion	.c																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_A	DEL A	deletion	A																				yes	yes		0	0			0	0	3	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	3	0	0	3	0
sig_DEL_Aben	DEL Aben	deletion	Aben																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Amt	DEL Amt	deletion	Amt																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_An	DEL An	deletion	An																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Au	DEL Au	deletion	Au																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Auge	DEL Auge	deletion	Auge																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_B	DEL B	deletion	B																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Be	DEL Be	deletion	Be																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Beina	DEL Beina	deletion	Beina																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Besänftigun	DEL Besänftigun	deletion	Besänftigun																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Bö	DEL Bö	deletion	Bö																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_D	DEL D	deletion	D																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Da	DEL Da	deletion	Da																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_E	DEL E	deletion	E																				yes	yes		0	0			0	3	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	3	0	0	3	0	0
sig_DEL_Fett	DEL Fett	deletion	Fett																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Filzkleidun	DEL Filzkleidun	deletion	Filzkleidun																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Gefol	DEL Gefol	deletion	Gefol																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Geie	DEL Geie	deletion	Geie																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Genic	DEL Genic	deletion	Genic																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Grundla	DEL Grundla	deletion	Grundla																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Hel	DEL Hel	deletion	Hel																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Hohngelächte	DEL Hohngelächte	deletion	Hohngelächte																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_I	DEL I	deletion	I																				yes	yes		0	0			0	7	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	7	0	0	7	0	0
sig_DEL_Ide	DEL Ide	deletion	Ide																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ime	DEL Ime	deletion	Ime																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Inub	DEL Inub	deletion	Inub																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Is	DEL Is	deletion	Is																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Jungge	DEL Jungge	deletion	Jungge																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_K	DEL K	deletion	K																				yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_DEL_Kon	DEL Kon	deletion	Kon																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Mor	DEL Mor	deletion	Mor																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_N	DEL N	deletion	N																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Nahe	DEL Nahe	deletion	Nahe																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Nü	DEL Nü	deletion	Nü																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_O	DEL O	deletion	O																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_P	DEL P	deletion	P																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_Pfe	DEL Pfe	deletion	Pfe																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Pferde	DEL Pferde	deletion	Pferde																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Po	DEL Po	deletion	Po																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Quar	DEL Quar	deletion	Quar																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_R	DEL R	deletion	R																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Re	DEL Re	deletion	Re																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Rei	DEL Rei	deletion	Rei																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ri	DEL Ri	deletion	Ri																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ruh	DEL Ruh	deletion	Ruh																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_S	DEL S	deletion	S																				yes	yes		0	0			0	1	7	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	7	0	1	7	0
sig_DEL_Schnell	DEL Schnell	deletion	Schnell																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Sel	DEL Sel	deletion	Sel																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Sol	DEL Sol	deletion	Sol																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Spu	DEL Spu	deletion	Spu																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_T	DEL T	deletion	T																				yes	yes		0	0			0	8	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	8	0	0	8	0	0
sig_DEL_Tmi	DEL Tmi	deletion	Tmi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Tmig	DEL Tmig	deletion	Tmig																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Tthe	DEL Tthe	deletion	Tthe																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_U	DEL U	deletion	U																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ve	DEL Ve	deletion	Ve																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ver	DEL Ver	deletion	Ver																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_V’	DEL V’	deletion	V’																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Weltgege	DEL Weltgege	deletion	Weltgege																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Wil	DEL Wil	deletion	Wil																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Wä	DEL Wä	deletion	Wä																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Y	DEL Y	deletion	Y																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Y'ranzo	DEL Y'ranzo	deletion	Y'ranzo																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Ze	DEL Ze	deletion	Ze																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_Zi	DEL Zi	deletion	Zi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_a	DEL a	deletion	a																				yes	yes		0	0			0	9	821	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	9	821	0	9	821	0
sig_DEL_abe	DEL abe	deletion	abe																				yes	yes		0	0			0	2	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	0	0	2	0	0
sig_DEL_abs	DEL abs	deletion	abs																				yes	yes		0	0			0	0	18	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	18	0	0	18	0
sig_DEL_ach	DEL ach	deletion	ach																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_ag	DEL ag	deletion	ag																				yes	yes		0	0			0	1	90	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	90	0	1	90	0
sig_DEL_al	DEL al	deletion	al																				yes	yes		0	0			0	0	57	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	57	0	0	57	0
sig_DEL_ame	DEL ame	deletion	ame																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_an	DEL an	deletion	an																				yes	yes		0	0			0	6	86	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	6	86	0	6	86	0
sig_DEL_as	DEL as	deletion	as																				yes	yes		0	0			0	1	52	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	52	0	1	52	0
sig_DEL_asa	DEL asa	deletion	asa																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_atz	DEL atz	deletion	atz																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_auchpi	DEL auchpi	deletion	auchpi																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_ayan	DEL ayan	deletion	ayan																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_b	DEL b	deletion	b											ordinary_tibetan_lexical_or_compound									yes	yes		9	9	wts_35_51;wts_8_b	wts_35_51:818-1065;wts_8_b:99-323	0	1	505	0	persistent_reviewed_decision	candidate_review	Nine reviewed exact single-deletion rows span duplicated initials and heterogeneous cluster contexts, while legitimate-b controls remain; they do not establish an unconstrained b deletion.	9	1	505	9	1	505	0
sig_DEL_ba	DEL ba	deletion	ba																				yes	yes		0	0			0	1	52	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	1	52	0	1	52	0
sig_DEL_bab	DEL bab	deletion	bab																				yes	yes		0	0			0	0	6	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	6	0	0	6	0
sig_DEL_bacan	DEL bacan	deletion	bacan																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_bakāri	DEL bakāri	deletion	bakāri																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_bd	DEL bd	deletion	bd																				yes	yes		0	0			0	0	14	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	14	0	0	14	0
sig_DEL_bda	DEL bda	deletion	bda																				yes	yes		0	0			0	0	6	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	6	0	0	6	0
sig_DEL_bdud	DEL bdud	deletion	bdud																				yes	yes		0	0			0	0	2	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	2	0	0	2	0
sig_DEL_be	DEL be	deletion	be																				yes	yes		0	0			0	0	13	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	13	0	0	13	0
sig_DEL_behälter	DEL behälter	deletion	behälter																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_beit	DEL beit	deletion	beit																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_bikoti	DEL bikoti	deletion	bikoti																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_bl	DEL bl	deletion	bl																				yes	yes		0	0			0	0	8	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	8	0	0	8	0
sig_DEL_blu	DEL blu	deletion	blu																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_bru	DEL bru	deletion	bru																				yes	yes		0	0			0	0	3	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	3	0	0	3	0
sig_DEL_brul	DEL brul	deletion	brul																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_bu	DEL bu	deletion	bu																				yes	yes		0	0			0	0	25	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	25	0	0	25	0
sig_DEL_by	DEL by	deletion	by																				yes	yes		0	0			0	0	57	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	57	0	0	57	0
sig_DEL_bya	DEL bya	deletion	bya																				yes	yes		0	0			0	0	21	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	21	0	0	21	0
sig_DEL_byad	DEL byad	deletion	byad																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_byed	DEL byed	deletion	byed																				yes	yes		0	0			0	0	4	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	4	0	0	4	0
sig_DEL_bzan	DEL bzan	deletion	bzan																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_cam	DEL cam	deletion	cam																				yes	yes		0	0			0	0	2	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	2	0	0	2	0
sig_DEL_cer	DEL cer	deletion	cer																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_ch	DEL ch	deletion	ch																				yes	yes		0	0			0	2	56	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	2	56	0	2	56	0
sig_DEL_cha	DEL cha	deletion	cha																				yes	yes		0	0			0	0	14	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	14	0	0	14	0
sig_DEL_chad	DEL chad	deletion	chad																				yes	yes		0	0			0	0	2	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	2	0	0	2	0
sig_DEL_che	DEL che	deletion	che																				yes	yes		0	0			0	0	8	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	8	0	0	8	0
sig_DEL_chen	DEL chen	deletion	chen																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_chend	DEL chend	deletion	chend																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_cher	DEL cher	deletion	cher																				yes	yes		0	0			0	0	1	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	1	0	0	1	0
sig_DEL_chhebe	DEL chhebe	deletion	chhebe																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
sig_DEL_chnun	DEL chnun	deletion	chnun																				yes	yes		0	0			0	0	0	0	empirical_only	diagnostic_only	No persistent authorization decision; frequency alone is diagnostic and cannot authorize correction.	0	0	0	0	0	0	0
