frozen_prepass_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	context_excerpt
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	902	1	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་ btan
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	902	55	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་ btan
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	21	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་གཉོད་ btan gcod
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	43	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་གཅོད་ btan gcod auch gtan gcod Ergebnis;
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	59	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་སྩོམས་ btan som.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	72	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་བཟུང་ btan bzun
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	108	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་སྙོམས་ཆེན་པོ་ btan sioms chen po Bez. für
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	904	111	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་གཏོར་ btan gtor besprengen.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	905	36	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་ཡས་ btan yas 7277? yas.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	905	37	1	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	བཏང་རག་ btan rag 7977? rag.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	1221	14	3	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	དེ་དབང་བཏང་ཚེ་ de dbaṅ btan tshe wenn man es
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_8_b	279	2	9	བཏང	btan	btaṅ	positional	dominant_internal_consensus	none	und Butter und beräuchere [das Pferd] mit བྲུབས་བཏང་ brubs btan pf.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_9_m	89	2	12	བཏང	btan	btaṅ	positional	damaged_context	tibetan_headword_overlap	(Tir 106,8); rgya gar lho phyogs kyi yul du མས་བཏང་ mas btan auch — ba abführendes
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	60	5	འཆིང	chin	chiṅ	echo	explicit_same_lemma_repetition	none	འཆིང་ཀྱེད་མ་ chin byed ma auch ’chin byed pa
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_9_m	119	38	4	འཆིང	chin	chiṅ	echo	uncertain	uncertain	མིའདྲེ་ཁ་འཆིང་ mi 'dre kha 'chin cin bei den
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	190	7	2	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	སྐེད་འཆིང་ sked chin Gürtel.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	703	150	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་ ’chin pf. Tbeins fur. bein imp. Tchins
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	703	205	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་ཐག་ ‚chin thag Seil, Fessel.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	1	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་ཕུ་ chin phu
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	27	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་བ་སྦྱིན་ ‚chin ba sbyin Bez. für eine
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	41	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་བུ་ chin bu ↑ mchin bu.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	43	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་བྱེད་ chin byed.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	60	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་ཀྱེད་མ་ chin byed ma auch ’chin byed pa
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	75	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་ཀྲབ་ chin zab tief.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	84	1	འཆིང	chin	chiṅ	positional	damaged_context	latin_headword_overlap	འཆིང་ཡིག་ chin ༡/79 Tchins yıg.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	704	85	1	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འཆིང་སྔང་ chin san Tchin san.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_1_34	756	62	2	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	ཉ་འཆིང་པ་ a ’chin pa Bez. für Fischer, Fisch-
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_35_51	191	47	2	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	འདོད་འཆིང་ 'dod chin.
a263f4fa699ad05df15d6587e3d1a446dd96984a	wts_8_b	580	45	2	འཆིང	chin	chiṅ	positional	dominant_internal_consensus	none	ལ་འཆིང་ sbrul chin.
