frozen_prepass_sha	historical_baseline_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	historical_anchor_identity	historical_anchor_provenance_class	family_identity_evidence	row_local_review_result	context_excerpt
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	44	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ལྟང་ལྟང་ dran Itan Itan kerzengerade.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	51	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་དོན་ dran don
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	53	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་བརྟན་ dran brtan aufrecht.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	59	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ཐག་ dran thag gerade.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	64	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ཐད་ dran thad geradeaus, gerade heraus.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	74	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ཐིག་ dran thig geradlinig.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1298	81	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་དོན་ dran don auch dran ba’i don vorläufi-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1299	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་དྲེང་ dran dren
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1299	10	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་དྲེང་ dran dren auch bran bren Begierde,
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1299	21	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་པོ་ dran po vgl. 1’dran.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1299	53	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་པོ་ dran po
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་པོར་གནོན་ dran por gnon
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	22	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་པོར་གནོན dran por gnon reglementieren.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	33	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་བའི་དོན་ dran ba’i don Tdran don.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	35	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་བའི་མི་བོ་ཆེ་ dran ba’i mi bo che npr. ein sa
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	42	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ཤན་ dran śan klar unterscheidend.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	48	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་ཤིང་ dran Siṅ Zepter.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	54	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ dran sron
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	56	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སེང་ངེ་བ་ dran seṅ ne ba geradlinig.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1300	63	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ dran sron.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1301	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ dran sron
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་གི་གཏོར་” dran sron gi gtor ...
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	27	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་གི་གནས་ dran sron gi gnas ldran sron
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	37	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་རྒྱས་པ་ dran sron rgyas pa ein Rsi, skt.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	55	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་སྣོད་ dran sron snod
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	57	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ཆུ་ dran sron chu Wasser aus einem Be-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	63	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ཆེན་པོ་ dran sron chen po.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	90	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1302	104	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་སྣོད་ dran sron snod Bez. für Almosen-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1303	1	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1303	3	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba Bez. für den
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1303	12	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་སྲིན་པོ་ dran sron srin po npr. ein Berg.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1303	22	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་སྲོང་ལྷུང་བ་ dran sron lhuṅ ba ein Ort bei
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1303	37	1	དྲང	dran	draṅ	positional	source_compatible_single_anchor	none	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	དྲང་གསུམ་ dran gsum die drei Wahrheiten, vgl.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1297	53	1	དྲང	dran	draṅ	withheld_damage	source_compatible_damaged_context	damage_before_latin_alignment	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	withheld_damage_or_marker	དྲང་ ?dran
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	1297	76	1	དྲང	dran	draṅ	withheld_damage	source_compatible_damaged_context	damage_before_latin_alignment	wts_35_51:1010:29:2:draṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	withheld_damage_or_marker	དྲང་ ?dran vgl. Idran po.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	275	173	3	ཁོང	khon	khoṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	ཁོང་ 'khon auch khon pa pron. 3. pers. sing.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	32	5	ཁོང	khon	khoṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	ཁོང་སྐེམ་པ་ khon skem pa auch khon skems pa
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	39	4	ཁོང	khon	khoṅ	echo	explicit_same_lemma_repetition	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	explicit_same_lemma_repetition	ཁོང་ཀྱལ་ khon khyul auch khon ’khyul Aufge-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	277	28	4	ཁོང	khon	khoṅ	echo	uncertain	uncertain	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	uncertain	ཁོང་སིང་ khon sin I\khon sen Schlucht.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_8_b	255	12	2	ཁོང	khon	khoṅ	echo	uncertain	uncertain	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	uncertain	།ཁོང་ brag khon Felshöhle.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	54	164	3	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཀིམ་ཤང ཁོང་ཅོ kim San khon co, kim Sin kon co,
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	275	173	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ 'khon auch khon pa pron. 3. pers. sing.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	1	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་སྐེམ་པ་ khon skem pa
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	32	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་སྐེམ་པ་ khon skem pa auch khon skems pa
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	39	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ཀྱལ་ khon khyul auch khon ’khyul Aufge-
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	77	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ འཁྱལ་ khon 'khyul Tkhon khyul.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	79	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་གླུ་ khon glu Lockruf.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	94	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་གཅོང་ khon gcon.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	105	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	།ཁོང་ཏ་ khon ta
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	114	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ཏ་ khon ta pron. 3. pers.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	120	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་དྭ་སྐྱིལ་ khon du skyil 1skyil 3.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	121	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ད་བཅུག་ khon du bcug etw. hineingeben,
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	131	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་དྲ་ཆུད་ khon du chud auch khons su chud
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	157	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་མ་ khon ma
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	169	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་ནོང་ khon non [divin.] ein Jahrgang.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	177	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་པ་ ’khon pa das Innere, Körperinnere.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	192	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་འྲབས་ khon ’bras Abszeß, Tumor.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	276	206	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་མ་ khon ma auch kho ma eine Zimbel.
acfc246bb710861c9b5da6b205565bf1bd3a6734	6322c7255cfba2fcfaf678cec656e65496ed5f12	wts_1_34	277	1	1	ཁོང	khon	khoṅ	positional	source_compatible_single_anchor	none	wts_35_51:408:1:2:khoṅ	historical_pre_family_present_unattributed	explicit_same_entry_repetition	exact_tibetan_alignment_clean	ཁོང་མོ་ khon mo
