volume	page	line	token_index	tibetan_syllable	original_source	applied_target	correction_reason	correction_batch	target_integrity_status	known_feature_violation	feature_coverage	transcription_gateway_status	transcription_exception_status	transcription_exception_scope	blocked_reason	violated_transcription_feature	proposed_disposition	context_excerpt
wts_1_34	74	212	3	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་འབྱུང་བ་ kun tu ’byuṅ ba entstehen, auftre-
wts_1_34	75	1	3	འབྲང	bran	braṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abrang_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་འབྲང་བ་ kun tu ’braṅ ba
wts_1_34	75	96	3	མྱོང	myon	myoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_myong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་མྱོང་བར་འགྱུར་བ་ kun tu myoṅ bar ’gyur ba
wts_1_34	76	68	4	སྡང	sdan	sdaṅ	reviewed_tibetan_exact_final_ng_consensus	final_ng_sdang_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ཏུ་ཞེ་སྡང་བ་ kun tu Ze sdaṅ ba Haß.
wts_1_34	76	112	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་བཟང་པོ་ kun tu bzaṅ po npr. skt. Samanta-
wts_1_34	76	130	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པ་ kun tu bzaṅ po’i spyod pa,
wts_1_34	76	145	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་བཟང་མོ་ kun tu bzaṅ mo npr. skt. Saman-
wts_1_34	77	49	3	སྲུང	srun	sruṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_srung_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཏུ་སྲུང་བ་ kun tu sruṅ ba
wts_1_34	77	156	2	གཏོང	gton	gtoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gtong_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་གཏོང་ kun gtoṅ.
wts_1_34	77	180	3	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་རྟོག་འབྱུང་ kun rtog ’byuṅ Liebesverlangen,
wts_1_34	78	67	2	མཐོང	mthon	mthoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_mthong_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་མཐོང་ kun mthoṅ Spiegel.
wts_1_34	78	103	2	དོང	don	doṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_dong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་དོང་ kun doṅ
wts_1_34	78	105	2	དོང	don	doṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_dong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་དོང་ kun doṅ eine Heilpflanze, Zwiebel,
wts_1_34	79	168	5	འོང	on	oṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་ཉེ་བར་འོང་བ་ kun nas fe bar ’oṅ ba
wts_1_34	79	221	5	འོང	on	oṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་ཉེ་བར་འོང་བ་ kun nas fie bar ’oṅ ba herbei-
wts_1_34	80	28	3	གདུང	gdun	gduṅ	reviewed_tibetan_exact_final_ng_consensus	final_ng_gdung_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་གདུང་བ་ kun nas gduṅ ba
wts_1_34	80	116	3	ལྗང	ldan	ldaṅ	reviewed_same_tibetan_target_final_nasal_only	explicit_user_reviewed_same_tibetan_target_plus_exact_final_nasal_variant	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་ལྗང་བ་ kun nas ldaṅ ba; vgl. \kun nas lari
wts_1_34	80	126	3	དྲང	dran	draṅ	reviewed_tibetan_exact_final_ng_historical_witness	historical_witness_drang_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་དྲང་པོ་ kun nas draṅ po (zw.). ;
wts_1_34	80	130	3	གདུང	gdun	gduṅ	reviewed_tibetan_exact_final_ng_consensus	final_ng_gdung_consensus_batch_20260727	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་གདུང་བ་ kun nas gduṅ ba gepeinigt wer- s. v. paryutthäna), rising all about, overwhel- hen.
wts_1_34	81	136	3	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་འབྱུང་བ་ kun nas ’byuṅ ba entstehen; vgl.
wts_1_34	82	32	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་བཟང་ kun nas bzaṅ.
wts_1_34	82	42	3	འོང	on	oṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_ong_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་འོང་བ་ kun nas ’oṅ ba ankommen, gelan-
wts_1_34	82	57	3	ལང	lan	laṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_lang_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ནས་ལང་བ་ kun nas laṅ ba
wts_1_34	82	132	3	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་སློང་བ་ kun nas sloṅ ba, Kurzf. \kun sloṅ.
wts_1_34	82	157	3	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་ནས་སློང་བ་པོ་ kun nas sloṅ ba po „der Erhe-
wts_1_34	83	156	2	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་འབྱུང་བ་ kun ’byuṅ ba
wts_1_34	83	162	2	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་འབྱུང་ kun 'byuṅ.
wts_1_34	83	182	2	འབྱུང	byun	byuṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_abyung_consensus_batch_20260720	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་འབྱུང་བ་ kun ’byuṅ ba, vgl. !kun tu ’byuṅ ba,
wts_1_34	84	53	2	སྦྱོང	sbyon	sbyoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_sbyong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་སྦྱོང་བ་ kun sbyoṅ ba Reinigung.
wts_1_34	84	98	2	ཚང	tshan	tshaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཚང་མ་ kun tshaṅ ma npr. eine Däkini; gehört
wts_1_34	86	1	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་བཟང་ kun bzaṅ
wts_1_34	86	7	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་བཟང་ kun bzaṅ.
wts_1_34	86	30	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་བཟང་རྒྱལ་མཚན་ kun bzaṅ rgyal mtshan, auch
wts_1_34	86	55	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་བཟང་སྤྱོད་ kun bzaṅ spyod Kurzf. f. !kun tu
wts_1_34	86	60	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་བཟང་མ་ kun bzaṅ ma, auch kun bzaṅ mo npr.
wts_1_34	86	64	2	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	"ཀུན་བཟང་རྩེ "" kun bzaṅ rtse, Kurzf. für lsne’u gdon"
wts_1_34	86	191	3	བཟང	bzan	bzaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_bzang_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ལ་བཟང་ kun la bzaṅ eine Pflanze. - für skt.
wts_1_34	87	30	3	ཀོང	kon	koṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_kong_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཤེང་ཀོང་ཇོ་ kun sen koṅ jo \wun sin kon jo.
wts_1_34	87	67	3	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀུན་ཤེས་ཐང་པོ་ kun ses thaṅ po ein Wahrsager und
wts_1_34	87	155	2	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་སློང་ kun sloṅ
wts_1_34	87	195	2	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་སློང་ kun sloṅ, Kurzf. für Tkun 7775 slon ba.
wts_1_34	88	1	2	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་སློང་ཅན་ kun sloṅ can
wts_1_34	88	8	2	སློང	slon	sloṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_slong_consensus_batch_20260728	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀུན་སློང་ཅན་ kun sloṅ can mit bösen Gedanken,
wts_1_34	88	164	4	མྱོང	myon	myoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_myong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུས་ཕྱི་ཨོར་མྱོང་ནག་ kus pyi or myoṅ nag
wts_1_34	88	182	4	མྱོང	myon	myoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_myong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུར་ཕྱི་ ཨོར་མྱོང་ནག་ kur pyi or myoṅ nag \kus pa’i
wts_1_34	88	198	4	མྱོང	myon	myoṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_myong_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀུས་པའི་ཨོར་མྱོང་ནག་ kus pa’i or myoṅ nag N. ei-
wts_1_34	89	167	2	བང	ban	baṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_bang_consensus_batch_20260727	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀེ་བང་ ke baṅ, auch ke wan npr. eın chinesischer
wts_1_34	90	1	2	ཝང	wan	waṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_wang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀེ་ཝང་ ke waṅ
wts_1_34	90	7	2	ཝང	wan	waṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_wang_consensus_batch_20260726	transcription_integrity_pass	no	partial	unresolved					no_known_violation_but_incomplete	ཀེ་ཝང་ ke waṅ Tke ban.
wts_1_34	91	117	2	ཚང	tshan	tshaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_tshang_consensus_batch_20260726	transcription_integrity_pass	no	sufficient	pass					validated	ཀེའུ་ ཚང་ ke’u tshaṅ.
wts_1_34	92	49	2	ཤིང	sin	siṅ	reviewed_tibetan_exact_final_ng_source_compatible	source_compatible_shing_consensus_batch_20260727	reviewed_transcription_exception	yes	partial	blocked	source_variant_requires_manual_review	family_block	reviewed_exception		blocked	ཀེར་ཤིང་ ker siṅ 1kin %.
wts_1_34	92	180	3	ཐང	than	thaṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_thang_consensus_clean_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀོ་ཀ་ཐང་དམར་གླིང་ ko ka thaṅ dmar gliṅ, auch ko
wts_1_34	92	180	5	གླིང	glin	gliṅ	reviewed_tibetan_exact_final_ng_consensus	tibetan_gling_consensus_batch_20260719	transcription_integrity_pass	no	sufficient	pass					validated	ཀོ་ཀ་ཐང་དམར་གླིང་ ko ka thaṅ dmar gliṅ, auch ko
wts_1_34	93	97	2	གྱོང	gyon	gyoṅ	reviewed_tibetan_exact_final_ng_historical_witness	repeated_historical_gyong_consensus_batch_20260728	transcription_integrity_pass	no	sufficient	pass					validated	ཀོ་ གྱོང་ ko gyoṅ
