volume	page	line	token_index	tibetan_syllable	source	canonical_target	current_alignment_status	rescue_category	line_zone	tibetan_token_ordinal	latin_token_ordinal	token_start	token_end	boundary_status	damage_scope	marker_attached	layout_signature	positive_layout_support	negative_layout_collisions	upgrade_authorized	blocker	context_excerpt
wts_1_34	91	70	1	ཀིམ	kem	kim	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	12	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀིམ་ཀེམ་ kem kem descr.
wts_1_34	63	28	2	ཀུན	N	kun	secure_transcription_outlier	damaged_ocr	tibetan_only	unavailable	2	22	23	token_boundary_secure	damage_before_latin_alignment	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	ཀུན་དག དོན་གྲུ 1486), N. des Gründers des
wts_1_34	81	81	1	ཀུན	N	kun	secure_transcription_outlier	damaged_ocr	headword_line	unavailable	1	13	14	token_boundary_secure	none	no	headword_line|secure_complete_span|token_index=1|preceding=space|following=space	788	1	no	layout_pattern_not_zero_collision_high_support	ཀུན་ནས་འཕྲོ་ N kun nas ’phro ba sich ringsum aus-
wts_1_34	82	125	1	ཀུན	N	kun	secure_transcription_outlier	damaged_ocr	headword_line	unavailable	1	8	9	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀུན་ནས་ N kun nas su überall.
wts_1_34	69	133	1	ཀུན	Run	kun	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	15	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀུན་ཏུ་སྐྲག་པ་ Run tu skrag pa erschrecken; Er-
wts_1_34	81	26	1	ཀུན	Run	kun	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	17	20	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀུན་ནས་མནར་སེམས་ Run nas mnar sems „ganz ge-
wts_1_34	86	77	2	ཀུན	g	kun	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	6	7	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	ཀུན 8 g
wts_9_m	178	43	2	ཀུན	kim	kun	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	13	16	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	མུ་ཀུན་ད་ mu kim da Trommel; skt. mukunda.
wts_1_34	68	87	1	ཀུན	kum	kun	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	12	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀུན་འཇོ་ kum jo sitzend; vielleicht irrt. für kun
wts_1_34	64	39	1	ཀུན	ra	kun	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	10	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀུན་དགའ ra ba pa (zukun dga’ra ba 2,) ein
wts_9_m	190	42	2	ཀུན	skt	kun	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	17	20	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	མུཙུ་ཀུན་ད Baum; skt. mucukunda Prerosper-
wts_9_m	182	25	3	ཀུན	ta	kun	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	21	23	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	མུ་ཅུ་ཀུན་ཏ mucu kun ta lmu tsu kun da.
wts_1_34	877	230	3	ཀུས	ston	kus	boundary_or_damage	marker_attached	tibetan_latin_mixed	unavailable	3	20	24	token_boundary_secure	damage_before_latin_alignment	yes	tibetan_latin_mixed|ambiguous_span|token_index=3|preceding=other|following=space	0	0	no	layout_pattern_not_zero_collision_high_support	ཏུང་ཀུས་ 7773) kus \ston ’khun.
wts_1_34	89	8	1	ཀེ	'ke	ke	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	4	7	token_boundary_secure	later_gloss_or_commentary	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀེ་ 'ke (als Nummer:) 91.
wts_9_m	16	27	2	ཀེ	Ime	ke	boundary_or_damage	marker_attached	headword_line	unavailable	2	15	18	token_boundary_secure	none	yes	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	མ་ཀེ་ན་ makena Ime ge na.
wts_1_34	89	9	1	ཀེ	keN	ke	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	5	8	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=other|following=other	0	1	no	layout_pattern_not_zero_collision_high_support	"ཀེ་ ""keN. eines Klans (zw.)."
wts_1_34	90	8	1	ཀེ	keru	ke	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	7	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀེ་རུ་ keru (dkar); vgl. ka rn.
wts_1_34	89	138	1	ཀེ	ketaraN	ke	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	8	15	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=other	27	0	no	layout_pattern_not_zero_collision_high_support	ཀེ་ཏ་ར་ ketaraN. eines Bergs (Jä).
wts_1_34	90	41	1	ཀེ	sa	ke	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	6	8	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=other	0	0	no	layout_pattern_not_zero_collision_high_support	ཀེ་ཤ་ sa. — von skt. keśa.
wts_1_34	96	181	1	ཀོག	'kog	kog	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	5	9	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀོག་ 'kog Hülle, Scheide [2. B. eines Schwertes].
wts_1_34	96	186	2	ཀོག	Nebenf	kog	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	10	16	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=other	0	1	no	layout_pattern_not_zero_collision_high_support	ཀོག་ 509, Nebenf. zu bkog, pf. zu [909 pa.
wts_1_34	96	214	1	ཀོང	'koṅ	koṅ	secure_transcription_outlier	damaged_ocr	tibetan_only	unavailable	1	5	9	token_boundary_secure	none	no	tibetan_only|secure_complete_span|token_index=1|preceding=space|following=space	4	0	no	layout_pattern_not_zero_collision_high_support	ཀོང་ 'koṅ ausgehöhlt, holprig, vgl. Ikon kon;
wts_1_34	97	158	1	ཀོང	'koṅ	koṅ	secure_transcription_outlier	damaged_ocr	headword_line	unavailable	1	8	12	token_boundary_secure	none	no	headword_line|secure_complete_span|token_index=1|preceding=space|following=space	788	1	no	layout_pattern_not_zero_collision_high_support	ཀོང་པོ་ 'koṅ po Opferschale; vgl. Ikon bu.
wts_1_34	98	51	1	ཀོང	'koṅ	koṅ	secure_transcription_outlier	damaged_ocr	tibetan_only	unavailable	1	8	12	token_boundary_secure	none	no	tibetan_only|secure_complete_span|token_index=1|preceding=space|following=space	4	0	no	layout_pattern_not_zero_collision_high_support	ཀོང་མོ་ 'koṅ mo
wts_1_34	98	104	3	ཀོང	'koṅ	koṅ	secure_transcription_outlier	damaged_ocr	tibetan_only	unavailable	3	16	20	token_boundary_secure	tibetan_headword_overlap	no	tibetan_only|missing_transliteration|token_index=3|preceding=space|following=space	15	0	no	layout_pattern_not_zero_collision_high_support	901,3). ཀོང་མོ་ 'koṅ mo tiefe Höhle.
wts_9_m	54	1	2	ཀོང	Sa	koṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	14	16	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	མཤ་ཀོང་ཅོ་ ma Sa kon co
wts_1_34	680	22	3	ཀོང	dbyins	koṅ	probable_transcription_outlier	probable_headword_span	tibetan_latin_mixed	unavailable	3	25	31	token_boundary_secure	none	no	tibetan_latin_mixed|ambiguous_span|token_index=3|preceding=space|following=space	1	0	no	layout_pattern_not_zero_collision_high_support	EN བེངས་ཀོང་ང་བཤགས་ chos dbyins klon du
wts_1_34	361	213	1	ཀོད	god	kod	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	10	13	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀོད་འདྲེ་ god ’dre ein ’dre-Dämon, der Schaden
wts_8_b	281	52	2	ཀོར	Daumenring	kor	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	16	26	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=other	19	0	no	candidate_zero_collision_layout_needs_exact_review	བྲེ་ཀོར་ brekor Daumenring.
wts_1_34	363	23	2	ཀོར	ba	kor	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	2	12	14	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=2|preceding=space|following=space	3	40	no	layout_pattern_not_zero_collision_high_support	ཀོར་བ་ 2907 ba Tgor kha.
wts_1_34	583	77	2	ཀྱང	Ryan	kyaṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	13	17	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	ཅིས་ཀྱང་ cis Ryan Tcinas kyan.
wts_8_b	310	37	2	ཀྱང	kyari	kyaṅ	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	17	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	བླངས་ཀྱང་ blaris kyari wiederum, darüberhin-
wts_1_34	367	29	1	ཀྱིན	'oyin	kyin	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	6	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀྱིན་ 'oyin Tkyin.
wts_1_34	367	34	1	ཀྱིན	gyin	kyin	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	8	12	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀྱིན་ཏ་ gyin ta sinnlos, grundlos.
wts_1_34	366	34	2	ཀྱོག	gyog	kyog	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	15	19	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	གྱག་ཀྱོག་ gyag gyog krumm.
wts_1_34	82	12	1	ཀྲ	Gesicht	kra	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	3	10	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀྲ Gesicht überall hingewandt“.
wts_1_34	77	105	1	ཀྲ	S	kra	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	6	7	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀྲ ཊུ S —r bgyid pa dass.
wts_1_34	93	53	2	ཀྲད	ko	krad	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	8	10	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	A: ཀྲད་ ko krad, auch ko skrad hartes Leder [für
wts_1_34	384	183	1	ཀྲོ	gro	kro	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	9	12	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀྲོ་སྤྱི gro spyi Gouverneur des Distrikts Gro-
wts_9_m	87	7	2	ཀྲོ	gro	kro	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	19	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	མལ་ཀྲོ་གཟི་ཅན་ mal gro gzi can auch mal gro gzi
wts_1_34	726	171	7	ཀླ	lta	kla	boundary_or_damage	damaged_ocr	headword_line	unavailable	7	43	46	token_boundary_secure	latin_headword_overlap	no	headword_line|probable_span|token_index=7|preceding=space|following=other	0	0	no	layout_pattern_not_zero_collision_high_support	འཇིག་པར་ལྟ་བ་ ཀླ par lta ba 176 /$77095 la lta
wts_1_34	109	206	1	ཀླག	'Rlag	klag	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	5	10	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀླག་ 'Rlag auch— pa, glags Wolltuch.
wts_1_34	110	6	1	ཀླག	Rlag	klag	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	7	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀླག་པ་ Rlag pa Lecken.
wts_1_34	117	92	1	ཀླག	klog	klag	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	6	10	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=other|following=space	1	1	no	layout_pattern_not_zero_collision_high_support	"ཀླག་ ""klog umgewendetes [Fell]."
wts_1_34	109	204	1	ཀླག	lag	klag	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	6	9	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=other|following=space	1	1	no	layout_pattern_not_zero_collision_high_support	ཀླག་ «lag Lbklag.
wts_1_34	115	26	1	ཀླུ	kla	klu	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	12	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀླུ་ཤིང་ kla siṅ eine Pflanze, „Näga-Baum“, ein
wts_35_51	672	62	2	ཀླུ	tpaksu	klu	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	13	19	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=other	29	0	no	layout_pattern_not_zero_collision_high_support	པ་ཀླུ་ paksu tpaksu.
wts_1_34	117	31	1	ཀློག	'klog	klog	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	6	11	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀློག་ 'klog pf. Lbklags, klags, blags fut. \bklag, klag
wts_1_34	499	129	3	ཀློག	glog	klog	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	3	30	34	token_boundary_secure	none	no	headword_line|probable_span|token_index=3|preceding=space|following=space	75	3	no	layout_pattern_not_zero_collision_high_support	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	109	53	1	ཀློག	krog	klog	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	1	11	15	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀློག་ཀློག་ krog krog auch krog grog.
wts_1_34	109	53	2	ཀློག	krog	klog	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	2	16	20	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	ཀློག་ཀློག་ krog krog auch krog grog.
wts_1_34	109	67	1	ཀློག	krog	klog	boundary_or_damage	damaged_ocr	headword_line	unavailable	1	10	14	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཀློག་གིས་ krog gis auch dkrog gis plötzlich.
wts_1_34	109	81	1	ཀློག	krog	klog	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	1	10	14	token_boundary_secure	latin_headword_overlap	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཀློག་འུར་ krog 77?“ onom. Schuhgeräusch, vgl.
wts_1_34	675	30	2	ཀློང	klon	kloṅ	boundary_or_damage	damaged_ocr	headword_line	unavailable	2	20	24	token_boundary_secure	latin_headword_overlap	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	ཆོས་ཀློང་རྙོག་ chos klon ?7709 aufgebracht sein.
wts_1_34	441	13	4	ཁད	Distanz	khad	boundary_or_damage	damaged_ocr	example_tibetan_latin	unavailable	4	25	32	token_boundary_secure	damage_before_latin_alignment	no	example_tibetan_latin|gloss_intrusion|token_index=4|preceding=space|following=other	0	1	no	layout_pattern_not_zero_collision_high_support	འགྱངས་།ཁད་ ”97/477$ khad Distanz.
wts_1_34	558	192	4	ཁན	Trommler	khan	boundary_or_damage	marker_attached	headword_line	unavailable	4	29	37	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=4|preceding=other|following=other	2	0	no	layout_pattern_not_zero_collision_high_support	"རྔ་ཕྲོ་མ།ཁན་ rna phro mkhan ""Trommler."
wts_1_34	347	133	3	ཁན	Tänzer	khan	boundary_or_damage	marker_attached	headword_line	unavailable	3	19	25	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=3|preceding=space|following=other	56	0	no	layout_pattern_not_zero_collision_high_support	གར་མ།ཁན་ gar mkhan Tänzer, Schauspieler.
wts_8_b	99	39	3	ཁན	Töpfer	khan	boundary_or_damage	marker_attached	headword_line	unavailable	3	20	26	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=3|preceding=space|following=other	56	0	no	layout_pattern_not_zero_collision_high_support	བུམ་མ།ཁན་ bum mkhan Töpfer.
wts_1_34	259	149	3	ཁབ	Nadel	khab	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	3	12	17	token_boundary_secure	damage_before_latin_alignment	no	tibetan_only|missing_transliteration|token_index=3|preceding=space|following=other	5	1	no	layout_pattern_not_zero_collision_high_support	།ཁབ་ 40/77/ Nadel.
wts_1_34	1000	169	2	ཁབ	ba	khab	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	11	13	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=other	19	0	no	candidate_zero_collision_layout_needs_exact_review	ཐལ་ཁབ་ hal ba
wts_1_34	671	117	1	ཁབ	chob	khab	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	9	13	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཁབ་ཆེལྲ་ chob chob onom. schmatzendes Ge-
wts_1_34	259	207	2	ཁབ	ral	khab	boundary_or_damage	damaged_ocr	tibetan_only	unavailable	2	13	16	token_boundary_secure	damage_before_latin_alignment	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	།ཁབ་རལ་ 5545 ral Nadelbehälter.
wts_9_m	224	34	3	ཁམས	Ime	khams	boundary_or_damage	marker_attached	headword_line	unavailable	3	22	25	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=3|preceding=space|following=space	254	0	no	layout_pattern_not_zero_collision_high_support	མེ་ཡི་ཁམས་ me yikhams Ime khams.
wts_9_m	237	33	2	ཁམས	Imekhams	khams	boundary_or_damage	marker_attached	headword_line	unavailable	2	20	28	token_boundary_secure	none	yes	headword_line|secure_complete_span|token_index=2|preceding=space|following=other	140	0	no	layout_pattern_not_zero_collision_high_support	མེའི་ཁམས་ me'ikhams Imekhams.
wts_1_34	724	143	5	ཁམས	V’jig	khams	boundary_or_damage	damaged_ocr	tibetan_latin_mixed	unavailable	5	39	44	token_boundary_secure	damage_before_latin_alignment	no	tibetan_latin_mixed|ambiguous_span|token_index=5|preceding=space|following=space	0	0	no	layout_pattern_not_zero_collision_high_support	འཇིག་རྟེན་གྱི་ཁམས་ ”7/£ rten gyi khams V’jig rten
wts_1_34	262	141	1	ཁམས	kbams	khams	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	11	16	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	།ཁམས་གསུམ་ kbams gsum.
wts_1_34	263	1	1	ཁམས	kbams	khams	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	13	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	།ཁམས་གསུམ་པ་ kbams gsum pa
wts_35_51	112	49	2	ཁམས	kbams	khams	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	2	13	18	token_boundary_secure	none	no	headword_line|probable_span|token_index=2|preceding=space|following=space	101	5	no	layout_pattern_not_zero_collision_high_support	མདོ་ཁམས་ mdo kbams eine Provinz, ein Teil
wts_1_34	605	8	1	ཁར	beu	khar	probable_transcription_outlier	probable_headword_span	headword_line	unavailable	1	19	22	token_boundary_secure	none	no	headword_line|probable_span|token_index=1|preceding=space|following=space	140	2	no	layout_pattern_not_zero_collision_high_support	ཁར་བགཉའ།'ཁཁཁ།'ཌེ།། beu güis bdag po Bez. für
wts_1_34	373	154	2	ཁར	har	khar	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	2	13	16	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=2|preceding=space|following=space	61	1	no	layout_pattern_not_zero_collision_high_support	གྲང་ཁར་ graṅ har klirrende Kälte.
wts_1_34	529	158	1	ཁི	nam	khi	probable_transcription_outlier	probable_headword_span	tibetan_only	unavailable	1	3	6	token_boundary_secure	none	no	tibetan_only|missing_transliteration|token_index=1|preceding=space|following=space	88	0	no	layout_pattern_not_zero_collision_high_support	ཁི nam Kurzf. für Tran lam, ein Familien-
