frozen_prepass_sha	volume	page	line	token_index	tibetan_syllable	source_token	target	candidate_status	alignment_category	damage_category	context_excerpt
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	821	180	2	གདེང	gden	gdeṅ	positional	dominant_internal_consensus	none	སྙྩང་གདེང་ iin gden auch sin rden Bürge.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	107	133	6	ཏང	tan	taṅ	echo	explicit_same_lemma_repetition	none	ཀྱོ་།ཏང་ kyo tan auch kyo ba tan Eisenhaken, vgl.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	107	133	2	ཏང	tan	taṅ	positional	dominant_internal_consensus	none	ཀྱོ་།ཏང་ kyo tan auch kyo ba tan Eisenhaken, vgl.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	872	48	1	ཏང	tan	taṅ	positional	dominant_internal_consensus	none	ཏང་ཀུན་ tan kun eine Heilpflanze; chin. ER
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	720	49	5	དཔང	dpan	dpaṅ	echo	cross_reference_probable	none	དཔང་ལོ་ dpaṅ lo Kurzf. für dpan lo tsä ba
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	664	42	2	དཔང	dpan	dpaṅ	positional	dominant_internal_consensus	none	ཆེ་དཔང་ che dpan Zeuge.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1338	49	5	དབྱུང	dbyun	dbyuṅ	echo	explicit_same_lemma_repetition	none	དྲུངས་དབྱུང་ druns dbyun auch drun dbyun fut.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	526	13	5	དབྱུང	dbyun	dbyuṅ	echo	uncertain	uncertain	གནས་དབྱུང་ gnas dbyuṅ Tgnas nas dbyun.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1014	1	2	དབྱུང	dbyun	dbyuṅ	positional	dominant_internal_consensus	none	ཐུགས་དབྱུང་བར་བྱེད་ thugs dbyun bar byed
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1338	49	2	དབྱུང	dbyun	dbyuṅ	positional	dominant_internal_consensus	none	དྲུངས་དབྱུང་ druns dbyun auch drun dbyun fut.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	400	35	1	ནང	nah	naṅ	positional	dominant_internal_consensus	none	ནང་འབབ་ nah bab eigener Grundherr
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	403	25	1	ནང	nah	naṅ	positional	dominant_internal_consensus	none	ནང་རིམ་ nah rim Rundweg in einem Gebäude.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	144	15	2	བསྲུང	bsrun	bsruṅ	positional	dominant_internal_consensus	none	བཀའ་བསྲུང་ bka’ bsrun tbka’ srun.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	495	2	2	བསྲུང	bsrun	bsruṅ	positional	dominant_internal_consensus	none	བྒ་བསྲུང་པ་ sgo bsrun ba
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	105	33	5	མདུང	mdun	mduṅ	echo	cross_reference_probable	none	མདུང་རྩེ་ mduṅ rtse Kurzf. für mdun gi rtse,
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1133	35	2	མདུང	mdun	mduṅ	positional	dominant_internal_consensus	none	དར་མདུང་ dar mdun Speer mit einem Banner.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_8_b	476	21	1	འབྱོང	byon	byoṅ	positional	dominant_internal_consensus	none	"འབྱོང་ ""byon V'byan."
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_8_b	476	22	1	འབྱོང	byon	byoṅ	positional	dominant_internal_consensus	none	འབྱོང་ ®byon reinigen, vgl. Isbyon.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	283	21	2	ཡང	yah	yaṅ	positional	dominant_internal_consensus	none	སྡུམ་ཡང་ sdum yah eine Amtsbezeichnung in
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	943	33	6	ཡོང	yon	yoṅ	echo	explicit_same_lemma_repetition	none	ཕོ་ཡོང་བཟྲའ་ pho yoṅ bza' auch pho yon gza',
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	897	59	2	ཡོང	yon	yoṅ	positional	dominant_internal_consensus	none	གཏོང་ཡོང་ gtoṅ yon
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	897	109	2	ཡོང	yon	yoṅ	positional	dominant_internal_consensus	none	གཏོང་ཡོང་ gtoṅ yon Einnahmen und Aus-
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	876	91	2	རྡུང	rdun	rduṅ	positional	dominant_internal_consensus	none	ཏིལ་རྡུང་ tl rdun auch til brdun Sesam-
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	258	91	2	རྨང	rman	rmaṅ	positional	dominant_internal_consensus	none	།ཁང་རྨང་ khaṅ rman Grundmauer, Funda-
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_9_m	316	79	2	རྫིང	rdzin	rdziṅ	positional	dominant_internal_consensus	none	དམུ་རྫིང dmu rdzin.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	720	3	4	ལྔང	ldan	ldaṅ	echo	uncertain	uncertain	འཇམ་ལྔང་འདབ་ལྡན་ am ljan ’dab ldan Bez. für
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	552	158	2	ལྔང	ldan	ldaṅ	positional	dominant_internal_consensus	none	མངོན་ལྔང་ mnon ldan respektvoll behandeln;
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	198	102	2	ལྡང	ldan	ldaṅ	positional	dominant_internal_consensus	none	སྐྱི་ལྡང་ skyi ldan.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	429	158	2	ལྡིང	ldin	ldiṅ	positional	dominant_internal_consensus	none	མགོ་ ལྡིང་ཅན་ mgo ldin can
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	429	206	2	ལྡིང	ldin	ldiṅ	positional	dominant_internal_consensus	none	མགོ་ལྡིང་ཅན་ mgo ldin can Bez. für Baum.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	1048	25	5	ལྷུང	lhun	lhuṅ	echo	uncertain	uncertain	ཕྱོགས་ལྷུང་ plryogs lhuṅ Tphyogs su lhun ba.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1022	30	2	ལྷུང	lhun	lhuṅ	positional	dominant_internal_consensus	none	བུར་ལྷུང་ thur lhun Bez. für Wasser.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	1303	22	3	ལྷུང	lhun	lhuṅ	positional	dominant_internal_consensus	none	དྲང་སྲོང་ལྷུང་བ་ dran sron lhun ba ein Ort bei
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_35_51	269	29	5	སྡང	sdan	sdaṅ	echo	cross_reference_probable	none	སྡང་དགྲ་ sdaṅ dgra Kurzf. für sdan ba'i dgra er-
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	76	68	4	སྡང	sdan	sdaṅ	positional	dominant_internal_consensus	none	ཀུན་ཏུ་ཞེ་སྡང་བ་ kun tu Ze sdan ba Haß.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	731	3	2	སྡང	sdan	sdaṅ	positional	dominant_internal_consensus	none	འཇིགས་སྡང་ igs sdan auch ?//75 sdans jmdn.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	221	1	2	སྦྱང	sbyan	sbyaṅ	positional	dominant_internal_consensus	none	སྐྱོར་སྦྱང་ skyor sbyan
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	221	19	2	སྦྱང	sbyan	sbyaṅ	positional	dominant_internal_consensus	none	སྐྱོར་སྦྱང་ skyor sbyan wiederholen.
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_8_b	571	65	4	སྦྲང	sbran	sbraṅ	echo	explicit_same_lemma_repetition	none	སྦྲང་ཆང་ sbraṅ chaṅ auch sbran can alkoho-
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_8_b	573	8	6	སྦྲང	sbran	sbraṅ	echo	explicit_same_lemma_repetition	none	སྦྲང་བུ་མཆུ་རིང་ sbraṅ bu mchu riṅ auch sbran bu
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_8_b	576	44	4	སྦྲང	sbran	sbraṅ	echo	explicit_same_lemma_repetition	none	སྦྲང་ཡབ་ sbraṅ yab auch sbran g.yab Wede
0b1ed02fc6b27e5af1ed879fd3fa0d596c0f8662	wts_1_34	686	24	2	སྦྲང	sbran	sbraṅ	positional	dominant_internal_consensus	none	མཆུ་སྦྲང་ mchu sbran Bez. für Flöte.
