volume	page	line	token_index	tibetan_syllable	source_token	proposed_target	general_canonical_tier	general_source_alignment_status	required_signatures	signature_applicability	prior_identity_decision	final_ng_evidence_class	effective_disposition	context_excerpt
wts_1_34	195	114	3	སང	sen		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྐྱ་སང་སང་པ་ skya sen sen po
wts_1_34	202	56	1	ང	skyun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་པོ་ skyun po Ahle, Pfriem, Stichel.
wts_1_34	207	100	2	སྔོང	sdon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྐྱེ་སྔོང་ skye sdon ein Baum.
wts_1_34	226	146	1	བསླང	bskan		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	བསླང་ bskan fur. t'skon erfüllen; zufrieden-
wts_1_34	228	165	1	བསླང	bskun		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	བསླང་ bskun fut. zu tskun verbergen.
wts_1_34	244	160	4	ཕྱང	phyun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh.
wts_1_34	245	60	2	ཉུང	run		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁ་ཉུང་ kha run wortkarg.
wts_1_34	250	109	2	ཕྱང	byan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁ་ཕྱང་བ་ kha byan ba
wts_1_34	256	35	4	སང	Ton		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	།ཁ་སང་ 45/¢ san 72. Ton, Laut.
wts_1_34	257	53	1	ཁང	kan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁང་ཁུང་ kan khuṅ
wts_1_34	258	47	1	བང	Rhan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།བང་བྱུ་ Rhan bu Häuschen, kleine Behausung.
wts_1_34	258	54	1	བང	khan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།བང་རྩ་ khan rtsa
wts_1_34	258	106	1	བང	khan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།བང་རྩ་ * khan rtsa Fundament, Grundmauer.
wts_1_34	258	201	1	བང	khan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།བང་སྲངས་ khan sruns Haushälterin.
wts_1_34	261	3	2	ཤེང	sen		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁམ་ཤེང་ kham sen Tkam sen.
wts_1_34	267	52	1	ཁུང	Rhun		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁུང་ཉལ་ Rhun nal.
wts_1_34	276	51	1	ཁང	khon		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁང་།ཁྲ་ khon khro auch khon khro ba Zorn,
wts_1_34	276	92	1	ཁོང	Khon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁོང་སྒྲིལ་ Khon sgril Fesseln.
wts_1_34	276	175	1	ཁོང	ikhon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁོང་པ་ ikhon pa 1'khon.
wts_1_34	277	35	1	ཁང	khon		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁང་སང་ khon sen auch khon sin, khon gsen
wts_1_34	277	35	2	སང	sen		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁང་སང་ khon sen auch khon sin, khon gsen
wts_1_34	287	69	1	ཀྱང	khyun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀྱང་སྡེར་ khyun sder eine Heilpflanze.
wts_1_34	287	97	1	ཁུང	khyun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁུང་སེང་འདས་པ་ khyun seṅ ’dus pa achtfüßiger
wts_1_34	292	135	2	ཕྱང	phyun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྲག་ཕྱང་ khrag phyun pf. zu lkhrag 'byin „Blut
wts_1_34	297	108	2	ངང	dun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྲིམས་ངང་ khrims dun
wts_1_34	297	110	2	ངང	dun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྲིམས་ངང་ khrims dun ein bei Gericht geblase-
wts_1_34	298	56	1	ཁྱུང	khrun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྱུང་ཁྱུང་ khrun khrun
wts_1_34	298	56	2	ཁྱུང	khrun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྱུང་ཁྱུང་ khrun khrun
wts_1_34	298	94	1	ཁུང	khrun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁུང་ khrun resp. für chan.
wts_1_34	298	98	1	ཁྱུང	khrun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁྱུང་ཏཁྱུང་ khrun khrun.
wts_1_34	298	129	1	ཁང	khrun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname
wts_1_34	298	129	2	ཁང	khrun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཁང་ཁང་འཇོམས་ khrun khrun ”joms Beiname
wts_1_34	298	134	1	ཁང	khrun		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	།ཁང་མ་། khrun ma Kellnerin.
wts_1_34	298	141	1	ཁུང	khrun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁུང་ཞེ་ཆཿ khrun Zu ma Kellnerin.
wts_1_34	300	171	2	གཞུང	gun		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཁྲེལ་གཞུང་ khrel gun \khrel.
wts_1_34	306	72	3	སྣང	Glühwürmchen		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	མ།བའ་སྣང་ mkha’ snarn Glühwürmchen.
wts_1_34	310	54	3	མོང	dban		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	མ།ཁའ་མོང་ངཔང་ལོ་ mkha’ spyod dban po Beina-
wts_1_34	311	97	2	སློང	sgon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	མབར་སློང་ mkhar sgon
wts_1_34	322	186	2	དང	buddh		canonical_independent_strong	gloss_alignment_noise		none	none	source_compatible_no_anchor	no_supported_target	T དང buddh. Gemeinde.
wts_1_34	338	131	1	ང	gan		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་ཁོ་སྦིས། བྲེང་ gan po skem byed Beiname des
wts_1_34	346	145	2	སླང	span		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གབ་སླང་ gab span [arch.] Gebälk, Abschluß-
wts_1_34	352	8	1	གང	gun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གང་བྲང་ gun than npr. eine Gegend in mÑa’-
wts_1_34	352	101	1	གང	gun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གང་ལོ་ gun lo Ydgun 2.
wts_1_34	359	109	1	གང	gon		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གང་སྐར་ gon skor
wts_1_34	360	84	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་ད་འཕེལ་ gon du ’phel sich verbreiten, zu-
wts_1_34	361	39	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་མ་སྲེག་ gon ma sreg ein Vogel, Rebhuhn.
wts_1_34	361	63	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་མོ་ gon mo ein Vogel.
wts_1_34	361	71	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་རྩེ་ gon rtse Kragen.
wts_1_34	361	109	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་ལེན་ gon len
wts_1_34	361	111	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་ལེན་ gon len Trophäe.
wts_1_34	361	139	1	ཀོང	gon		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	ཀོང་སེལ་ gon sel ein Ritual.
wts_1_34	373	190	1	གླང	gran		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གླང་ཁྲ་ gran ba.
wts_1_34	374	1	1	གྲང	oran		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གྲང་ཚལ་ oran tshal
wts_1_34	374	32	1	གླང	gran		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གླང་རླང་ gran rlun eine Krankheit.
wts_1_34	387	153	1	གྲོང	grorn		canonical_feature_composed	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གྲོང་འཇིག་ grorn jig „Städtezerstörer“, Bei-
wts_1_34	388	70	1	ཀྲོང	gron		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ཀྲོང་སྤྲེའུ་ gron spre’u Bez. für Katze.
wts_1_34	394	183	1	གྲུང	glan		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གྲུང་པོའི་རྒྱལ་པོ་ glan po’i rgyal po Bez. für den
wts_1_34	396	122	1	གླང	glin		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	གླང་ཕྲན་ glin phran.
wts_1_34	396	178	1	ང	glin		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་བཞི་ལྟེ་བ་ glin bźi Ite ba auch glin bZi’i Ite
wts_1_34	396	189	1	ང	glin		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ང་བཞི་ཌྡེགས་པ་ glin bźi ldegs pa Bez. für Erde
wts_1_34	399	136	2	སྙིང	säin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གློ་སྙིང་ལྡེག་ glo säin ldeg Herzklopfen.
wts_1_34	401	107	1	གློང	glon		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	གློང་ glon pf. !glons umrühren, aufwirbeln.
wts_1_34	405	55	3	དཔང	dban		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དགའ་རབ་དཔང་རམྱག་ dga’ rab dban phyug
wts_1_34	407	144	2	སྙིང	shäin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དགང་སྙིང་ dgun shäin Bez. der chin. Tierkreis-
wts_1_34	408	66	2	དང	dun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	དགན་དང་ dgun dun \dgon dun.
wts_1_34	412	56	3	སྙིང	shin		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དགེ་བའི་སྙིང་པོ་ dge ba’i shin po
wts_1_34	412	101	3	སྙིང	säih		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	དགེ་བའི་སྙིང་པོ་ dge ba’i säih po ein myth.
wts_1_34	415	125	1	གོང	dgon		canonical_independent_strong	boundary_or_damage		none	none	source_compatible_damaged_context	no_supported_target	གོང་ཞྲག་ dgon 749 Nacht bzw. Tag und
wts_1_34	417	32	2	དང	dun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	དགོན་དང་ dgon dun auch ~ can, dgun dun can
wts_1_34	424	1	1	བགྲང	beran		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བགྲང་ beran
wts_1_34	424	51	1	བགྲང	beran		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བགྲང་ beran
wts_1_34	424	123	1	བགྲང	beran		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བགྲང་རྟོགས་ beran rtogs eine hohe Zahl.
wts_1_34	424	158	1	བགྲང	beran		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བགྲང་ཕྲེང་འཛིན་ beran phreṅ ’dzin Beiname des
wts_1_34	424	173	1	བགྲང	beran		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བགྲང་གཞི་ beran gäi.
wts_1_34	430	109	2	ལང	lin		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	མག་ལང་ go lin.
wts_1_34	452	46	2	ལྡིང	Idın		canonical_independent_strong	probable_transcription_outlier		none	none	source_compatible_marker_attached	no_supported_target	འགྲོ་ལྡིང་ gro Idın.
wts_1_34	453	27	3	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	འགྲོ་བའི་ངང་ཚུལ་ gro ba’i nan tshul Bez. für
wts_1_34	464	15	3	དང	dun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	རྒྱ་མཚོའི་དང་ྲེང་ rgya mtsho’i dun phren Bez.
wts_1_34	466	168	2	ཤང	Sin		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	རྒྱངས ཤང་ rgyans Sin ein Werkzeug zum Be-
wts_1_34	478	35	4	ལེང	phren		provisional	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	"’ རྭ་ལེང་ཅུ "" 7⁄97/// skar phren can Bez. für"
wts_1_34	488	105	1	རྒྱང	rgyon		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	རྒྱང་ rgyon
wts_1_34	488	114	1	རྒྱང	rgyon		canonical_feature_composed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	རྒྱང་ rgyon pf. \brgyans fut. \brgyan imp.
wts_1_34	493	73	3	ཁང	Eingangsbereich		ambiguous	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	གྒོ་ཁང་ $90 khan Eingangsbereich, Wachtturm.
wts_1_34	495	10	2	བསླང	bsruh		provisional	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྒོ་བསླང་བ་ sgo bsruh ba auch sgo bsruns Tsgo
wts_1_34	499	129	4	དང	dun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	སྒྲ་སྐྱེད་ཀློག་དང་ ཡའ a skyed glog dun Lautspre-
wts_1_34	503	36	5	ཚོང	Tauschhan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_marker_attached	no_supported_target	སྒྲིལ་ཉོ་སྒྲིལ་ཚོང་ sgril 770 sgril tshon Tauschhan-
wts_1_34	506	34	2	ལྗང	han		canonical_reviewed	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	སྒྲོ་ལྗང་ sgro han Papagei.
wts_1_34	506	45	2	མངང	mdun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	སྒྲོ་མངང་ sgro mdun eine Waffe.
wts_1_34	507	23	3	གླེང	Gespräch		provisional	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	སློག་གླེང་ sgrog £/67? Gespräch, Unterhaltung.
wts_1_34	510	25	3	དང	dun		canonical_independent_strong	secure_transcription_outlier		none	none	source_compatible_no_anchor	no_supported_target	བྱྱ་བྱིན་དང་ brgya byin dun nach rechts ge-
wts_1_34	525	174	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་སྐྱ་ nan skya isabellfarben, weißlich.
wts_1_34	525	215	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་འགྲོས་ nan ’gros Bez. eines rituellen Tan-
wts_1_34	526	37	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་ཐག་བསྲིང་ nan thag bsrin fut. ertragen.
wts_1_34	526	42	1	ངང	thun		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_damaged_context	no_supported_target	ངང་ཐུང་ ༡༩༧༩ thun ungeduldig, aufbrausend.
wts_1_34	526	54	1	ངང	man		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པ་ man pa
wts_1_34	526	56	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་འཐེན་ nan ’then Aufschub, Verzögerung.
wts_1_34	526	106	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པ་ཅན་ nan pa can
wts_1_34	526	125	1	ངང	nah		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པའི་རྐང་པ་ nah pa’ rkaṅ pa Bez. für
wts_1_34	526	130	1	ངང	man		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པའི་ཁ་ཉོ། man pa’i bu mo Beiname der
wts_1_34	526	137	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པའི་བཞོན་པ་ nan pa’i bon pa Beiname des
wts_1_34	526	143	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་པའི་ཤིང་རྟ་ nan pa’i siṅ rta Beiname des
wts_1_34	526	167	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་བསིངས་ nan bsrins
wts_1_34	526	186	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་ཞེར་ nan Zur isabellfarbenes Pferd bzw.
wts_1_34	526	206	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་སེར་ nan ser.
wts_1_34	526	213	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་བསིང་ nan bsrin fut. verlängern, hinaus-
wts_1_34	526	216	1	ངང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	ངང་བསིངས་ nan bsrins pf. verlängern, hinaus-
wts_1_34	528	116	1	སྤོང	nan		canonical_independent_moderate	not_in_general_outlier_queue		none	none	source_compatible_no_anchor	no_supported_target	& “་སྤོང་སྐྱེས་ nan spoh skyes Bez. für dürväa-
