volume	page	line	token_index	tibetan_syllable	captured_token	token_start	token_end	preceding_character	following_character	boundary_status	context_excerpt
wts_1_34	63	108	2	དགའ	dga	23	26	 	’	token_boundary_ambiguous	ཀུན་དགའ་བློ་ གྲོས་ kun dga’ blo gros
wts_1_34	63	125	2	དགའ	dga	17	20	 	’	token_boundary_ambiguous	"ཀུན་དགའ་འབར་ kun dga’ ""bar N. des ältesten"
wts_1_34	63	132	2	དགའ	dga	18	21	 	’	token_boundary_ambiguous	ཀུན་དགའ་འབུམ་ kun dga’ ’bum Personenname.
wts_1_34	63	146	2	དགའ	dga	17	20	 	’	token_boundary_ambiguous	ཀུན་དགའ་མཛད་ kun dga’ mdzad \kun tu dga’ bar
wts_1_34	63	149	2	དགའ	dga	18	21	 	’	token_boundary_ambiguous	ཀུན་དགའ་མཛེས་ kun dga’ mdzes N. des jüngeren
wts_1_34	63	159	2	དགའ	dga	20	23	 	’	token_boundary_ambiguous	ཀུན་དགའ་གཞོན་ནུ kun dga’ gion mu N. eines
wts_1_34	63	165	2	དགའ	dga	17	20	 	’	token_boundary_ambiguous	ཀུན་དགའ་ར་བ་ kun dga’ ra ba
wts_1_34	63	173	2	དགའ	dga	20	23	 	’	token_boundary_ambiguous	ཀུན་དགའ་ཟླ་འོད་ kun dga’ zla ’od N. eines gelehr-
wts_1_34	63	185	2	དགའ	dga	21	24	 	’	token_boundary_ambiguous	ཀུན་དགའ་བཟ ང་པོ་ kun dga’ bzan po Personenname.
wts_1_34	63	197	2	དགའ	dga	17	20	 	’	token_boundary_ambiguous	ཀུན་དགའ་ར་བ་ kun dga’ ra ba, auch kun dga’ rwa
wts_1_34	64	1	2	དགའ	dga	19	22	 	’	token_boundary_ambiguous	ཀུན་དགའ་ར་བ་པ་ kun dga’ ra ba pa
wts_1_34	64	55	2	དགའ	dga	21	24	 	’	token_boundary_ambiguous	ཀུན་དགའ་ལེགས་པ་་ kun dga’ legs pa ...
wts_1_34	64	97	2	དགའ	dga	20	23	 	’	token_boundary_ambiguous	ཀུན་དགའ་ལེགས་པ་ kun dga’ legs pa Kurzf. kun
wts_1_34	64	111	2	དགའ	dga	22	25	 	’	token_boundary_ambiguous	ཀུན་དགའ་ལེགས་པ་་” kun dga’ legs pa ...
wts_1_34	64	130	2	དགའ	dga	20	23	 	’	token_boundary_ambiguous	ཀུན་དགའ་སེང་གེ་ kun dga’ seṅ ge ein Lama, Schü-
wts_1_34	64	141	2	དགའ	dga	22	25	 	’	token_boundary_ambiguous	ཀུན་དགའ་བསོད་ནམས་ kun dga’ bsod nams ein
wts_1_34	70	75	3	དགའ	dga	21	24	 	’	token_boundary_ambiguous	ཀུན་ཏུ་དགའ་བ་ kun tu dga’ ba sich freuen; —r byed
wts_1_34	70	88	3	དགའ	dga	28	31	 	’	token_boundary_ambiguous	ཀུན་ཏུ་དགའ་བར་མཛད་པ་ kun tu dga’ bar mdzad pa
wts_1_34	95	47	1	ཀོ	ION	4	7	 	’	token_boundary_ambiguous	ཀོ་ ION’ ko bubs 1560 bugs.
wts_1_34	112	40	2	དགའ	dga	13	16	 	’	token_boundary_ambiguous	ཀླུ་དགའ་ kln dga’.
wts_1_34	118	185	1	དཀའ	dka	5	8	 	’	token_boundary_ambiguous	དཀའ་ dka’ schwer, schwierig sein; — ba schwer
wts_1_34	119	1	1	དཀའ	dka	17	20	 	’	token_boundary_ambiguous	དཀའ་གྲོས་ སྐྱོང་ dka’ gros skyoṅ
wts_1_34	119	43	1	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དཀའ་གྲོས་སྐྱོང་ dka’ gros skyor npr. ein Minister
wts_1_34	119	50	1	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དཀའ་གཉིས་སྤྱོད་ dka’ güis spyod
wts_1_34	119	63	1	དཀའ	dka	11	14	 	’	token_boundary_ambiguous	དཀའ་འགྲེལ་ dka’ ’grel Kommentar zu schwieri-
wts_1_34	119	78	1	དཀའ	aka	8	11	 	’	token_boundary_ambiguous	དཀའ་ངལ་ aka’ nal Leiden.
wts_1_34	119	94	1	དཀའ	dka	9	12	 	’	token_boundary_ambiguous	དཀའ་ཉེན་ dka’ ñen Leiden, Schwierigkeit.
wts_1_34	119	96	1	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དཀའ་གཉིས་སྤྱོད་ dka’ gäis spyod Name eines ind.
wts_1_34	119	107	1	དཀའ	dka	9	12	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་ dka’ thub.
wts_1_34	119	155	1	དཀའ	dka	13	16	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་གནས་ dka’ thub gnas
wts_1_34	119	168	1	དཀའ	dka	15	18	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་སྐྱེས་ dka’ thub skyes npr. Indra.
wts_1_34	119	198	1	དཀའ	dka	16	19	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་ཆེ ་པོ་ dka’ thub chen po npr. ein
wts_1_34	119	202	1	དཀའ	dka	13	16	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་གནས་ dka’ thub gas Wald.
wts_1_34	120	1	1	དཀའ	dka	11	14	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་པ་ dka’ thub pa
wts_1_34	120	3	1	དཀའ	dka	11	14	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་པ་ dka’ thub pa Asket; vgl. Tdka’ thub
wts_1_34	120	14	1	དཀའ	dka	17	20	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་སྦྱོད་པ་ dka’ thub spyod pa Seher, Weiser.
wts_1_34	120	17	1	དཀའ	dka	14	17	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་ཟླ་བ་ dka’ thub zla ba Tdka’ thub can,
wts_1_34	120	20	1	ཀའ	dka	16	19	 	’	token_boundary_ambiguous	ཀའ་ཐུབ་བཟློག་མ་ dka’ thub bzlog ma npr. die
wts_1_34	120	26	1	དཀའ	dka	14	17	 	’	token_boundary_ambiguous	དཀའ་ཐུབ་ལེགས་ dka’ thub legs Bez. für den Mo-
wts_1_34	120	31	1	དཀའ	dka	9	12	 	’	token_boundary_ambiguous	དཀའ་མདོ་ dka’ mdo Irka mdo.
wts_1_34	120	32	1	དཀའ	dka	8	11	 	’	token_boundary_ambiguous	དཀའ་པོ་ dka’ po auch dka’ mo schwer, schwierig.
wts_1_34	120	43	1	དཀའ	dka	10	13	 	’	token_boundary_ambiguous	དཀའ་སྤྱད་ dka’ spyad Mühe, Askese.
wts_1_34	120	61	1	ཀའ	dka	11	14	""""	’	token_boundary_ambiguous	"ཀའ་ ་ཀྱི་ ""dka’ spyad kyi sde Abteilung der"
wts_1_34	120	69	1	དཀའ	dka	7	10	 	’	token_boundary_ambiguous	དཀའ་བ་ dka’ ba.
wts_1_34	120	75	1	དཀའ	dka	9	12	 	’	token_boundary_ambiguous	དཀའ་བླས་ dka’ blas (zw.).
wts_1_34	120	80	1	དཀའ	dka	8	11	 	’	token_boundary_ambiguous	དཀའ་མོ་ dka’ mo 7754? po.
wts_1_34	120	82	1	དཀའ	dka	11	14	 	’	token_boundary_ambiguous	དཀའ་མོ་ ཀ་ dka’ mo ka Schwierigkeit.
wts_1_34	120	89	1	དཀའ	dka	10	13	 	’	token_boundary_ambiguous	དཀའ་ཚེགས་ dka’ tshegs Mühe, Anstrengung.
wts_1_34	120	100	1	དཀའ	dka	14	17	 	’	token_boundary_ambiguous	དཀའ་བཞི་དགོན་ dka’ bźi dgon auch mi fing dka’ bzi
wts_1_34	120	115	1	དཀའ	dka	10	13	 	’	token_boundary_ambiguous	དཀའ་ཟློག་ dka’ zlog
wts_1_34	120	119	1	དཀའ	dka	10	13	 	’	token_boundary_ambiguous	དཀའ་ཟློག་ dka’ zlog auch dka’ bzlog, dka’ bzlog STR dkar.
wts_1_34	120	134	1	དཀའ	dka	15	18	 	’	token_boundary_ambiguous	དཀའ་ཟློག་བླ་མ་ dka’ zlog bla ma Gletscher.
wts_1_34	120	137	1	དཀའ	dka	9	12	 	’	token_boundary_ambiguous	དཀའ་རུག་ dka’ rug Helfer, Assistent.
wts_1_34	120	143	1	དཀའ	dka	8	11	 	’	token_boundary_ambiguous	དཀའ་ལས་ dka’ las Schwierigkeit, Mühe, An-
wts_1_34	120	161	1	དཀའ	dka	7	10	 	’	token_boundary_ambiguous	དཀའ་ས་ dka’ sa Schwierigkeit.
wts_1_34	120	165	1	དཀའ	dka	10	13	 	’	token_boundary_ambiguous	དཀའ་སེ་བ་ dka’ se ba Leiden, schwieriges Unter-
wts_1_34	131	164	2	མདའ	mda	17	20	 	’	token_boundary_ambiguous	དཀྲུམ་མདའ་ dkrum mda’ Pistole, Revolver.
wts_1_34	133	102	1	བཀའ	bra	5	8	 	’	token_boundary_ambiguous	བཀའ་ bra’
wts_1_34	133	104	1	བཀའ	bka	5	8	 	’	token_boundary_ambiguous	བཀའ་ bka’ altertümlich auch bka.
wts_1_34	133	152	1	བཀའ	bka	5	8	 	’	token_boundary_ambiguous	བཀའ་ bka’
wts_1_34	134	1	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་བཀད་ bka’ bkod
wts_1_34	134	11	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བཀོད་ bka’ bkod Befehl.
wts_1_34	134	17	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བཀྱོན་ bka’ bkyon auch bka’ gyon resp. Ta-
wts_1_34	134	27	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བཀྲོལ་ bka’ bkrol Erklärung, Erläuterung.
wts_1_34	134	30	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་ཁོན་ bka’ khon auch bka khon Ärger, Groll,
wts_1_34	134	40	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་ཁོལ་ bka’ khol Diener.
wts_1_34	134	55	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་ཁྲིམས་ bka’ khrims
wts_1_34	134	62	1	བཀའ	bka	16	19	 	’	token_boundary_ambiguous	བཀའ་ཁྱེད་ཐང་པོ་ bka’ kliyed thaṅ po npr. eine To-
wts_1_34	134	66	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཁྲ་ bka’ khra Schlichtungsrechtsentscheid.
wts_1_34	134	79	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་ཁྲིམས་ bka’ khrims auch bka’ 9?77775 gesetzli-
wts_1_34	134	105	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་ཁྲོལ་ bka’ khrol
wts_1_34	134	113	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་ཁྲོལ་ bka’ khrol Erlaubnis.
wts_1_34	134	129	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་གུང་ bka’ guṅ Kurzf. für bka’i guṅ blon Mi-
wts_1_34	134	141	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་གྱོད་ bka’ gyod auch bka gyod Streit, Pro-
wts_1_34	134	164	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་གྱོན་ bka’ gyon ↑ bka’ bkyon.
wts_1_34	134	165	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་གྲིམས་ bka’ grims 1bka’ khrims.
wts_1_34	134	167	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་གྲོས་ bka’ gros auch bka gros; vgl. \bgro,
wts_1_34	134	195	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་གླེགས་ bka’ glegs Buch, Schreiben.
wts_1_34	134	199	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་མགྲོན་ bka’ mgron ein hoher Beamter, Se-
wts_1_34	134	204	1	འ	bka	10	13	 	’	token_boundary_ambiguous	(འ་འགྱ་ར་ bka’ ’gyur Sammlung der Worte des
wts_1_34	135	1	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་རྒྱ་ bka’ rgya
wts_1_34	135	13	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་རྒྱ་ bka’ rgya Befehlsschreiben, Frlaß,
wts_1_34	135	45	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བརྒྱད་ bka’ brgyad eine Gruppe von acht
wts_1_34	135	54	1	བཀའ	bka	12	15	 	’	token_boundary_ambiguous	བཀའ་བརྒྱུད་ bka’ brgyud
wts_1_34	135	91	1	བཀའ	bka	12	15	 	’	token_boundary_ambiguous	བཀའ་བརྒྱུད་ bka’ brgyud auch bka’ rgyud.
wts_1_34	138	1	1	བཀའ	ba	10	12	 	’	token_boundary_ambiguous	བཀའ་བསྒོ་ ba’ bsgo
wts_1_34	138	26	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བསྒོ་ bka’ bsgo vgl. I\bka” bsgos.
wts_1_34	138	47	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བསྒོས་ bka’ bsgos pf. zu ↑ bka’ bsgo befehlen.
wts_1_34	138	55	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཆད་ bka’ chad
wts_1_34	138	61	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་བཅད་ bka’ bcad Erlaß, Entscheidung.
wts_1_34	138	69	1	བཀའ	bRa	11	14	 	’	token_boundary_ambiguous	བཀའ་བཅུ་པ་ bRa’ beu pa „jemand, der zehn
wts_1_34	138	81	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཆད་ bka’ chad.
wts_1_34	139	1	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་ཆེན་ bka’ chen
wts_1_34	139	3	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་ཆེན་ bka’ chen hoher akademischer Titel;
wts_1_34	139	10	1	བཀའ	ba	22	24	 	’	token_boundary_ambiguous	བཀའ་ཆེན་པོ་ལ་གཏོགས་པ་ ba’ chen po la gtogs pa
wts_1_34	139	13	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་ཆེམས་ bka’ chems Testament, Vermächtnis,
wts_1_34	139	33	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་མཆིད་ bka’ mchid Geschichte, Erzählung,
wts_1_34	139	54	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་གཉན་ bka’ gian
wts_1_34	139	80	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཉན་ bka’ Han.
wts_1_34	139	99	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་གཉན་ bka’ 9777 Zwang, Befehl.
wts_1_34	139	106	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཏང་ bka’ tani
wts_1_34	139	112	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཏང་ bka’ tari ↓ bka’ than.
wts_1_34	139	113	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཏར་ bka’ tar Telegramm.
wts_1_34	139	119	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་གཏན་ bka’ gtan Herrscherurkunde, Privi-
wts_1_34	139	148	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་གཏེར་ bka’ gter Bez. der religiösen Literatur
wts_1_34	139	161	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བསྟན་ bka’ bstan
wts_1_34	139	168	1	བཀའ	bka	12	15	 	’	token_boundary_ambiguous	བཀའ་བཏགས་པ་ bka’ btags pa erklärt, beschlos-
wts_1_34	139	181	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་རྟགས་ bka’ rtags.
wts_1_34	139	202	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བརྟེན་ bka’ brten Bez. für Kommentarwerke
wts_1_34	139	214	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བསྟན་ bka’ bstan Bez. des buddh. Kanons in
wts_1_34	140	1	1	བཀའ	ba	8	10	 	’	token_boundary_ambiguous	བཀའ་ཐང་ ba’ thaṅ
wts_1_34	140	14	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཐང་ bka’ thaṅ alttib. bka’ tan Erlaß.
wts_1_34	140	20	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཐམ་ bka’ tham auch bka’ dam gesiegelte
wts_1_34	140	45	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་དམ་ bka’ dam ↑ bka’ tham.
wts_1_34	140	47	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་དྲིན་ bka’ drin auch bka drin, bka’ drin
wts_1_34	140	53	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་དྲིན་ bka’ drin
wts_1_34	140	100	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་དྲུང་ bka’ druṅ
wts_1_34	140	124	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་དྲུང་ bka’ druṅ Sekretär des Kabinetts.
wts_1_34	140	128	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་གདམས་ bka’ gdams Richtung des tib. Bud-
wts_1_34	140	151	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བསྡུར་ bka’ bsdur
wts_1_34	140	164	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་འདྲི་ bka’ ¢)7 fragen, nachforschen.
wts_1_34	140	170	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སྡོད་ bka’ sdod Gefolge, Diener.
wts_1_34	140	185	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བསྡུ་ bka’ bsdu „die Reden des Buddha
wts_1_34	140	201	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བསྣར་ bka’ bsdur Besprechung.
wts_1_34	141	1	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ནན་ bka’ nan
wts_1_34	141	14	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ནར་ bka’ nar alttib. bka nard Fortführung
wts_1_34	141	23	1	བཀའ	bka	13	16	 	’	token_boundary_ambiguous	བཀའ་ནོན་མཛད་ bka’ non mdzad unterbinden.
wts_1_34	141	31	1	བཀའ	bka	12	15	 	’	token_boundary_ambiguous	བཀའ་པོད་ལྔ་ bka’ pod lṅa eine Gruppe buddh.
wts_1_34	141	39	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་དཔྱད་ bka’ dpyad Entscheidung, Ent-
wts_1_34	141	42	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་འཕྲིན་ bka’ 'phrin alttib. bka’ phrin, bka’
wts_1_34	141	61	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་བབས་ bka’ babs auch bka’ bab, bka’ ’bab pa
wts_1_34	141	85	1	བཀའ	bka	15	18	 	’	token_boundary_ambiguous	བཀའ་བབས་བརྒྱད་ bka’ babs breyad eine bestimm-
wts_1_34	141	104	1	བཀའ	bika	9	13	 	’	token_boundary_ambiguous	བཀའ་བྱང་ bika’ byaṅ
wts_1_34	141	132	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་བྱང་ bka’ byaṅ Lehrschrift.
wts_1_34	141	137	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བྲིས་ bka’ bris Brief.
wts_1_34	141	141	1	བཀའ	bka	16	19	 	’	token_boundary_ambiguous	བཀའ་བློ་ བདེ་བ་ bka’ blo bde ba willig ergeben, ge-
wts_1_34	141	157	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་འབངས་ bka’ ’bans
wts_1_34	141	169	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་བློན་ bka’ blon Minister, Kabinettsminister;
wts_1_34	141	199	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་དབང་ bka’ dbaṅ Ratgeber, Minister.
wts_1_34	141	201	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་འབངས་ bka’ ’bans Diener, Untertan.
wts_1_34	142	1	1	བཀའ	ba	11	13	 	’	token_boundary_ambiguous	བཀའ་འབབ་པ་ ba’ 'bab pa
wts_1_34	142	6	4	པ	bka	24	27	\	’	token_boundary_ambiguous	བཀའ་འབབ་པ་ bka’’bab pa \bka’ babs.
wts_1_34	142	7	1	བཀའ	bka	7	10	 	’	token_boundary_ambiguous	བཀའ་མ་ bka’ ma das Wort des Buddha, bei den
wts_1_34	142	20	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་མོལ་ bka’ mol Unterhaltung, Gespräch.
wts_1_34	142	28	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་རྩ་ bka’ rtsa Verfügung und Generalerlaß.
wts_1_34	142	41	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་སྩལ་ bka’ stsal auch bka’ bstsal alttib. auch
wts_1_34	142	54	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་སྩལ་ bka’ stsal
wts_1_34	142	102	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སྩོལ་ bka’ stsol
wts_1_34	142	122	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སྩོལ་ bka’ stsol resp. pf. 7//%” stsal reden,
wts_1_34	142	140	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་ཚིགས་ bka’ tshigs Edikt, Anordnung.
wts_1_34	142	146	1	བཀའ	bka	12	15	 	’	token_boundary_ambiguous	བཀའ་འཛིན་པ་ bka’ ’dzin pa Türsteher.
wts_1_34	142	152	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཞལ་ bka’ zal mündliche Anordnung.
wts_1_34	142	159	1	བཀའ	bka	16	19	 	’	token_boundary_ambiguous	བཀའ་འོག་ཏུ་ཆུད་ bka’ ’og tu chud
wts_1_34	142	170	1	བཀའ	bka	16	19	 	’	token_boundary_ambiguous	བཀའ་ཞུ་དམ་འབེབ་ bka’ zu dam ’beb auch bka’ zu
wts_1_34	142	190	1	བཀའ	bka	11	14	 	’	token_boundary_ambiguous	བཀའ་བཞི་པ་ bka’ bźi pa „jemand, der vier Schrif-
wts_1_34	142	200	1	བཀའ	bka	17	20	 	’	token_boundary_ambiguous	བཀའ་བཞིན་བྱེད་པ་ bka’ bzin byed pa Diener.
wts_1_34	142	205	2	འོག	ba	12	14	 	’	token_boundary_ambiguous	བཀའ་འོག་ AR ba’ ’og tu chud alttib. auch ba’
wts_1_34	143	19	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་རམས་ bka’ rams akademischer Grad, der
wts_1_34	143	33	1	བཀའ	bka	15	18	 	’	token_boundary_ambiguous	བཀའ་ལ་གཏོགས་པ་ bka’ la gtogs pa “participating
wts_1_34	143	52	1	བཀའ	bka	9	12	 	’	token_boundary_ambiguous	བཀའ་ལུང་ bka’ luṅ
wts_1_34	143	65	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ལན་ bka’ lan resp. Antwort.
wts_1_34	143	78	1	བཀའ	ba	9	11	 	’	token_boundary_ambiguous	བཀའ་ལུང་ ba’ luṅ.
wts_1_34	143	104	1	བཀའ	bra	8	11	 	’	token_boundary_ambiguous	བཀའ་ཤག་ bra’ Sag
wts_1_34	143	125	1	བཀའ	bka	8	11	 	’	token_boundary_ambiguous	བཀའ་ཤག་ bka’ sag Kabinett, Ministerrat der tib.
wts_1_34	143	150	1	བཀའ	ba	9	11	 	’	token_boundary_ambiguous	བཀའ་ཤོག་ ba’ sog alttib. auch bka’ so offizielles
wts_1_34	143	157	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སྲུང་ bka’ sruṅ
wts_1_34	143	191	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སྲུང་ bka’ sruṅ auch bka’ bsrun.
wts_1_34	144	1	1	བཀའ	bka	10	13	 	’	token_boundary_ambiguous	བཀའ་སློབ་ bka’ slob
