volume	page	line	token_index	tibetan_syllable	source	target	target_authority_at_correction	component_feature_rules	self_contribution	strict_leave_one_out_status	ocr_signatures	domain_authority	prior_exact_decision	present_source_status	present_target_status	backaudit_disposition
wts_35_51	966	23	2	ཚང	tshani	tshaṅ	canonical_independent_strong	CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	not_in_current_dependency_audit	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_partial	current_authority_retained
wts_35_51	966	42	2	ཚང	tshani	tshaṅ	canonical_independent_strong	CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	not_in_current_dependency_audit	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_partial	current_authority_retained
wts_35_51	972	28	1	ཕྱང	phyani	phyaṅ	canonical_feature_composed	RESIDUAL_C14A7F0F1043;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_35_51	972	40	1	ཕྱང	phyani	phyaṅ	canonical_feature_composed	RESIDUAL_C14A7F0F1043;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_35_51	1022	1	3	སྒང	sgani	sgaṅ	canonical_feature_composed	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_35_51	1085	2	1	འཕང	phani	phaṅ	canonical_feature_composed	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_35_51	1108	42	1	འཕྱོང	phyon	phyoṅ	canonical_feature_composed	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	no	passed	single_diacritic_or_case_confusion:n→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_35_51	1108	76	1	འཕྱོང	phyon	phyoṅ	canonical_feature_composed	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	no	passed	single_diacritic_or_case_confusion:n→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	39	42	2	ཆང	chani	chaṅ	canonical_independent_strong	RESIDUAL_59F309DD5F15;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	43	37	4	ཡང	yani	yaṅ	canonical_independent_strong	CORPUS_ED079940246D;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	97	2	3	རྐང	rkani	rkaṅ	canonical_independent_strong	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	148	27	2	བཏང	btani	btaṅ	canonical_independent_strong	CORPUS_F39DE6FEA67D;RESIDUAL_381523970DB6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	258	1	4	ཚང	tshani	tshaṅ	canonical_independent_strong	CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	not_in_current_dependency_audit	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_partial	current_authority_retained
wts_8_b	310	1	2	ཀྱང	kyani	kyaṅ	canonical_independent_strong	RESIDUAL_16C7C1641787;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	347	42	2	ཐང	thani	thaṅ	canonical_independent_strong	RESIDUAL_9DD158EE4F10;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	375	17	3	འཕྲེང	phren	phreṅ	canonical_independent_moderate	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_7F71AFFFC788;SUFFIX_NG_TO_NDOT	not_in_current_dependency_audit	insufficient	single_diacritic_or_case_confusion:n→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_partial	authority_downgraded_correction_preserved
wts_8_b	434	12	2	ཞིག	zig	źig	canonical_feature_composed	ROOT_ZHA_TO_ZACUTE;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	no	passed	single_diacritic_or_case_confusion:z→ź	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	494	47	2	རྐང	rkani	rkaṅ	canonical_independent_strong	CORPUS_987FBEB04DC6;RESIDUAL_16C7C1641787;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	505	1	2	གསང	gsani	gsaṅ	canonical_feature_composed	CORPUS_4E31F0FBB76E;RESIDUAL_014281225BA9;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_8_b	574	58	3	ཆང	chani	chaṅ	canonical_independent_strong	RESIDUAL_59F309DD5F15;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_9_m	273	44	1	མྱང	myani	myaṅ	canonical_feature_composed	CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	no	passed	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_9_m	330	63	1	རྨང	rmani	rmaṅ	canonical_independent_strong	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_9_m	331	1	1	རྨང	rmani	rmaṅ	canonical_independent_strong	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
wts_9_m	332	2	1	རྨང	rmani	rmaṅ	canonical_independent_strong	CORPUS_987FBEB04DC6;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	yes	exact_canonical_route	edit_unclassified:ni→ṅ	ordinary_tibetan	none_before_active_override	feature_error_source	feature_complete_unique	current_authority_retained
