page	line	entry_id	zone	from_token	to_token	tier	reason	applied	line_excerpt
14	50	26	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	29,23); — broyad khri drug stor po ... sten gi
14	59	26	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	"pa'i Ito 'phye rnams 'gro ba rmams ""Schlan-"
14	62	26	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	51,22); Sin rta rmams ni rgya nag — mdans
15	21	29	german_prose	111	in	A	german_numeric_function_word_confusion	1	Nr. 111.
15	68	37	german_prose_with_translit	lañs	laṅs	A	explicit_user_allowlist	1	"perhaar bewegte"" (Debn 237.7); ~ lañs mchi"
15	80	38	latin_other	dga'	dga’	A	explicit_user_allowlist	1	pa = 'igs pa'am dga' ba dan chags pas spu
16	11	40	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	"— rmams yin ""seine Nachfahren, deren"
16	66	45	german_prose_with_translit	$u	śu	A	confusable_dollar_to_sacute_shape_safe	1	~ dan / than Sin dan / $u dag rmams kyi
16	66	45	german_prose_with_translit	rmams	rnams	A	explicit_user_allowlist	1	~ dan / than Sin dan / $u dag rmams kyi
17	18	47	german_prose_with_translit	nañ	naṅ	A	explicit_user_allowlist	1	"khur ba ~ gyi nañ du btsos pa ni ""Gebäck,"
17	52	50	headword_line	bye'u	bye’u	A	explicit_user_allowlist	1	བ་མོ་བྱེའུ་ ba mo bye'u ein kleiner Vogel.
17	74	52	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"chu sogs las byun ba'i bul tog Ita bu ""wie So-"
18	7	54	german_prose_with_translit	gañ	gaṅ	A	explicit_user_allowlist	1	"sna tshogs kyis gañ ba ""Landstriche, wo [al-"
18	38	57	german_prose_with_translit	siian	sñan	A	explicit_user_allowlist	1	"siian dinar / — btab ""ferner gründete Ka-ba"
18	62	61	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"dañ / ~ kha ba'i ri (metr.) ""die wpaksetra hei-"
18	74	64	german_prose_with_translit	$i	śi	A	confusable_dollar_to_sacute_shape_safe	1	saris rgyas bcom ldan 'das yul ka $i nas ljons
19	18	65	latin_other	oñs	oṅs	A	explicit_user_allowlist	1	dpa' ~ dan ñe bar oñs te cu zad thogs pas
19	58	67	latin_other	dga'	dga’	A	explicit_user_allowlist	1	"kun dga' ra ba dan / yer pa — bZens ""sDog er-"
19	77	68	german_prose_with_translit	chañ	chaṅ	A	confusable_nya_coda_safe	1	"1.5.60a); ~ chañ yañ Zin phan (metr.) ""Alko-"
19	77	68	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"1.5.60a); ~ chañ yañ Zin phan (metr.) ""Alko-"
20	15	70	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	Zim pæi bza? ba btun ba dañ / ~ che
20	21	70	german_prose_with_translit	$a'i	śa'i	A	confusable_dollar_to_sacute_shape_safe	1	Lex. tshogs $a'i brda min (Dagy).
20	31	71	german_prose_with_translit	$ar	śar	A	confusable_dollar_to_sacute_lexicon	1	"$ar phyogs —rrtsodpayunrin du byas pas ""im"
20	56	74	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"rta'i rgyal po can $es —r ""der König der Pfer-"
20	61	74	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"Lex. balara zrta'i rgyal po can $es ""der edle"
20	72	75	german_prose_with_translit	Madhyade$a	Madhyadeśa	A	confusable_dollar_to_sacute_shape_safe	1	"pa ""Madhyade$a ist reich an Rindern und"
21	15	76	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"stug por khebs pa Ita bur ""wie von Staub aus"
21	31	76	german_prose_with_translit	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	"ein reines Rinderopfer"" (Tär 19,11); — gi $a"
21	32	76	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	kun tu mi gtsari ba bram ze reg par bya ba yañ
21	35	76	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"ren dürfen"" (Tär 20,2); ~ drug dañ ldan pa'i"
21	37	76	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	37,18); rgyalpo — Ita bu dan Ihan cig tu gnas
21	37	76	latin_other	Ihan	lhan	A	explicit_case_sensitive_allowlist	1	37,18); rgyalpo — Ita bu dan Ihan cig tu gnas
21	38	76	german_prose_with_translit	$i	śi	A	confusable_dollar_to_sacute_shape_safe	1	"pa las $i ba'an sla'o ""es ist leichter zu ster-"
21	59	77	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	ra ba lan (\/ 1, glan) gi Ita bu = gokarnah
21	87	78	german_prose_with_translit	lañ	laṅ	A	confusable_to_headword	1	ScHUH 2012: 1479 s. v. ba lañ rkan.
23	16	94	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	~ yi sgra yañ ni / phyi rol tshal du (metr.)
23	55	100	latin_other	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	ma (r.ba) lam $a zi bzens mkhan gyi dge bses
23	58	100	german_prose_with_translit	$a-zi	śa-zi	A	confusable_dollar_to_sacute_shape_safe	1	"von Ba-lam $a-zi"" (Nel 2105)."
24	4	102	latin_other	$ug	śug	A	confusable_dollar_to_sacute_shape_safe	1	2: 60,5); mkhan $ug — rtsi'i (r. yis) mchod
24	14	102	german_prose_with_translit	$iri	śiri	A	confusable_dollar_to_sacute_shape_safe	1	Lex. $iri Zig (brDa); dri nad Idan pa'i Siri Zig
24	14	102	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	Lex. $iri Zig (brDa); dri nad Idan pa'i Siri Zig
24	17	102	german_prose_with_translit	griis	gñis	A	explicit_user_allowlist	1	"su ~ griis so sor bsad pa'an ""da li wird im Śel-"
24	43	104	headword_line	$e	śe	A	confusable_to_headword	1	བཤེ་ ba $e
24	45	104	german_prose_with_translit	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	Lex. balangi $a (brDa, Dagy).
24	61	104	latin_other	$a	śa	A	confusable_dollar_to_sacute_lexicon	1	"ba $a ka yis khrag mkhris (metr.) ""man ver-"
24	67	104	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. ba be'ui spu Ita bu snam bu Zig (brDa);
24	73	104	german_prose_with_translit	$in	śin	A	explicit_user_allowlist_in_tu	1	"pa $in tu man ro ""sehr viele [Niederlassun-"
24	74	104	latin_other	Ba-$i	Ba-śi	A	confusable_dollar_to_sacute_shape_safe	1	gen], [wie] Ba-$i, Cha-khrod, De-kha-rgal,
25	24	108	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"yañ gdab (metr.) ""man ziehe auch mit einer"
25	57	111	latin_other	dan 'dra	daṅ 'dra	A	tibetan_translit_phrase_allowlist	1	rus pa'am / — la gzugs su brkos pa dan 'dra
25	72	113	german_prose_with_translit	bsiien	bsñen	A	explicit_user_allowlist	1	2,21); dge bsiien — Zes bya bas ... 'bru dan
26	4	114	latin_other	dan bcas pa	daṅ bcas pa	A	tibetan_translit_phrase_allowlist	1	dan bcas pa achtsam; ~ dañ ldan pa unbeirrt.
26	4	114	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	dan bcas pa achtsam; ~ dañ ldan pa unbeirrt.
26	7	114	latin_other	dan bcas pa'i	daṅ bcas pa'i	A	tibetan_translit_phrase_allowlist	1	133a3); rari don ... — dan bcas pa'i las kyis
26	10	114	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	15b); gari zig chos 'dul'di la ni / — dan Idan
26	16	114	german_prose_with_translit	$in	śin	A	explicit_user_allowlist_in_tu	1	"$in tu — bya ste (metr.) ""bei jemandem, der"
26	29	114	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"— Idan pa =sems — yod pa ""achtsamer Geist"""
26	30	114	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	(brDa); — Idan pa = — yod pa (Dagy).
26	36	114	german_prose_with_translit	$os	śos	A	confusable_dollar_to_sacute_shape_safe	1	"Lex. cur zad ""gering"" (Dagy); — drag $os ni"
26	37	114	latin_other	$os	śos	A	confusable_dollar_to_sacute_shape_safe	1	ca drag $os (Be'uD 214,5).
26	49	114	german_prose_with_translit	$ugs	śugs	A	confusable_dollar_to_sacute_shape_safe	1	"za ma srin gyi — nirig pa' rtsal $ugs Zan ""was"
26	58	114	german_prose_with_translit	Ihod	lhod	A	confusable_initial_I_to_l_marked_context	1	Lex. Ihod lhod sems gu dog ma yin pa
27	15	118	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	Ita ba dan kun tu zab (r. zag) pa'i — mtsbams
27	29	118	german_prose_with_translit	dan bcas pa'i	daṅ bcas pa'i	A	tibetan_translit_phrase_allowlist	1	"mungen"" (Hev 2.2.53b); — dan bcas pa'i"
27	55	119	latin_other	dga'	dga’	A	explicit_user_allowlist	1	rab tu dga' ba'i sugs kyis mtsho dei sten du
27	60	119	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"lus ji Ita ba gcig 'on ste ""du wirst so etwas wie"
27	66	119	german_prose_with_translit	rañ	raṅ	A	confusable_nya_coda_safe	1	524,2); shar Zen ~ kyi mtshan ma rañ sar grol
28	9	122	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	Lex. ug pa (Miml1 204).
28	17	123	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	bag chol, — = bag leb Ita bu'i zas te brda
28	47	128	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"dga' ba (metr.) ""wenn man [zu solchen Stel-"
28	55	128	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. -ba=e ma bag dro sku khams bzari Ita
28	57	128	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"Zustand!"" (brDa); ~ ba = brjid bag dani Idan"
28	58	128	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"pa ""schön"" (Dagy); bar gyur pa = sems dga'"
28	64	129	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. gro Zib brdzis pa Ita bu ""wie: geknetetes"
28	68	130	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"skye bo'itshogs de la yañ ~ ste ""auch die Men-"
29	11	132	latin_other	dga'	dga’	A	explicit_user_allowlist	1	dga' mo dan Ihan cig —r 'dod pa'i bde ba
29	11	132	latin_other	Ihan	lhan	A	explicit_case_sensitive_allowlist	1	dga' mo dan Ihan cig —r 'dod pa'i bde ba
29	13	132	german_prose_with_translit	Kä$isundarinandä	Käśisundarinandä	A	confusable_dollar_to_sacute_shape_safe	1	Vyäsa dabei war, mit Kä$isundarinandä un-
29	26	133	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"mar phob la biugs Ita bu ""wie: die Gedan-"
29	33	134	german_prose_with_translit	broyad	brgyad	A	explicit_user_allowlist	1	"broyad kyi gzugs — las byas pa ""[man soll) die"
29	60	136	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"can ma' ~i dga' ston chen po 'di la ""auf die-"
30	26	139	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"dga' Zin — pas (metr.) ""unachtsam, indem"
30	34	139	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	(Bca 6.35a); — yid can mi ses 0/7///7 dan Idan
30	43	139	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"Auszeichnung"" (Tär 4,22); ~ gu yañ la zla"
30	47	140	latin_other	chañ	chaṅ	A	confusable_nya_coda_safe	1	(BhuKkh 158,26) ; chañ thur ra bzir / ~ chal
30	50	140	latin_other	nañ	naṅ	A	explicit_user_allowlist	1	"daherreden"" (MTH3/3/35 15); lba khan nañ"
30	51	140	german_prose_with_translit	chañ	chaṅ	A	confusable_nya_coda_safe	1	du chañ thui mgron 'bod rkan 'gro glu [Zas]
30	82	141	latin_other	dañ	daṅ	A	explicit_user_allowlist	1	"sie"" ( 56c); ~ ma mgu ba dañ / kho ran"
31	9	142	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	pa dred pa Ita bu stabs ma legs pa Zig gis Zes
31	24	142	german_prose_with_translit	Ihag	lhag	A	confusable_initial_I_to_l_lexicon	1	8377, Abt. dge 'dun Ihag ma bcu gsum dan ma
31	54	146	german_prose_with_translit	dan bcas par	daṅ bcas par	A	tibetan_translit_phrase_allowlist	1	ba (Dagy); — dan igs pa dan bcas par
31	79	150	latin_other	Ihun	lhun	A	confusable_initial_I_to_l_marked_context	1	"— Ihun dan Idan par 'dod (metr.) ""man"
31	79	150	latin_other	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"— Ihun dan Idan par 'dod (metr.) ""man"
32	38	152	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"umher"" (Bca 8.87d); ri rdo klun skyel Ita bu'i"
33	14	153	latin_other	dan bcas pa	daṅ bcas pa	A	tibetan_translit_phrase_allowlist	1	(brDa); — pa = bag zon dan bcas pa'am dran
33	15	153	latin_other	dan bcas pa	daṅ bcas pa	A	tibetan_translit_phrase_allowlist	1	"ses bźin dan bcas pa Ita bu ""wie: vorsichtig"
33	15	153	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"ses bźin dan bcas pa Ita bu ""wie: vorsichtig"
33	25	153	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"aufkommen"" (Kdsg 43,1); 'od Idan gyi gler"
33	35	154	headword_line	Ibham	lbham	A	confusable_initial_I_to_l_strong_context	1	བག་ལ་ bagla Ibham ga la.
33	61	155	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"yod pa Ita bu ""wie: ein Same, der vorhanden"
34	2	157	headword_line	$as	śas	A	confusable_to_headword	1	བགཤས་ bag $as auch bag Zad ein wenig; mit
35	3	163	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. drros chas sogs 'jog yul gi gdanr Ita bu
35	24	167	german_prose	cinen	einen	A	german_dotless_i_safe_map	1	"""da es cinen Dorfbewohner, den sie schicken"
35	39	167	german_prose_with_translit	bañ	baṅ	A	confusable_nya_coda_safe	1	bon (r. bañ) chen kha ba babs pa bZin byas
35	44	168	german_prose_with_translit	bañ	baṅ	A	confusable_to_headword	1	"(r. bañ) chen byas ""in alle Gegenden wur-"
35	62	169	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	bcom Idan 'das 077? na ba de logs su mod la
35	68	170	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"sin sdon po yañ ~... pyag 'tshal lo ""die Bäu-"
36	45	176	german_prose_with_translit	$aganja	śaganja	A	confusable_dollar_to_sacute_shape_safe	1	$aganja) der Siegreichen, die unendliche Er-
36	62	177	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	khrims sgrog pho ria yon Ita bu (brDa).
36	67	177	german_prose_with_translit	Ge'u-te-$an	Ge'u-te-śan	A	confusable_dollar_to_sacute_name_anchor	1	auf der oberen Ebene von 'Ge'u-te-$an, in
36	76	177	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"gcig sterr du brtsegs pa Ita bu ""wie: eins über"
36	78	177	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"gdan bu'i rim pa Ita bu la ""für so etwas wie"
37	8	179	german_prose_with_translit	Ihun	lhun	A	confusable_initial_I_to_l_marked_context	1	Lex. ri rab Ihun po (brDa, ähnl. Dagy).
37	37	180	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. ro bZag pa'i rten mkhar Ita bu ""wie: be-"
37	43	180	german_prose_with_translit	bañ	baṅ	A	confusable_nya_coda_safe	1	"dur gyi gnas ""Grab oder bañ so: Leichenstät-"
37	45	180	german_prose_with_translit	I'ban	l'ban	A	confusable_initial_I_to_l_marked_context	1	nem 'bans pf. zu I'ban feucht, durchnäßt
38	28	181	german_prose	ciner	einer	A	german_dotless_i_safe_map	1	2. ciner der drei bzw. vier Humores bzw.
38	33	181	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	"tu Idan ""mehr Schleim entsteht gleich nach"
38	50	182	latin_other	Iha'i	lha'i	A	confusable_initial_I_to_l_marked_context	1	sna tshogs dan ..rlun Iha'i lag par bskur nas
38	76	182	german_prose_with_translit	dga'	dga’	A	explicit_user_allowlist	1	"— na 0/7/5 dga' red (metr.) ""es ist doppelt"
39	14	183	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. char pa'i smugs pa Ita bu ""wie: Dunst"
39	16	183	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Iban Ita bu ""wie: Hauch von Feuchtigkeit"""
39	27	184	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"(brDa); bon = chu bon Ita bu ""wie: Wasser-"
39	71	188	german_prose_with_translit	chañ	chaṅ	A	confusable_to_headword	1	"Lex. chañ snod ban Zes rgya nag skad ""ein Ge-"
39	72	188	german_prose_with_translit	chañ	chaṅ	A	confusable_to_headword	1	"fäß für chañ; ban ist chinesisch"" (brDa)."
40	43	194	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	(Ctr34 3); Zu chen gi lo tstsha ba — ye $es
40	47	195	german_prose_with_translit	Ye-$es-sde	Ye-śes-sde	A	confusable_dollar_to_sacute_name_anchor	1	ßen Revision, der Mönch Ye-$es-sde, [u.a.]
41	18	199	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	bandhe ro yañ zer ba khu ni ma mapta ces
41	23	200	headword_line	IHo-brag	lHo-brag	A	confusable_initial_I_to_l_strong_context	1	བན་པ་ ban pa npr. ein Ort in IHo-brag.
41	24	200	latin_other	Iha	lha	A	explicit_case_sensitive_allowlist	1	"777/ bas —'i Iha khban bzens ""rNi-ba erbaute"
41	38	202	headword_line	Iha	lha	A	explicit_case_sensitive_allowlist	1	བན་པ་དྲུག་རལ་ ban pa drugral auch — Iha khani
41	44	202	german_prose_with_translit	Ihakhan	lhakhan	A	confusable_initial_I_to_l_marked_context	1	"Ihakhan ""Ban-pa Drug-ral lha-khañ, gegrün-"
41	45	202	german_prose_with_translit	mChog-Idan	mChog-ldan	A	confusable_hyphenated_I_to_l_translit	1	det vom Schatzfinder mChog-Idan mgon-
41	58	203	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"dzor Ita bu ste snari ba — sogs ""verschieden"
42	16	203	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	— Zag sdod byed pa sogs Iha khan sgo 'phyor (r.
42	35	206	headword_line	lañ	laṅ	A	confusable_to_headword	1	བན་ལང་ ban laṅ tba lañ.
42	41	208	headword_line	bii	bźi	A	explicit_case_sensitive_allowlist	1	བནྡེའི་རྩེས་སྐོར་བཞི་ bande'i risis skor bii ein
42	58	208	german_prose_with_translit	Itos	ltos	A	explicit_case_sensitive_allowlist	1	"Weise"" (brDa); — la zrigs mi rigs la Itos dan"
44	30	212	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	bab pa = char pa bab pa Ita bu — pa es snari
44	39	212	latin_other	soñ	soṅ	A	confusable_nya_coda_safe	1	te] fallen, [Krankheiten] befallen; ran soñ la
44	75	212	german_prose_with_translit	Iha'i	lha'i	A	confusable_initial_I_to_l_marked_context	1	"bla Iha'i lan — ""[nachdem] die Weissagung"
45	18	212	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	(PhaCh 20,6); bcom Idan 'das Iha las — pa'!
45	18	212	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	(PhaCh 20,6); bcom Idan 'das Iha las — pa'!
45	60	212	german_prose_with_translit	rañ	raṅ	A	confusable_nya_coda_safe	1	280); bgo skal sri 2/// Zabs 'degs rañ ran 'khur
46	6	212	latin_other	Iha'i	lha'i	A	confusable_initial_I_to_l_marked_context	1	62,10); dgra Iha'i brrian gsol — par bsgrubs
46	8	212	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"tigungsopfer an die dera Iha vorzubereiten"""
46	18	212	german_prose_with_translit	dañ	daṅ	A	explicit_user_allowlist	1	"des spar kha"" (Nagdel 62,3); gnam gyi dañ"
46	19	212	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"sdoris nas Iha sdan baud du {?) /:4/)$ ""aus dem"
46	47	214	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	Lex. mi babs 'dra chags po Ita bu (Dagy).
47	71	222	german_prose_with_translit	Idan	ldan	A	confusable_initial_I_to_l_lexicon	1	(Nagdel 76,11); mtshan Idan — dan ragta zur
48	15	222	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"— byun sa'i Iha mo (metr.) ""die aus der Silbe"
48	57	224	latin_other	Ihug	lhug	A	confusable_initial_I_to_l_marked_context	1	(brDa); tsbigs bcad Ihug gan run gi So lo ka
49	17	229	german_prose_with_translit	$ri	śri	A	confusable_dollar_to_sacute_shape_safe	1	gg badzra $ri npr. ein tantrischer Meister,
49	20	229	german_prose_with_translit	yañ	yaṅ	A	explicit_user_allowlist	1	"na yañ dgun lo broya tsam bźes pa ""Vajrasri,"
49	39	230	latin_other	nañ	naṅ	A	explicit_user_allowlist	1	1,146); ntsho ched po' nañ na / chu srin
50	9	231	german_prose_with_translit	bañ	baṅ	A	confusable_nya_coda_safe	1	"bañ) chen ... byas te ""Botschaften und Boten"
50	28	231	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"par $es pas ""als sie erkannten, daß in der"
50	33	231	german_prose_with_translit	$og	śog	A	confusable_dollar_to_sacute_shape_safe	1	"$og ""zwischenzeitlich bringe meine Rüstung"
50	40	231	latin_other	miiam	mñam	A	explicit_user_allowlist	1	58d); — dan tha mar sbrid pa ni / miiam par
51	38	231	german_prose_with_translit	Ita	lta	A	explicit_case_sensitive_allowlist	1	"Lex. rgya gar nas bod — Ita bu ""wie: von In-"
51	77	231	german_prose_with_translit	$as	śas	A	confusable_dollar_to_sacute_shape_safe	1	"durch das Land ging"" (KTh 1: 521,2); lo $as"
52	2	231	german_prose_with_translit	Iha	lha	A	explicit_case_sensitive_allowlist	1	"min du ie bar son bai — gi Iha ""Gott-"
52	18	231	german_prose_with_translit	Ina'	lna'	A	confusable_initial_I_to_l_marked_context	1	"sran beu nas bco Ina' — ""zwischen zehn und"
52	36	232	latin_other	Ita	lta	A	explicit_case_sensitive_allowlist	1	"kyi gtam brjod pa 'di Ita bu 'di byun ste ""zwi-"
53	2	234	german_prose_with_translit	$u'o	śu'o	A	confusable_dollar_to_sacute_shape_safe	1	"bar gcig dan bsdoms ~ ñi $u'o ""der Zeitraum"
53	29	237	german_prose_with_translit	broyad	brgyad	A	explicit_user_allowlist	1	Lex. -bcobrgad = tshelobcn pa nas broyad
53	31	237	latin_other	broyad	brgyad	A	explicit_user_allowlist	1	pei yar mar — bco broyad la bar bskal bco
53	32	237	german_prose	broyad	brgyad	A	explicit_user_allowlist	1	"broyad kyani zer ""die Lebenszeit nimmt von"
53	38	237	german_prose_with_translit	broyad	brgyad	A	explicit_user_allowlist	1	nas broyad khri bar yar 'phel mar 'grib grüüs
53	60	240	latin_other	byañ	byaṅ	A	confusable_nya_coda_safe	1	lbo byañ gi rdzon ~ dan 'gal tshul gyi gser
54	2	246	german_prose_with_translit	111	in	A	german_numeric_function_word_confusion	1	bener Konsonant, z.B. die Negation ma 111
54	20	247	german_prose_with_translit	Miml	Mimi	A	citation_roman_l_to_I	1	Lex. res 'ga' (Miml 620; Mim2 554); — nires
54	53	248	latin_other	yañ	yaṅ	A	explicit_user_allowlist	1	gi ~ du ''gyur yañ bden pa'i tshig mi 'khyud
54	73	248	german_prose_with_translit	$es	śes	A	explicit_user_allowlist	1	"$es ""ich wußte nicht, ob es die Störung des"
54	77	248	german_prose_with_translit	daf$	dafś	A	confusable_dollar_to_sacute_shape_safe	1	"die Gefahr, daf$ Hindernisse auftreten"" (Mil"
54	83	248	german_prose_with_translit	oñ	oṅ	A	confusable_nya_coda_safe	1	"pa cig oñ ""wenn er auch ein wenig aufge-"
54	89	248	german_prose_with_translit	mañ	maṅ	A	confusable_nya_coda_safe	1	"~ mañ ba (metr.) ""schlechte Umstände und"
