bucket	token	count
wts_8_b:initial_confusable_I	Iug	1
wts_8_b:initial_confusable_I	Iballa	1
wts_8_b:initial_confusable_I	Ilacourtia	1
wts_8_b:initial_confusable_I	Iranch	1
wts_8_b:initial_confusable_I	Ibag	1
wts_8_b:initial_confusable_I	Inschrift	1
wts_8_b:initial_confusable_I	Ileisch	1
wts_8_b:initial_confusable_I	Iban	1
wts_8_b:initial_confusable_I	Ibande	1
wts_8_b:initial_confusable_I	ICe-pa-la	1
wts_8_b:initial_confusable_I	Ibab	1
wts_8_b:initial_confusable_I	Intervall	1
wts_8_b:initial_confusable_I	IJan-	1
wts_8_b:initial_confusable_I	Ichrte	1
wts_8_b:initial_confusable_I	Iluß	1
wts_8_b:initial_confusable_I	InIO	1
wts_8_b:initial_confusable_I	Iraner	1
wts_8_b:initial_confusable_I	Ibarmtshams	1
wts_8_b:initial_confusable_I	Itoi	1
wts_8_b:initial_confusable_I	Ibyi	1
wts_8_b:initial_confusable_I	Isar	1
wts_8_b:initial_confusable_I	Iki	1
wts_8_b:initial_confusable_I	Ikhrums	1
wts_8_b:initial_confusable_I	Ind	1
wts_8_b:initial_confusable_I	IRAZAN	1
wts_8_b:initial_confusable_I	Ibosis	1
wts_8_b:initial_confusable_I	Igtsari	1
wts_8_b:initial_confusable_I	Isbub	1
wts_8_b:initial_confusable_I	Iri	1
wts_8_b:initial_confusable_I	Ida	1
wts_8_b:initial_confusable_I	Ibur	1
wts_8_b:initial_confusable_I	ICam-srinn	1
wts_8_b:initial_confusable_I	ICan-dkar	1
wts_8_b:initial_confusable_I	ICan-	1
wts_8_b:initial_confusable_I	Itwirgyan	1
wts_8_b:initial_confusable_I	Ibuns	1
wts_8_b:initial_confusable_I	Interjektionen	1
wts_8_b:initial_confusable_I	Inkarna-	1
wts_8_b:initial_confusable_I	IDakinis	1
wts_8_b:initial_confusable_I	Ibn	1
wts_8_b:initial_confusable_I	Icags	1
wts_8_b:initial_confusable_I	Insignien	1
wts_8_b:initial_confusable_I	Isam	1
wts_8_b:initial_confusable_I	Idir	1
wts_8_b:initial_confusable_I	IIAN	1
wts_8_b:initial_confusable_I	Impatiens	1
wts_8_b:initial_confusable_I	Igari	1
wts_8_b:initial_confusable_I	Ider	1
wts_8_b:initial_confusable_I	Itans	1
wts_8_b:initial_confusable_I	Isa	1
wts_8_b:initial_confusable_I	Imdan	1
wts_8_b:initial_confusable_I	Innenseite	1
wts_8_b:initial_confusable_I	Ibyari	1
wts_8_b:initial_confusable_I	Individuen	1
wts_8_b:initial_confusable_I	Iśäna	1
wts_8_b:initial_confusable_I	Ibyabs	1
wts_8_b:initial_confusable_I	Ibyobs	1
wts_8_b:initial_confusable_I	Itsbad	1
wts_8_b:initial_confusable_I	Ibyrten	1
wts_8_b:initial_confusable_I	Ibyar	1
wts_8_b:initial_confusable_I	Institution	1
wts_8_b:initial_confusable_I	Imetr	1
wts_8_b:initial_confusable_I	Ices	1
wts_8_b:initial_confusable_I	Ibyas	1
wts_8_b:initial_confusable_I	Igel	1
wts_8_b:initial_confusable_I	Ibyirmugs	1
wts_8_b:initial_confusable_I	Ibyins	1
wts_8_b:initial_confusable_I	Itens	1
wts_8_b:initial_confusable_I	Item	1
wts_8_b:initial_confusable_I	Impera-	1
wts_8_b:initial_confusable_I	IsKh	1
wts_8_b:initial_confusable_I	Ich'	1
wts_8_b:initial_confusable_I	Iageshālfte	1
wts_8_b:initial_confusable_I	Irom-	1
wts_8_b:initial_confusable_I	Islam	1
wts_8_b:initial_confusable_I	Ihgr	1
wts_8_b:initial_confusable_I	Ibye	1
wts_8_b:initial_confusable_I	Iye	1
wts_8_b:initial_confusable_I	Imdzad	1
wts_8_b:initial_confusable_I	Instr	1
wts_8_b:umlaut_translit_candidate	Ortsveränderung	8
wts_8_b:umlaut_translit_candidate	Amtsträger	7
wts_8_b:umlaut_translit_candidate	abwärts	6
wts_8_b:umlaut_translit_candidate	Bewußtsein	5
wts_8_b:umlaut_translit_candidate	Hauptschüler	4
wts_8_b:umlaut_translit_candidate	väterlicherseits	4
wts_8_b:umlaut_translit_candidate	Ratschläge	4
wts_8_b:umlaut_translit_candidate	Entschluß	4
wts_8_b:umlaut_translit_candidate	hältst	3
wts_8_b:umlaut_translit_candidate	tätscheln	3
wts_8_b:umlaut_translit_candidate	Wörterbuchprojekts	2
wts_8_b:umlaut_translit_candidate	Löwenthron	2
wts_8_b:umlaut_translit_candidate	Achselhöhle	2
wts_8_b:umlaut_translit_candidate	rückwärts	2
wts_8_b:umlaut_translit_candidate	Großtibets	2
wts_8_b:umlaut_translit_candidate	Gleithörnchen	2
wts_8_b:umlaut_translit_candidate	stromaufwärts	2
wts_8_b:umlaut_translit_candidate	Lödz-K	2
wts_8_b:umlaut_translit_candidate	mütterlicherseits	2
wts_8_b:umlaut_translit_candidate	entschließen	2
wts_8_b:umlaut_translit_candidate	Entschlüssen	2
wts_8_b:umlaut_translit_candidate	sätstsba	2
wts_8_b:umlaut_translit_candidate	tatsächlicher	2
wts_8_b:umlaut_translit_candidate	Schriftstück	2
wts_8_b:umlaut_translit_candidate	Zweitseelentäfelchen	2
wts_8_b:umlaut_translit_candidate	Großratsherr	2
wts_8_b:umlaut_translit_candidate	flußaufwärts	2
wts_8_b:umlaut_translit_candidate	Frühlingsmonats	2
wts_8_b:umlaut_translit_candidate	Bewußtseinsübertragung	2
wts_8_b:umlaut_translit_candidate	Arbeitsstätte	1
wts_8_b:umlaut_translit_candidate	Chödzong	1
wts_8_b:umlaut_translit_candidate	Käśisundarinandä	1
wts_8_b:umlaut_translit_candidate	Vatsa-König	1
wts_8_b:umlaut_translit_candidate	Quadratstücke	1
wts_8_b:umlaut_translit_candidate	Weder-Bewußtseins-noch-Nicht-	1
wts_8_b:umlaut_translit_candidate	Bewußtseins	1
wts_8_b:umlaut_translit_candidate	einhältst	1
wts_8_b:umlaut_translit_candidate	Dharmakönige	1
wts_8_b:umlaut_translit_candidate	Bya-run-kha-śor-Stüpa	1
wts_8_b:umlaut_translit_candidate	lo-tsä-ba	1
wts_8_b:umlaut_translit_candidate	śäriputra	1
wts_8_b:umlaut_translit_candidate	cherbewußtseins	1
wts_8_b:umlaut_translit_candidate	Vätsiputriyas	1
wts_8_b:umlaut_translit_candidate	Hauptschüiler	1
wts_8_b:umlaut_translit_candidate	entstünden	1
wts_8_b:umlaut_translit_candidate	śüdra-	1
wts_8_b:umlaut_translit_candidate	Geschäftsleute	1
wts_8_b:umlaut_translit_candidate	Bewußtseinskontinuum	1
wts_8_b:umlaut_translit_candidate	vatsasalä	1
wts_8_b:umlaut_translit_candidate	Abwärtsstreben	1
wts_8_b:umlaut_translit_candidate	Aufwärts-	1
wts_8_b:umlaut_translit_candidate	tatsächlich	1
wts_8_b:umlaut_translit_candidate	Amtsüber-	1
wts_8_b:umlaut_translit_candidate	tatsächlichen	1
wts_8_b:umlaut_translit_candidate	Kam-lä-śa	1
wts_8_b:umlaut_translit_candidate	wertschät-	1
wts_8_b:umlaut_translit_candidate	Geflügelhänd-	1
wts_8_b:umlaut_translit_candidate	Monatsfluß	1
wts_8_b:umlaut_translit_candidate	Entschlußfassens	1
wts_8_b:umlaut_translit_candidate	Gleithörnchens	1
wts_8_b:umlaut_translit_candidate	Vogelhör-	1
wts_8_b:umlaut_translit_candidate	kha-śor-Stüpa	1
wts_8_b:umlaut_translit_candidate	Buddhasöhne	1
wts_8_b:umlaut_translit_candidate	Iśäna	1
wts_8_b:umlaut_translit_candidate	Wortstäm-	1
wts_8_b:umlaut_translit_candidate	Dharmakö-	1
wts_8_b:umlaut_translit_candidate	Entschlüsse	1
wts_8_b:umlaut_translit_candidate	Buddhakör-	1
wts_8_b:umlaut_translit_candidate	Tätscheln	1
wts_8_b:umlaut_translit_candidate	tätschelte	1
wts_8_b:umlaut_translit_candidate	Buddhakörper	1
wts_8_b:umlaut_translit_candidate	tatsächliche	1
wts_8_b:umlaut_translit_candidate	tatsäch-	1
wts_8_b:umlaut_translit_candidate	Dharrmakö-	1
wts_8_b:umlaut_translit_candidate	Tsä-ri	1
wts_8_b:umlaut_translit_candidate	Geburtsjahrgänge	1
wts_8_b:umlaut_translit_candidate	tsöig'	1
wts_8_b:umlaut_translit_candidate	btsan-Dämon	1
wts_8_b:umlaut_translit_candidate	btsan-Dämonen	1
wts_8_b:umlaut_translit_candidate	Dharmakönigs	1
wts_8_b:umlaut_translit_candidate	gemüts-	1
wts_8_b:umlaut_translit_candidate	Schriftstüickes	1
wts_8_b:umlaut_translit_candidate	Schriftstüick	1
wts_8_b:umlaut_translit_candidate	Amitsträger	1
wts_8_b:umlaut_translit_candidate	Schriftstücke	1
wts_8_b:umlaut_translit_candidate	selbstsüchtige	1
wts_8_b:umlaut_translit_candidate	bTsan-üen	1
wts_8_b:umlaut_translit_candidate	Amtsträ-	1
wts_8_b:umlaut_translit_candidate	Zufluchtsgelüb-	1
wts_8_b:umlaut_translit_candidate	Bewußtseinsarten	1
wts_8_b:umlaut_translit_candidate	Hauptsächliches	1
wts_8_b:umlaut_translit_candidate	Windbewußtsein	1
wts_8_b:umlaut_translit_candidate	Bewußtsem	1
wts_8_b:umlaut_translit_candidate	wußtsein	1
wts_8_b:umlaut_translit_candidate	rtsagrüskyi	1
wts_8_b:umlaut_translit_candidate	Hauptschützer	1
wts_8_b:umlaut_translit_candidate	Entschädigung	1
wts_8_b:umlaut_translit_candidate	Blutströmen	1
wts_8_b:umlaut_translit_candidate	bergabwärts	1
wts_8_b:umlaut_translit_candidate	Schriftsätze	1
wts_8_b:umlaut_translit_candidate	tsäa	1
wts_8_b:umlaut_translit_candidate	Lo-tsä-	1
wts_8_b:umlaut_translit_candidate	Acavimśatikasahasrikä	1
wts_8_b:umlaut_translit_candidate	Entschädigunggebeich	1
wts_8_b:umlaut_translit_candidate	posgäugnasbrabstsana	1
wts_8_b:umlaut_translit_candidate	Abwärts-	1
wts_8_b:umlaut_translit_candidate	Aufwärtsstreben	1
wts_8_b:umlaut_translit_candidate	Lotsäbas	1
wts_8_b:umlaut_translit_candidate	Randhöhe	1
wts_8_b:umlaut_translit_candidate	Gerätschaft	1
wts_8_b:umlaut_translit_candidate	aufwärts	1
wts_8_b:umlaut_translit_candidate	Alkoholhändler	1
