page	line	entry_id	zone	headword_tibetan	headword_latin	headword_latin_confidence	translit_token_count	german_token_count	audit_candidates	audit_replaced	line_text
5	17	0	german_prose_with_translit			none	1	8	0	0	ein Jahr nach der Magisterprüfung ein vor allem für jemanden, der in der traditio-
5	18	0	german_prose			none	0	7	0	0	nellen tibetischen Kultur großgeworden war, herausragendes Ereignis: den Besuch
5	19	0	german_prose_with_translit			none	1	10	0	0	des Dalas Lama in München. Senator Günter Klinge und seine Ehefrau Gertraut
5	20	0	german_prose_with_translit			none	3	3	0	0	Klinge, langjährige Förderer des Wörterbuchprojekts, hatten sich seinerzeit dafür
5	21	0	german_prose_with_translit			none	1	7	0	0	eingesetzt, daß der Dalai Lama auf dieser ersten Europareise auch nach München
5	22	0	german_prose_with_translit			none	1	6	0	0	eingeladen werden konnte. Hier sollte er nicht nur mit Vertretern von Politik und
5	23	0	german_prose_with_translit			none	2	7	0	0	Kultur Gespräche führen, sondern auch mit ubetischen und mongolischen Buddhi-
5	24	0	other			none	0	0	0	0	sten zusammentreffen.
5	25	0	german_prose			none	0	8	0	0	Kurze Zeit später beantragte der damalige Kommissionsvorsitzende Prof. Dr. Dr.
5	26	0	german_prose_with_translit			none	1	10	0	0	Herbert Franke zusammen mit der Syndika Monika Störmer für Jampa L. Panglung
5	27	0	german_prose			none	0	7	0	0	eine Planstelle, die schließlich 1976 genehmigt wurde. Im Jahr 1979 wurde er mit
5	28	0	german_prose			none	0	10	0	0	seiner Arbeit über die Erzählstoffe im Korpus der Mönchsregeln des tibetischen
5	29	0	german_prose_with_translit			none	2	5	0	0	Buddhismus promoviert. Die Doktorarbeit Dre Erzählstoffe des Mālasarvāstivāda
5	30	0	german_prose_with_translit			none	1	7	0	0	Vinaya, analysiert auf Grund der tibetischen Übersetzung erschien 1981 in Tokyo in
5	31	0	german_prose_with_translit			none	2	3	0	0	der Reihe Studia Philologica Buddhica.
5	32	0	german_prose_with_translit			none	1	8	0	0	Im Jahre 1985 organisierte Jampa L. Panglung zusammen mit Helga Uebach die
5	33	0	german_prose			none	0	9	0	0	vierte Konferenz der International Association for Tibetan Studies, die in Hohen-
5	34	0	german_prose_with_translit			none	1	4	0	0	kammer bei München stattfand. An dieser Tagung nahmen erstmals mehr als hundert
5	35	0	german_prose_with_translit			none	1	4	0	0	Teilnehmer teil, die aus insgesamt zweiundzwanzig Ländern zusammenkamen. Hier-
5	36	0	german_prose_with_translit			none	1	9	0	0	zu gaben Panglung und Uebach auch den Konferenzband Trbetan Studies heraus, der
5	37	0	german_prose			none	0	10	0	0	im Jahre 1988 11] der Reihe Studia Tibetica der Münchner Akademie erschienen ist.
5	38	0	german_prose_with_translit			none	1	6	0	0	Nach Abschluß seines Studiums widmete sich Jampa Panglung ganz der Erarbei-
5	39	0	german_prose_with_translit			none	2	8	0	0	tung des tibetischen Wortschatzes für das Akademieprojekt. Sein Wissen und seine
5	40	0	german_prose			none	0	7	0	0	Mitarbeit waren für das Wörterbuchprojekt von unschätzbarem Wert, aus mehreren
5	41	0	german_prose			none	0	9	0	0	Gründen: Als Sohn einer Familie in Ostibet kannte er nicht nur das traditionelle L.e-
5	42	0	other			none	0	0	0	0	11
6	1	0	german_prose_with_translit			none	2	5	0	0	ben einschließlich der materiellen Kultur, sondern auch Redewendungen und Phra-
6	2	0	german_prose_with_translit			none	1	6	0	0	sen aus dem Alltagsleben. Er hatte die traditionelle Ausbildung im Kloster durchlau-
6	3	0	german_prose_with_translit			none	2	3	0	0	fen, wobei er unter anderem die Grundlagen der tibetisch-buddhistischen Philoso-
6	4	0	german_prose_with_translit			none	1	4	0	0	phie studiert hatte. Die traditionell hierfür auswendig gelernten Texte bildeten einen
6	5	0	german_prose			none	0	10	0	0	Fundus an Wissen, der für die Wörterbucharbeit äußerst wertvoll war. Außerdem
6	6	0	german_prose_with_translit			none	1	5	0	0	lehrte er im Kalmückentempel in München, dem ersten tibetisch-buddhistischen
6	7	0	german_prose_with_translit			none	1	1	0	0	Tempel Deutschlands.
6	8	0	german_prose_with_translit			none	1	5	0	0	Jampa Panglung war bis zum 30. Juni 2004 offiziell am Wörterbuchprojekt be-
6	9	0	german_prose_with_translit			none	1	4	0	0	schäftigt. Doch auch nach seiner Pensionierung blieb er dieser wissenschaftlichen
6	10	0	german_prose			none	0	8	0	0	Arbeit verpflichtet. Bis zu seinem Tod stand er den Mitarbeitern des tibetischen
6	11	0	german_prose			none	0	6	0	0	Wörterbuchs mit seinen umfassenden Kenntnissen zur Scite, besonders in Hinblick
6	12	0	german_prose_with_translit			none	2	5	0	0	auf den noch nicht oder nur ungenügend erforschten Wortschatz und die religiösen
6	13	0	german_prose			none	0	9	0	0	und kulturellen Traditionen im Allgemeinen. Regelmäßig und mit großer Freude
6	14	0	german_prose_with_translit			none	1	5	0	0	besuchte er seine chemalige Arbeitsstätte und hat auch im Ruhestand maßgeblich
6	15	0	german_prose_with_translit			none	2	5	0	0	zum Gelingen des Wörterbuchprojekts beigetragen. Sein unerwarteter Tod ist ein
6	16	0	german_prose			none	0	8	0	0	großer Verlust und hinterläßt eine nicht wieder zu füllende Lücke.
6	17	0	german_prose			none	0	4	0	0	Die Mitarbeiter und Herausgeber
6	18	0	german_prose_with_translit			none	1	4	0	0	des Wörterbuchs der tibetischen Schriftsprache
7	1	0	other			none	0	0	0	0	1980
7	2	0	other			none	0	0	0	0	1981
7	3	0	other			none	0	0	0	0	1988
7	4	0	other			none	0	0	0	0	1991
7	5	0	other			none	0	0	0	0	1992
7	6	0	other			none	0	0	0	0	1993
7	7	0	other			none	0	0	0	0	1994
7	8	0	german_prose_with_translit			none	1	6	0	0	Verzeichnis der Schriften von Jampa L. Panglung
7	9	0	german_prose_with_translit			none	1	7	0	0	Mit Friedrich Wilhelm: Tibetische Handschriften und Blockdrucke, Teil 7,
7	10	0	german_prose_with_translit			none	1	5	0	0	Wiesbaden: Franz Steiner Verlag (VOHD, Bd. X1,7).
7	11	0	german_prose_with_translit			none	2	3	0	0	"""Zwei Beschwörungsformeln gegen Schlangenbiß im Mülasarvästiväda-Vi-"
7	12	0	german_prose			none	0	8	0	0	"naya und ihr Fortleben in der Mahämäyürividyäräjni"", Heilen und Schen-"
7	13	0	german_prose_with_translit			none	4	3	0	0	ken. Festschrift für Gūnther Klinge zum 70. Geburtstag, ed. Herbert Fran-
7	14	0	german_prose			none	0	8	0	0	ke und Walther Heissig, Wiesbaden: Otto Harrassowitz (Asiatische For-
7	15	0	latin_other			none	1	0	0	0	schungen, 71), 66-71.
7	16	0	german_prose_with_translit			none	3	6	0	0	"""Preliminary Remarks on the Uddänas in the Vinaya of the Mülasarvästi-"
7	17	0	german_prose_with_translit			none	3	6	0	0	"vādin"", Tibetan Studies in Honour of Hugh Richardson. Proceedings of the"
7	18	0	german_prose			none	0	7	0	0	International Seminar on Tibetan Studies Oxford 1979, ed. Michael Aris and
7	19	0	german_prose_with_translit			none	3	4	0	0	Aung San Suu Kyi, Warminster: Aris and Phillips, 226-232.
7	20	0	german_prose_with_translit			none	1	5	0	0	Die Erzählstoffe des Mūlasarvāstivādavinaya, analysiert auf Grund der tibe-
7	21	0	german_prose_with_translit			none	3	6	0	0	tischen Übersetzung, Tokyo: The Reiyukai Library (Studia Philologica Bud-
7	22	0	german_prose_with_translit			none	2	1	0	0	dhica, Monograph Series, III).
7	23	0	german_prose_with_translit			none	2	6	0	0	"Mit Helga Uebach (eds.): Tibetan Studies. Proceedings of the #"" Seminar"
7	24	0	german_prose			none	0	6	0	0	ofthe International Association for Tibetan Studies, Schloss Hohenkammer-
7	25	0	german_prose			none	0	6	0	0	Munich 1985, München: Kommission für zentralasiatische Studien, Baye-
7	26	0	german_prose			none	0	8	0	0	rische Akademie der Wissenschaften (Studia Tibetica. Quellen und Studien
7	27	0	german_prose_with_translit			none	1	1	0	0	zur tibetischen Lexikographie, 2).
7	28	0	german_prose_with_translit			none	1	6	0	0	"""Die tibetische Version des Siebengestirn-Sūtras"", Tibetan History and Lan-"
7	29	0	german_prose			none	0	6	0	0	guage. Studies Dedicated to Uray (762 on his Seventieth Birthday, ed. Ernst
7	30	0	german_prose_with_translit			none	2	5	0	0	Steinkellner, Wien: Arbeitskreis für tibetische und buddhistische Studien
7	31	0	german_prose			none	0	2	0	0	Universität Wien (WSTB 26), 399416.
7	32	0	german_prose_with_translit			none	5	6	0	0	"""On the Narrative of the Killing of the Evil Yakand the Discovery of Salt"
7	33	0	german_prose_with_translit			none	6	3	0	0	"in the Chos-'byung of Nyang-ral"", Tibetan Studies. Proceedings of the 5"""
7	34	0	german_prose_with_translit			none	1	6	0	0	Seminar of the International Association for Tibetan Studies, Narita 1989, ed.
7	35	0	german_prose_with_translit			none	4	3	0	0	Ihara Shören and Yamaguchi Zuihö, Narita-shi: Naritasan Shinshoji, vol. 2,
7	36	0	other			none	0	0	0	0	pp: 661-667.
7	37	0	german_prose_with_translit			none	4	2	0	0	[Übers.] 7son-kha-pa. Byan-chub lam-gyi rim-pa'i ñams-len-gyi rnam gźag
7	38	0	german_prose_with_translit			none	3	6	0	0	mdor bsdus. Kurzfassung für die Praxis = Lamrim, Langenfeld (bei Neu-
7	39	0	german_prose_with_translit			none	2	2	0	0	stadt/Aisch): Chödzong, Buddhistisches Zentrum.
7	40	0	german_prose_with_translit			none	4	3	0	0	"""New Fragments of the sGra-sbyor bam-po gñis-pa"", East and West 44,"
7	41	0	other			none	0	0	0	0	161-172.
7	42	0	german_prose			none	0	8	0	0	"Mit Helga Uebach: ""Tibetische Volkslieder"", Der Himmel hat viele Ge-"
7	43	0	german_prose_with_translit			none	2	4	0	0	sichter. Winfried Petri zum 80. Geburtstag, ed. Wolfgang Kokott, München:
7	44	0	german_prose			none	0	7	0	0	Institut für Geschichte der Naturwissenschaften (Algorismus. Studien zur
7	45	0	german_prose			none	0	3	0	0	Geschichte der Naturwissenschaften, 15), 25-43.
7	46	0	other			none	0	0	0	0	v
8	1	0	other			none	0	0	0	0	1998
8	2	0	other			none	0	0	0	0	2006
8	3	0	other			none	0	0	0	0	2007
8	4	0	other			none	0	0	0	0	2008
8	5	0	other			none	0	0	0	0	2016
8	6	0	other			none	0	0	0	0	2019
8	7	0	german_prose_with_translit			none	1	7	0	0	"""Mensch und Natur im Buddhismus. Ein Beitrag zur Selbstkorrektur west-"
8	8	0	german_prose			none	0	3	0	0	"lichen Denkens?"", Lotusblätter 2/95, 33-36."
8	9	0	german_prose_with_translit			none	2	7	0	0	"Mit Helga Uebach: ""The project 'Dictionary of Written Tibetan'. An In-"
8	10	0	german_prose_with_translit			none	2	4	0	0	"troduction"", Lexicography inthe Indian and Buddhist Cultural Field. Proce-"
8	11	0	german_prose_with_translit			none	3	4	0	0	edings of the Conference at the University of Strasbourg 25 to 27 April 1996,
8	12	0	german_prose			none	0	6	0	0	ed. Boris Oguibenine, München: Kommission für zentralasiatische Studi-
8	13	0	german_prose			none	0	8	0	0	en, Bayerische Akademie der Wissenschaften (Studia Tibetica. Quellen und
8	14	0	german_prose_with_translit			none	1	2	0	0	Studien zur tibetischen Lexikographie, 4), 149-163.
8	15	0	german_prose			none	0	9	0	0	Mit Petra Maurer, Johannes Schneider, Helga Uebach: Wörterbuch der ti-
8	16	0	german_prose_with_translit			none	3	3	0	0	betischen Schrifisprache, 2. Lieferung: kun igs — kau śi ka, München: CH.
8	17	0	german_prose			none	0	1	0	0	Beck.
8	18	0	german_prose_with_translit			none	1	6	0	0	"Mit Helga Uebach: ""A silver portrait of the 6!"" Zwa-dmar Karma-pa (1584-"
8	19	0	german_prose_with_translit			none	1	4	0	0	"1630)"", Pramänakirtih. Papers dedicated to Ernst Steinkellner on the occasion"
8	20	0	german_prose			none	0	7	0	0	"ofhis 70"" birthday, ed. Birgit Kellner, Helmut Krasser, Horst Lasic, Michael"
8	21	0	german_prose_with_translit			none	1	7	0	0	Torsten Much and Helmut Tauscher. Wien: Arbeitskreis für tibetische und
8	22	0	german_prose_with_translit			none	1	3	0	0	buddhistische Studien Universität Wien (WSTB 70.2), 975-988.
8	23	0	german_prose_with_translit			none	2	4	0	0	"""What caused the 1959 rebellion 111 Tibet?"", Authenticating Tibet. Answers"
8	24	0	german_prose_with_translit			none	1	5	0	0	to China's 100 Questions, ed. Anne-Marie Blondeau and Katia Bufferrille,
8	25	0	german_prose			none	0	4	0	0	Berkeley et al.: University of California Press, pp. 74-78.
8	26	0	german_prose_with_translit			none	1	8	0	0	"Mit Helga Uebach: ""A Funeral Offering [07 []] © Deceased Queen Mother:"
8	27	0	german_prose_with_translit			none	4	7	0	0	The Inscription at the Mani Wall of the Great Monastery of Hemis in La-
8	28	0	german_prose_with_translit			none	1	6	0	0	"dakh"", Studies in Honour of Luciano Petech, 1914-2014. A commemorati-"
8	29	0	german_prose			none	0	4	0	0	on volume (Rivista degli studi orientali, Nuova Serie, vol. 89, Supplemento
8	30	0	german_prose			none	0	1	0	0	No. 1), pp. 45-50.
8	31	0	german_prose_with_translit			none	1	9	0	0	"Mit Helga Uebach: ""The Great Mani Wall Inscription at Hemis Revisited"","
8	32	0	german_prose_with_translit			none	1	7	0	0	Perspectives on Tibetan Culture. A Small Garland of Forget-me-nots Offered
8	33	0	german_prose_with_translit			none	1	8	0	0	to Elena De Rossi Filibeck, ed. Michela Clemente, Oscar Nalesini, Federica
8	34	0	german_prose_with_translit			none	1	3	0	0	Venturi (Revue d'Etudes Tibetaines 51), 405-414.
8	35	0	german_prose_with_translit			none	2	3	0	0	Zur Biographie J. L. Panglungs
8	36	0	other			none	0	0	0	0	vi
9	1	0	german_prose			none	0	3	0	0	Hinweise der Herausgeber
9	2	0	german_prose_with_translit			none	1	6	0	0	Wie beim Abschluß des letzten Bandes angekündigt, werden künftig mehrere Liefe-
9	3	0	german_prose_with_translit			none	2	9	0	0	rungen des Wörterbuchs der tibetischen Schriftsprache als Bände oder Halbbinde veröf-
9	4	0	german_prose_with_translit			none	1	5	0	0	fentlicht. Der hiermit vorliegende Band 8 umfaßt, in bisherigen Einheiten gemessen,
9	5	0	german_prose_with_translit			none	1	1	0	0	die neun Lieferungen 52 bis 60.
9	6	0	latin_other			none	1	0	0	0	Danksagungen
9	7	0	german_prose			none	0	8	0	0	Die Herausgeber und Bearbeiter des Wörterbuchs danken allen Kolleginnen und
9	8	0	german_prose_with_translit			none	1	10	0	0	Kollegen, die sich bei der Bearbeitung des achten Bandes der Mühe des Korrekturle-
9	9	0	german_prose_with_translit			none	1	7	0	0	sens unterzogen (Marlene Erschbamer, Phillip Munteanu) und Hinweise in Einzel-
9	10	0	german_prose_with_translit			none	2	5	0	0	fragen gegeben haben (Joanna Bialek, Jinkyoung Choi, Christoph Cüppers, Franz-
9	11	0	german_prose_with_translit			none	2	10	0	0	Karl Ehrhard, Berthe Jansen, Jowita Kramer, Zhen Liu, Dan Martin, Gudrun Melzer,
9	12	0	german_prose_with_translit			none	2	8	0	0	JampaL. Panglung }, Charles Ramble, Samyo Rode, Veronika Ronge, Nikolai Solms-
9	13	0	german_prose_with_translit			none	1	7	0	0	dorf, Roland Steiner, Helga Uebach †, Klaus Wille, Isabella Wūrthner).
9	14	0	other			none	0	0	0	0	vii
10	1	0	german_prose_with_translit			none	1	2	0	0	Mit Band 8 (Lieferungen 52-60)
10	2	0	german_prose_with_translit			none	1	3	0	0	neu hinzugekommene Quellentexte, Abkürzungen und Literatur
10	3	0	german_prose_with_translit			none	8	3	0	0	ChagNth Säkya'i dge bsñen Chos dpal dar dpyan (ca. 13. Jh.): Chag lo tsā ba
10	4	0	german_prose_with_translit			none	4	2	0	0	chos rje dpal gyi rnam thar. Ed.: Rozricn 1959.
10	5	0	german_prose_with_translit			none	2	5	0	0	LbAmi 'Jammgon A myes Zabs Nag dban kun dga' bsod nams (1597-1659):
10	6	0	german_prose_with_translit			none	8	1	0	0	Yons rdzogs bstan pa rin po che'i ñams len gyi man nag gsun hag rin po
10	7	0	latin_other			none	8	0	0	0	che'i byon tshul khog phub dan bcas pa rgyas par bad pa legs bsad 'dus
10	8	0	german_prose_with_translit			none	3	1	0	0	pa'i rgya mtsho. Ed.: SAKYA CENTRE 1985, vol. 1, pp. 1-313.
10	9	0	german_prose_with_translit			none	9	2	0	0	IDeKh-B mKhas pa IDe'u: rGya bod kyi chos 'byun rgyas pa. E.d.: BODKYIi GTSUG
10	10	0	other			none	0	0	0	0	LAG ZIB DPYOD KHAN 2013.
10	11	0	german_prose_with_translit			none	10	1	0	0	T1787 sÑan grags bzañ po: gSari ba thams cad kyi sgron ma'i rgyacher 'grel pa
10	12	0	german_prose_with_translit			none	3	2	0	0	/ Yaśobhadra: Sarvagihyapradipatika. Abt. rGyud, ba 203b5-23447.
10	13	0	german_prose_with_translit			none	7	2	0	0	T2688 lHan cig skyes pa'i rol pa: Kun nas sgor 'jug pa'i 'od zer gtsug tor
10	14	0	latin_other			none	8	0	0	0	dri ma med par snan ba de bzin gsegs pa thams cad kyi sin po dan
10	15	0	german_prose_with_translit			none	6	1	0	0	dam tshig la rnam par blta ba Zes bya ba'i gzuns kyi rnam par bsad
10	16	0	german_prose_with_translit			none	2	1	0	0	pa / Sahajdalita: Samantamukhapravesarasmivimalosnisaprabhāsasa-
10	17	0	german_prose_with_translit			none	3	1	0	0	rvatathāgatahrdayasamayavilokitanāmadhāranivrtti Abt. rGyud, thu
10	18	0	other			none	0	0	0	0	26943-320b2.
10	19	0	german_prose_with_translit			none	5	4	0	0	T4114 Dul balha: Dal barnam par 'byed pa'i tsbigrnam par bśad pa / Viinita-
10	20	0	german_prose_with_translit			none	2	2	0	0	deva: Vinayavibhangapadavyakhyana. Abt. 'Dulba, tsbu 161-2077.
10	21	0	german_prose_with_translit			none	6	1	0	0	T4362 dPal brtsegs raksi ta: Chos kyi rnam grans kyi brjed byan / Dharma-
10	22	0	german_prose_with_translit			none	2	1	0	0	paryayabhismarana. Abt. sNa tshogs, jo 2316-2895.
10	23	0	german_prose			none	0	1	0	0	postpos. Postposition
10	24	0	german_prose_with_translit			none	3	7	0	0	Beckwrrn, Christopher I. 1993. The Tibetan empire in Central Asia. A history of the
10	25	0	german_prose_with_translit			none	3	4	0	0	struggle for great power among Tibetans, Turks, Arabs and Chinese during the early
10	26	0	german_prose			none	0	7	0	0	Middle ages. Princeton, N]J: Princeton University Press.
10	27	0	german_prose_with_translit			none	2	5	0	0	Narrtier, Jan 1991. Once upon a future time. Studies in a Buddbhist prophecy of decline.
10	28	0	german_prose			none	0	7	0	0	Berkeley: Asian Humanities Press (Nanzan studies in Asian religions 1).
10	29	0	german_prose_with_translit			none	3	5	0	0	Rorrich 1959. Biography of Dharmasvamin (Chag lo-tsa-ba Chos-rje-dpal). A Tibetan
10	30	0	german_prose			none	0	6	0	0	monk pilgrim. Patna: K. 1? Jayaswal Rescarch Institute, 1959. [ChagNth]
10	31	0	german_prose_with_translit			none	4	2	0	0	SAKYA CENTRE 1985. Lam 'bras tshogs bsad. The Sa-skya-pa teachings of the pathandthe
