change_type	volume	page	line	token_index	tibetan_syllable	source_latin_token	old_target	new_target	old_category	new_category	compatible_anchor_count	context_excerpt
target_changed	wts_1_34	114	4	4	ཁྱུང	kbyun	kbyuṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	ཀླུ་སྦྲལ་འོད་ཁྱུང་ klu sbrul ’od kbyun ¦/5// sbrul ’od
target_changed	wts_1_34	1140	87	2	རིང	Iderin	Ideriṅ		source_compatible_marker_attached	source_compatible_marker_attached	0	དི་རིང་ dirin Iderin.
target_changed	wts_1_34	1141	45	2	འགང	gah	gaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	དིང་འགང་ din ’'gah (zw.) Filztuch; vgl. Igdin
target_changed	wts_1_34	115	122	1	ང	klun	kluṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་རྟ་ klun rta; vgl. Irlun rta. — chin. ES i-ma
target_changed	wts_1_34	115	45	1	ང	klun	kluṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་ klun.
category_changed	wts_1_34	1150	33	2	ཁང	kban	kbaṅ	kbaṅ	source_compatible_structure_mismatch	source_compatible_not_final_ng_only	4	དུག་ཁང་ dug kban \dugs khaṅ 1.
target_changed	wts_1_34	1164	28	3	ངང	nan	naṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	དུམ་བུའི་ངང་ཚུལ་ dum bu’i nan tshul eine sinn-
category_changed	wts_1_34	1169	48	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དུར་སློང་ dur slon '[0[6112617611]101116,
category_changed	wts_1_34	117	23	4	སྡེང	sden	sdeṅ	sdeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཀློ མི་སྐྱ་སྡེང་ klo mi skya sden npr. ein Volk.
target_changed	wts_1_34	118	3	1	ཀླང	klon	kloṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ཀླང་ཆན་པ་” klon chen pa...
category_changed	wts_1_34	1192	1	3	རུང	run	ruṅ	ruṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དུས་སུ་རུང་བ་ dus su run ba
category_changed	wts_1_34	1192	38	3	ཆུང	run	ruṅ	ruṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	དུས་སུ་ཆུང་བ་ dus su run ba zeitgemäß, zur
disappeared	wts_1_34	1203	75	2	རྟིང	rtin	rtiṅ		source_compatible_insufficient_evidence			དེ་རྟིང་ de rtin Kurzf. für de’i rtiṅ la dann, da-
target_changed	wts_1_34	1227	42	3	ང	bźin	bźiṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	"""Ras ་ཀྱི ང་ངེ་འཛྲིནྒ་ de bźin nid kyi tin ne"
target_changed	wts_1_34	124	96	3	རྒྱང	igyan	igyaṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	དཀར་མོའི་རྒྱང་གྲགས་ dkar mo’i igyan grags !dkar
category_changed	wts_1_34	1275	1	4	སྙིང	sin	siṅ	siṅ	source_compatible_structure_mismatch	source_compatible_not_final_ng_only	3	དོམ་མགོ་གླང་སྙིང་ dom mgo glaṅ sin
target_changed	wts_1_34	1275	4	4	སྲིང	shin	shiṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	མ་མགོ་ཀགྲང་སྲིང་ dom mgo glan shin eine füh-
category_changed	wts_1_34	128	89	2	སྲང	srun	sruṅ	sruṅ	source_compatible_structure_mismatch	source_compatible_not_final_ng_only	1	དཀོར་སྲང་རྒྱལ་པོ་ dkor srun rgyal po Beiname der
disappeared	wts_1_34	1297	12	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ 'dran auch ’dran fut. zu 1776.
disappeared	wts_1_34	1298	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་མཁན་ dran mkhan
disappeared	wts_1_34	1298	22	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་མཁན་ dran mkhan Richter, Schlichter,
disappeared	wts_1_34	1298	30	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་འཁྱོག་ dran 'khyog Bez. für Regenbogen.
disappeared	wts_1_34	1298	33	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་འགྲོ་ dran 'gro Bez. für Pfeil.
disappeared	wts_1_34	1298	38	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ངེས་ dran nes herzuleitende Bedeutung.
disappeared	wts_1_34	1298	44	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ལྟང་ལྟང་ dran Itan Itan kerzengerade.
disappeared	wts_1_34	1298	51	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་དོན་ dran don
disappeared	wts_1_34	1298	53	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་བརྟན་ dran brtan aufrecht.
disappeared	wts_1_34	1298	59	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ཐག་ dran thag gerade.
disappeared	wts_1_34	1298	64	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ཐད་ dran thad geradeaus, gerade heraus.
disappeared	wts_1_34	1298	74	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ཐིག་ dran thig geradlinig.
disappeared	wts_1_34	1298	81	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་དོན་ dran don auch dran ba’i don vorläufi-
disappeared	wts_1_34	1299	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་དྲེང་ dran dren
disappeared	wts_1_34	1299	10	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་དྲེང་ dran dren auch bran bren Begierde,
disappeared	wts_1_34	1299	21	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་པོ་ dran po vgl. 1’dran.
disappeared	wts_1_34	1299	53	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་པོ་ dran po
disappeared	wts_1_34	1300	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་པོར་གནོན་ dran por gnon
disappeared	wts_1_34	1300	22	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་པོར་གནོན dran por gnon reglementieren.
disappeared	wts_1_34	1300	33	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་བའི་དོན་ dran ba’i don Tdran don.
disappeared	wts_1_34	1300	35	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་བའི་མི་བོ་ཆེ་ dran ba’i mi bo che npr. ein sa
disappeared	wts_1_34	1300	42	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ཤན་ dran śan klar unterscheidend.
disappeared	wts_1_34	1300	48	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་ཤིང་ dran Siṅ Zepter.
disappeared	wts_1_34	1300	54	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron
disappeared	wts_1_34	1300	54	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron
disappeared	wts_1_34	1300	56	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སེང་ངེ་བ་ dran seṅ ne ba geradlinig.
disappeared	wts_1_34	1300	63	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron.
disappeared	wts_1_34	1300	63	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron.
disappeared	wts_1_34	1301	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron
disappeared	wts_1_34	1301	1	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ dran sron
disappeared	wts_1_34	1302	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གི་གཏོར་” dran sron gi gtor ...
disappeared	wts_1_34	1302	1	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གི་གཏོར་” dran sron gi gtor ...
disappeared	wts_1_34	1302	104	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྣོད་ dran sron snod Bez. für Almosen-
disappeared	wts_1_34	1302	104	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྣོད་ dran sron snod Bez. für Almosen-
disappeared	wts_1_34	1302	27	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གི་གནས་ dran sron gi gnas ldran sron
disappeared	wts_1_34	1302	27	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གི་གནས་ dran sron gi gnas ldran sron
disappeared	wts_1_34	1302	37	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་རྒྱས་པ་ dran sron rgyas pa ein Rsi, skt.
disappeared	wts_1_34	1302	37	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་རྒྱས་པ་ dran sron rgyas pa ein Rsi, skt.
disappeared	wts_1_34	1302	55	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྣོད་ dran sron snod
disappeared	wts_1_34	1302	55	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྣོད་ dran sron snod
disappeared	wts_1_34	1302	57	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ཆུ་ dran sron chu Wasser aus einem Be-
disappeared	wts_1_34	1302	57	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ཆུ་ dran sron chu Wasser aus einem Be-
disappeared	wts_1_34	1302	63	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ཆེན་པོ་ dran sron chen po.
disappeared	wts_1_34	1302	63	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ཆེན་པོ་ dran sron chen po.
disappeared	wts_1_34	1302	90	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
disappeared	wts_1_34	1302	90	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་གནས་ dran sron gnas auch dran sron gi
disappeared	wts_1_34	1303	1	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba
disappeared	wts_1_34	1303	1	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba
disappeared	wts_1_34	1303	12	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྲིན་པོ་ dran sron srin po npr. ein Berg.
disappeared	wts_1_34	1303	12	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྲིན་པོ་ dran sron srin po npr. ein Berg.
disappeared	wts_1_34	1303	22	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ལྷུང་བ་ dran sron lhuṅ ba ein Ort bei
disappeared	wts_1_34	1303	22	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་ལྷུང་བ་ dran sron lhuṅ ba ein Ort bei
disappeared	wts_1_34	1303	3	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba Bez. für den
disappeared	wts_1_34	1303	3	2	སྲོང	sron	sroṅ		source_compatible_insufficient_evidence			དྲང་སྲོང་སྨྲ་བ་ dran sron smra ba Bez. für den
disappeared	wts_1_34	1303	37	1	དྲང	dran	draṅ		source_compatible_insufficient_evidence			དྲང་གསུམ་ dran gsum die drei Wahrheiten, vgl.
target_changed	wts_1_34	1334	50	3	ལྗང	ljan	ljaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	དྲུག་མར་ལྗང་ drug mar ljan
target_changed	wts_1_34	1334	97	3	ལྗང	ljan	ljaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	དྲུག་མར་ལྗང་ drug mar ljan Ocker; Laberitum
disappeared	wts_1_34	152	191	2	དྲང	dran	draṅ		source_compatible_insufficient_evidence			བཀྲིད་དྲང་ berid dran das Führen.
target_changed	wts_1_34	155	207	1	ང	ykan	ykaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	ང་སྙས།་ ykan skyes Bez. für Angehörige der un-
target_changed	wts_1_34	157	112	2	འབུང	thun	thuṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	རྐང་འབུང་ rkaṅ ’thun auch rkan thun „Fußtrin-
target_changed	wts_1_34	157	177	1	རྐང	ran	raṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	རྐང་དྲུག་ ran ing ep
disappeared	wts_1_34	157	25	2	རྟིང	rtin	rtiṅ		source_compatible_insufficient_evidence			རྐང་རྟིང་ rkaṅ rtin Ferse.
target_changed	wts_1_34	162	157	1	ང	rkon	rkoṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་བྲར་ rkon zor
target_changed	wts_1_34	164	39	1	རྐྱང	Ryan	Ryaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	རྐྱང་ཟླ་ Ryan zla.
category_changed	wts_1_34	166	136	1	རྐྱོང	rkyon	rkyoṅ	rkyoṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	རྐྱོང་ rkyon pf. Ibrkyans bzw. lbrkyan fut.
target_changed	wts_1_34	176	29	2	ཤེང	sen	seṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	སྐམ་ཤེང་ skam sen kam Sen.
target_changed	wts_1_34	184	25	2	གདུང	gun	guṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	སྐུ་གདུང་ sh gun.
target_changed	wts_1_34	187	148	1	ང	skun	skuṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་སླང་ skun skun verborgen, geheim.
target_changed	wts_1_34	187	148	2	སླང	skun	skuṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་སླང་ skun skun verborgen, geheim.
category_changed	wts_1_34	189	140	2	མཇིང	mjin	mjiṅ	mjiṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	སྐེ་མཇིང་ ske mjin Hals.
target_changed	wts_1_34	195	114	2	སང	sen	seṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	སྐྱ་སང་སང་པ་ skya sen sen po
target_changed	wts_1_34	195	114	3	སང	sen	seṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	སྐྱ་སང་སང་པ་ skya sen sen po
target_changed	wts_1_34	202	56	1	ང	skyun	skyuṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ང་པོ་ skyun po Ahle, Pfriem, Stichel.
target_changed	wts_1_34	207	100	2	སྔོང	sdon	sdoṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	སྐྱེ་སྔོང་ skye sdon ein Baum.
disappeared	wts_1_34	219	127	3	བགྲང	bgran	bgraṅ		source_compatible_insufficient_evidence			སྐྱོན་དུ་བགྲང་བ་ skyon du bgran ba Tskyon bgran.
disappeared	wts_1_34	219	44	2	བགྲང	bgran	bgraṅ		source_compatible_insufficient_evidence			སྐྱོན་བགྲང་ skyon bgran Kurzf. für skyon du bgran
target_changed	wts_1_34	226	146	1	བསླང	bskan	bskaṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	བསླང་ bskan fur. t'skon erfüllen; zufrieden-
target_changed	wts_1_34	228	165	1	བསླང	bskun	bskuṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	བསླང་ bskun fut. zu tskun verbergen.
category_changed	wts_1_34	230	39	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	བསྐུལ་སློང་ bskul slon Anregung.
category_changed	wts_1_34	235	148	1	བསྐྱེང	bskyen	bskyeṅ	bskyeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	བསྐྱེང་ bskyen beschämt sein; vgl. Iskyens.
category_changed	wts_1_34	243	85	2	ཅང	can	caṅ	caṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	།ཐ་ཅང་ kha can \kha gcan.
target_changed	wts_1_34	244	160	4	ཕྱང	phyun	phyuṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	།ཁྭ་ཆུ་ཆུས་ཕྱང་ kha chu chus phyun ein Schuh.
target_changed	wts_1_34	245	60	2	ཉུང	run	ruṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	ཁ་ཉུང་ kha run wortkarg.
category_changed	wts_1_34	248	148	2	ནིང	nin	niṅ	niṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་ནིང་ kha nin letztes Jahr.
target_changed	wts_1_34	250	109	2	ཕྱང	byan	byaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	།ཁ་ཕྱང་བ་ kha byan ba
category_changed	wts_1_34	253	1	2	ཞེང	Zen	Zeṅ	Zeṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་ཞེང་ kha Zen rag kha bzla །ཁ་ཏའུར་ kha ’ur ཁ་ཡིག་ kha yig
target_changed	wts_1_34	256	35	4	སང	Ton	Toṅ		source_compatible_marker_attached	source_compatible_marker_attached	0	།ཁ་སང་ 45/¢ san 72. Ton, Laut.
category_changed	wts_1_34	256	80	2	སློང	slon	sloṅ	sloṅ	source_compatible_insufficient_evidence	source_compatible_single_anchor	1	ཁ་སློང་ kha slon pf. lkha bslans ergänzen.
target_changed	wts_1_34	257	53	1	ཁང	kan	kaṅ		source_compatible_structure_mismatch	source_compatible_no_anchor	0	ཁང་ཁུང་ kan khuṅ
target_changed	wts_1_34	258	106	1	བང	khan	khaṅ		source_compatible_insufficient_evidence	source_compatible_no_anchor	0	།བང་རྩ་ * khan rtsa Fundament, Grundmauer.
