reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_initial_i_to_l_translit	Idan	ldan	12	1	wts_35_51:9:63; wts_35_51:21:33; wts_35_51:22:68; wts_35_51:30:14; wts_35_51:47:86	"bcom Idan ""das kyi sku ... mi'i yul du ~ || Essen!"" (K1 kha 12b3); gal te has bcom Idan || tigt"" (ThK 2: 533,2); mos Idan — sel shyes su"
alternate_witness_google_loc_fricative_upgrade	bzin	bźin	11	1	wts_35_51:46:50; wts_35_51:50:76; wts_35_51:52:64; wts_35_51:115:43; wts_35_51:121:82	"Lex. bdag ran bzin gyis ug pa ""selbst mit || bkrol bar gyur na de ñid de bzin g$egs pa'i ~ || 163, Abt. de bzin gsegs pa'i tgs rje chen po"
alternate_witness_initial_i_to_l_translit	Iha'i	lha'i	11	1	wts_35_51:63:46; wts_35_51:68:3; wts_35_51:68:8; wts_35_51:88:6; wts_35_51:145:28	"Lex. 'dod Iha'i gzan 'phrul dbani byed kyi bdag || dan rtsi ni de joms byed sman no / Iha'i btun || byed kyi rdzas te Iha'i — sogs ""Substanz, die"
alternate_witness_google_loc_nasal_upgrade	gan	gaṅ	10	1	wts_35_51:14:58; wts_35_51:27:39; wts_35_51:52:20; wts_35_51:138:72; wts_35_51:145:22	"jo lugs kyi gdam(s) skor rgyun gan bäugs tshani || 172,27); yi dags skom gyis — pa gan (metr.) || 5); mchod gäis ... — ""dzin bZin bdag pa gan"
alternate_witness_google_loc_fricative_upgrade	zig	źig	10	1	wts_35_51:15:82; wts_35_51:38:66; wts_35_51:59:28; wts_35_51:128:9; wts_35_51:151:22	"mtshams la yi ge dan thog gi 'bru bkod ba zig || hören"" (Suv 71,14); gal te ... spo ba zig tu || rlum gis — nas rgya mtsho chen po\i klon zig tu"
alternate_witness_google_loc_nasal_upgrade	byun	byuṅ	10	1	wts_35_51:16:8; wts_35_51:39:54; wts_35_51:47:79; wts_35_51:73:8; wts_35_51:87:78	"de la... slob ma yan man du byun — ""er || 76,4); —""i bu Zig ... chos rtol $es su byun ""ein || de... vab tu byun nas ..."
alternate_witness_google_loc_nasal_upgrade	man	maṅ	10	1	wts_35_51:23:21; wts_35_51:85:67; wts_35_51:129:19; wts_35_51:129:26; wts_35_51:139:92	120,4); tshani man ka bzi — brgyad de (metr.) || mtsho ... bde gsegs ñi ma'i 'od zer man po || Lex. — rgyu = man po nani nas — rgyn Ita bu
alternate_witness_google_loc_nasal_upgrade	nan	naṅ	9	1	wts_35_51:24:13; wts_35_51:55:66; wts_35_51:78:26; wts_35_51:129:26; wts_35_51:131:52	dur dan / nan / bum than la yod pa' — || — skye bo nan du gdun bas bsreg ldan pa ... (7? || nan nas kyan / nam Zar bde Zin skyid par
alternate_witness_initial_i_to_l_translit	Ina	lṅa	9	1	wts_35_51:63:76; wts_35_51:64:11; wts_35_51:71:39; wts_35_51:71:54; wts_35_51:127:68	"བདུད་ལྔ་པ་ bdud Ina pa Beiname Kämadevas. || Richtung des 'dre Ina, bdud gcod, lus chad || Ina ston Ina broya rtsa — mams la ""mit ei-"
alternate_witness_google_loc_fricative_upgrade	bsad	bśad	8	1	wts_35_51:4:41; wts_35_51:17:3; wts_35_51:108:25; wts_35_51:117:36; wts_35_51:136:39	"bstan pa gtad par bsad do ""es wird gesagt, daß || Lex. — pa zsmras pa'am bsad pa ""gesagt oder || ba la phyi nas 'gro Zin chos mi bsad = na"
alternate_witness_google_loc_nasal_upgrade	gron	groṅ	8	1	wts_35_51:20:57; wts_35_51:81:26; wts_35_51:98:36; wts_35_51:112:14; wts_35_51:145:27	"bdun na gron khyer ... dog sas non par 'gyur || dan gron skor ya man tsam yod cin ""das vom || (K841(7) 21666); lba min gron khyer ... gźu"
alternate_witness_google_loc_fricative_upgrade	sin	śin	7	1	wts_35_51:1:46; wts_35_51:4:75; wts_35_51:55:58; wts_35_51:133:17; wts_35_51:145:19	(KTh 1: 36,1); na tshod yar yar 'dzegs sin man || gtsug lag khani chen po'i mjug la — sin... bka's || sin sdon 'thab / khyim — la gcon nad 'on
alternate_witness_google_loc_fricative_upgrade	ses	śes	7	1	wts_35_51:1:63; wts_35_51:15:43; wts_35_51:138:75; wts_35_51:156:43; wts_35_51:158:21	"Lex. ~am tshod ses pa zmätrajiiah ""das rech- || verbreitet"" (dPe 15,2); ci yin ni ma ses / pha || srid pa — las gan mi ses so ""eine andere Exi-"
alternate_witness_google_loc_nasal_upgrade	rkan	rkaṅ	7	1	wts_35_51:6:58; wts_35_51:126:35; wts_35_51:163:25; wts_35_51:207:66; wts_35_51:216:57	Lex. rkan pa (\/ 1. om. pa) ༡77 — = na viksi- || ba'i phren ba ... rkan pa(s) — rmami bskyod || 14235); rkan glin yin zer mi yi rkan du —
alternate_witness_google_loc_nasal_upgrade	yan	yaṅ	7	1	wts_35_51:9:40; wts_35_51:39:4; wts_35_51:133:22; wts_35_51:140:91; wts_35_51:148:85	po yan Iha sar zla geig Ihag tsam — par || ru ka dan / bhi ru ka giis / yan blon po'i || ni — gyur cin / spu yan mam par ldan bar
alternate_witness_initial_i_to_l_translit	Ihag	lhag	7	1	wts_35_51:9:40; wts_35_51:27:32; wts_35_51:78:58; wts_35_51:143:28; wts_35_51:143:34	"po yan Iha sar zla geig Ihag tsam — par || 'dod chags kyis Ihag par — par gyur nas ""sie || (Mil 133,30); — kyi bad gad Ihag ge Ibag"
alternate_witness_google_loc_nasal_upgrade	cin	ciṅ	7	1	wts_35_51:55:42; wts_35_51:79:35; wts_35_51:81:26; wts_35_51:94:73; wts_35_51:171:41	"gun du ma mdzad cin ""er hatte viele Wer- || 4,190); dge 'phrog cin / ~i srog kyani joms || dan gron skor ya man tsam yod cin ""das vom"
alternate_witness_google_loc_nasal_upgrade	rdzon	rdzoṅ	7	1	wts_35_51:81:23; wts_35_51:101:51; wts_35_51:140:14; wts_35_51:151:51; wts_35_51:155:9	"བདེ་ཆེན་རྫོང་ bde chen rdzoṅ npr. ein rdzon in || rgyal khab tu rdzon mda' byed pa ""die gegen- || Gebiet"" (MTH3/3/1 7); rdzon thog — gis"
alternate_witness_citation_siglum	Li$	Liś	6	1	wts_35_51:4:57; wts_35_51:20:71; wts_35_51:57:76; wts_35_51:90:84; wts_35_51:166:84	"dig pa einen Dummen"" (Li$ 35,14); 'dod pa || Lex. — mi ni ma (Li$ 27,5); /7/ ma (brDa, || (KlonD 741,5, Li$ 27,6)."
alternate_witness_google_loc_nasal_upgrade	bzun	bzuṅ	6	1	wts_35_51:9:27; wts_35_51:11:42; wts_35_51:14:87; wts_35_51:142:40; wts_35_51:146:42	"bsñen rdzogs byas te / ~i brtul Zugs bzun no || kah thog gi — bzun ste gdul bya Sin tu che ba || su bzun la bstan pa spel cig ""sei ihnen mit"
alternate_witness_google_loc_nasal_upgrade	man	mañ	6	1	wts_35_51:10:20; wts_35_51:61:8; wts_35_51:131:72; wts_35_51:154:14; wts_35_51:157:26	gser gyi phye ma man du bskur nas pandi ta || 'brum nag las stsogs pa / nad kyi sna man du || mkhan, 'dem byed = man po nari nas dam na
alternate_witness_google_loc_nasal_upgrade	gnan	gnaṅ	6	1	wts_35_51:14:16; wts_35_51:14:49; wts_35_51:167:71; wts_35_51:222:67; wts_35_51:232:48	"pa dan / chos man po gnan ste ""er gewährte || gs — zin pa'am gnan ba Ita bu ""wie: ein Rat- || cin slad rol tu mchi bar ci gnan ""erlaubst du,"
alternate_witness_google_loc_nasal_upgrade	dan	dañ	6	1	wts_35_51:17:68; wts_35_51:71:86; wts_35_51:107:9; wts_35_51:161:42; wts_35_51:176:3	"klirren"" (Glr 154,12); mgal rgyan dan / sian || dan fer spyod — b$ams ""man stellt ein weißes || Wort für: vor"" (Dagy); drun dan ne ba ""Nä-"
alternate_witness_google_loc_nasal_upgrade	snan	snaṅ	6	1	wts_35_51:100:22; wts_35_51:116:64; wts_35_51:117:24; wts_35_51:123:19; wts_35_51:216:73	"Ina'o / mi 'dra ba snan ""Sohn des Liebesgot- || dan 'do med pa ces pa'an snan ""charakterlo- || gres rkan rgyas par phyes pa'an yod pa snan no"
alternate_witness_google_loc_nasal_upgrade	span	spaṅ	6	1	wts_35_51:126:75; wts_35_51:157:2; wts_35_51:157:9; wts_35_51:157:35; wts_35_51:182:67	"de' sten du karten gi span leb ... dei sten du || bde skyid gřñis yod de / ~ thams cad span pa || Übung"" (Mvup 4.74); — kun tu span bar bya"
alternate_witness_citation_siglum	Y$	Yś	5	1	wts_35_51:2:48; wts_35_51:59:78; wts_35_51:118:77; wts_35_51:190:13; wts_35_51:199:74	"trunken, besiegt es Verschiedenes"" (Y$ 236); || hat"" (Y$ 71c); dus gsum 'bras kyi dud pas || der Galle"" (Y$ 97c); lo tsā gsum po ... yi dwags"
alternate_witness_initial_i_to_l_translit	Itos	ltos	5	1	wts_35_51:6:49; wts_35_51:115:25; wts_35_51:116:68; wts_35_51:162:36; wts_35_51:172:83	"thag zer ba der Itos sig ""Strick zum Festbin- || nañ tshan te der Itos sig ""das Wort des Bud- || ste der Itos (brDa); 'do med mi = sin po med"
alternate_witness_google_loc_nasal_upgrade	dun	duṅ	5	1	wts_35_51:7:31; wts_35_51:164:52; wts_35_51:166:3; wts_35_51:181:92; wts_35_51:229:76	"wie sbug chal, sil ñan, dun und rgya glin usw. || pa la kbon mams na la dun dun byed — bsam || che]"" (Myan 150,21); kbon rmamis ra la dun"
alternate_witness_google_loc_nasal_upgrade	rin	riṅ	5	1	wts_35_51:9:52; wts_35_51:9:71; wts_35_51:23:73; wts_35_51:199:77; wts_35_51:203:56	"Sin tu rin po nas nam mkha'i phyogs su ~ || la chu mig rin mo ba — ""als buddhistischer || rin srel dan / 'ja' la sogs pa'i rtags mi 'byon"
alternate_witness_initial_i_to_l_translit	Ihun	lhun	5	1	wts_35_51:11:48; wts_35_51:98:8; wts_35_51:204:21; wts_35_51:225:15; wts_35_51:234:23	"hatte"" (K'Th 1: 517,1); gsen rgyal ba Ihun || 480); — broyud pas khyod Ihun bar bya'o ""ich || Lex. Ihun bzed kyi nan du zas kyi lhag"
alternate_witness_google_loc_nasal_upgrade	na	ña	5	1	wts_35_51:19:46; wts_35_51:19:63; wts_35_51:131:72; wts_35_51:159:56; wts_35_51:164:52	~ ña rgyal brüas na che / ñan pa'i mi || (Ki na 7065); bdag gis thog mar — kyis mi / || mkhan, 'dem byed = man po nari nas dam na
alternate_witness_google_loc_nasal_upgrade	gdun	gduṅ	5	1	wts_35_51:24:49; wts_35_51:24:68; wts_35_51:24:71; wts_35_51:24:83; wts_35_51:199:86	"yab mes 'phags rigs ñi ma yi / gdun rgyud chos || (""Dzam 21,23); gdon (r. gdun) brgyud bstan || Lex. gdun reynd zrusrigs rgynd (brDa);gdun"
alternate_witness_google_loc_nasal_upgrade	min	miṅ	5	1	wts_35_51:24:61; wts_35_51:51:19; wts_35_51:123:70; wts_35_51:156:50; wts_35_51:167:38	"sras gtsan mai — la rigs rus kyi min so sor || chen"" (Prav 88,19); ~i skye bo la min sku || Lex. 'dag pas Zal Zal bya ba'i min (brDa)."
alternate_witness_initial_i_to_l_translit	Ihan	lhan	5	1	wts_35_51:55:32; wts_35_51:81:55; wts_35_51:193:75; wts_35_51:200:43; wts_35_51:219:76	Ihan cig miam sbyor Zin / dga' ba gfis || 88,3); thog mar — Ihan skyes kyi dban dan || mdzes dga' mo dan Ihan cig ... ~i bde ba rjes
alternate_witness_google_loc_nasal_upgrade	bran	braṅ	5	1	wts_35_51:55:38; wts_35_51:81:63; wts_35_51:115:7; wts_35_51:210:74; wts_35_51:229:38	kyi pho bran na ... yum chen bdag med Iha mo || 1: 202,5); pho bran / — gi srags bzla ba dan || za ma tog ... rgyal po'i pho bran gi sten du
alternate_witness_initial_i_to_l_translit	Iho	lho	5	1	wts_35_51:59:21; wts_35_51:87:23; wts_35_51:154:45; wts_35_51:157:42; wts_35_51:161:9	"(Akhr2 81,13); spyan lam sul rin Sar Iho yans || Iho yi phyogs su byun ba mi... — stag bu || mtha' bZi Iho bal kun — ""sie unterwarfen al-"
alternate_witness_google_loc_nasal_upgrade	khan	khaṅ	5	1	wts_35_51:68:81; wts_35_51:155:9; wts_35_51:164:16; wts_35_51:166:27; wts_35_51:168:12	"khan 2/9 biens ""er errichtete im Süden Nā- || rdzon khan gal che Zig ral ñams chag de || konnte"" (dPe 70,1); Iha khan zig na mi źig"
alternate_witness_google_loc_nasal_upgrade	bsnal	bsṅal	5	1	wts_35_51:83:12; wts_35_51:85:66; wts_35_51:137:20; wts_35_51:156:55; wts_35_51:157:76	"'gro ba drug po dag tu bde ba dan sdug bsnal || Vollendung"" (Käsy 61,4); sdug bsnal rgya || bsnal kun byun ba / — ni sdug bsnal kun 'gog"
alternate_witness_google_loc_fricative_upgrade	gsin	gśin	5	1	wts_35_51:124:6; wts_35_51:124:7; wts_35_51:162:8; wts_35_51:182:51; wts_35_51:205:39	"(Dagy); gsin por dmigs pa'i dge sgrub (TTC); || — pa = gsin por sems 'phren ba'am chags ses || le befindet"" (Siddh 26.87); mies gsin pa'an"
alternate_witness_google_loc_nasal_upgrade	phun	phuṅ	5	1	wts_35_51:138:69; wts_35_51:156:11; wts_35_51:156:55; wts_35_51:156:58; wts_35_51:156:58	"derbar"" (Pd-K 154d); sdug bsnal gyi phun po || das Bewußtsein"" (Käsy 91,9); — kyi phun po || sdug bsnal gsum gyi min); — kyi phun po ="
alternate_witness_google_loc_fricative_upgrade	gsed	gśed	4	1	wts_35_51:4:17; wts_35_51:39:1; wts_35_51:81:58; wts_35_51:201:81	0477 rje gsed la sogs pa' rgyud spyan 'dren par || གདོན་གཤེད་ཁྲ་བོ་ gdon gsed khra bo || gsin rje gsed dan — la mna' briies pa yin
alternate_witness_google_loc_nasal_upgrade	run	ruṅ	4	1	wts_35_51:15:62; wts_35_51:18:69; wts_35_51:207:19; wts_35_51:221:53	ldem rgyanis mi run tshul smra dgos rgyur ~~ || 80,4); gcan gzan ma run ba ~i sems dan Idan || kha cig ni ... bzani bzan — run gi Itas than
alternate_witness_citation_siglum	Lsdz-K	Lśdz-K	4	1	wts_35_51:15:88; wts_35_51:38:14; wts_35_51:115:22; wts_35_51:117:27	"Ohr"" (Lsdz-K 320,11); tbon chog khrig ger || Herz des Königs eingezogen war"" (Lsdz-K || gans-brag geholt hat"" (Lsdz-K 335,25)."
alternate_witness_citation_siglum	Gs-H	Gś-H	4	1	wts_35_51:18:15; wts_35_51:77:75; wts_35_51:132:20; wts_35_51:225:2	"kommen, Schaden zuzufügen"" (Gs-H 74b). || nicht und fühlt sich nicht wohl"" (Gs-H 48c); || nen hohen Status verlieren"" (Gs-H 60d);"
alternate_witness_google_loc_nasal_upgrade	gdon	gdoṅ	4	1	wts_35_51:24:68; wts_35_51:84:33; wts_35_51:108:20; wts_35_51:162:43	"(""Dzam 21,23); gdon (r. gdun) brgyud bstan || ñid pa'i dgon gnas dga' ba gdon nam ~ du || tu ma yin — du Ita bu sa rol tn'am gdon"
alternate_witness_citation_siglum	P$	Ps	4	1	wts_35_51:39:3; wts_35_51:98:16; wts_35_51:152:26; wts_35_51:205:66	"heit besiegt werden"" (P$ 81d); des — bar he || ne Sehne ist?"" (P$ 17d); dper na mia' (r. —) || stellen"" (P$ 2d); gan 7/9 — spyod sans rgyas"
alternate_witness_google_loc_nasal_upgrade	sten	steṅ	4	1	wts_35_51:46:61; wts_35_51:115:7; wts_35_51:229:43; wts_35_51:243:77	kyis ... sa sten bskyan ba dan ... gsol (metr.) || za ma tog ... rgyal po'i pho bran gi sten du || sten na / Sel gyi bya khyun 9409 pa — (metr.)
alternate_witness_google_loc_nasal_upgrade	spon	spoṅ	4	1	wts_35_51:47:70; wts_35_51:78:43; wts_35_51:157:3; wts_35_51:204:68	"spans Sin glan yani ... spon ba la yari dag par || thams cad span pa 'am / spon ba Sin tu rgya || 'am / spon ba Sin tu rgya che ba'o (metr.) ""es"
alternate_witness_google_loc_velar_nasal_upgrade	yañ	yaṅ	4	1	wts_35_51:50:70; wts_35_51:143:74; wts_35_51:172:34; wts_35_51:204:83	(Bca 8.178d); di ni na'irta'o Zes zer Zih / yañ || 1.2.28); dgun smad dus su lhag par yañ / cho || 353,3); bdud dpun tshan cher ~ grogs su / yañ
alternate_witness_google_loc_fricative_upgrade	bsams	bśams	4	1	wts_35_51:58:56; wts_35_51:159:71; wts_35_51:169:14; wts_35_51:169:26	(brDa); — ba = bsams pa / ston pa ... sgrig || gi dge 'dun gyi gon du stan bsams pa nid la ~ || ben; Möglichkeit; mdun ma bsams pla-
alternate_witness_google_loc_velar_nasal_upgrade	gañ	gaṅ	4	1	wts_35_51:59:77; wts_35_51:138:58; wts_35_51:201:55; wts_35_51:205:21	"rung mit sin tsha und cu gañ [11, 3.] gemacht || verschafft hat"" (Ps 44a); gañ Zig dkon pa'i || ~ gañ tsam pa'i phyl'i (metr.) ""vom Funda-"
alternate_witness_google_loc_nasal_upgrade	gon	goṅ	4	1	wts_35_51:90:39; wts_35_51:121:73; wts_35_51:162:71; wts_35_51:223:4	"na gon ma sku tshe rin ba las lhag pa med || pheld ...thugs gon mdzad de ""kurzgesagt, die || [hierzu] vor"" (MTH3/5/30 347); gon ma na"
alternate_witness_google_loc_fricative_upgrade	sa	śa	4	1	wts_35_51:139:63; wts_35_51:146:81; wts_35_51:225:1; wts_35_51:225:89	"18,1); kai la sa ༡// phren mdzes ༡//// ons —r || Nötige von selbst ein"" (TsonNth 5,1326); sa || རྡུལ་ཁྲོད་ཀྱི་ཤ rdul khrod kyi sa"
alternate_witness_google_loc_nasal_upgrade	chun	chuṅ	4	1	wts_35_51:161:56; wts_35_51:194:78; wts_35_51:232:76; wts_35_51:242:19	"ces pa ... Zig sälh las chun ur — ""ein Arhat || འདོད་པ་ཆུང་བ་ 'dod pa chuṅ ba V'dod chun. || Lex. gtun bu'am rdo kon chen chun ""Stößel"
alternate_witness_citation_siglum	gZ1	gZi	4	1	wts_35_51:198:62; wts_35_51:204:90; wts_35_51:206:67; wts_35_51:216:80	"und 'phra men"" (gZ1 2: 296,3). || Schiffe ankern [hier]"" (gZ1 1: 451,1). || nach unten fließt"" (gZ1 1: 505,6); $a la spyod"
alternate_witness_google_loc_nasal_upgrade	glin	gliṅ	3	1	wts_35_51:7:31; wts_35_51:163:25; wts_35_51:232:79	wie sbug chal, sil ñan, dun und rgya glin usw. || 14235); rkan glin yin zer mi yi rkan du — || རྡོ་གླིང་ rdo gliṅ Kurzf. für rdo rje glin npr. der
alternate_witness_google_loc_nasal_upgrade	srun	sruṅ	3	1	wts_35_51:24:69; wts_35_51:222:43; wts_35_51:243:10	"(1. bsten) pa' srun ma ""die Schützer, die man || — bar srun Zwa nag 'tsho rdzon gun [bcas] || mams kyi 6709 srun phyir / rdo rje sems dpas"
alternate_witness_google_loc_nasal_upgrade	rkyan	rkyaṅ	3	1	wts_35_51:36:4; wts_35_51:136:52; wts_35_51:145:44	"bsñen mi dgos / ~ byas pa rkyan pas chog go || tsbig la / sa rkyan sbyar bas 'ihus pa'an yod || (metr.) ""was drittens die rkyan pa betrifft,"
alternate_witness_google_loc_fricative_upgrade	zes	źes	3	1	wts_35_51:40:74; wts_35_51:67:30; wts_35_51:137:44	"dpyani bar bya'o / zes pas dei nani due chn blugs || dug ni sel ba' phyir / — zes ni de la bya'o || gsum rgyal zes bya (metr.) ""[dieser Mantra]"
alternate_witness_google_loc_nasal_upgrade	myon	myoṅ	3	1	wts_35_51:47:67; wts_35_51:156:73; wts_35_51:193:76	"(Liyl 18063); tsbor ba dag / — gcig pus myon || rjes su kbrid / sta ma'i ñams myon ~ ni / || su myon Zin 'dug pa na ""als er dabei war, mit"
alternate_witness_google_loc_nasal_upgrade	dpun	dpuṅ	3	1	wts_35_51:61:59; wts_35_51:172:34; wts_35_51:180:7	"55,27); — dpun gäom phyir stobs kyi pha rol || 353,3); bdud dpun tshan cher ~ grogs su / yañ || mthar bskrod dpun dmag — kyi ""die Regie-"
alternate_witness_google_loc_nasal_upgrade	ni	ñi	3	1	wts_35_51:64:47; wts_35_51:85:35; wts_35_51:225:25	"བདུད་ཉི་ bdud ni divin. Bez. für eine Gruppe || 'Wohlgefühl'"" (Mvy 2069, Abt. dban po ni || cad ni zer gyi ?77//7 (r. —) tsam du Ilhags"
alternate_witness_google_loc_velar_nasal_upgrade	nañ	naṅ	3	1	wts_35_51:67:86; wts_35_51:175:40; wts_35_51:199:64	"rus chags byun na / nañ la khogt{s} sman || folgsleute"" (MigTo 81,3); gris nag nañ phrad || dem Köcher"" (HMrg 52,3); rgya mtsho'i nañ"
alternate_witness_google_loc_nasal_upgrade	bsnal	bsñal	3	1	wts_35_51:84:79; wts_35_51:85:2; wts_35_51:138:69	"མིད་པྲ་ Dde ba dan sdug bsnal thamis cad la || བདེ་བ་དང་སྡུག་བསྔལ་བ་ bbde ba sdug bsnal ba || derbar"" (Pd-K 154d); sdug bsnal gyi phun po"
alternate_witness_google_loc_nasal_upgrade	mnon	mṅon	3	1	wts_35_51:90:35; wts_35_51:152:41; wts_35_51:204:35	"chos ñid kyi ~ pa mnon sum du mthon ""sie || pa mnon sum du — glegs te bdag gi lag tn || gnas mams mnon par mi dga' na de la dor"
alternate_witness_google_loc_nasal_upgrade	btan	btaṅ	3	1	wts_35_51:95:28; wts_35_51:223:44; wts_35_51:246:60	"'bras bcas te / skye bo kun la btan sems kyis || tn ruska gru btan nas by bas gru man po — || glu ... btan nas ""man soll einen Stüpa er-"
alternate_witness_google_loc_nasal_upgrade	ran	rañ	3	1	wts_35_51:129:9; wts_35_51:143:30; wts_35_51:146:80	"skye bo ""di la ... nor 'dzin 'di m ran ñid || biin gSegs pa mies byed yin / ran don yani || royu ran gis 'byun ba ni ""so stellte sich das"
alternate_witness_citation_cleanup	Doll	Dol1	3	1	wts_35_51:147:74; wts_35_51:171:67; wts_35_51:182:3	"mir diskutieren"" (Doll 50,2); dkon mchog || derjenigen, welche bezähmt werden"" (Doll || lionen schaffe"" (Doll 40,8); de' lan — 1shul"
alternate_witness_google_loc_nasal_upgrade	zin	ziṅ	3	1	wts_35_51:157:26; wts_35_51:157:28; wts_35_51:176:12	"Lex. mi man po 'dus pa'! zan zin ""das Ge- || kommen sind"" (brDa); zan zin ste dben pa || klum ya gsum / zin po rje khri par sum gyis /"
alternate_witness_google_loc_nasal_upgrade	sdan	sdaṅ	3	1	wts_35_51:181:68; wts_35_51:189:73; wts_35_51:216:78	"sems dpa' la nam par sdan Zin skur ba — pa || sems dan / ze sdan dan / gti mug dan ""gieri- || ñams chun la sdan pa / ñams chen la ~ pa ""du"
alternate_witness_google_loc_fricative_upgrade	si	śi	3	1	wts_35_51:193:74; wts_35_51:200:38; wts_35_51:206:22	"bens ist das Verlangen"" (VisT 128,38); ka si || 164,9); rga si dan / myanan dan / sure stags || si dan —r brtsis nas (metr.) ""nachdem man"
alternate_witness_google_loc_nasal_upgrade	sen	seṅ	2	1	wts_35_51:2:60; wts_35_51:154:35	"sen ge mams kyi zas yin no ""was es hier an fri- || sen lden gi phur bu de thal bar son bana — bar"
alternate_witness_google_loc_nasal_upgrade	gdans	gdaṅs	2	1	wts_35_51:7:9; wts_35_51:7:38	"Lex. gdans can gyi kun dga' rwa ba ""mit Stan- || གདངས་ ""gdans pf. zu 1'gdan aufreißen, 6[[-"
alternate_witness_google_loc_nasal_upgrade	bon	boṅ	2	1	wts_35_51:7:50; wts_35_51:140:9	"tho phyir sa pha bon / kha phyir — pa manis || tra"" (Rtdz-K 44,7); rta bon sgrog 'grol gyi"
