source_queue	volume	page	line	token_index	source_token	proposed_target	candidate_family	context_excerpt	evidence	confidence	suggested_action	block_reason	score	score_explanation
corrected_text_scan	wts_35_51	230	24	1	$	ś	guarded_dollar_to_sacute	"$ 'gags pa sel ""Pulver der gemahlenen Wur-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	236	77	5	$3	ś3	guarded_dollar_to_sacute	རྡོ་རྗེ་རྒྱ་གྲམ་ rdo rje rga gram = $3©6]47©112(61)	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	238	30	1	$77	ś77	guarded_dollar_to_sacute	"— $77//7 370 che (metr.) ""schr mitfühlender Va-"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	241	29	6	$	ś	guarded_dollar_to_sacute	den bstan ma ben 97/$ (Neb 182 f.).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	241	64	6	$	ś	guarded_dollar_to_sacute	"bsrun ma mo bcu 077/$ ""die zwölf Ma-mo, die"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	249	36	2	$	ś	guarded_dollar_to_sacute	"Lex. ~$ (r. po?) = golā ""Kugel"" (Ak 311.44);"	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	250	4	7	$	ś	guarded_dollar_to_sacute	yon tan gyi min); rdo yi $/7//? po = mar gad	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	256	42	7	$	ś	guarded_dollar_to_sacute	(Śambh 26b1); kwa ye ran la $)7//) brtse —	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	257	46	6	$7	ś7	guarded_dollar_to_sacute	Lex. Idab Idob = miien pa'ani $7/ ba (Dagy).	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	260	45	6	$	ś	guarded_dollar_to_sacute	2. eine Pflanze, synon. 's $// Coriandrum sa-	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
corrected_text_scan	wts_35_51	261	44	8	$	ś	guarded_dollar_to_sacute	chu dan ... /57// dan gyi de gus ... ///$ sim par	guarded_dollar_scan	low	defer	artifact_or_numeric_noise	0	Dollar token lacks a clean alphabetic Tibetan-transliteration shape.
