volume	page	line	token_index	base_token	alternate_token	proposed_target	reason	base_key	alternate_key	candidate_family	context_excerpt	alternate_line	evidence	confidence	suggested_action	score	score_explanation	alignment_method	alignment_attribution	resynchronization_attribution
wts_35_51	145	70	6	Liyl	Liy1	Liyl	non_translit_context	liyl	liy1	citation_or_siglum	"nie gesehen haben, ist gekommen"" (Liyl"	nie gesehen haben, ist gekommen“ (Liy1	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Liyl; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	145	73	4	VisT	VisṬ	ViśT	non_translit_context	vist	vist	citation_or_siglum	"vorbringen und zeugen"" (VisT 182,21); 7/"	vorbringen und zeugen“ (VisṬ 182,21); ñi	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	145	76	5	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	"ni che ge mo Zig gis —s byas so ""das hat der"	ni che ge mo źig gis ~s byas so „das hat der	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	145	82	1	Kävyäd	Kāvyād	Kāvyād	unsafe_token_disagreement	kavyad	kavyad	citation_or_siglum	(Kävyäd 1.91a); bka' broyud chen po — byun	(Kāvyād 1.91a); bka' brgyud chen po ~ byun	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Kāvyād; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	9	3	Ahalyä	Ahalyā	Ahalyā	non_translit_context	ahalya	ahalya	citation_or_siglum	sich mit Ahalyä zu vergnügen, betrat Gau-	sich mit Ahalyā zu vergnügen, betrat Gau-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Ahalyā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	10	4	ViST	Viś	ViśT	non_translit_context	vist	vis	citation_or_siglum	"tama die Einsiedelei"" (ViST 114,19); skyes bu"	tama die Einsiedelei“ (ViśȚ 114,19); skyes bu	sigla_registry	policy	siglum_policy_review	5	Bibliographic siglum candidate for ViśT; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	19	1	sahasrikä	sāhasrikā	sāhasrikā	non_translit_context	sahasrika	sahasrika	citation_or_siglum	"sahasrikä Prajiapäramitä"" (1SK 1: 215,1,6);"	sāhasrikā Prajñāpāramitā“ (ISK 1: 215,1,6);	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for sāhasrikā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	24	1	tsbon	tshoṅ	tshoṅ	unsafe_token_disagreement	tsbon	tshon	google_tibetan_diacritic_disagreement	"tsbon ma de ru Zin phyag 'tshal — (metr.) ""die"	tshoṅ ma de nu źin phyag 'tshal ~ (metr.) „die	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	24	5	Zin	źin	źin	unsafe_token_disagreement	zin	zin	google_tibetan_diacritic_disagreement	"tsbon ma de ru Zin phyag 'tshal — (metr.) ""die"	tshoṅ ma de nu źin phyag 'tshal ~ (metr.) „die	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	26	5	ra	rṅa	rṅa	unsafe_token_disagreement	ra	rna	google_tibetan_diacritic_disagreement	"rung"" (Padm 29662); rdza ra la sogs brduns"	"rung"" (Padm 296b2); rdza rṅa la sogs brduns"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	38	3	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	spran mo Zig la snin tshim bya mi dgos —	spraṅ mo źig la sñiñ tshim bya mi dgos	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	45	4	nani	naṅ	naṅ	unsafe_token_disagreement	nani	nan	google_tibetan_diacritic_disagreement	45,2); phyi nani kun tu 'bar gyin— / der Iha	45,2); phyi naṅ kun tu 'bar gyin~ / der lha	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	55	5	han	ñan	ñan	unsafe_token_disagreement	han	nan	google_tibetan_diacritic_disagreement	cad na la kha han gton gin — / has kyan khon	cad na la kha ñan gton gin ~ / nas kyan khon	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	61	6	gäis	gźis	gźis	unsafe_token_disagreement	gais	gzis	google_tibetan_diacritic_disagreement	"gegeben"" (""Dzam 19,15); mchod gäis phran"	"gegeben"" (Dzam 19,15); mchod gźis phran"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	65	4	den	deṅ	deṅ	unsafe_token_disagreement	den	den	google_tibetan_diacritic_disagreement	1: 297,3); den sañ phal ches ... nom chos su	1: 297,3); deṅ saṅ phal ches ... nom chos su	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	73	5	ägamayamänas	tiṣṭhati	tiṣṭhati	non_translit_context	agamayamanas	tisthati	citation_or_siglum	Lex. sdod cin — 2 ägamayamänas tisthati //-	~ ≈ Lex. sdod cin agamayamānas tiṣṭhati ti-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for tiṣṭhati; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	76	2	biin	bźin	bźin	unsafe_token_disagreement	biin	bzin	google_tibetan_diacritic_disagreement	'dug biin pa (Dagy); — gin pa = sdod bzin	'dug bźin pa (Dagy); ~ gin pa ≈ sdod bźin	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	164	80	2	Schwisger	SCHWIEGER	SCHWIEGER	non_translit_context	schwisger	schwieger	citation_or_siglum	tiv (Schwisger 2006: 106-110), kann mit	tiv (SCHWIEGER 2006: 106-110), kann mit	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SCHWIEGER; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	164	91	6	Sin	śin	śin	unsafe_token_disagreement	sin	sin	citation_or_siglum	"Hof auf"" (Prav 4,8); Sin ... sbrul mams kyis"	"Hof auf"" (Prav 4,8); śin sbrul rnams kyis"	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śin; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	28	1	melapaka	melāpaka	melāpaka	non_translit_context	melapaka	melapaka	citation_or_siglum	"""melapaka und upameläpaka, smasäna und u-"	„melāpaka und upamelāpaka, śmaśāna und u-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for melāpaka; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	28	3	upameläpaka	upamelāpaka	upamelāpaka	non_translit_context	upamelapaka	upamelapaka	citation_or_siglum	"""melapaka und upameläpaka, smasäna und u-"	„melāpaka und upamelāpaka, śmaśāna und u-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for upamelāpaka; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	28	4	smasäna	śmaśāna	śmaśāna	non_translit_context	smasana	smasana	citation_or_siglum	"""melapaka und upameläpaka, smasäna und u-"	„melāpaka und upamelāpaka, śmaśāna und u-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for śmaśāna; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	31	6	meläpaka	melāpaka	melāpaka	non_translit_context	melapaka	melapaka	citation_or_siglum	"8.y0 bar grags he — (metr.) ""meläpaka ist [die"	8.yo bar grags ñe ~ (metr.) „melāpaka ist die	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for melāpaka; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	32	4	Acalä	Acalā	Acalā	non_translit_context	acala	acala	citation_or_siglum	Bodhisattvastufe] Düramgamä, als Acalä ist	Bodhisattvastufe] Dūramgamā, als Acalā ist	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Acalā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	33	1	upameläpaka	upamelāpaka	upamelāpaka	non_translit_context	upamelapaka	upamelapaka	citation_or_siglum	"upameläpaka bekannt"" (Samv 9.23c)."	"upamelāpaka bekannt"" (Samy 9.23c)."	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for upamelāpaka; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	36	8	Zes	źes	źes	unsafe_token_disagreement	zes	zes	google_tibetan_diacritic_disagreement	grol ba dan ni rigs dan imndzod / — Zes pa	grol ba daṅ ni rigs dan mdzod / źes pa	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	177	66	5	sarinipāta	samnipāta	sarinipāta	unsafe_token_disagreement	sarinipata	samnipata	citation_or_siglum	"bindung und Vereinigung (skt. sarinipāta)"""	bindung und Vereinigung (skt. samnipāta)“	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for sarinipāta; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	79	10	Mahä	Mahā	Mahā	unsafe_token_disagreement	maha	maha	citation_or_siglum	"230); ""dus pa chen rin po che tog ski. Mahä-"	230); 'dus pa chen rin po che tog skt. Mahā-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Mahā; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	177	91	1	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	(Tär 77,21).	(Tār 77,21).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	7	11	Zig	źig	źig	unsafe_token_disagreement	zig	zig	google_tibetan_diacritic_disagreement	120,14); chu rtsa ni rtswa ña leibs dan ~ ba Zig	120,14); chu rtsa ni rtswa ña lcibs daṅ ~ ba źig	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	206	17	6	Zi	źi	źi	unsafe_token_disagreement	zi	zi	google_tibetan_diacritic_disagreement	1.2.23b); ig rten dban phyug ... Zi Zin zla ba	1.2.23b); jig rten dban phyug...źi źiṅ zla ba	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	206	17	7	Zin	źiṅ	źiṅ	unsafe_token_disagreement	zin	zin	google_tibetan_diacritic_disagreement	1.2.23b); ig rten dban phyug ... Zi Zin zla ba	1.2.23b); jig rten dban phyug...źi źiṅ zla ba	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	206	18	4	Lokes$vara	Lokeśvara	Lokesśvara	unsafe_token_disagreement	lokessvara	lokesvara	citation_or_siglum	"dan — la (metr.) ""Lokes$vara ist friedvoll und"	dan la (metr.) „Lokeśvara ist friedvoll und	siglum_shape	policy	siglum_policy_review	5	Bibliographic siglum candidate for Lokesśvara; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	21	2	61	Vis	Vis	non_translit_context	61	vis	citation_or_siglum	"dementsprechend"" (\/¡61' 216,6); Ins 'di ..."	dementsprechend“ (VisȚ 216,6); lus 'di	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Vis; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	21	5	Ins	lus	Ins	non_translit_context	ins	lus	citation_or_siglum	"dementsprechend"" (\/¡61' 216,6); Ins 'di ..."	dementsprechend“ (VisȚ 216,6); lus 'di	sigla_registry	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Ins; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	46	5	Kusa	Kuśa	Kuśa	non_translit_context	kusa	kusa	citation_or_siglum	"wie die Spitze des Kusa[-Grases]"" (TsKh 2:"	wie die Spitze des Kuśa[-Grases]“ (TsKh 2:	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Kuśa; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	65	2	A-Za	A-źa	A-źa	non_translit_context	aza	aza	google_tibetan_diacritic_disagreement	"gleiche 'A-Za"" (gZer 594,6); chu ... og tu mi"	"gleiche 'A-źa"" (gZer 594,6); chu... 'og tu mi"	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	206	67	8	$a	sa	śa	unsafe_token_disagreement	sa	sa	dollar_ś	"nach unten fließt"" (gZ1 1: 505,6); $a la spyod"	"nach unten fließt"" (gZi 1: 505,6); sa la spyod"	google_unresolved_plus_orthography_scan	medium	review	50	Dollar sign may represent ś in transliteration; sigla are handled separately.			
wts_35_51	206	74	5	Scrwir	SCHWIE	SCHWIE	non_translit_context	scrwir	schwie	citation_or_siglum	ohne dan eine Wahrscheinlichkeit (Scrwir-	ohne dan eine Wahrscheinlichkeit (SCHWIE-	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for SCHWIE; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	206	75	1	GER	ger	GER	non_translit_context	ger	ger	citation_or_siglum	GER 2006: 115) oder eine Mutmaßung bzw.	ger 2006: 115) oder eine Mutmaßung bzw.	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for GER; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	217	6	4	sin	śiṅ	śiṅ	unsafe_token_disagreement	sin	sin	google_tibetan_diacritic_disagreement	(Udr 22,27); sin rta — pa'i phyngs dag gi /	(Udr 22,27); śiṅ rta pa’i phyugs dag gi /	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	217	38	4	Zan	źaṅ	źaṅ	unsafe_token_disagreement	zan	zan	google_tibetan_diacritic_disagreement	"gen"" (Liyl 18447); Zan po rgya la dmag —pa'i"	gen“ (Liy1 184a7); źaṅ po rgya la dmag ~pa’i	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	217	54	3	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	"sern Speise"" (Tär 150,10); sin cha gcod ~"	sern Speise“ (Tār 150,10); sin cha gcod	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	217	93	5	Tär	Tār	Tār	non_translit_context	tar	tar	citation_or_siglum	"den sieben Candras gezählt"" (Tär 66,7)."	den sieben Candras gezählt“ (Tār 66,7).	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for Tār; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	247	12	8	gñis	brDa	brDa	unsafe_token_disagreement	gnis	brda	citation_or_siglum	thug (r. thub) dkar po smug po gñis / ~ des	Lex. rtsin chos han ral gyi chos (brDa); rtsiṅ	siglum_shape	policy	already_canonical_siglum	5	Bibliographic siglum candidate for brDa; do not treat as Sanskrit/Tibetan OCR evidence.			
wts_35_51	247	12	9	des	rtsiṅ	rtsiṅ	unsafe_token_disagreement	des	rtsin	google_tibetan_diacritic_disagreement	thug (r. thub) dkar po smug po gñis / ~ des	Lex. rtsin chos han ral gyi chos (brDa); rtsiṅ	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	890	12	3	khros	sñiñ	sñiñ	unsafe_token_disagreement	khros	snin	google_tibetan_diacritic_disagreement	mi mthun khros pa'i sems dan ldan gyur pa	bstan pa'i sñiñ po ~ don du gñer ba „jene,	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
wts_35_51	890	12	7	ldan	gñer	gñer	unsafe_token_disagreement	ldan	gner	google_tibetan_diacritic_disagreement	mi mthun khros pa'i sems dan ldan gyur pa	bstan pa'i sñiñ po ~ don du gñer ba „jene,	google_unresolved_tibetan_context	medium	review	45	Google has a Tibetan-looking diacritic alternate, but this needs manual validation.			
