candidate_family	suspected_marker_source	suspected_marker_target	suspected_direction	attached_token	normalized_attached_token_candidate	context_type	suggested_action	confidence	count	volume_count	sample_refs	sample_contexts	notes
standalone_marker_candidate	/	↑/↓	direction_needs_review	sna	sna	transliteration	exact_review_candidate	medium	10	1	wts_35_51:187:57;wts_35_51:405:11;wts_35_51:414:80;wts_35_51:620:7;wts_35_51:620:30;wts_35_51:632:83;wts_35_51:715:16;wts_35_51:808:41	"la / sna 'ga' Zig gis dpag — kyani (metr.) ""auch || heit"" (K3 ca 44b4); tshe rin Zin / sna tshbogs — || bzod la — du / sna tshogs tshul gyis (\ ¦, du)"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	de'i	de'i	transliteration	exact_review_candidate	medium	9	1	wts_35_51:136:6;wts_35_51:354:43;wts_35_51:355:31;wts_35_51:397:50;wts_35_51:462:34;wts_35_51:465:68;wts_35_51:629:43;wts_35_51:771:8	"de — pana / de'i bu gäu bzaṅ gis royal srid byas || heraus"" (Liyl 180b5); Zugs pa — / de'i tshe || bslab bya byed pa — / de'i kha rjes su mi gton"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkha'	mkha'	transliteration	exact_review_candidate	medium	9	1	wts_35_51:43:51;wts_35_51:55:27;wts_35_51:84:57;wts_35_51:235:50;wts_35_51:236:3;wts_35_51:242:45;wts_35_51:369:51;wts_35_51:725:12	na ni / mkha' bZin byed pa med par mnon || — daṅ sa spyod ma daṅ / mkha' spyod ma' || daṅ mñam sbyor ba / mkha' 'gro dra ba'i	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lta	lta	transliteration	exact_review_candidate	medium	8	1	wts_35_51:67:18;wts_35_51:418:11;wts_35_51:456:26;wts_35_51:852:45;wts_35_51:944:55;wts_35_51:948:19;wts_35_51:1052:37;wts_35_51:1058:32	yon tan ro myan bas / — lta bur khyad par || dan nan du bcas pa'i lus / — lta bur dri ma || nag / lho rgya gar dan mon / — lta Zig (1, stag	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ran	ran	transliteration	exact_review_candidate	medium	8	1	wts_35_51:86:14;wts_35_51:206:14;wts_35_51:220:39;wts_35_51:564:46;wts_35_51:628:55;wts_35_51:804:21;wts_35_51:910:82;wts_35_51:977:37	"dan / ran rgyal dan ... kyi dge ba ""das Heil- || la yaṅ / ran dan — bar rtag tu blta (metr.) || — pa'i / ran rig (metr.) ""dein Bewußtsein,"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ba'i	ba'i	transliteration	exact_review_candidate	medium	7	1	wts_35_51:151:67;wts_35_51:200:41;wts_35_51:205:67;wts_35_51:294:47;wts_35_51:548:64;wts_35_51:984:35;wts_35_51:1122:59	"'og // — ba'i dom btan (r. stan) yan... || ku co — Zes bya ba ni )7// ba'i sgra 'byin pa'o || bud ned dan / — ba'i bzo byas de (metr.) ""ein"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpal	dpal	transliteration	exact_review_candidate	medium	7	1	wts_35_51:474:41;wts_35_51:561:8;wts_35_51:713:55;wts_35_51:731:50;wts_35_51:764:47;wts_35_51:920:43;wts_35_51:1039:59	'bru rnams 'phel ba dan / dpal dan bkra Sis || nam mkha' las rnam thos kyi sras dan / dpal || pra dun dan / dpal rgyas kyi lha khani gñis /	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gan	gan	cross_reference+transliteration	exact_review_candidate	medium	7	1	wts_35_51:34:6;wts_35_51:47:82;wts_35_51:94:68;wts_35_51:171:31;wts_35_51:353:93;wts_35_51:712:34;wts_35_51:937:40	rta — dan sna gdon dan / gan girtsub (1. 0/5//9) || 106,2); kbyod kyi — ces bya ba / gan yin de || (Bca 4.36d); dpa' de ñid / gan Zig na rgyal	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gnas	gnas	cross_reference+transliteration	exact_review_candidate	medium	7	1	wts_35_51:145:7;wts_35_51:254:49;wts_35_51:277:3;wts_35_51:449:58;wts_35_51:621:51;wts_35_51:703:37;wts_35_51:855:55	par ldog dgos pa dan / ~ / gnas btsal bas yaṅ || na 15944); na bza' dan / gnas mal dag dan || 910); sin tu — bar / gnas kyan bdag Aid	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	gnas	gnas	headword+tibetan_script+transliteration	exact_review_candidate	high	6	1	wts_35_51:523:23;wts_35_51:523:35;wts_35_51:526:13;wts_35_51:526:65;wts_35_51:526:66;wts_35_51:531:35	གནས་བརྟན་པ་ gras brtan pa Tgnas brtan || གནས་དང་རྟེན་ gnas daṅ rten Tgnas rten. || གནས་དབྱུང་ gnas dbyuṅ Tgnas nas dbyun.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	lha	lha	cross_reference+transliteration	exact_review_candidate	medium	6	1	wts_35_51:169:84;wts_35_51:171:46;wts_35_51:385:4;wts_35_51:639:18;wts_35_51:875:24;wts_35_51:914:55	"~ byas pa'i yi ge / lha sa'i rdo rin la bris || 41,6); gson 07// lha gsol / bśin gyi tri — ""für || geht"" (Udr 12,5); phyi mchod rten / — lha"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyu	rgyu	transliteration	exact_review_candidate	medium	6	1	wts_35_51:454:83;wts_35_51:487:44;wts_35_51:604:17;wts_35_51:690:73;wts_35_51:775:2;wts_35_51:824:77	ma — pa dan / rgyu skar mams ma Sar ba || tu rgyn und kan /// rgyu — npr. || sans rgyas — ni / rgyu med rkyen med par	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	spyan	spyan	transliteration	exact_review_candidate	medium	6	1	wts_35_51:26:42;wts_35_51:710:8;wts_35_51:753:29;wts_35_51:903:71;wts_35_51:949:9;wts_35_51:1079:24	"rgyud / spyan ras kyis btsa' Zin ""die Gene- || rgyal mtshan / — rin chen gsal / spyan siha || — ni/ spyan sha'i. dus su 'brikhun nas sgom pa"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	yan	yan	transliteration	exact_review_candidate	medium	6	1	wts_35_51:67:43;wts_35_51:394:82;wts_35_51:409:16;wts_35_51:628:42;wts_35_51:870:11;wts_35_51:945:75	nas ni / yan lag thams cad tshim par byed || pa... de /7//7 ma gtogs par dge slon 4// yan ma || nad g.yog dan / — yan lag rnam bäi ste (metr.)	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	sna	sna	headword+tibetan_script+transliteration	exact_review_candidate	high	5	1	wts_35_51:616:40;wts_35_51:620:35;wts_35_51:620:36;wts_35_51:621:40;wts_35_51:624:69	སྣ་འཁྲིད་ sia 'khrid Tsna khrid. || སྣ་སྤུགས་ sna sbugs Tsna bug. || སྣ་སྤུབས་ sna sbubs Tsna bug.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	bstan	bstan	transliteration	exact_review_candidate	medium	5	1	wts_35_51:416:21;wts_35_51:748:54;wts_35_51:791:27;wts_35_51:1080:66;wts_35_51:1082:17	rta sbas — Zes pa rnams / bstan pa skyon ba'i || mam gsum dpe'u rtse'i / bstan pa spel (metr.) || la / bsgrags pa rnam gsum dpe'u rise' / bstan	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	btsan	btsan	transliteration	exact_review_candidate	medium	5	1	wts_35_51:121:76;wts_35_51:247:41;wts_35_51:261:36;wts_35_51:773:72;wts_35_51:1119:44	"— / btsan po'j / pho brani daṅ / bod khams || la bri bar / btsan po'i bka's gnan ste ""auf || legs drug / — brgyad / btsan lṅa ste ""dazu"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	chos	chos	cross_reference+transliteration	exact_review_candidate	medium	5	1	wts_35_51:141:32;wts_35_51:200:79;wts_35_51:250:27;wts_35_51:924:36;wts_35_51:1038:47	"bin"" (Bu 757,4); tsbe ~ '/ chos skal chad ""gro || 119,9); rdor gcod la sogs ?//?ˆ — gyis / chos skor || 79,12); — la sogs 'ur 'don gyis / chos skor"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dpag	dpag	transliteration	exact_review_candidate	medium	5	1	wts_35_51:313:6;wts_35_51:528:74;wts_35_51:582:44;wts_35_51:718:48;wts_35_51:828:87	Zabs la lces (b)ldags / dpag tshad tsam du skyel || thams cad kum / dpag bsam ljon pa'i rnam || spyir na sa gźi thams cad kun / dpag bsam	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	spyi	spyi	transliteration	exact_review_candidate	medium	5	1	wts_35_51:35:56;wts_35_51:735:4;wts_35_51:820:70;wts_35_51:1087:83;wts_35_51:1119:25	"habend"" (brDa); no tsha chun ba / spyi brtol || pa / klu rgyal ba / spyi pa ... mams lags ""die || $0?/ spyi dam re sprad nas ""den dud-chun[-"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tshig	tshig	transliteration	exact_review_candidate	medium	5	1	wts_35_51:413:58;wts_35_51:446:71;wts_35_51:588:81;wts_35_51:828:42;wts_35_51:890:31	"chad pa — ches / tshig drag gis ""wegen des || tshig gi kha skon / tshig rgyan sogs la jug pa'i || dan / tshiggon ma dan sbyor ba daṅ / tshig og"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	tshul	tshul	transliteration	exact_review_candidate	medium	5	1	wts_35_51:572:65;wts_35_51:794:71;wts_35_51:836:27;wts_35_51:877:11;wts_35_51:896:70	"rnam grol don gñer rkan drug rnams / tshul || ni thob pa las / tshul khrims pha rol plyyin || Lex. spyod /)77/ tshul = cestitam ""Verhalten"""	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	dan	dan	transliteration	exact_review_candidate	medium	4	1	wts_35_51:66:60;wts_35_51:386:75;wts_35_51:420:18;wts_35_51:759:54	monin, Begleiterin des rDo-rje grags-Idan || der Festung dNar-Idan, oberhalb des heuti- || rDo-rje gSugs-Idan (Neb 143 f.).	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	nas	nas	transliteration	exact_review_candidate	medium	4	1	wts_35_51:437:51;wts_35_51:507:4;wts_35_51:573:57;wts_35_51:615:51	"Inas phyag 'tshal ba dan / sgyid pa — ""khyud || chos dgos pa ste lṅa Inas 'chad ""man muß je- || phyag rgya Inas ni — (metr.) ""geschmückt"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_T_reference_marker_candidate	T	↑/↓	direction_needs_review	dpal	dpal	headword+tibetan_script+transliteration	exact_review_candidate	high	4	1	wts_35_51:732:39;wts_35_51:734:2;wts_35_51:735:28;wts_35_51:737:8	དཔལ་གྱི་ལྷ་མོ་ dpal gyi lha mo Tdpal || དཔལ་ལྡན་ dpal ldan Kurzf. für Tdpal dan ldan || དཔལ་བེ་ dpal be Tdpal gyi be'u.	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ba'i	ba'i	cross_reference+transliteration	exact_review_candidate	medium	4	1	wts_35_51:28:66;wts_35_51:194:14;wts_35_51:392:27;wts_35_51:677:72	mthar / ~~ ba'i don gyi slad du drans (metr.) || ñan par ~ 7/9$ byed /7// ba'i sgra las geig tu || 2. innen; in, bei, auf (räumlich); yo/ ba'i	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dbyar	dbyar	transliteration	exact_review_candidate	medium	4	1	wts_35_51:167:58;wts_35_51:759:29;wts_35_51:759:29;wts_35_51:759:30	"bzaṅ gyis / dbyar — ... bsduste ""der Groß- || dpyid kyi dus dan / dbyar gyi dus dan / dbyar || dpyid kyi dus dan / dbyar gyi dus dan / dbyar"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	dbye	dbye	transliteration	exact_review_candidate	medium	4	1	wts_35_51:220:67;wts_35_51:428:68;wts_35_51:889:56;wts_35_51:1127:12	kad kyis 'phrod / dbye yis mi phyed par || gtsigs kyi mkhar bu 'dj / — dbye dgos na || rlun dan char pa yis / dbye ba'i — gsum du	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	gani	gani	transliteration	exact_review_candidate	medium	4	1	wts_35_51:388:69;wts_35_51:819:22;wts_35_51:866:33;wts_35_51:889:19	"/7//7 fa khrag rus pa — rnams kyis yons $// gani || ci // $// gani — ste (metr.) ""ch, ji, su und gar || skyed par byed dan legs slob dari / gani Zig 779"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mchod	mchod	transliteration	exact_review_candidate	medium	4	1	wts_35_51:32:73;wts_35_51:565:31;wts_35_51:669:11;wts_35_51:708:36	"yi dam bskyed la — tshugs su / mchod gtor || pa yi / mchod pa — bdun dag kyan (metr.) || — yi / mchod pa (metr.) ""die Verehrung,"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkhan	mkhan	transliteration	exact_review_candidate	medium	4	1	wts_35_51:615:3;wts_35_51:929:69;wts_35_51:929:69;wts_35_51:1040:31	"'am (r. om) bu / mkhan pa sogs ""verschie- || slob dpon dan / mkhan po daṅ / mkhan po geig || slob dpon dan / mkhan po daṅ / mkhan po geig"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	mkhas	mkhas	transliteration	exact_review_candidate	medium	4	1	wts_35_51:132:50;wts_35_51:161:51;wts_35_51:277:72;wts_35_51:294:27	bya dan mi bya'i tshod ses pas / mkhas pas dus || byas mi / mkhas pa' 'dun sa dag tu — la dbaii || byis pa'am / mkhas pa gaṅ dag yin pa dag	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	ran	ran	cross_reference+transliteration	exact_review_candidate	medium	4	1	wts_35_51:506:52;wts_35_51:561:72;wts_35_51:580:44;wts_35_51:831:45	"43,21); de ni blun po le lo can / ran son || 1.8.17c); 'byun chen la / ran bźin gis ni || 137,1); de'/ ran bin la — pas ""da er über des-"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyas	rgyas	transliteration	exact_review_candidate	medium	4	1	wts_35_51:138:90;wts_35_51:573:16;wts_35_51:586:60;wts_35_51:672:13	"las kyi sbyor ba — yis ni / rgyas par 'gur te || ka 47 mdzes dga’ mo la ni / rgyas pa yons || rgyas sin / rgyas pas stobs ni — (metr.) ""durch"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rgyun	rgyun	transliteration	exact_review_candidate	medium	4	1	wts_35_51:213:66;wts_35_51:474:10;wts_35_51:660:79;wts_35_51:860:49	"ni / rgyun du — na ""auch wenn [einige] der || pos ni / rgyun du 'drul na ""auch wenn sie || — ste / rgyun la zur bZi logs brgyad do (metr.)"	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	rje	rje	transliteration	exact_review_candidate	medium	4	1	wts_35_51:268:62;wts_35_51:294:38;wts_35_51:608:86;wts_35_51:853:58	— ldan pa'i / rje dpon de la gsod par rgol || = 'gran sems kyis gnod par byed pa / rje ba / || rgyal gyi rig ma'i skye 'phren / rje btsun rdo	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	sgra	sgra	cross_reference+transliteration	exact_review_candidate	medium	4	1	wts_35_51:386:33;wts_35_51:466:39;wts_35_51:509:88;wts_35_51:672:49	1: 145,1); bzo gso ba / sgra tshad ma / — don || 17,5); — sa ri ka la sogs / sgra stian yid 'on || (KTh 1: 382,3); zo gso ba / sgra tshad ma /	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
standalone_marker_candidate	/	↑/↓	direction_needs_review	yan	yan	cross_reference+transliteration	exact_review_candidate	medium	4	1	wts_35_51:77:70;wts_35_51:178:5;wts_35_51:872:50;wts_35_51:1006:54	(Siddh 6.47); khba skams sin / yan lag mi ~ || dgn geig tu sdoms / phal po che dan / ~~ yan || (107 9); — kyis bRug pa la... as /// yan par	Standalone marker-like glyph near Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	gnas	gnas	headword+tibetan_script+transliteration	exact_review_candidate	high	3	1	wts_35_51:520:39;wts_35_51:523:58;wts_35_51:524:11	གནས་བཅའ་ gras bca' fut. zu Ignas cha'. || གནས་ནས་ཕྱུང་ gnas nas phyuṅ pf. zu Ignas nas || གནས་ནས་འབྱིན་ gnas nas byin pf. Ignas nas	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_I_reference_marker_candidate	I	↑/↓	direction_needs_review	nas	nas	cross_reference+transliteration	exact_review_candidate	medium	3	1	wts_35_51:53:16;wts_35_51:479:55;wts_35_51:550:48	"10,18); bde gsegs rigs Inas dban bskur Zin / || 7662); phyag rgya Inas ni rnam par rgyan ... || Ohrringe"" (Suv 118,14); phyag rgya Inas ni"	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
ocr_prefix_slash_reference_marker_candidate	/	↑/↓	direction_needs_review	ha'i	ha'i	transliteration	exact_review_candidate	medium	3	1	wts_35_51:600:65;wts_35_51:624:19;wts_35_51:625:11	"Lex. /ha'i sman pa (brDa, Dagy). || Lex. /ha'i bzo bo la'an ""auch für den görth- || Lex. /ha'i glu mkhan (brDa, Dagy)."	Possible OCR substitute for a reference marker before Tibetan transliteration-looking text; exact correction requires page-line-token review and confirmed direction.
