source_queue	volume	page	line	from_token	proposed_target	reason	applied	context_excerpt	confidence	suggested_action
corrected_text_scan	wts_35_51	160	11	Tär		residual_sanskrit_like_damage		"bhadrā angenommen hatte"" (Tär 55,20)."	low	review
corrected_text_scan	wts_35_51	161	56	sälh		residual_sanskrit_like_damage		"ces pa ... Zig sälh las chuṅ ur — ""ein Arhat"	low	review
corrected_text_scan	wts_35_51	171	9	$		residual_sanskrit_like_damage		"Lex. 'dur = $/0)/0 ma — lta bu daṅ ""wie: kleb-"	low	review
corrected_text_scan	wts_35_51	172	4	bändigen		residual_sanskrit_like_damage		"bändigen"" (in Mvy 9); — ba = sems —"	low	review
corrected_text_scan	wts_35_51	173	78	Prajnāpāramitā-Gelehrten		residual_sanskrit_like_damage		"Prajnāpāramitā-Gelehrten"" (Nel 25b6 Gl.);"	low	review
corrected_text_scan	wts_35_51	177	74	samnipätab		residual_sanskrit_like_damage		Lex. samnipätab (Mvy 9537, Abt. nad kyi	low	review
corrected_text_scan	wts_35_51	178	71	asamskrtasiinyatä		residual_sanskrit_like_damage		Lex. asamskrtasiinyatä (sGra 204, Mvy 941).	low	review
corrected_text_scan	wts_35_51	181	44	väpayati		residual_sanskrit_like_damage		"väpayati ""er läßt Samen säen"" (Mvy 7144)."	low	review
corrected_text_scan	wts_35_51	181	44	läßt		residual_sanskrit_like_damage		"väpayati ""er läßt Samen säen"" (Mvy 7144)."	low	review
corrected_text_scan	wts_35_51	181	44	säen		residual_sanskrit_like_damage		"väpayati ""er läßt Samen säen"" (Mvy 7144)."	low	review
corrected_text_scan	wts_35_51	182	93	prägt		residual_sanskrit_like_damage		"prägt wurden"" (Mil 131,28); bśol — pa daṅ"	low	review
corrected_text_scan	wts_35_51	184	87	Äcäryas		residual_sanskrit_like_damage		"sere Upādhyāyas und Äcäryas nicht gehen"""	low	review
corrected_text_scan	wts_35_51	186	56	gefällt		residual_sanskrit_like_damage		"gefällt"" (Mvy 2222); chos don du gñer ba'ami"	low	review
corrected_text_scan	wts_35_51	189	31	yädrechikah		residual_sanskrit_like_damage		"Lex. yädrechikah ""zufällig"" (Mvy 2209); —"	low	review
corrected_text_scan	wts_35_51	189	31	zufällig		residual_sanskrit_like_damage		"Lex. yädrechikah ""zufällig"" (Mvy 2209); —"	low	review
corrected_text_scan	wts_35_51	190	79	vigatarägäh		residual_sanskrit_like_damage		"> vigatarägäh sarvadharmāh ""alle Gegeben-"	low	review
corrected_text_scan	wts_35_51	194	13	Kävyäd		residual_sanskrit_like_damage		"be krank (skt. kāmātura)?"" (Kävyäd 1.84d);"	low	review
corrected_text_scan	wts_35_51	194	66	Kämä		residual_sanskrit_like_damage		"''gens pa daṅ ""Kämä ist rot, hat den Kopf [des"	low	review
corrected_text_scan	wts_35_51	195	5	kämävacarah		residual_sanskrit_like_damage		Lex. kämävacarah (Mvy 2154, Mvy 6895).	low	review
corrected_text_scan	wts_35_51	195	20	kämaniyantrt		residual_sanskrit_like_damage		Lex. kämaniyantrt (Mvy 5383).	low	review
corrected_text_scan	wts_35_51	195	27	käamarägah		residual_sanskrit_like_damage		Lex. käamarägah (Mvy 2132).	low	review
corrected_text_scan	wts_35_51	195	37	kämälayab		residual_sanskrit_like_damage		Lex. kämälayab (Mvy 5382); 'dod Zen pa =	low	review
corrected_text_scan	wts_35_51	196	27	kä		residual_sanskrit_like_damage		"pa las / kä ma a śo ka ste — ces ""als er eini-"	low	review
corrected_text_scan	wts_35_51	196	50	kämäptah		residual_sanskrit_like_damage		Lex. kämäptah (Mvy 2152).	low	review
corrected_text_scan	wts_35_51	199	4	ständig		residual_sanskrit_like_damage		"deva ständig abgelenkt"" (ViśT' 88,20); stobs"	low	review
corrected_text_scan	wts_35_51	200	52	Ahalyä		residual_sanskrit_like_damage		"Ahalyä!"""" (ViśT 178,18); tba mal pa dan / zur"	low	review
corrected_text_scan	wts_35_51	201	69	vyämab		residual_sanskrit_like_damage		"Lex. vyämab ""Klafter"" (Mvy 9398); — Iia"	low	review
corrected_text_scan	wts_35_51	201	71	$		residual_sanskrit_like_damage		(Mvy 8204); — gan = lag pa 0)7/$ brkyans	low	review
corrected_text_scan	wts_35_51	202	78	tät		residual_sanskrit_like_damage		"tät"" (ViśT 212,3)."	low	review
corrected_text_scan	wts_35_51	206	20	später		residual_sanskrit_like_damage		"daṅ —r gyur pa (metr.) ""auch später ist das"	low	review
corrected_text_scan	wts_35_51	207	64	$		residual_sanskrit_like_damage		(Glr 163,1); ///$ la bltas na keṅ rus — (metr.)	low	review
corrected_text_scan	wts_35_51	208	11	ähnlich		residual_sanskrit_like_damage		"denen eines Löwen ähnlich sind"" (Mvy 246,"	low	review
corrected_text_scan	wts_35_51	208	65	Tär		residual_sanskrit_like_damage		"liche Samādhi-Stufen"" (Tär 87,11); gs kyis"	low	review
corrected_text_scan	wts_35_51	209	15	gäis		residual_sanskrit_like_damage		"gäis su spriṅs pa ""ein in zweifacher Aus-"	low	review
corrected_text_scan	wts_35_51	211	22	Repräsentanten		residual_sanskrit_like_damage		treyanātha fragen, den Repräsentanten [des	low	review
corrected_text_scan	wts_35_51	212	39	Gesprä-		residual_sanskrit_like_damage		gang (skt. sāngatya) mit Edlen und Gesprä-	low	review
corrected_text_scan	wts_35_51	214	32	Dämons		residual_sanskrit_like_damage		"eines Dämons (skt. pzsāca)"" (Bea 8.125b);"	low	review
corrected_text_scan	wts_35_51	217	25	paräkarsayati		residual_sanskrit_like_damage		"paräkarsayati ""er zieht weg"" (Mvy 6747)."	low	review
corrected_text_scan	wts_35_51	217	93	gezählt		residual_sanskrit_like_damage		"den sieben Candras gezählt"" (Tār 66,7)."	low	review
corrected_text_scan	wts_35_51	218	71	näyakah		residual_sanskrit_like_damage		Lex. näyakah (Mvy 20); sans rgyas (brDa,	low	review
corrected_text_scan	wts_35_51	221	4	misrakävanam		residual_sanskrit_like_damage		Lex. misrakävanam (Mvy 4195, Abt. sin gi	low	review
corrected_text_scan	wts_35_51	227	23	paramänub		residual_sanskrit_like_damage		Lex. paramänub (Mvy 8190, Abt. rdul phra	low	review
corrected_text_scan	wts_35_51	227	31	paramänurajahpravesa		residual_sanskrit_like_damage		"ausgeht, heißt paramänurajahpravesa"" (Mvy"	low	review
corrected_text_scan	wts_35_51	228	11	samädbih		residual_sanskrit_like_damage		nayayukto nama samädbih (Mvy 616).	low	review
corrected_text_scan	wts_35_51	231	21	ständig		residual_sanskrit_like_damage		ständig wie ein Bild auf Fels (für skt. silā-	low	review
corrected_text_scan	wts_35_51	236	4	Väri		residual_sanskrit_like_damage		"""mittels des Yoga der Vajrā, Gauri, Väri, Va-"	low	review
corrected_text_scan	wts_35_51	238	52	näama		residual_sanskrit_like_damage		näama samādhib (Mvy 560).	low	review
corrected_text_scan	wts_35_51	238	69	vollstän-		residual_sanskrit_like_damage		die Stufen und Pfade des Vajrayāna vollstän-	low	review
corrected_text_scan	wts_35_51	239	48	Nairafijjanä		residual_sanskrit_like_damage		"des Flusses Nairafijjanä, 111 Vajrāsana"" (Liyl"	low	review
corrected_text_scan	wts_35_51	239	66	Tär		residual_sanskrit_like_damage		"und Klosterverwalter von Vajrāsana"" (Tär"	low	review
