page	line	entry_id	zone	from_token	to_token	tier	reason	applied	line_excerpt
34	204	33	german_prose	Vokalzei-/chen	Vokalzeichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	„er schuf die 30 Buchstaben und die Vokalzeichen“ (Nel 535); dan po yıg tshan — bslabs
35	76	41	german_prose_with_translit	die-/sen	diesen	tier_a	structural_german_quote_hyphen_wrap_direct	1	rdzi bo de la —s ishim par byas „sie stellten diesen Hirten mit Sachen zufrieden“ (Padm
35	132	43	german_prose_with_translit	Militärgouverne-/ment	Militärgouvernement	tier_a	structural_german_quote_hyphen_wrap_direct	1	— khrom chen po „das große Militärgouvernement Kwa-cu“ (5751 39b1); — g.yun drun rtse
35	149	43	german_prose_with_translit	er-/richtete	errichtete	tier_a	structural_german_quote_hyphen_wrap_direct	1	_ (Debm 2834); ka chu ban chun ... bzens „er errichtete den Ka-chu Ban-chun[-Vihära]“ (Bu
35	171	46	latin_other	sand-/te	sandte	tier_a	structural_german_quote_hyphen_wrap_direct	1	= gsum ... pandi ta gdan ’dren du btan „er sandte Ka, Cog und Zan, die drei, ... um Panditas
36	42	55	german_prose	ge-/klärt	geklärt	tier_a	structural_german_quote_hyphen_wrap_direct	1	par byas „Irübes wurde mit Kataka usw. geklärt“ (T4123 2806); — / mams kyis chu rdul
36	56	56	german_prose_with_translit	klä-/ren	klären	tier_a	structural_german_quote_hyphen_wrap_direct	1	ka’an zer snan „ein Baum, der das Wasser klären kann; wenn man seine pulverisierte Frucht
36	155	75	german_prose_with_translit	ver-/streute	verstreute	tier_a	structural_german_quote_hyphen_wrap_direct	1	gser phye — gan ei me toggtor „wie Blumen verstreute er eine Schüssel voller Goldstaub“
36	187	77	german_prose_with_translit	ge-/kommen	gekommen	tier_a	structural_german_quote_hyphen_wrap_direct	1	nas „Ärya Mahäkätyäyana ist mir zuliebe gekommen“ (K1 ka 25754); ~$ / btsun pa / bka’
36	189	77	german_prose_with_translit	Ehrwürdi-/ger	Ehrwürdiger	tier_a	structural_german_quote_hyphen_wrap_direct	1	bZin ’tshal „Mahäkätyäyana sprach: ‚Ehrwürdiger, ich werde gemäß deinem Wort handeln‘“
37	49	83	german_prose_with_translit	er-/schöpft	erschöpft	tier_a	structural_german_quote_hyphen_wrap_direct	1	gyur pa „die Möglichkeit zu handeln ist erschöpft, es ist unmöglich geworden“ (Dagy).
37	63	85	german_prose_with_translit	gefer-/tigten	gefertigten	tier_a	structural_german_quote_hyphen_wrap_direct	1	„. dnul las byas „der Sockel der aus Gold gefertigten Säule ... war aus Silber“ (151 kha 184b1);
37	169	96	latin_other	alphabe-/tisch	alphabetisch	tier_a	structural_german_quote_hyphen_wrap_direct	1	gi — ... bkod par / thogmar / ka / „ım alphabetisch zusammengestellten Register der Texte
37	182	98	german_prose_with_translit	Herr-/schaft	Herrschaft	tier_a	structural_german_quote_hyphen_wrap_direct	1	dgon gnas man po yod „in den unter der Herrschaft von sDe-dge stehenden Gebieten ...
38	7	101	german_prose_with_translit	unverhüll-/tes	unverhülltes	tier_a	structural_german_quote_hyphen_wrap_direct	1	gsal ba „helles, uranfänglich reines, unverhülltes, selbstleuchtendes Licht“ (gZı 1: 79,2); —
38	9	101	latin_other	ob-/wohl	obwohl	tier_a	structural_german_quote_hyphen_wrap_direct	1	dbyins las g.yo ba med mod kyan (metr.) „obwohl du [mein Lama] unbewegt im Zustand
38	15	101	german_prose_with_translit	ursprüng-/lich	ursprünglich	tier_a	structural_german_quote_hyphen_wrap_direct	1	chos kyi dbyins ston pa Aid kyi don „ursprünglich rein oder in der Bed. von dharmadhätn,
38	18	101	german_prose_with_translit	An-/fang	Anfang	tier_a	structural_german_quote_hyphen_wrap_direct	1	ma nas dag pa „von Anbeginn rein, von Anfang an rein“ (Dagy); synon. ye dag (T.N.).
38	38	102	german_prose_with_translit	Harninkon-/tinenz	Harninkontinenz	tier_a	structural_german_quote_hyphen_wrap_direct	1	/ ... Ihan cigtn sbyar „wenn jemand Harninkontinenz hat [verwende man] ... Kadamba ...
38	130	113	german_prose_with_translit	Un-/terlage	Unterlage	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. ka ba ’degs byed gdan Ita bu „wie eine Unterlage zum Aufrechthalten der Säule“ (brDa);
38	212	122	german_prose	selbständi-/gen	selbständigen	tier_a	structural_german_quote_hyphen_wrap_direct	1	kyan yod „es gibt [dort] auch den selbständigen ‚Landesherr (oder Distriktsoberhaupt)
39	37	126	german_prose_with_translit	gehei-/mer	geheimer	tier_a	structural_german_quote_hyphen_wrap_direct	1	’dod pa’i skyes bu „kanyä bedeutet [in geheimer Sprache] ein begehrenswerter Mensch“
39	99	134	german_prose_with_translit	Jalandha-/ra	Jalandhara	tier_a	structural_german_quote_hyphen_wrap_direct	1	— dan dza landha ra „Kapıstan und Jalandhara“ (Dzam 5,7); nub ka pe stan „Kapistan im
39	114	135	german_prose_with_translit	Kapit-/tha	Kapittha	tier_a	structural_german_quote_hyphen_wrap_direct	1	sa sri bar byed ... dug sel „die reife Kapittha-Frucht ist schwer, verursacht Stuhlver-
39	119	135	german_prose_with_translit	Ka-/pittha	Kapittha	tier_a	structural_german_quote_hyphen_wrap_direct	1	skol ba’i khu ba „der Sud der gekochten Kapittha-Frucht fu.a.]“ (Siddh 17.14); ka pittha
39	202	144	german_prose_with_translit	Alpha-/bets	Alphabets	tier_a	structural_german_quote_hyphen_wrap_direct	1	pa „angeordnet in der Reihenfolge des Alphabets“ (brDa).
39	209	145	german_prose_with_translit	umlau-/fender	umlaufender	tier_a	structural_german_quote_hyphen_wrap_direct	1	'phan skor — bi dan bcas pa phul „ein umlaufender Behang mitsamt vier Säulenbehängen
40	5	146	latin_other	komplet-/ter	kompletter	tier_a	structural_german_quote_hyphen_wrap_direct	1	'phan ’go tsi par Ihan drub ran ’grigs „kompletter Säulenbehang mit einem Kopfteil mıt [der
40	12	146	german_prose_with_translit	Op-/fergabe	Opfergabe	tier_a	structural_german_quote_hyphen_wrap_direct	1	su mdzes byed kyi mchod rdzas 'phan „als Opfergabe [dienender] Behang zum Schmuck der
40	79	150	german_prose	Säu-/len	Säulen	tier_a	structural_german_quote_hyphen_wrap_direct	1	--- — dagtu gyur „die Wesen in Gestalt von Säulen [betreffend:] ... weil sie die Säulen des
40	155	157	latin_other	abge-/zogene	abgezogene	tier_a	structural_german_quote_hyphen_wrap_direct	1	pa = bskams nas ko ba gyon ba „steif wie [abgezogene Tier-Jhaut nach dem Trocknen“
41	20	170	german_prose_with_translit	ei-/ner	einer	tier_a	structural_german_quote_hyphen_wrap_direct	1	gnas mchog „der höchst heilige Ort, der als einer der 24 heiligen Orte des Cakrasamvara als
41	81	174	german_prose_with_translit	ehr-/würdige	ehrwürdige	tier_a	structural_german_quote_hyphen_wrap_direct	1	pa „der ehrwürdige Kamalagarbha, ... der ehrwürdige Madhyamaka-Lehrer“ (Tär 53,15).
41	105	178	german_prose_with_translit	Kamala-/raksita	Kamalaraksita	tier_a	structural_german_quote_hyphen_wrap_direct	1	= .„.slob dpon de „dieser Acärya ... Kamalaraksita“ (Tär 197,13).
41	138	183	german_prose_with_translit	ei-/nige	einige	tier_a	structural_german_quote_hyphen_wrap_direct	1	las / — ste ’dod pa’i mya ran med ces „als er einige Jahre mit Liebesgenuß zugebracht hatte,
42	3	193	german_prose_with_translit	unbe-/dingt	unbedingt	tier_a	structural_german_quote_hyphen_wrap_direct	1	glu re re mi len — red „es ist [so], daß ich unbedingt bei jeder Gelegenheit ein Lied singen
42	6	193	german_prose_with_translit	ge-/macht	gemacht	tier_a	structural_german_quote_hyphen_wrap_direct	1	— red „es ist [so], daß die Arbeit hastig gemacht werden muß“ (Gesar 239,35); rje raksa
42	13	193	german_prose_with_translit	Mög-/lichkeit	Möglichkeit	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. thabs med pa „ein Mittel (oder: eine Möglichkeit) nicht haben“ (brDa); ma ses — „wis-
42	47	199	german_prose_with_translit	an-/genehm	angenehm	tier_a	structural_german_quote_hyphen_wrap_direct	1	ka tsa lin da’i gos Itar reg na bde ba „ [516] ist angenehm in der Berührung wie ein Gewand aus
42	82	202	german_prose_with_translit	Nord-/ufer	Nordufer	tier_a	structural_german_quote_hyphen_wrap_direct	1	chu klun ro hi ta’ı byan ’gram / — „am Nordufer des Flusses Rohita [liegt] Ka-tsi-li-ban“
42	86	202	german_prose_with_translit	Mal-/la	Malla	tier_a	structural_german_quote_hyphen_wrap_direct	1	bo gser Idan „MalladeS$a ... ist das Land der Malla. Nordwestlich davon in der Nähe von
42	124	209	latin_other	da-/rüber	darüber	tier_a	structural_german_quote_hyphen_wrap_direct	1	kha 184b1); de’i sten du —’i ’dab ma daggo „darüber befinden sich die ‚Flügel‘ des Kapitells“
42	143	210	german_prose	Od-/mchog	Odmchog	tier_a	structural_german_quote_hyphen_wrap_direct	1	auch Kurzf. kwa, „Odmchog grags-pa aus Kwa-cu“, ein Mönch aus
42	149	210	latin_other	nann-/ten	nannten	tier_a	structural_german_quote_hyphen_wrap_direct	1	15b3); kwa dan Iha ron gi gnas bsad „sie nannten [ihm] den Aufenthaltsort von Kwa
43	13	219	german_prose	ge-/kochte	gekochte	tier_a	structural_german_quote_hyphen_wrap_direct	1	„trinkt man Käravi [u.a.] in Kuh-Urin gekochte [Wurzeln]“ (Siddh 5.79); ka ra bi... ’di
43	31	220	german_prose_with_translit	Ka-/ravira	Karavira	tier_a	structural_german_quote_hyphen_wrap_direct	1	„dieser fertigte aus den Blättern des Karavira-Baumes Almosenschalen“ (Ki na
43	35	220	german_prose_with_translit	gekoch-/tem	gekochtem	tier_a	structural_german_quote_hyphen_wrap_direct	1	ra dan ... skol ba’i khu ba „der Sud aus gekochtem Karavira [u. a.]* (Siddh 13.50); ka ra bira
43	38	220	german_prose_with_translit	schließ-/lich	schließlich	tier_a	structural_german_quote_hyphen_wrap_direct	1	"de ni zla ba drug na ’chi (metr.) „wer schließlich in einem ""Traum einen erblühten Ka-"
43	42	220	german_prose_with_translit	Ka-/ravira	Karavira	tier_a	structural_german_quote_hyphen_wrap_direct	1	ma Ita bu dag mi bcan „Asvattha- und Karavira-Blätter und ähnliche [Blätter] soll man
43	108	226	german_prose_with_translit	Karan-/ja	Karanja	tier_a	structural_german_quote_hyphen_wrap_direct	1	=... /so yi dag byed bca’ bar bya „Karanja[-Zweige] ... soll man zum Reinigen der
43	112	226	german_prose_with_translit	be-/seitigt	beseitigt	tier_a	structural_german_quote_hyphen_wrap_direct	1	bad kan dan / dug sel „Karafija ... [u. a.] beseitigt Harnkrankheit, Aussatz, Fieber, Er-
43	117	226	german_prose_with_translit	Ka-/rafijja	Karafijja	tier_a	structural_german_quote_hyphen_wrap_direct	1	dan / Ito sbo ba dan / dug dan skran sel „Karafijja ... [u.a.] beseitigt trockene Exkre-
43	125	226	german_prose_with_translit	glei-/chen	gleichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	byas pa’i ri lu „das Kügelchen, das zu gleichen Teilen aus der Frucht des Karan-
43	129	226	german_prose	Arznei-/mittel	Arzneimittel	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. sman zig „ein [pflanzliches] Arzneimittel“ (brDa); ka ran dza = sbrul 690 na ’dra
43	182	228	german_prose_with_translit	Stoff-/bahnen	Stoffbahnen	tier_a	structural_german_quote_hyphen_wrap_direct	1	mthan gos sogs kyi — ka thun „die langen Stoffbahnen und die kurzen [Quer]bahnen des
43	197	230	german_prose_with_translit	wei-/ße	weiße	tier_a	structural_german_quote_hyphen_wrap_direct	1	bya khyun — Itar che Zin „groß wie der weiße Garuda“ (gZi 1: 652,4).
44	4	230	german_prose_with_translit	Ab-/reise	Abreise	tier_a	structural_german_quote_hyphen_wrap_direct	1	sku gdun lan gsum du ’phar „als er bei der Abreise vor dem Reliquien-mChod-rten Ka-ru
44	26	234	german_prose	herumdrü-/ckend	herumdrückend	tier_a	structural_german_quote_hyphen_wrap_direct	1	drum herum bewegend“, „sich herumdrückend“, „herumtricksend‘“.
44	36	235	german_prose_with_translit	süd-/lichen	südlichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	ga’ re „Ka-reh, ... eine der Gemeinden am südlichen Ufer des rMa-chu, die tsho-Ina (‚fünf
44	118	243	german_prose_with_translit	Zen-/trum	Zentrum	tier_a	structural_german_quote_hyphen_wrap_direct	1	.... pho bran 4777 tu yans pa yod (metr.) „ım Zentrum befindet sich der sehr ausgedehnte Palast
44	178	249	latin_other	Ka-/lambukä	Kalambukä	tier_a	structural_german_quote_hyphen_wrap_direct	1	— ninu 70 'phel ba dan / ro tsa bar byed „Kalambukä vermehrt die Muttermilch und stärkt
45	37	256	german_prose_with_translit	wei-/ßem	weißem	tier_a	structural_german_quote_hyphen_wrap_direct	1	bkan (metr.) „Krüge aus reinem Gold, weißem Silber und Jade u.a. Gefäße wurden
45	44	256	german_prose	ge-/füllter	gefüllter	tier_a	structural_german_quote_hyphen_wrap_direct	1	yi — „mit unveränderlichem Nektar [gefüllter] Krug des Lebens“ (KhB 7: 612,4).
45	66	258	german_prose_with_translit	ge-/kochtem	gekochtem	tier_a	structural_german_quote_hyphen_wrap_direct	1	la phan „wenn man den Sud aus zusammen gekochtem Kalasi und Ingwer zu trinken gibt, ist
45	73	259	german_prose_with_translit	Unterta-/nin	Untertanin	tier_a	structural_german_quote_hyphen_wrap_direct	1	bal ’bans ka la siddhi „‚die nepalische Untertanin‘ Kalasiddhi“ (Pad 2a2).
45	97	264	german_prose_with_translit	Lebe-/wesen	Lebewesen	tier_a	structural_german_quote_hyphen_wrap_direct	1	— zes bya ba srog chags bya phra mo „das Lebewesen namens Kalandaka ist ein kleiner Vo-
45	134	266	german_prose_with_translit	Erhabe-/ne	Erhabene	tier_a	structural_german_quote_hyphen_wrap_direct	1	ma’itshal — na bZugs „der Buddha, der Erhabene, weilte in Räjagrha, an der Kalandaka-Stätte
45	210	269	german_prose_with_translit	Campa-/ka	Campaka	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. tsam pa ka’i ’bras bu „Frucht des Campaka-Baumes“ (brDa); ka li ka = me tog tsam pa
46	54	274	latin_other	versam-/meln	versammeln	tier_a	structural_german_quote_hyphen_wrap_direct	1	rma — Iha khan than la ’dzoms „sie versammeln sich in der ‚Tempelebene‘ Ka-lin in rMa“
46	62	275	german_prose_with_translit	Abtei-/lungen	Abteilungen	tier_a	structural_german_quote_hyphen_wrap_direct	1	„haltet die Versammlung der sechzehn Abteilungen in Ka-lın in rMa ab!“ (Gesar 192,33).
46	88	276	german_prose_with_translit	be-/seitigen	beseitigen	tier_a	structural_german_quote_hyphen_wrap_direct	1	rlun bskyed „Kalinga-Frucht und Kürbis beseitigen [von] Störungen der Galle [verur-
46	128	283	german_prose_with_translit	Ar-/ten	Arten	tier_a	structural_german_quote_hyphen_wrap_direct	1	/ gein sri ba sel „das Ku$a-Gras und beide Arten von Kä$a ... beseitigen [von] Störungen
47	52	295	german_prose_with_translit	Kurti-/sanen	Kurtisanen	tier_a	structural_german_quote_hyphen_wrap_direct	1	ma’i gtso mo Zig „die vorzüglichste der Kurtisanen namens Käsısundarinandä“ {VisT
47	96	302	german_prose_with_translit	Lotuswur-/zeln	Lotuswurzeln	tier_a	structural_german_quote_hyphen_wrap_direct	1	Zin bsil te / khrag lud pa’i nad sel „Lotuswurzeln und ... Kaseruka[-Wurzeln?] sind schwer,
47	132	308	german_prose_with_translit	La-/vasena	Lavasena	tier_a	structural_german_quote_hyphen_wrap_direct	1	la wa se na’i bu — „Kä$asena, der Sohn des Lavasena“ (Tär 191,12).
47	165	315	german_prose	Vajrayo-/gini	Vajrayogini	tier_a	structural_german_quote_hyphen_wrap_direct	1	„Kasoripa führte ausschließlich die Vajrayogini-Praxis aus“ (Tär 185,12); — (ThK 1:
47	190	318	german_prose_with_translit	Ein-/gangs	Eingangs	tier_a	structural_german_quote_hyphen_wrap_direct	1	"—"" phyogs bZi la „an den vier Seiten des Eingangs-Stüpa [waren Wandmalereien:]“ (Dol2"
48	3	319	german_prose_with_translit	Mi-/nisters	Ministers	tier_a	structural_german_quote_hyphen_wrap_direct	1	dmagis / se cu phab „das Heer der drei, des Ministers Khri-bzan, des Zar sTon-rtsan und des
48	21	321	latin_other	herunter-/fällt	herunterfällt	tier_a	structural_german_quote_hyphen_wrap_direct	1	"dan ""ug pa rmams za’o „wenn dieser herunterfällt, fressen ihn der Kanka-Vogel, die Krähe,"
48	24	321	german_prose_with_translit	Vo-/gel	Vogel	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. kam ka ’am dur bya „Raubvogel oder Vogel der Leichenstätte* (Dagy); mgo nag la
48	67	331	german_prose_with_translit	Kan-/ka	Kanka	tier_a	structural_german_quote_hyphen_wrap_direct	1	chen po „der große Palast aus weißem Kanka-n-Kristall (oder: Jade)“ (Tise 545,4; Tise-Pr
48	74	332	german_prose	Ske-/letts	Skeletts	tier_a	structural_german_quote_hyphen_wrap_direct	1	„einer, der über Heruka [in Form eines] Skeletts meditiert“ (T1748 131a2).
48	80	333	german_prose_with_translit	Horn-/krone	Hornkrone	tier_a	structural_german_quote_hyphen_wrap_direct	1	can „König Hni-do Gyer-spuns mit der Hornkrone (?) aus Kan-ka-Kristall (oder: Jade)“
48	140	337	german_prose	Pul-/ver	Pulver	tier_a	structural_german_quote_hyphen_wrap_direct	1	rma 4%/ bu skye bar ’gyur „auch wenn man Pulver aus Katphala [u.a.] anwendet, wird das
48	166	340	german_prose_with_translit	gestri-/chen	gestrichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	gan ba „mit Wasser völlig gefüllt, d.h. gestrichen voll oder voll bis gleich auf mit dem Rand
48	172	341	latin_other	ausge-/glichen	ausgeglichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	ran sa ran thog tu — ’jog pa yin „es ruht ausgeglichen ın sich an seinem Platz“ (Akhr2 96,1);
49	22	348	german_prose_with_translit	Glocken-/metall	Glockenmetall	tier_a	structural_german_quote_hyphen_wrap_direct	1	kan pa (1. sa) = mkhar ba „Bronze, Glockenmetall“ (gYu 291,10).
49	44	348	german_prose_with_translit	yogatan-/tra	yogatantra	tier_a	structural_german_quote_hyphen_wrap_direct	1	dkar po ... sman Ina „die im Anuttara[yogatantra] dargelegten 25 Substanzen [zum Füllen]
49	179	361	german_prose_with_translit	kam-/pa	kampa	tier_a	structural_german_quote_hyphen_wrap_direct	1	zer „klab pa entspr. dickem Stoff oder kampa la“ (Dagy 19b).
49	208	367	german_prose_with_translit	klei-/nen	kleinen	tier_a	structural_german_quote_hyphen_wrap_direct	1	yul phran dgn bcu rtsa gcıg ni / — „die 91 kleinen Länder, [darunter] Kam-po-rje bran-
50	28	373	german_prose_with_translit	Körper-/form	Körperform	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. lus kyi dbyibs nam ’gyur „eine Körperform, eine Haltung“ (brDa); 5977? gson Ita bu
50	58	376	german_prose_with_translit	Festun-/gen	Festungen	tier_a	structural_german_quote_hyphen_wrap_direct	1	la man chad sku mkhar gyi nanı „ın den Festungen von Jı-la bis hinunter nach Kam-sen und
50	68	376	german_prose_with_translit	Leh-/re	Lehre	tier_a	structural_german_quote_hyphen_wrap_direct	1	83); kham sen du chos gzugs Sin spelba „die Lehre in Kham-sen einführend und verbreitend“
50	80	376	german_prose_with_translit	Kampi-/lyaka	Kampilyaka	tier_a	structural_german_quote_hyphen_wrap_direct	1	phye ma „fein gemahlenes Pulver aus Kampilyaka [u. 3.]“ (Siddh 6.61); ’bras bu gsum ...
50	98	377	german_prose_with_translit	We-/sten	Westen	tier_a	structural_german_quote_hyphen_wrap_direct	1	nub phyogs —’i yul „das Land Kaccha im Westen [Indiens]“ (Tär 157,15).
50	110	378	german_prose_with_translit	Le-/bewesen	Lebewesen	tier_a	structural_german_quote_hyphen_wrap_direct	1	sems can la kwa’e sems can „die [einen] Lebewesen [sagten] zu den [anderen] Lebe-
50	124	380	german_prose_with_translit	König-/reich	Königreich	tier_a	structural_german_quote_hyphen_wrap_direct	1	ka’u hi’i (7. ka’u ///) rgyal khams „das Königreich Korea“ (Debm 937) ; rgya hor dan / yu gur
51	92	396	german_prose_with_translit	frühe-/ren	früheren	tier_a	structural_german_quote_hyphen_wrap_direct	1	rin than la.bsad „es soll den Wert von 16 früheren ind. Mäsaka haben“ (Dagy).
51	107	399	german_prose_with_translit	Wasser-/tieren	Wassertieren	tier_a	structural_german_quote_hyphen_wrap_direct	1	dan / mkhris pa sel „das Fleisch von Wassertieren ...[darunter] Krebs beseitigt [von]
51	129	400	german_prose_with_translit	Tierkreiszei-/chen	Tierkreiszeichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	khyim „diese [Sterne] sind das Tierkreiszeichen des Krebses“ (Vdk 1: 29,5).
51	142	402	german_prose	Kar-/katikä	Karkatikä	tier_a	structural_german_quote_hyphen_wrap_direct	1	bzan „leidet man unter Diarrhö [sind] Karkatikä [u.a.] zusammen gemischt ... gut“
51	174	403	german_prose_with_translit	Kar-/kota	Karkota	tier_a	structural_german_quote_hyphen_wrap_direct	1	14.20); sın karko ta’i khu ba „Saft des Karkota-Baumes“ (Siddh 26.104).
51	188	404	german_prose	Guha-/väsin	Guhaväsin	tier_a	structural_german_quote_hyphen_wrap_direct	1	„die Namen Kumära, Kärttikeya, *Guhaväsin und Sikhivähana sind Synonyme“
51	213	404	german_prose_with_translit	südli-/chen	südlichen	tier_a	structural_german_quote_hyphen_wrap_direct	1	skyes pas kamna pa Zes zer „da er 111 dem südlichen Königreich Karnäta geboren ist, heißt er
51	221	404	german_prose_with_translit	An-/hänger	Anhänger	tier_a	structural_german_quote_hyphen_wrap_direct	1	dka’ bzlog dad dan ka rna pa (metr.) „die Anhänger der Durgä und die Bewohner von
52	21	404	german_prose_with_translit	spä-/ter	später	tier_a	structural_german_quote_hyphen_wrap_direct	1	ba /7/ ma rgyal mtshan gyis bsgyur cin bcos „später wurde [die Übersetzung des Mar-pa] in
52	159	422	german_prose_with_translit	Kö-/nig	König	tier_a	structural_german_quote_hyphen_wrap_direct	1	Karmacandra“ (Debm 5b2); rgyal po — „König Karmacandra“ (Tär 82,3).
53	38	430	german_prose_with_translit	Unterkör-/per	Unterkörper	tier_a	structural_german_quote_hyphen_wrap_direct	1	sku smad brjid bag glanı 5579 — „[ihr] Unterkörper ist glanzvoll, [er ist bekleidet mit] einem
53	63	432	german_prose_with_translit	Kasch-/mir	Kaschmir	tier_a	structural_german_quote_hyphen_wrap_direct	1	kyi rgyal khams yod „in der Nähe von Kaschmir und Campa usw. liegt das Königreich
53	165	436	german_prose_with_translit	Musikinstru-/ment	Musikinstrument	tier_a	structural_german_quote_hyphen_wrap_direct	1	„bring mir eın Ki-ma genanntes Musikinstrument!“ (Dzl 219,2).
54	61	446	german_prose_with_translit	Fes-/tung	Festung	tier_a	structural_german_quote_hyphen_wrap_direct	1	ste’ / ... ken 77 phab ste „[er] kam aus der Festung Ken-Si heraus ... Ken-$i wurde eingenom-
55	9	463	german_prose_with_translit	dre-/hen	drehen	tier_a	structural_german_quote_hyphen_wrap_direct	1	lo bskor ba Ita bu ’khyil ba’i don „bedeutet: drehen, ähnlich wie das Rad drehen“ (Dagy).
55	66	471	german_prose_with_translit	soge-/nannte	sogenannte	tier_a	structural_german_quote_hyphen_wrap_direct	1	„die Augenkrankheit der Kinder und die sogenannte Kukünaka“ (Siddh 29.49).
55	92	473	german_prose	ent-/stand	entstand	tier_a	structural_german_quote_hyphen_wrap_direct	1	byun „da die ganze Berggegend brannte, entstand lautes Schreien und Lärmen“ (K1 kha
55	123	476	german_prose_with_translit	verur-/sachte	verursachte	tier_a	structural_german_quote_hyphen_wrap_direct	1	bskyed pa’i — „das von vielen Menschen verursachte vielstimmige, laute Geschrei“ (T3856
55	132	477	german_prose_with_translit	spöt-/tisches	spöttisches	tier_a	structural_german_quote_hyphen_wrap_direct	1	Lex. brüas thabs kyı rgod gtam Ita bu „wie spöttisches Gelächter“ (brDa).
55	139	478	german_prose_with_translit	Höllen-/wesen	Höllenwesen	tier_a	structural_german_quote_hyphen_wrap_direct	1	sems dmyal —r $og (metr.) „mögen die Höllenwesen [Freuden-]Geschrei anstimmen!“ (Bca
55	148	478	latin_other	be-/deutet	bedeutet	tier_a	structural_german_quote_hyphen_wrap_direct	1	bya banni hu ba’i sgra ’byin pa’o „ku-co-'don bedeutet einen Klagelaut ausstoßen“ (T4113
55	207	482	german_prose	Hun-/de	Hunde	tier_a	structural_german_quote_hyphen_wrap_direct	1	„der Äcärya Kukuraräja, d.h. ‚König der Hunde‘ ... in einigen Geschichtswerken kommt
56	26	485	latin_other	be-/wachen	bewachen	tier_a	structural_german_quote_hyphen_wrap_direct	1	da ltar rgyal po —’i srun ma ... srun „derzeit bewachen es die Schutzgottheiten ... des Königs
56	75	487	german_prose_with_translit	Na-/kula	Nakula	tier_a	structural_german_quote_hyphen_wrap_direct	1	mtshe mar dus gcig tu skyes „Sahadeva und Nakula wurden zu gleicher Zeit als Zwillinge ge-
