page	line	entry_id	zone	headword_tibetan	headword_latin	headword_latin_confidence	translit_token_count	german_token_count	audit_candidates	audit_replaced	line_text
3	41	0	german_prose			none	0	3	0	0	Zeichen und Symbole. . . . . . . . „ - - › - -‹ „ - - - „ -» -» » › -» -‹ -‹ - ku
3	43	0	german_prose			none	0	1	0	0	Von JOHANNES SCHNEIDER
3	45	0	german_prose_with_translit			none	1	3	0	0	Wörterbuch der tibetischen Schriftsprache. ....... - - - - › - - - - 1
3	46	0	other			none	0	0	0	0	ka-kunchub par byedpa. . . . , - „ › - » ›» › - „ - - „ „ „» - - - - - - 1-64
4	1	0	german_prose			none	0	1	0	0	Vorwort
4	3	0	german_prose			none	0	9	0	0	Im Namen der Kommission für zentral- und ostasiatische Studien der Bayerischen
4	4	0	german_prose			none	0	9	0	0	Akademie der Wissenschaften möchte ich der Freude darüber Ausdruck geben, daß
4	5	0	german_prose_with_translit			none	1	7	0	0	nunmehr der erste Faszikel des Wörterbuchs der tibetischen Schriftsprache veröffent-
4	6	0	german_prose_with_translit			none	2	4	0	0	licht werden kann. Der lange und oft schwierige Weg dieses lexikographischen Unter-
4	7	0	german_prose_with_translit			none	1	6	0	0	nehmens wird in der Einleitung (5. ix-xiv) ausführlich beschrieben. Hierzu ist zu
4	8	0	german_prose_with_translit			none	1	7	0	0	bemerken, daß die Wörterbucharbeit sich stets in Kommunikation mit vielen Fach-
4	9	0	german_prose			none	0	7	0	0	gelehrten vollzogen hat. Mehrfach wurden die Arbeiten im Rahmen des Akademien-
4	10	0	german_prose			none	0	5	0	0	programms durch auswärtige und ausländische Tibetologen begutachtet. Die positiven
4	11	0	german_prose_with_translit			none	1	6	0	0	Ergebnisse dieser Evaluierungen bedeuteten für die Bearbeiter eine wesentliche Er-
4	12	0	german_prose_with_translit			none	3	4	0	0	mutigung, auf dem eingeschlagenen Weg fortzufahren. Die Fertigstellung des ersten
4	13	0	german_prose			none	0	9	0	0	Faszikels ist ferner ständig von den Mitgliedern der Kommission kritisch begleitet
4	14	0	german_prose			none	0	5	0	0	worden. Mein ganz besonderer Dank gilt jedoch den wissenschaftlichen Mitarbeitern
4	15	0	german_prose_with_translit			none	1	11	0	0	der Kommission Dr. Helga Uebach und Dr. Jampa L. Panglung. Sie haben in jahrzehn-
4	16	0	german_prose_with_translit			none	3	6	0	0	telanger hingebungsvoller Arbeit den entscheidenden Beitrag zum Erfolg des Projektes
4	17	0	german_prose			none	0	4	0	0	geliefert, als dessen Ergebnis jetzt der erste Faszikel vorliegt.
4	19	0	german_prose_with_translit			none	2	5	0	0	Bei der Übersetzung der philosophischen Fachterminologie haben in dankenswerter
4	20	0	german_prose			none	0	6	0	0	Weise die Kollegen der Universität Wien geholfen.
4	22	0	german_prose_with_translit			none	1	7	0	0	Zeitweilig wurde das Projekt gefördert durch die Stiftung Volkswagenwerk, die
4	23	0	german_prose_with_translit			none	2	4	0	0	Rockefeller Foundation und die Deutsche Forschungsgemeinschaft, denen hiermit
4	24	0	german_prose			none	0	1	0	0	ausdrücklich gedankt sei.
4	26	0	german_prose_with_translit			none	1	9	0	0	An dieser Stelle möchte ich auch Herrn Senator h.c. Günther Klinge und Frau
4	27	0	german_prose_with_translit			none	1	8	0	0	Gertraud Klinge herzlich danken. Sie haben durch großzügige Spenden die Arbeiten am
4	28	0	german_prose_with_translit			none	2	5	0	0	Wörterbuch unterstützt und mehrere Forschungsreisen nach Tibet und Ladakh er-
4	29	0	german_prose			none	0	1	0	0	möglicht.
4	31	0	german_prose			none	0	8	0	0	Schließlich danke ich auch der früheren Generalsekretärin der Akademie Monika
4	32	0	german_prose			none	0	8	0	0	Stoermer und ihrer Nachfolgerin Eva Regenscheidt-Spies für das Wohlwollen, welches
4	33	0	german_prose_with_translit			none	1	5	0	0	sie seitens der Akademieverwaltung dem Wörterbuchprojekt der Kommission haben
4	35	0	other			none	0	0	0	0	zukommen lassen.
4	37	0	german_prose			none	0	2	0	0	Herbert Franke
4	39	0	other			none	0	0	0	0	vu
5	1	0	latin_other			none	1	0	0	0	Einleitung
5	3	0	german_prose_with_translit			none	2	5	0	0	Zur Entstehung des Wörterbuchs der tibetischen Schriftsprache
5	5	0	german_prose_with_translit			none	1	8	0	0	Mit der Gründung der Kommission für zentralasiatische Studien der Bayerischen
5	6	0	german_prose			none	0	9	0	0	Akademie der Wissenschaften im Jahr 1954 hatten sich die Initiatoren Erich Haenisch,
5	7	0	german_prose			none	0	8	0	0	Professor für ostasiatische Kultur- und Sprachwissenschaft, und Helmut Hoffmann,
5	8	0	german_prose			none	0	8	0	0	Professor für Indologie und Iranistik der Ludwig-Maximilians-Universität, München,
5	9	0	german_prose_with_translit			none	3	5	0	0	"die Förderung der philologischen Erforschung Zentralasiens zum Ziel gesetzt. ""Trotz"
5	10	0	german_prose_with_translit			none	1	8	0	0	der sehr allgemein formulierten Zielsetzung dürfte der Wunsch von H. Hoffmann, dem
5	11	0	german_prose			none	0	10	0	0	Vorsitzenden der Kommission, ein Wörterbuch des Tibetischen zu erstellen, von An-
5	12	0	german_prose_with_translit			none	2	7	0	0	fang an eine Rolle gespielt haben. Angesichts fehlender Mittel und Stellen war jedoch
5	13	0	german_prose_with_translit			none	1	6	0	0	zunächst an die Verwirklichung eines konkreten Projektes nicht zu denken.
5	15	0	german_prose_with_translit			none	1	9	0	0	Der Beginn der Arbeiten zur Erstellung eines Wörterbuchs der tibetischen Schrift-
5	16	0	german_prose_with_translit			none	1	7	0	0	sprache läßt sich nicht genau festlegen. Es scheint, daß bereits in den späten fünfziger
5	17	0	german_prose_with_translit			none	1	8	0	0	Jahren mit Exzerptionsarbeiten für das Wörterbuch, wenn auch in kleinem Umfang,
5	18	0	german_prose_with_translit			none	1	5	0	0	begonnen wurde. Die ersten Exzerpte auf Wörterbuchzetteln, die denen des Thesaurus
5	19	0	german_prose_with_translit			none	1	7	0	0	Linguae Latinae gleichen, stammen von Heinz Bechert. Es handelt sich um Exzerpte aus
5	20	0	german_prose			none	0	6	0	0	rund zehn Texten, darunter solchen, die er damals bearbeitete und auch anderen, die
5	21	0	german_prose			none	0	9	0	0	vermutlich von H. Hoffmann ausgewählt waren, wie z.B. die Sthaviragäthas, einige Zeilen
5	22	0	german_prose_with_translit			none	2	7	0	0	des Mahäparinirvänasütra, der Anfang des Jatakanidäna, Wellers Tausend Buddhanamen
5	23	0	german_prose_with_translit			none	3	7	0	0	des Bhadrakalpa, ein Blatt des rGyal-rabs gsal-ba’i me-lon usw. Mit Ausnahme des letzte-
5	24	0	german_prose			none	0	6	0	0	ren Textes handelt es sich um kanonische Werke, die aus indischen Sprachen ins Tibeti-
5	25	0	german_prose			none	0	1	0	0	sche übersetzt wurden.
5	27	0	german_prose_with_translit			none	1	9	0	0	Es bedeutete einen Schritt vorwärts, als im Jahr 1959 die Akademie, die bis dahin
5	28	0	german_prose_with_translit			none	1	7	0	0	kriegsbedingt in verschiedenen Gebäuden untergebracht war, die jetzigen Räume in der
5	29	0	german_prose			none	0	9	0	0	Residenz bezog und auch die Kommission für zentralasiatische Studien einen Raum
5	30	0	german_prose_with_translit			none	1	11	0	0	und einen Etat erhielt, der jedoch zu gering war, als daß ein Mitarbeiter hätte bezahlt
5	31	0	german_prose			none	0	7	0	0	werden können. Mit Hilfe von zusätzlichen Fördermitteln konnte aber Friedrich
5	32	0	german_prose_with_translit			none	1	6	0	0	Wilhelm aus Leipzig über einen Werkvertrag beschäftigt werden. Ein tibetischer
5	33	0	german_prose_with_translit			none	4	5	0	0	Gelehrter der rÑin-ma-Schule des Buddhismus, Chime Rigdzin Lama, Shantiniketan
5	34	0	german_prose			none	0	11	0	0	University, Indien, der damals bei Giuseppe Tucci in Rom weilte, wurde für ein Jahr
5	35	0	german_prose_with_translit			none	2	5	0	0	nach München eingeladen und stand F. Wilhelm als muttersprachlicher Informant
5	36	0	german_prose_with_translit			none	1	9	0	0	zur Seite. F. Wilhelm exzerpierte und übersetzte zusammen mit dem Lama die Wort-
5	37	0	german_prose_with_translit			none	1	7	0	0	erklärungen im zweiten Band des tibetisch-tibetischen Wörterbuches von Chos-grags.
5	38	0	german_prose			none	0	5	0	0	Dieses einheimische Wörterbuch war zwar 1954 ın China nachgedruckt worden, es war
5	39	0	german_prose			none	0	5	0	0	aber selten und hier nicht verfügbar. Die Exzerptionsarbeiten wurden daher nach einer
5	40	0	german_prose_with_translit			none	1	7	0	0	tibetischen Ausgabe, die Heinrich Harrer als Leihgabe zur Verfügung gestellt hatte,
5	42	0	other			none	0	0	0	0	ix
6	1	0	german_prose_with_translit			none	1	3	0	0	Wörterbuch der tibetischen Schriftsprache
6	3	0	german_prose			none	0	7	0	0	durchgeführt. Manche Stellen waren auf dem feinen tibetischen Papier nur schlecht zu
6	4	0	german_prose_with_translit			none	1	6	0	0	lesen, und daraus erklärt sich auch eine Reihe von unsicheren Lesungen.
6	6	0	german_prose_with_translit			none	3	4	0	0	Im Jahr 1960 wurden zwei tibetische Gelehrte, Tshenshab Rinpoche Yeshe Thondup
6	7	0	german_prose_with_translit			none	2	7	0	0	und Panglung Rinpoche Jampa Losang, die beide vor ihrer Flucht nach Indien die
6	8	0	german_prose_with_translit			none	2	6	0	0	dGe-bśes lha-ram-pa-Prüfung in Tibet abgelegt hatten, vom Dalai Lama ausgewählt und
6	9	0	german_prose			none	0	8	0	0	im Rahmen des Rockefeller-Programms von H. Hoffmann nach München geholt.
6	10	0	german_prose_with_translit			none	2	6	0	0	Sie wurden der Arbeitsstelle des Wörterbuchprojekts in der Akademie zugeteilt, um
6	11	0	german_prose_with_translit			none	2	6	0	0	F. Wilhelm bei Übersetzungen von Exzerpten zu unterstützen.
6	13	0	german_prose			none	0	7	0	0	Zu jener Zeit wurden in der Kommission vor allem Wortbelege aus tibetischen
6	14	0	german_prose_with_translit			none	2	5	0	0	Synonymlexika und mehrsprachigen Wörterbüchern ausgezogen. Als F. Wilhelm im
6	15	0	german_prose			none	0	6	0	0	Oktober 1964 seine Tätigkeit am Wörterbuch beendete, waren Belege aus den beiden
6	16	0	german_prose_with_translit			none	3	8	0	0	Bänden des Chos-grags und des Dictionnaire Tibetain-Sanscrit par Tse Ring Ouang Gyal
6	17	0	german_prose			none	0	1	0	0	auf Zetteln exzerpiert.
6	19	0	german_prose			none	0	9	0	0	Frank-Richard Hamm, Professor für Indologie in Bonn, hatte etwa zur gleichen Zeit
6	20	0	german_prose			none	0	8	0	0	begonnen, Exzerpte für das Wörterbuchprojekt aus der Mahävyutpatti auf der Grund-
6	21	0	german_prose			none	0	6	0	0	lage von sechs verschiedenen Ausgaben zu erstellen. Nach dessen frühem Tod hat
6	22	0	german_prose			none	0	9	0	0	Michael Hahn, damals Professor für Indologie in Bonn, dankenswerterweise die Be-
6	23	0	german_prose_with_translit			none	1	5	0	0	arbeitung der Mahävyutpatti zu Ende geführt.
6	25	0	german_prose_with_translit			none	2	16	0	0	Wegen des Ausscheidens von F. Wilhelm hatte das Projekt „Wörterbuch der tibetischen Schriftsprache“ der Kommission die im Fünfjahresplan für 1965 vorgesehene
6	27	0	german_prose			none	0	6	0	0	Planstelle nicht erhalten. Die Arbeiten für das Wörterbuch konnten daher weiterhin
6	28	0	german_prose			none	0	7	0	0	nur mit Hilfe von Werkverträgen erfolgen. Als ich 1111 Oktober 1964 begann, am
6	29	0	german_prose			none	0	6	0	0	Wörterbuchprojekt zu arbeiten, war es meine Aufgabe, Wortbelege aus einem weiteren
6	30	0	german_prose_with_translit			none	3	6	0	0	tibetischen lexikographischen Werk, dem Li-si’i gur-khan, nach einer Ausgabe mit
6	31	0	german_prose_with_translit			none	2	1	0	0	interlinearer mongolischer Übersetzung zu sammeln.
6	33	0	german_prose_with_translit			none	2	9	0	0	Mit dem rGya-gar chos-’byun des Täranätha nach der Ausgabe von Anton Schiefner
6	34	0	german_prose_with_translit			none	1	6	0	0	und einem Blockdruck wurden erstmals Wörter aus einem zusammenhängenden Text
6	35	0	german_prose			none	0	7	0	0	exzerpiert, wobei auch der Kontext festgehalten und übersetzt wurde. Zunächst war
6	36	0	german_prose_with_translit			none	2	6	0	0	vorgesehen, die bereits von Albert Grünwedel vorgenommene Verzettelung des Textes
6	37	0	german_prose			none	0	4	0	0	zugrunde zu legen, aber dies erwies sich bald als zu zeitraubend. Daher wurde beschlos-
6	38	0	german_prose			none	0	8	0	0	sen, aus diesem Text mehrere Belege für jedes Wort und jeden Namen zu verzetteln und
6	39	0	german_prose			none	0	7	0	0	den Belegen von Verben besondere Aufmerksamkeit zu widmen. Diese zwar nicht voll-
6	40	0	german_prose_with_translit			none	1	5	0	0	ständige, aber doch gründliche Auswertung des Textes ermöglichte es erstmals abzu-
6	41	0	german_prose			none	0	9	0	0	schätzen, wieviel Zeit für das Exzerpieren von Texten zu veranschlagen sein würde.
6	43	0	german_prose			none	0	6	0	0	Dem Wörterbuchprojekt kam dann ein halbjähriger Aufenthalt des bekannten
6	44	0	german_prose			none	0	8	0	0	Bon-po-Gelehrten Slob-dpon 'Tenzin Namdak in München zugute. Unter seiner Mit-
6	45	0	german_prose_with_translit			none	2	7	0	0	wirkung wurden einige Bon-po-Rituale aus der Sammlung Waddell, Berlin, und ein Teil
6	46	0	german_prose_with_translit			none	2	5	0	0	des tibetisch-tibetischen Wörterbuches des Khyun-sprul ’Jigs-med nam-mkha’ı
6	47	0	german_prose_with_translit			none	1	7	0	0	rdo-rje, die spezielle Termini der Bon-po-Literatur aufweisen, exzerpiert und in die
6	48	0	german_prose_with_translit			none	1	2	0	0	Sammlung der Wortbelege aufgenommen.
6	50	0	latin_other			none	1	0	0	0	Einleitung
6	52	0	german_prose_with_translit			none	1	10	0	0	Dies war der Stand der Arbeiten, als in den Jahren 1968-1970 einige Veränderungen
6	53	0	german_prose			none	0	8	0	0	in der Kommission für zentralasiatische Studien eintraten. H. Hoffmann hatte eine
6	54	0	german_prose_with_translit			none	2	8	0	0	Professur an der Indiana University, Bloomington, U.S.A., angenommen, behielt sich
6	55	0	german_prose_with_translit			none	1	5	0	0	aber die wissenschaftliche Leitung des Wörterbuchprojektes vor. Zum Vorsitzenden
6	56	0	german_prose			none	0	8	0	0	der Kommission wurde Herbert Franke, Professor für ostasiatische Kultur- und
6	57	0	german_prose_with_translit			none	2	4	0	0	Sprachwissenschaft, gewählt. Die Finanzierung des Projekts gestaltete sich weiterhin
6	58	0	german_prose_with_translit			none	2	2	0	0	sehr schwierig, doch gelang es H. Franke, Zwischenfinanzierungen aus verschiedenen
6	59	0	german_prose_with_translit			none	2	7	0	0	Stiftungen und erstmals auch aus Bundesmitteln zu erhalten, so daß die Arbeiten auf
6	60	0	german_prose			none	0	6	0	0	Werkvertragsbasis fortgeführt werden konnten. Im Jahr 1970 erhielt die Kommission
6	61	0	german_prose_with_translit			none	2	8	0	0	endlich eine Planstelle; die ständige Gefahr der Suspendierung des Wörterbuchprojekts
6	62	0	german_prose_with_translit			none	1	2	0	0	auf Grund fehlender Finanzierung war dadurch vorerst gebannt.
6	64	0	german_prose_with_translit			none	1	8	0	0	Das Programm mußte aber überdacht und so konzipiert werden, daß es sich in einem
6	65	0	german_prose			none	0	6	0	0	absehbaren Zeitraum würde realisieren lassen. Durch die nun getroffene Wahl aus-
6	66	0	german_prose			none	0	8	0	0	zuwertender Texte sollte ein repräsentativer Querschnitt durch die Literatur und mög-
6	67	0	german_prose			none	0	4	0	0	lichst alle Gebiete der einheimischen Wissenschaften gewonnen werden.
6	69	0	german_prose_with_translit			none	1	6	0	0	In der Folgezeit gestaltete sich die Weiterbeschäftigung der ehemaligen Rocke-
6	70	0	german_prose			none	0	2	0	0	feller-Stipendiaten schwierig, da sie keinen westlichen Hochschulabschluß vorweisen
6	71	0	german_prose_with_translit			none	2	6	0	0	konnten. Y. Thondup Tshenshab beendete seine Mitarbeit am Wörterbuch. Jampa L.
6	72	0	german_prose_with_translit			none	3	5	0	0	Panglung hatte 1967 nach langwierigen Bemühungen die Erlaubnis zum Studium an der
6	73	0	german_prose			none	0	9	0	0	LMU erhalten und schloß 1972 mit dem Erwerb des Magister Artium ab. Auf dieser
6	74	0	german_prose_with_translit			none	2	5	0	0	Grundlage konnte 1976 eine Planstelle für J. Panglung zur Verfügung gestellt werden.
6	75	0	german_prose_with_translit			none	1	3	0	0	1979 wurde J. Panglung in München promoviert.
6	77	0	german_prose_with_translit			none	1	8	0	0	Eine grundlegend veränderte Situation in der tibetologischen Forschung, die auch
6	78	0	german_prose_with_translit			none	1	4	0	0	Auswirkungen auf das Wörterbuchprojekt hatte, begann sich abzuzeichnen. In Folge
6	79	0	german_prose_with_translit			none	3	6	0	0	des traurigen Schicksals Tibets war nämlich ironischerweise auch eine ungeheure Menge
6	80	0	german_prose			none	0	7	0	0	tibetischer Texte bekannt geworden. Diese Texte wurden in rascher Folge im Exil
6	81	0	german_prose			none	0	5	0	0	gedruckt und verbreitet. Nicht zuletzt dadurch erfuhren die tibetologischen Studien
6	82	0	german_prose_with_translit			none	2	5	0	0	einen ungeahnten Aufschwung, der bis jetzt anhält. Die neu gewonnenen Erkenntnisse
6	83	0	german_prose			none	0	6	0	0	konnten für das Wörterbuchprojekt nicht unberücksichtigt bleiben. Es mußte aber
6	84	0	german_prose_with_translit			none	1	3	0	0	ein Weg gefunden werden, trotz der Minimalbesetzung durch zwei hauptamtliche
6	85	0	german_prose_with_translit			none	1	6	0	0	Mitarbeiter mit dieser rasanten Entwicklung soweit Schritt zu halten, daß auch neu
6	86	0	german_prose_with_translit			none	2	3	0	0	hinzukommender tibetischer Wortschatz auf breiter Basis in die Wörtersammlung
6	87	0	other			none	0	0	0	0	aufgenommen werden konnte.
6	89	0	german_prose			none	0	7	0	0	Auf verschiedene Weise wurde versucht, das Sammeln von Wortbelegen zu beschleu-
6	90	0	german_prose			none	0	6	0	0	nıgen. Zum einen wurde das zeitraubende, detaillierte Exzerpieren von Texten besonde-
6	91	0	german_prose			none	0	7	0	0	rers auf die Verben ausgerichtet, auch auf die Gefahr einer subjektiven Auswahl hin.
6	92	0	german_prose_with_translit			none	1	7	0	0	Ferner wurden für Exzerpte auch Wörterlisten zu Textpublikationen herangezogen.
6	93	0	german_prose			none	0	10	0	0	Zum anderen wurden Kollegen, die an Texten mit einem für das Wörterbuch relevanten
6	94	0	german_prose_with_translit			none	1	5	0	0	Wortschatz arbeiteten, dafür gewonnen, diesen zu exzerpieren und, sozusagen als
6	95	0	german_prose			none	0	5	0	0	Nebenprodukt ihrer eigenen Studien, an das Wörterbuchprojekt weiterzugeben.
7	1	0	german_prose_with_translit			none	1	3	0	0	Wörterbuch der tibetischen Schriftsprache
7	3	0	german_prose_with_translit			none	1	8	0	0	Auf diese Weise trug Ricardo Canzio (Oxford) mit Exzerpten aus dem Rol-mo’i
7	4	0	german_prose_with_translit			none	2	6	0	0	bstan-bcos und seinem Kommentar zur Erweiterung der Textbelegstellen bei. Michael
7	5	0	german_prose_with_translit			none	2	7	0	0	Aris (Oxford) wertete historiographische Texte und die Gesetzesliteratur Bhutans für
7	6	0	german_prose			none	0	8	0	0	das Wörterbuchprojekt aus. Per Kvaerne (Oslo) steuerte Wortbelege aus einer Reihe
7	7	0	german_prose_with_translit			none	1	10	0	0	von Bon-po-Iexten wie z. B. dem mDzod-phug bei, und Samten G. Karmay (Paris)
7	8	0	german_prose			none	0	7	0	0	lieferte Exzerpte aus dem gZi-brjid, dem gZer-mig und aus anderen Texten der Bon-po.
7	9	0	german_prose_with_translit			none	1	10	0	0	Auch Studenten von H. Hoffmann in Bloomington (U.S.A.) trugen auf Werkvertrags-
7	10	0	german_prose_with_translit			none	2	6	0	0	basis zur Erweiterung der Wörtersammlung bei. Im einzelnen wertete Paul Draghi die
7	11	0	german_prose_with_translit			none	1	10	0	0	Biographie des Nag-po-pa aus, Gary Houston Teile des sBa-bZed und Lieder des 6. Dalai
7	12	0	german_prose			none	0	9	0	0	Lama, Michael Walter kleinere alchimistische Texte aus dem Kanjur, den Text Gans-ri
7	13	0	german_prose_with_translit			none	3	5	0	0	mtsho-gsum-gyi dkar-chag, einen Abschnitt des gY«-thog cha-lag bco-brgyad und die
7	14	0	german_prose_with_translit			none	4	7	0	0	Biographie des Padmasambhava, und Craig Watson die Biographie der Ni-gu-ma und
7	15	0	german_prose_with_translit			none	1	4	0	0	Teile des sBa-bzed. Bedauerlicherweise hat diese Praxis keine Fortsetzung gefunden, da
7	16	0	german_prose_with_translit			none	1	9	0	0	die Kollegen feststellten, daß das Exzerpieren und genaue Übersetzen der Wortbeleg-
7	17	0	german_prose_with_translit			none	1	5	0	0	stellen sehr viel mehr Zeit in Anspruch nahm, als sie aufzubringen vermochten. Als
7	18	0	german_prose			none	0	6	0	0	ehrenamtlichem Beitragendem ist besonders dem Kommissionsmitglied M. Hahn
7	19	0	german_prose_with_translit			none	1	8	0	0	(Marburg) zu danken, der außer der oben schon erwähnten Fertigstellung der Maha-
7	20	0	german_prose			none	0	8	0	0	vyutpatti auch wichtige Exzerpte aus der Niti-Literatur des ’Tanjur und aus dem
7	21	0	latin_other			none	2	0	0	0	Kaniskalekha zur Wörtersammlung beisteuerte.
7	23	0	german_prose_with_translit			none	1	9	0	0	Im Jahr 1980 wurde das Projekt „Wörterbuch der tibetischen Schriftsprache“ in das
7	24	0	german_prose_with_translit			none	2	3	0	0	Akademienprogramm aufgenommen, eine Förderung von Langzeitvorhaben, deren
7	25	0	german_prose_with_translit			none	1	10	0	0	Finanzierung sich der Bund und die Länder teilen. Dies bedeutete, daß für das Vorhaben
7	26	0	german_prose			none	0	6	0	0	eine Laufzeit vorgegeben wurde, innerhalb derer das Wörterbuch zum Abschluß zu
7	27	0	german_prose_with_translit			none	2	5	0	0	bringen sein sollte. Die Kommissionsmitarbeiter waren deshalb in der Folgezeit
7	28	0	german_prose_with_translit			none	1	5	0	0	bemüht, Wörter aus Textgruppen auszuheben, die bisher noch wenig berücksichtigt
7	29	0	german_prose_with_translit			none	3	5	0	0	worden waren. J. Panglung hat aus dem Vinaya, den Biographien des Kah-thog
7	30	0	german_prose_with_translit			none	2	8	0	0	Rig-’dzin 'Tshe-dban nor-bu und des Mi-la ras-pa wichtige Wortbelege in die Wörter-
7	31	0	german_prose_with_translit			none	3	7	0	0	sammlung eingebracht. Mein Beitrag bestand in der Auswertung der frühen Inschriften
7	32	0	german_prose			none	0	11	0	0	aus der Zeit des 8. und 9. Jhs. Über die Aufnahme alttibetischer Texte, die - neben der
7	33	0	german_prose_with_translit			none	1	5	0	0	etwa gleichzeitig erfolgten Übersetzung der kanonischen Literatur aus dem Sanskrit —
7	34	0	german_prose_with_translit			none	2	8	0	0	für viele Wörter frühe Belegstellen erbringen, herrschte in der Kommission lange Zeit
7	35	0	german_prose_with_translit			none	1	7	0	0	Unsicherheit. Man entschied sich jedoch schließlich dafür, diese Texte in Auswahl auf-
7	36	0	german_prose_with_translit			none	2	6	0	0	zunehmen. Die Kanzlei- und Verwaltungssprache war durch eine Reihe umfangreicher
7	37	0	german_prose_with_translit			none	2	7	0	0	Veröffentlichungen von Dokumenten, zum großen Teil auch mit Übersetzung oder
7	38	0	german_prose_with_translit			none	2	4	0	0	detaillierter Inhaltsangabe durch D. Schuh (Bonn) zugänglich gemacht worden. Der
7	39	0	german_prose_with_translit			none	1	7	0	0	spezielle Wortschatz dieser Dokumente ist ebenfalls in Auswahl für das Wörterbuch-
7	40	0	german_prose			none	0	1	0	0	projekt berücksichtigt worden.
7	42	0	german_prose_with_translit			none	1	7	0	0	Schon früh war versucht worden, mit Hilfe der elektronischen Datenverarbeitung
