bucket	token	count
wts_1_34:dotless_i_artifact	apı	2
wts_1_34:dotless_i_artifact	Dalaı	2
wts_1_34:dotless_i_artifact	rıb	2
wts_1_34:dotless_i_artifact	seın	2
wts_1_34:dotless_i_artifact	gzrı	2
wts_1_34:dotless_i_artifact	nımm	2
wts_1_34:dotless_i_artifact	kyıi	2
wts_1_34:dotless_i_artifact	mın	2
wts_1_34:dotless_i_artifact	ındem	2
wts_1_34:dotless_i_artifact	ıst	2
wts_1_34:dotless_i_artifact	ganı	2
wts_1_34:dotless_i_artifact	VısT	2
wts_1_34:dotless_i_artifact	cı	2
wts_1_34:dotless_i_artifact	sıl	2
wts_1_34:dotless_i_artifact	ınam	2
wts_1_34:dotless_i_artifact	zın	2
wts_1_34:dotless_i_artifact	Zıg	2
wts_1_34:dotless_i_artifact	rıl	2
wts_1_34:dotless_i_artifact	Reıs	2
wts_1_34:dotless_i_artifact	brıs	2
wts_1_34:dotless_i_artifact	Tcı	2
wts_1_34:dotless_i_artifact	alttıb	2
wts_1_34:dotless_i_artifact	türkısch	2
wts_1_34:dotless_i_artifact	vı	2
wts_1_34:dotless_i_artifact	Inı	2
wts_1_34:dotless_i_artifact	ostasıatische	2
wts_1_34:dotless_i_artifact	skı	2
wts_1_34:dotless_i_artifact	dınar	2
wts_1_34:dotless_i_artifact	ınan	2
wts_1_34:dotless_i_artifact	scı	2
wts_1_34:dotless_i_artifact	Tı	2
wts_1_34:dotless_i_artifact	nam-mkha’ı	1
wts_1_34:dotless_i_artifact	nıgen	1
wts_1_34:dotless_i_artifact	wiıe	1
wts_1_34:dotless_i_artifact	liıx-Ixu	1
wts_1_34:dotless_i_artifact	ViıDyAgHüsana	1
wts_1_34:dotless_i_artifact	AtıH	1
wts_1_34:dotless_i_artifact	kärıka-vyäakhyäna	1
wts_1_34:dotless_i_artifact	VıpyAsmüsana	1
wts_1_34:dotless_i_artifact	xlı	1
wts_1_34:dotless_i_artifact	VıwvAsHüsana	1
wts_1_34:dotless_i_artifact	RıcHharpson	1
wts_1_34:dotless_i_artifact	ICanı	1
wts_1_34:dotless_i_artifact	xlvıni	1
wts_1_34:dotless_i_artifact	Meicho-Fukyü-Kaı	1
wts_1_34:dotless_i_artifact	prajüapäramıta	1
wts_1_34:dotless_i_artifact	admın	1
wts_1_34:dotless_i_artifact	fascıculus	1
wts_1_34:dotless_i_artifact	folıum	1
wts_1_34:dotless_i_artifact	pagıiniert	1
wts_1_34:dotless_i_artifact	Indo-Iranıan	1
wts_1_34:dotless_i_artifact	ıl	1
wts_1_34:dotless_i_artifact	Ixıu	1
wts_1_34:dotless_i_artifact	kakanı	1
wts_1_34:dotless_i_artifact	rakaparı	1
wts_1_34:dotless_i_artifact	arıver	1
wts_1_34:dotless_i_artifact	Kakerıya	1
wts_1_34:dotless_i_artifact	litatıiv	1
wts_1_34:dotless_i_artifact	katarı	1
wts_1_34:dotless_i_artifact	Katı	1
wts_1_34:dotless_i_artifact	IserınG	1
wts_1_34:dotless_i_artifact	Vıhära	1
wts_1_34:dotless_i_artifact	kamacandıra	1
wts_1_34:dotless_i_artifact	Buddhapaälıta	1
wts_1_34:dotless_i_artifact	nıgrum	1
wts_1_34:dotless_i_artifact	käcalın-	1
wts_1_34:dotless_i_artifact	kalagnı	1
wts_1_34:dotless_i_artifact	sisyahıtä	1
wts_1_34:dotless_i_artifact	landı	1
wts_1_34:dotless_i_artifact	ırrt	1
wts_1_34:dotless_i_artifact	sıman	1
wts_1_34:dotless_i_artifact	Inarı	1
wts_1_34:dotless_i_artifact	kalı	1
wts_1_34:dotless_i_artifact	Kalıkä-Pflanze	1
wts_1_34:dotless_i_artifact	kalıdasa	1
wts_1_34:dotless_i_artifact	Käśı	1
wts_1_34:dotless_i_artifact	käsıka	1
wts_1_34:dotless_i_artifact	śı’i	1
wts_1_34:dotless_i_artifact	käsıjäta	1
wts_1_34:dotless_i_artifact	kasısunda-	1
wts_1_34:dotless_i_artifact	tıt	1
wts_1_34:dotless_i_artifact	käncı	1
wts_1_34:dotless_i_artifact	häufı-	1
wts_1_34:dotless_i_artifact	karkatıkä	1
wts_1_34:dotless_i_artifact	südlı-	1
wts_1_34:dotless_i_artifact	karnıka	1
wts_1_34:dotless_i_artifact	Karnıkära	1
wts_1_34:dotless_i_artifact	kinıhi	1
wts_1_34:dotless_i_artifact	Kıräta-Schrift	1
wts_1_34:dotless_i_artifact	kı	1
wts_1_34:dotless_i_artifact	kır	1
wts_1_34:dotless_i_artifact	Kımsuka-Bau-	1
wts_1_34:dotless_i_artifact	Kımsuka-Baumes	1
wts_1_34:dotless_i_artifact	Igın	1
wts_1_34:dotless_i_artifact	kılikıläyitam	1
wts_1_34:dotless_i_artifact	Bon-Gottheıt	1
wts_1_34:dotless_i_artifact	weıß	1
wts_1_34:dotless_i_artifact	kusälı	1
wts_1_34:dotless_i_artifact	satıvus	1
wts_1_34:dotless_i_artifact	ävısaya	1
wts_1_34:dotless_i_artifact	zornıg	1
wts_1_34:dotless_i_artifact	śvämıtra	1
wts_1_34:dotless_i_artifact	äramıkah	1
wts_1_34:dotless_i_artifact	Yısün	1
wts_1_34:dotless_i_artifact	KımurA	1
wts_1_34:dotless_i_artifact	HorıInGer	1
wts_1_34:dotless_i_artifact	bannı	1
wts_1_34:dotless_i_artifact	parıghätana	1
wts_1_34:dotless_i_artifact	vyajıhma	1
wts_1_34:dotless_i_artifact	parisphärayatı	1
wts_1_34:dotless_i_artifact	samdhävatı	1
wts_1_34:dotless_i_artifact	wıll	1
wts_1_34:dotless_i_artifact	nıchten	1
wts_1_34:dotless_i_artifact	parimärjayatı	1
wts_1_34:dotless_i_artifact	älokıtah	1
wts_1_34:dotless_i_artifact	samvyavaharıkam	1
wts_1_34:dotless_i_artifact	parı-	1
wts_1_34:dotless_i_artifact	Nektar-Safı	1
wts_1_34:dotless_i_artifact	nuparıksiptam	1
wts_1_34:dotless_i_artifact	avavırthä	1
wts_1_34:dotless_i_artifact	ätatäyın	1
wts_1_34:dotless_i_artifact	ekäntaklıstäh	1
wts_1_34:dotless_i_artifact	weı-	1
wts_1_34:dotless_i_artifact	äghätayatı	1
wts_1_34:dotless_i_artifact	vyalumpantı	1
wts_1_34:dotless_i_artifact	wıdmete	1
wts_1_34:dotless_i_artifact	samcarı	1
wts_1_34:dotless_i_artifact	sMan-ıı	1
wts_1_34:dotless_i_artifact	ärägayatı	1
wts_1_34:dotless_i_artifact	Kın	1
wts_1_34:dotless_i_artifact	offıcinalıs	1
wts_1_34:dotless_i_artifact	nepalensıs	1
wts_1_34:dotless_i_artifact	kelı	1
wts_1_34:dotless_i_artifact	śa’ı	1
wts_1_34:dotless_i_artifact	tkyı	1
wts_1_34:dotless_i_artifact	krı	1
wts_1_34:dotless_i_artifact	zeylanıca	1
wts_1_34:dotless_i_artifact	wırd	1
wts_1_34:dotless_i_artifact	nagajıhvika	1
wts_1_34:dotless_i_artifact	KıErter	1
wts_1_34:initial_confusable_I	Itar	610
wts_1_34:initial_confusable_I	Ina	457
wts_1_34:initial_confusable_I	Ins	82
wts_1_34:initial_confusable_I	Inhalt	79
wts_1_34:initial_confusable_I	Ice	77
wts_1_34:initial_confusable_I	Indien	75
wts_1_34:initial_confusable_I	Ishe	74
wts_1_34:initial_confusable_I	Ius	72
wts_1_34:initial_confusable_I	Itas	72
wts_1_34:initial_confusable_I	Ito	62
wts_1_34:initial_confusable_I	IMAEDA	60
wts_1_34:initial_confusable_I	Ich	57
wts_1_34:initial_confusable_I	ITJ	56
wts_1_34:initial_confusable_I	Imperativ	54
wts_1_34:initial_confusable_I	Indra	54
wts_1_34:initial_confusable_I	ISBN	49
wts_1_34:initial_confusable_I	Indras	47
wts_1_34:initial_confusable_I	Institute	46
wts_1_34:initial_confusable_I	Itun	45
wts_1_34:initial_confusable_I	Itag	43
wts_1_34:initial_confusable_I	Ite	41
wts_1_34:initial_confusable_I	Indica	39
wts_1_34:initial_confusable_I	Ipags	37
wts_1_34:initial_confusable_I	Ikog	36
wts_1_34:initial_confusable_I	IsonNth	34
wts_1_34:initial_confusable_I	Ini	33
wts_1_34:initial_confusable_I	Inneren	32
wts_1_34:initial_confusable_I	Ikugs	32
wts_1_34:initial_confusable_I	Ikun	29
wts_1_34:initial_confusable_I	Innere	29
wts_1_34:initial_confusable_I	ITC	27
wts_1_34:initial_confusable_I	Index	25
wts_1_34:initial_confusable_I	Insel	24
wts_1_34:initial_confusable_I	Irjes	21
wts_1_34:initial_confusable_I	Inschrift	20
wts_1_34:initial_confusable_I	Insekt	20
wts_1_34:initial_confusable_I	Inkarnation	19
wts_1_34:initial_confusable_I	Ist	18
wts_1_34:initial_confusable_I	India	18
wts_1_34:initial_confusable_I	Institut	17
wts_1_34:initial_confusable_I	Iugs	17
wts_1_34:initial_confusable_I	Indica-et-Tibetica-Verl	16
wts_1_34:initial_confusable_I	IAIC	16
wts_1_34:initial_confusable_I	IOL	16
wts_1_34:initial_confusable_I	Ide	15
wts_1_34:initial_confusable_I	IsKh	15
wts_1_34:initial_confusable_I	Ingwer	15
wts_1_34:initial_confusable_I	Insekten	15
wts_1_34:initial_confusable_I	Interesse	14
wts_1_34:initial_confusable_I	ISMEO	14
wts_1_34:initial_confusable_I	International	14
wts_1_34:initial_confusable_I	Instrument	14
wts_1_34:initial_confusable_I	Irrtum	14
wts_1_34:initial_confusable_I	Imnon	14
wts_1_34:initial_confusable_I	Iten	13
wts_1_34:initial_confusable_I	Itad	13
wts_1_34:initial_confusable_I	Indiens	12
wts_1_34:initial_confusable_I	Ithan	12
wts_1_34:initial_confusable_I	Ihr	12
wts_1_34:initial_confusable_I	Ines	12
wts_1_34:initial_confusable_I	Ika	11
wts_1_34:initial_confusable_I	Inneres	11
wts_1_34:initial_confusable_I	IDeKh	10
wts_1_34:initial_confusable_I	Indian	10
wts_1_34:initial_confusable_I	Iga	10
wts_1_34:initial_confusable_I	Icags	10
wts_1_34:initial_confusable_I	Itan	10
wts_1_34:initial_confusable_I	Ind	10
wts_1_34:initial_confusable_I	Ing	10
wts_1_34:initial_confusable_I	Inas	10
wts_1_34:initial_confusable_I	Illusion	10
wts_1_34:initial_confusable_I	Iba	9
wts_1_34:initial_confusable_I	Item	9
wts_1_34:initial_confusable_I	IITBS	8
wts_1_34:initial_confusable_I	Ikug	8
wts_1_34:initial_confusable_I	Ihgr	8
wts_1_34:initial_confusable_I	Inar	8
wts_1_34:initial_confusable_I	Ildan	8
wts_1_34:initial_confusable_I	Ichu	8
wts_1_34:initial_confusable_I	Imthon	8
wts_1_34:initial_confusable_I	Inschriften	7
wts_1_34:initial_confusable_I	Inil	7
wts_1_34:initial_confusable_I	ICan	7
wts_1_34:initial_confusable_I	Indo-Tibetan	7
wts_1_34:initial_confusable_I	Isa	7
wts_1_34:initial_confusable_I	Iskya	7
wts_1_34:initial_confusable_I	Ican	7
wts_1_34:initial_confusable_I	IST	7
wts_1_34:initial_confusable_I	Isvara	7
wts_1_34:initial_confusable_I	INT	7
wts_1_34:initial_confusable_I	IPL	7
wts_1_34:initial_confusable_I	Igan	7
wts_1_34:initial_confusable_I	Igtan	7
wts_1_34:initial_confusable_I	Indologie	6
wts_1_34:initial_confusable_I	Indo-Iranian	6
wts_1_34:initial_confusable_I	INGAWANG	6
wts_1_34:initial_confusable_I	Instrumental	6
wts_1_34:initial_confusable_I	Ian	6
wts_1_34:initial_confusable_I	Itens	6
wts_1_34:initial_confusable_I	Inhaber	6
wts_1_34:initial_confusable_I	Iskyes	6
wts_1_34:initial_confusable_I	Iśvara	6
wts_1_34:initial_confusable_I	Iropfen	6
wts_1_34:initial_confusable_I	INN	6
wts_1_34:initial_confusable_I	Idog	6
wts_1_34:initial_confusable_I	Illusionen	6
wts_1_34:initial_confusable_I	Ibu	6
wts_1_34:initial_confusable_I	Idon	6
wts_1_34:initial_confusable_I	Informant	5
wts_1_34:initial_confusable_I	Iya	5
wts_1_34:initial_confusable_I	Ishal	5
wts_1_34:initial_confusable_I	IDe	5
wts_1_34:initial_confusable_I	Istituto	5
wts_1_34:initial_confusable_I	Italiano	5
wts_1_34:initial_confusable_I	Indischen	5
wts_1_34:initial_confusable_I	Irta	5
wts_1_34:initial_confusable_I	Indica-et-Tibetica-Verlag	5
wts_1_34:initial_confusable_I	Irkan	5
wts_1_34:initial_confusable_I	Interpretation	5
wts_1_34:initial_confusable_I	Ibal	5
wts_1_34:initial_confusable_I	Innenminister	5
wts_1_34:initial_confusable_I	Ings	5
wts_1_34:initial_confusable_I	Ida	5
wts_1_34:initial_confusable_I	Idad	5
wts_1_34:initial_confusable_I	Ijon	5
wts_1_34:initial_confusable_I	Interrogativpronomen	5
wts_1_34:initial_confusable_I	Iteb	5
wts_1_34:initial_confusable_I	Inal	5
wts_1_34:initial_confusable_I	Intervention	5
wts_1_34:initial_confusable_I	Ion	5
wts_1_34:initial_confusable_I	Icam	5
wts_1_34:initial_confusable_I	Innern	5
wts_1_34:initial_confusable_I	ICam-srin	5
wts_1_34:initial_confusable_I	Imthun	5
wts_1_34:initial_confusable_I	Itab	5
wts_1_34:initial_confusable_I	Ithugs	5
wts_1_34:initial_confusable_I	Idar	5
wts_1_34:initial_confusable_I	Iranistik	4
wts_1_34:initial_confusable_I	Indo-Aryan	4
wts_1_34:initial_confusable_I	Imprimerie	4
wts_1_34:initial_confusable_I	ISHIHAMA	4
wts_1_34:initial_confusable_I	Indices	4
wts_1_34:initial_confusable_I	Introduction	4
wts_1_34:initial_confusable_I	Idum	4
wts_1_34:initial_confusable_I	Isku	4
wts_1_34:initial_confusable_I	Irtswa	4
wts_1_34:initial_confusable_I	Irten	4
wts_1_34:initial_confusable_I	Ikon	4
wts_1_34:initial_confusable_I	Itani	4
wts_1_34:initial_confusable_I	Idin	4
wts_1_34:initial_confusable_I	Ijan	4
wts_1_34:initial_confusable_I	Indefinitpronomen	4
wts_1_34:initial_confusable_I	Intrige	4
wts_1_34:initial_confusable_I	Ibstan	4
wts_1_34:initial_confusable_I	Ireppe	4
wts_1_34:initial_confusable_I	Ichos	4
wts_1_34:initial_confusable_I	Inspektionsreise	4
wts_1_34:initial_confusable_I	Innereien	4
wts_1_34:initial_confusable_I	Instrumente	4
wts_1_34:initial_confusable_I	Islam	4
wts_1_34:initial_confusable_I	Iton	4
wts_1_34:initial_confusable_I	Irrtümer	4
wts_1_34:initial_confusable_I	Idem	4
wts_1_34:initial_confusable_I	Ira	4
wts_1_34:initial_confusable_I	Innenseite	4
wts_1_34:initial_confusable_I	IMP	4
wts_1_34:initial_confusable_I	Ichags	4
wts_1_34:initial_confusable_I	Inl	4
wts_1_34:initial_confusable_I	ITN	4
wts_1_34:initial_confusable_I	Iug	4
wts_1_34:initial_confusable_I	Irtin	4
wts_1_34:initial_confusable_I	Imthar	4
wts_1_34:initial_confusable_I	Indiana	3
wts_1_34:initial_confusable_I	ICe	3
wts_1_34:initial_confusable_I	Imp	3
wts_1_34:initial_confusable_I	IsIAO	3
wts_1_34:initial_confusable_I	Ispan	3
wts_1_34:initial_confusable_I	Ikan	3
wts_1_34:initial_confusable_I	Ima	3
wts_1_34:initial_confusable_I	Inspektion	3
wts_1_34:initial_confusable_I	Inseln	3
wts_1_34:initial_confusable_I	Iku	3
wts_1_34:initial_confusable_I	Itsa	3
wts_1_34:initial_confusable_I	IshY	3
wts_1_34:initial_confusable_I	Insti-	3
wts_1_34:initial_confusable_I	Iko	3
wts_1_34:initial_confusable_I	Iris	3
wts_1_34:initial_confusable_I	Ikonographie	3
wts_1_34:initial_confusable_I	Ikyog	3
wts_1_34:initial_confusable_I	Iskyon	3
wts_1_34:initial_confusable_I	Identifizierung	3
wts_1_34:initial_confusable_I	Inhalte	3
wts_1_34:initial_confusable_I	INTER	3
wts_1_34:initial_confusable_I	Irre	3
wts_1_34:initial_confusable_I	Isam	3
wts_1_34:initial_confusable_I	Irkyon	3
wts_1_34:initial_confusable_I	IhK	3
wts_1_34:initial_confusable_I	Iskur	3
wts_1_34:initial_confusable_I	Inkarnationen	3
wts_1_34:initial_confusable_I	Individuum	3
wts_1_34:umlaut_translit_candidate	Tathägata	68
wts_1_34:umlaut_translit_candidate	Samädhi	63
wts_1_34:umlaut_translit_candidate	Bewußtsein	44
wts_1_34:umlaut_translit_candidate	tatsächlich	33
wts_1_34:umlaut_translit_candidate	samädhih	29
wts_1_34:umlaut_translit_candidate	Mondhäuser	26
wts_1_34:umlaut_translit_candidate	Sphäre	25
wts_1_34:umlaut_translit_candidate	Dharmakäya	24
wts_1_34:umlaut_translit_candidate	abhängig	20
wts_1_34:umlaut_translit_candidate	abhängigen	19
wts_1_34:umlaut_translit_candidate	tsä	18
wts_1_34:umlaut_translit_candidate	Tathägatas	18
wts_1_34:umlaut_translit_candidate	enthält	17
wts_1_34:umlaut_translit_candidate	Täranätha	16
wts_1_34:umlaut_translit_candidate	Monatshälfte	16
wts_1_34:umlaut_translit_candidate	Schriftstück	16
wts_1_34:umlaut_translit_candidate	Amtsträger	15
wts_1_34:umlaut_translit_candidate	Mahäsiddha	15
wts_1_34:umlaut_translit_candidate	Dharmapäla	15
wts_1_34:umlaut_translit_candidate	Entschluß	13
wts_1_34:umlaut_translit_candidate	Sambhogakäya	12
wts_1_34:umlaut_translit_candidate	Dhärani	12
wts_1_34:umlaut_translit_candidate	Ratschläge	11
wts_1_34:umlaut_translit_candidate	śrävaka	11
wts_1_34:umlaut_translit_candidate	Entschädigung	11
wts_1_34:umlaut_translit_candidate	Sädhana	11
wts_1_34:umlaut_translit_candidate	väterlicherseits	11
wts_1_34:umlaut_translit_candidate	Vidyädhara	11
wts_1_34:umlaut_translit_candidate	Abhängigkeit	11
wts_1_34:umlaut_translit_candidate	Achselhöhle	10
wts_1_34:umlaut_translit_candidate	Dharmatä	10
wts_1_34:umlaut_translit_candidate	abhängige	9
wts_1_34:umlaut_translit_candidate	śrävakas	9
wts_1_34:umlaut_translit_candidate	mütterlicherseits	9
wts_1_34:umlaut_translit_candidate	Dharmaräja	9
wts_1_34:umlaut_translit_candidate	Himmelssphäre	8
wts_1_34:umlaut_translit_candidate	Bhägirathi	8
wts_1_34:umlaut_translit_candidate	wertschätzen	8
wts_1_34:umlaut_translit_candidate	Dharmakönig	8
wts_1_34:umlaut_translit_candidate	Siddhasära	7
wts_1_34:umlaut_translit_candidate	Bibliothöque	7
wts_1_34:umlaut_translit_candidate	Candraprabhä	7
wts_1_34:umlaut_translit_candidate	Speicherbewußtsein	7
wts_1_34:umlaut_translit_candidate	Dharmadhätu	7
wts_1_34:umlaut_translit_candidate	Vidyädharas	7
wts_1_34:umlaut_translit_candidate	hauptsächlich	7
wts_1_34:umlaut_translit_candidate	aufwärts	7
wts_1_34:umlaut_translit_candidate	abwärts	7
wts_1_34:umlaut_translit_candidate	Udbhatasiddhasvämin	6
wts_1_34:umlaut_translit_candidate	Sthüna	6
wts_1_34:umlaut_translit_candidate	Dharma-Königs	6
wts_1_34:umlaut_translit_candidate	Dhäranis	6
wts_1_34:umlaut_translit_candidate	Amitäbha	6
wts_1_34:umlaut_translit_candidate	Löwenthron	6
wts_1_34:umlaut_translit_candidate	Phänomene	6
wts_1_34:umlaut_translit_candidate	herabhängen	6
wts_1_34:umlaut_translit_candidate	Lödz-K	6
wts_1_34:umlaut_translit_candidate	selbstsüchtig	6
wts_1_34:umlaut_translit_candidate	Mathurä	6
wts_1_34:umlaut_translit_candidate	adhunä	6
wts_1_34:umlaut_translit_candidate	Vägbhata	5
wts_1_34:umlaut_translit_candidate	Upasthüna	5
wts_1_34:umlaut_translit_candidate	śäkya	5
wts_1_34:umlaut_translit_candidate	Anäthapindada	5
wts_1_34:umlaut_translit_candidate	überallhin	5
wts_1_34:umlaut_translit_candidate	zurückhalten	5
wts_1_34:umlaut_translit_candidate	Sukhävati	5
wts_1_34:umlaut_translit_candidate	Abhängiger	5
wts_1_34:umlaut_translit_candidate	Dharmäsoka	5
wts_1_34:umlaut_translit_candidate	unabhängig	5
wts_1_34:umlaut_translit_candidate	Gerätschaften	5
wts_1_34:umlaut_translit_candidate	phänomenalen	5
wts_1_34:umlaut_translit_candidate	Käśy	5
wts_1_34:umlaut_translit_candidate	Lotsäbas	5
wts_1_34:umlaut_translit_candidate	Rückhalt	5
wts_1_34:umlaut_translit_candidate	Bewußtseins	5
wts_1_34:umlaut_translit_candidate	Säkyaprabha	4
wts_1_34:umlaut_translit_candidate	Suvarnaprabhäsottamasütra	4
wts_1_34:umlaut_translit_candidate	Militärgouvernements	4
wts_1_34:umlaut_translit_candidate	Äsädha	4
wts_1_34:umlaut_translit_candidate	Welthüter	4
wts_1_34:umlaut_translit_candidate	dharmadhätu	4
wts_1_34:umlaut_translit_candidate	Abhängigen	4
wts_1_34:umlaut_translit_candidate	Nägabodhi	4
wts_1_34:umlaut_translit_candidate	enthüllen	4
wts_1_34:umlaut_translit_candidate	sätstsha	4
wts_1_34:umlaut_translit_candidate	Visäkhä	4
wts_1_34:umlaut_translit_candidate	Thronhöhe	4
wts_1_34:umlaut_translit_candidate	bhüta	4
wts_1_34:umlaut_translit_candidate	Frühlingsmonats	4
wts_1_34:umlaut_translit_candidate	Vinayaprabhävati	4
wts_1_34:umlaut_translit_candidate	śästras	4
wts_1_34:umlaut_translit_candidate	Bhütas	4
wts_1_34:umlaut_translit_candidate	bädham	4
wts_1_34:umlaut_translit_candidate	Gäthäsataka	3
wts_1_34:umlaut_translit_candidate	Mädhavanidäna	3
wts_1_34:umlaut_translit_candidate	Lo-tsä-ba	3
wts_1_34:umlaut_translit_candidate	Grdhraküta	3
wts_1_34:umlaut_translit_candidate	Daphne-Blüte	3
wts_1_34:umlaut_translit_candidate	wärts	3
wts_1_34:umlaut_translit_candidate	Hauptschüler	3
wts_1_34:umlaut_translit_candidate	Dasabhümikasütra	3
wts_1_34:umlaut_translit_candidate	Weltsphären	3
wts_1_34:umlaut_translit_candidate	Ädibuddha	3
wts_1_34:umlaut_translit_candidate	äsphota	3
wts_1_34:umlaut_translit_candidate	Samädhis	3
wts_1_34:umlaut_translit_candidate	paramärtha	3
wts_1_34:umlaut_translit_candidate	Abhängige	3
wts_1_34:umlaut_translit_candidate	sündhaften	3
wts_1_34:umlaut_translit_candidate	streitsüchtig	3
wts_1_34:umlaut_translit_candidate	Näga-Krankheit	3
wts_1_34:umlaut_translit_candidate	btsan-Dämon	3
wts_1_34:umlaut_translit_candidate	Dharmapälas	3
wts_1_34:umlaut_translit_candidate	Sphären	3
wts_1_34:umlaut_translit_candidate	Phälguna	3
wts_1_34:umlaut_translit_candidate	Hüftseite	3
wts_1_34:umlaut_translit_candidate	Anavataptagäthä	3
wts_1_34:umlaut_translit_candidate	Großtibets	3
wts_1_34:umlaut_translit_candidate	samädhıh	3
wts_1_34:umlaut_translit_candidate	abhängt	3
wts_1_34:umlaut_translit_candidate	zurückhal-	3
wts_1_34:umlaut_translit_candidate	Buddhapälita	3
wts_1_34:umlaut_translit_candidate	entstünden	3
wts_1_34:umlaut_translit_candidate	Mahäbodhi	3
wts_1_34:umlaut_translit_candidate	herabhängenden	3
wts_1_34:umlaut_translit_candidate	Dharma-Verkündung	3
wts_1_34:umlaut_translit_candidate	Bhadrakalpikasütra	3
wts_1_34:umlaut_translit_candidate	Quadratstück	3
wts_1_34:umlaut_translit_candidate	entschlüpfte	3
wts_1_34:umlaut_translit_candidate	ärsabham	3
wts_1_34:umlaut_translit_candidate	Mahäkrodha	3
wts_1_34:umlaut_translit_candidate	Bheyapäla	3
wts_1_34:umlaut_translit_candidate	zurückholen	3
wts_1_34:umlaut_translit_candidate	dzä	3
wts_1_34:umlaut_translit_candidate	Trophäe	3
wts_1_34:umlaut_translit_candidate	pädabandhah	3
wts_1_34:umlaut_translit_candidate	Dharmänanda	3
wts_1_34:umlaut_translit_candidate	Rückwärtsgang	3
wts_1_34:umlaut_translit_candidate	lo-tsä-ba	3
wts_1_34:umlaut_translit_candidate	Mändhätr	3
wts_1_34:umlaut_translit_candidate	tathägatah	3
wts_1_34:umlaut_translit_candidate	Sämkhya	3
wts_1_34:umlaut_translit_candidate	Ichbewußtsein	3
wts_1_34:umlaut_translit_candidate	entschließen	3
wts_1_34:umlaut_translit_candidate	festhält	3
wts_1_34:umlaut_translit_candidate	Entschlußkraft	3
wts_1_34:umlaut_translit_candidate	Muktinätha	3
wts_1_34:umlaut_translit_candidate	sthänam	3
wts_1_34:umlaut_translit_candidate	anuvidhänam	3
wts_1_34:umlaut_translit_candidate	wußtsein	3
