page	line	token_index	base_token	alternate_token	reason	base_key	alternate_key	base_line	alternate_line	alignment_method	alignment_attribution	resynchronization_attribution	resynchronization_source	base_to_alternate_page_delta	alternate_page	page_match_score	canonical_overlap	shared_canonical_tokens	base_nonempty_count	alternate_nonempty_count	line_count_ratio
23	114	11	ses	śes	alternate_witness_google_loc_fricative_upgrade	ses	ses	von bKra 475 Ihun po bLo bzan dPal ldan Ye ses. Aus dem tibetischen Original übersetzt und	von bKra 475 lhun po bLo bzaṅ dPal ldan Ye śes. Aus dem tibetischen Original übersetzt und	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	23	0.683	0.890	543	90	94	0.957
23	132	3	Bkra-sis-Ihun-po	Bkra-sis-lhun-po	alternate_witness_hyphenated_initial_i_to_l_translit	bkrasisihunpo	bkrasislhunpo	ma of Bkra-sis-Ihun-po. Reproduced from tracings made from prints of the Bkra-Sis-Ihun-po	ma of Bkra-sis-lhun-po. Reproduced from tracings made from prints of the Bkra-sis-lhun-po	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	23	0.683	0.890	543	90	94	0.957
23	132	12	Bkra-Sis-Ihun-po	Bkra-sis-lhun-po	alternate_witness_hyphenated_initial_i_to_l_translit	bkrasisihunpo	bkrasislhunpo	ma of Bkra-sis-Ihun-po. Reproduced from tracings made from prints of the Bkra-Sis-Ihun-po	ma of Bkra-sis-lhun-po. Reproduced from tracings made from prints of the Bkra-sis-lhun-po	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	23	0.683	0.890	543	90	94	0.957
25	17	6	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	ICan skya Nag dban blo bzan chos Idan } Suzukı 1955-1961 [2CK]	ICan skya Nag dban blo bzaṅ chos Idan } Suzukı 1955-1961 [2CK]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	22	3	rdzon	rdzoṅ	alternate_witness_google_loc_nasal_upgrade	rdzon	rdzon	ICe om rdzon pa, $es rab rdo rje T Gans can rig breya’i sgo ’byed Ide mig 1991 [dPe]	ICe om rdzoṅ pa, $es rab rdo rje T Gans can rig breya’i sgo ’byed Ide mig 1991 [dPe]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	24	4	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	"|Dan ma blo bzanı rdo rje 1981: Rigs dan dyil ""khor rgya mtsho’i khyab bdag he ru kah dpal nur"	"|Dan ma blo bzaṅı rdo rje 1981: Rigs daṅ dyil ""khor rgya mtsho’i khyab bdag he ru kah dpal nur"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	24	9	dan	daṅ	alternate_witness_google_loc_nasal_upgrade	dan	dan	"|Dan ma blo bzanı rdo rje 1981: Rigs dan dyil ""khor rgya mtsho’i khyab bdag he ru kah dpal nur"	"|Dan ma blo bzaṅı rdo rje 1981: Rigs daṅ dyil ""khor rgya mtsho’i khyab bdag he ru kah dpal nur"	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	52	4	$PS	SPS	alternate_witness_citation_siglum	sps	sps	New Delhi: IAIC ($PS 38).	New Delhi: IAIC (SPS 38).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	57	3	$PS	SPS	alternate_witness_citation_siglum	sps	sps	Delhi: IAIC ($PS 64). [Bu]	Delhi: IAIC (SPS 64). [Bu]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	60	5	$PS	SPS	alternate_witness_citation_siglum	sps	sps	parts. New Delhi: TAIC ($PS 100). [KID, KlonD]	parts. New Delhi: TAIC (SPS 100). [KID, KlonD]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	65	3	Dgah-Idan-phun-tshogs-glin	Dgah-ldan-phun-tshogs-glin	alternate_witness_hyphenated_initial_i_to_l_translit	dgahidanphuntshogsglin	dgahldanphuntshogsglin	- 1982: Bkah-than-sde-Ina. Dgah-Idan-phun-tshogs-glin [!] edition. Reproduced from the col-	- 1982: Bkah-than-sde-Ina. Dgah-ldan-phun-tshogs-glin [!] edition. Reproduced from the col-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	72	4	Bkah-than-sde-Ina	Bkah-than-sde-lna	alternate_witness_hyphenated_initial_i_to_l_translit	bkahthansdeina	bkahthansdelna	LokEsH CHAnDRA 1982a: Bkah-than-sde-Ina. Zhö edition. Reproduced from the collection of	LokEsH CHAnDRA 1982a: Bkah-than-sde-lna. Zhö edition. Reproduced from the collection of	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	73	6	$PS	SPS	alternate_witness_citation_siglum	sps	sps	Prof. Raghuvira. New Delhi: TAIC ($PS 308). [bKth-Z]	Prof. Raghuvira. New Delhi: TAIC (SPS 308). [bKth-Ź]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	73	8	bKth-Z	bKth-Ź	alternate_witness_google_loc_fricative_upgrade	bkthz	bkthz	Prof. Raghuvira. New Delhi: TAIC ($PS 308). [bKth-Z]	Prof. Raghuvira. New Delhi: TAIC (SPS 308). [bKth-Ź]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	84	6	lMAEDA	IMAEDA	alternate_witness_citation_cleanup	lmaeda	imaeda	— [Bd. 2: Spanıen, Ariane] /lMAEDA, Yoshiro 1978-1979: Choix de documents tibetains conserves a	— [Bd. 2: Spanıen, Ariane] /IMAEDA, Yoshiro 1978-1979: Choix de documents tibetains conserves a	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	107	8	bsags	bśags	alternate_witness_google_loc_fricative_upgrade	bsags	bsags	Ma rgyud thugs rje /7/ ma’i bskan bsags dag po gcıg \ Sammlung Waddell [Magy]	Ma rgyud thugs rje /7/ ma’i bskan bśags dag po gcıg \ Sammlung Waddell [Magy]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	122	2	rNin	rÑin	alternate_witness_google_loc_nasal_upgrade	rnin	rnin	on, rNin ma’i &hos ’byun Chen mo. Faksimile-Edition der Berliner Handschrift (Staatsbiblio-	on, rÑin ma’i &hos ’byun Chen mo. Faksimile-Edition der Berliner Handschrift (Staatsbiblio-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
25	124	7	mNa	mÑa	alternate_witness_google_loc_nasal_upgrade	mna	mna	po’i sbrani rci’i b£ud, auch mNa’ bdag Nanı gi Chos ’byuni genannt, verfaßt von Nanı Ralpa &an	po’i sbrani rci’i b£ud, auch mÑa’ bdag Nanı gi Chos ’byuni genannt, verfaßt von Nanı Ralpa &an	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	25	0.549	0.860	547	91	92	0.989
26	27	2	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	Nag dban rin chen bkra 615, sKyogs ston lo [53 ba | Sonam anGDu 1973 [Lis]	Nag dbaṅ rin chen bkra 615, sKyogs ston lo [53 ba | Sonam anGDu 1973 [Lis]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	55	5	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	— 1970: Three Karchacks. Lha Idan sprul pa’i gtsug lag khang gi dkar chag shel dkar me long	— 1970: Three Karchacks. Lha ldan sprul pa’i gtsug lag khang gi dkar chag shel dkar me long	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	114	1	bKth-Z	bKth-Ź	alternate_witness_google_loc_fricative_upgrade	bkthz	bkthz	[bKth-Z]; † Gu ru Padma ’byun gnas kyi skyes rabs ınam par thar pa [Padm]	[bKth-Ź]; † Gu ru Padma ’byun gnas kyi skyes rabs ınam par thar pa [Padm]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	116	5	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Panchen Lama 1, Blo bzan chos kyi rgyal mtshan ༈ Gurupeva 1973 [1PL]	Panchen Lama 1, Blo bzaṅ chos kyi rgyal mtshan ༈ Gurupeva 1973 [1PL]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	118	5	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Panchen Lama 2, Blo bzanı ye $es t NorBU/ERvAaLL 1969 [Donyod]	Panchen Lama 2, Blo bzaṅı ye $es t NorBU/ERvAaLL 1969 [Donyod]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	120	5	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Panchen Lama 3, Blo bzan dpal Idan ye $es GrÜünweeL 1915 [$Sambh]	Panchen Lama 3, Blo bzaṅ dpal ldan ye $es GrÜünweeL 1915 [$Sambh]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
26	120	7	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	Panchen Lama 3, Blo bzan dpal Idan ye $es GrÜünweeL 1915 [$Sambh]	Panchen Lama 3, Blo bzaṅ dpal ldan ye $es GrÜünweeL 1915 [$Sambh]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	26	0.582	0.902	562	91	97	0.938
27	26	2	sen	śen	alternate_witness_google_loc_fricative_upgrade	sen	sen	rGyal sen mi lus bsam legs | Sammlung Waddell [Magy]	rGyal śen mi lus bsam legs | Sammlung Waddell [Magy]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
27	39	1	rNin	rÑin	alternate_witness_google_loc_nasal_upgrade	rnin	rnin	rNin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rNcd]	rÑin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rÑcd]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
27	39	10	rNcd	rÑcd	alternate_witness_google_loc_nasal_upgrade	rncd	rncd	rNin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rNcd]	rÑin ma’i rgyud bcu bdun 1 Sanje DORJE 1973-1977 [rÑcd]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
27	81	12	L$dz	Lśdz	alternate_witness_citation_siglum	lsdz	lsdz	Sar rdza bkra $is rgyal mtshan | TiBETAN Bonpo Monasric CENTRE 1977 [L$dz], † Karmay 1972	Sar rdza bkra $is rgyal mtshan | TiBETAN Bonpo Monasric CENTRE 1977 [Lśdz], † Karmay 1972	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
27	82	1	L$dz-K	Lśdz-K	alternate_witness_citation_siglum	lsdzk	lsdzk	[L$dz-K]	[Lśdz-K]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
27	88	10	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Sa skya pandi ta Kun dga’ rgyal mtshan dpal bzanı po ༈ BSop nams RGYA MIsHO 1968-1969 [Ro]]	Sa skya pandi ta Kun dga’ rgyal mtshan dpal bzaṅı po ༈ BSop nams RGYA MIsHO 1968-1969 [Ro]]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	27	0.532	0.914	524	89	92	0.967
28	29	15	Lis	Liś	alternate_witness_citation_siglum	lis	lis	sKyogs ston lo tsä ba Nag dbanı rin chen bkra 615 | Sonam anGpu 1973 [Lis]	sKyogs ston lo tsä ba Nag dbanı rin chen bkra 615 | Sonam anGpu 1973 [Liś]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	43	7	Lis	Liś	alternate_witness_citation_siglum	lis	lis	cripts from Ladakh. Leh: Basgo Tongspon. [Lis]	cripts from Ladakh. Leh: Basgo Tongspon. [Liś]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	61	6	bskan	bskaṅ	alternate_witness_google_loc_nasal_upgrade	bskan	bskan	Srid rgyal drel nag ma’i bskan ba † Sammlung Waddell [Srid]	Srid rgyal drel nag ma’i bskaṅ ba † Sammlung Waddell [Srid]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	78	7	sBa-bzed	sBa-bźed	alternate_witness_google_loc_fricative_upgrade	sbabzed	sbabzed	— 1961: Une chronique ancienne de bSam-yas: sBa-bzed. Edition du'texte tibetain et resume fran-	— 1961: Une chronique ancienne de bSam-yas: sBa-bźed. Edition du'texte tibetain et resume fran-	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	107	7	Bu-$z	Bu-Sz	alternate_witness_citation_siglum	busz	busz	Kultur- und Geistesgeschichte Asiens, Nr. 5). [Bu-$z]	Kultur- und Geistesgeschichte Asiens, Nr. 5). [Bu-Sz]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	118	8	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	TAsHI TSERING 1980: ’Dzam glin rgyas par bsad pa thagrin gsal bar mthon byed durba na. Or: ’Dzam	TAsHI TSERING 1980: ’Dzam glin rgyas par bśad pa thagrin gsal bar mthon byed durba na. Or: ’Dzam	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
28	119	4	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	glin chen po’irgyas bsad snod bcud kun gsal me lo. The rare 1830 redaction of the monumental	glin chen po’irgyas bśad snod bcud kun gsal me lo. The rare 1830 redaction of the monumental	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	28	0.590	0.906	568	89	90	0.989
29	16	4	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Thu’u bkwan Blo bzan chos kyınıma Dharma badzra t NGAWANG GELEK DEMO 1969-1971 [ThK]	Thu’u bkwan Blo bzaṅ chos kyınıma Dharma badzra t NGAWANG GELEK DEMO 1969-1971 [ThK]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	29	0.593	0.894	496	89	90	0.989
29	21	3	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	— 1977: Legs bsad rin po che’i mdzod. A Tibetan analytical history and study of the doctrines of	— 1977: Legs bśad rin po che’i mdzod. A Tibetan analytical history and study of the doctrines of	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	29	0.593	0.894	496	89	90	0.989
29	38	9	drun	druṅ	alternate_witness_google_loc_nasal_upgrade	drun	drun	Ishe rın dban rgyal, mDo mkhar Zabs drun 1 Bacor 1930 [Tshe]	Ishe rın dban rgyal, mDo mkhar Zabs druṅ 1 Bacor 1930 [Tshe]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	29	0.593	0.894	496	89	90	0.989
30	31	5	mna	mṅa	alternate_witness_google_loc_nasal_upgrade	mna	mna	Yons rdzogs bstan pa’i mna’ bdag skyabs rje yons ’dzin khri byan rdo rje chan chen po’i gsun 'bum ?	Yons rdzogs bstan pa’i mṅa’ bdag skyabs rje yons ’dzin khri byan rdo rje chan chen po’i gsun 'bum ?	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	30	0.730	0.944	388	122	123	0.992
30	32	4	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	Khri byanı Blo bzan ye $es bstan ’dzin rgya mtsho [KhB]	Khri byanı Blo bzaṅ ye $es bstan ’dzin rgya mtsho [KhB]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	30	0.730	0.944	388	122	123	0.992
30	49	3	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Zi ba Iha [d. i. Säntideva]: Byan chub sems dpa’i spyod pa la jug pa ! Weiter 1950 [Bca]	Zi ba lha [d. i. Säntideva]: Byan chub sems dpa’i spyod pa la jug pa ! Weiter 1950 [Bca]	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	30	0.730	0.944	388	122	123	0.992
66	63	10	sel	śel	alternate_witness_google_loc_fricative_upgrade	sel	sel	DGA BA’I RDO RJE 1995 (’Khruns dpe dri med sel gyı me lon).	DGA BA’I RDO RJE 1995 (’Khruns dpe dri med śel gyı me lon).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	67	5	dban	dbaṅ	alternate_witness_google_loc_nasal_upgrade	dban	dban	5. Dalai Lama, Nag dban blo bzan rgya mtsho (1616-1682): Gans can yul gyi sa la	5. Dalai Lama, Nag dbaṅ blo bzaṅ rgya mtsho (1616-1682): Gans can yul gyi sa la	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	67	7	bzan	bzaṅ	alternate_witness_google_loc_nasal_upgrade	bzan	bzan	5. Dalai Lama, Nag dban blo bzan rgya mtsho (1616-1682): Gans can yul gyi sa la	5. Dalai Lama, Nag dbaṅ blo bzaṅ rgya mtsho (1616-1682): Gans can yul gyi sa la	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	68	15	Idan	ldan	alternate_witness_initial_i_to_l_translit	idan	ldan	spyod pa’i mtho ris kyi rgyal blon gtso bor brjod pa’i deb ther rdzogs Idan gZon nu’i dga’	spyod pa’i mtho ris kyi rgyal blon gtso bor brjod pa’i deb ther rdzogs ldan gZon nu’i dga’	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	73	5	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	ba bstan pa’i de nid snan ba (Bd. ka, Text 2, 1a-131a3).	ba bstan pa’i de ñid snaṅ ba (Bd. ka, Text 2, 1a-131a3).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	73	6	snan	snaṅ	alternate_witness_google_loc_nasal_upgrade	snan	snan	ba bstan pa’i de nid snan ba (Bd. ka, Text 2, 1a-131a3).	ba bstan pa’i de ñid snaṅ ba (Bd. ka, Text 2, 1a-131a3).	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
66	107	13	bsad	bśad	alternate_witness_google_loc_fricative_upgrade	bsad	bsad	A khu Lha mo tshul khrims (1889-1948): Nag rtsis rdel ’grems ’bras bsad, dpag bsam	A khu Lha mo tshul khrims (1889-1948): Nag rtsis rdel ’grems ’bras bśad, dpag bsam	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	66	0.570	0.912	372	77	73	1.055
85	7	7	Iha	lha	alternate_witness_initial_i_to_l_translit	iha	lha	Wirklichkeit“ (Bu 774,3); — gzugs kyi Iha la	Wirklichkeit“ (Bu 774,3); — gzugs kyi lha la	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	85	0.505	0.904	443	157	167	0.940
85	19	6	Ita	lta	alternate_witness_initial_i_to_l_translit	ita	lta	tha 5777 pa’i tshad ma Ita bu „ein Fürwahrhalten, z. B. die konventionelle Beurteilung“	tha 5777 pa’i tshad ma lta bu „ein Fürwahrhalten, z. B. die konventionelle Beurteilung“	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	85	0.505	0.904	443	157	167	0.940
85	29	7	nid	ñid	alternate_witness_google_loc_nasal_upgrade	nid	nid	zag dan chos kyi no bo nid dan khyad par —'i	zag dan chos kyi no bo ñid dan khyad par —'i	recovered_rewrapped_page	recovered_rewrapped_fallback	direct_recovered_rewrapped_fallback		0	85	0.505	0.904	443	157	167	0.940
